"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Cabot","CCMP","2.50%","4.87%","-2.99%","22.59%","63.68%","164.94%"
"CACI","CACI","0.41%","0.41%","10.36%","46.88%","54.29%","147.74%"
"Cal-Maine","CALM","-0.30%","-0.10%","11.00%","12.37%","39.14%","-0.60%"
"CalAmp","CAMP","1.69%","0.13%","5.48%","9.57%","26.65%","41.53%"
"Calavo Growers","CVGW","0.43%","4.08%","14.85%","25.53%","53.55%","78.88%"
"Caleres","CAL","-0.86%","-2.22%","11.42%","10.75%","49.46%","11.59%"
"California Water Service","CWT","-0.61%","-1.45%","-0.61%","-9.92%","10.41%","96.87%"
"Callaway Golf","ELY","-0.82%","-0.17%","18.66%","64.32%","67.57%","158.06%"
"Cambrex","CBM","0.47%","1.17%","5.63%","34.90%","26.10%","35.29%"
"Cantel Medical","CMD","1.85%","-0.06%","4.61%","-7.19%","22.68%","91.28%"
"Capstead Mortgage","CMO","0.12%","-0.95%","0.72%","-3.47%","-13.38%","-20.25%"
"Carbo Ceramics","CRR","2.78%","8.96%","-9.20%","-12.77%","29.26%","-66.60%"
"Cardtronics","CATM","-1.08%","0.78%","50.86%","102.92%","46.00%","8.46%"
"Career","CECO","-2.97%","-3.73%","-12.18%","32.53%","71.05%","323.54%"
"Caretrust Inc","CTRE","-0.49%","-0.76%","11.12%","9.13%","-3.99%","61.57%"
"Carrizo Oil&Gas","CRZO","-1.93%","0.93%","-13.85%","12.22%","91.65%","-32.50%"
"Cato","CATO","1.18%","-9.88%","-14.26%","35.18%","62.78%","-37.64%"
"Cavco","CVCO","0.84%","2.02%","17.27%","60.45%","83.00%","242.06%"
"Cedar Realty","CDR","-2.65%","-4.55%","-3.08%","-27.47%","-12.15%","-30.55%"
"Celadon","CGIP","-0.60%","-3.75%","18.86%","-47.81%","-29.68%","-82.51%"
"Central Garden&Pet","CENT","-0.25%","-0.08%","-7.91%","0.77%","12.93%","222.00%"
"Central Garden&Pet A","CENTA","0.47%","0.19%","-8.13%","-3.50%","8.24%","189.96%"
"Century Aluminum","CENX","0.32%","2.03%","-3.60%","-36.00%","-34.80%","128.13%"
"CEVA","CEVA","0.50%","3.59%","-1.78%","-34.34%","-26.99%","58.39%"
"Chart Industries","GTLS","1.76%","-2.56%","1.46%","61.40%","128.28%","210.47%"
"Chemed","CHE","-1.34%","-1.07%","-1.51%","30.27%","64.45%","128.54%"
"Chemours Co","CC","3.42%","5.01%","0.44%","-8.27%","-3.57%","374.38%"
"Chesapeake Lodging","CHSP","-1.81%","-2.29%","2.96%","18.27%","27.29%","8.10%"
"Chuy's Holdings","CHUY","-0.55%","-0.37%","-16.02%","-2.85%","43.04%","-13.68%"
"Cincinnati Bell","CBB","2.40%","-1.54%","-1.92%","-38.61%","-40.19%","-27.07%"
"CIRCOR","CIR","2.37%","-1.18%","3.08%","-8.67%","-7.47%","0.32%"
"City Holding","CHCO","-0.89%","-1.80%","-0.72%","20.33%","28.77%","71.83%"
"Clearwater Paper","CLW","0.35%","-1.70%","31.74%","-36.45%","-36.24%","-48.49%"
"Cloud Peak Energy","CLD","0.40%","-0.40%","-8.49%","-44.27%","-20.77%","-43.25%"
"CMTSU Liquidation","CBRI","-12.50%","-0.00%","-50.00%","-86.67%","-92.00%","-99.94%"
"Cogent","CCOI","1.12%","2.36%","3.93%","19.76%","18.97%","97.56%"
"Coherent","COHR","0.08%","2.14%","7.40%","-34.96%","-17.19%","217.40%"
"Cohu","COHU","0.96%","1.90%","3.05%","19.91%","48.03%","172.75%"
"Columbia Banking","COLB","-0.66%","-2.91%","1.84%","-3.15%","13.00%","41.75%"
"Comfort Systems","FIX","-0.35%","-1.14%","4.14%","29.67%","69.72%","104.63%"
"Community Bank System","CBU","-0.39%","-0.83%","2.69%","22.68%","27.62%","86.27%"
"Community Health Systems","CYH","1.97%","4.61%","16.35%","-14.79%","-51.41%","-93.40%"
"Computer Programs&Systems","CPSI","-0.18%","-0.37%","-19.65%","-9.48%","-6.85%","-40.39%"
"Comtech","CMTL","-0.60%","2.14%","8.52%","64.10%","87.40%","42.69%"
"CONMED","CNMD","0.23%","0.13%","6.21%","53.03%","59.35%","45.06%"
"Consolidated Communications","CNSL","1.66%","1.66%","-1.60%","0.74%","-35.74%","-37.85%"
"Contango Oil&Gas","MCF","2.56%","3.99%","9.69%","27.39%","33.33%","-33.18%"
"Cooper Stnd","CPS","3.01%","0.56%","6.63%","16.70%","43.00%","144.92%"
"Core-Mark","CORE","-0.34%","1.52%","47.54%","11.84%","34.40%","-40.81%"
"CoreSite","COR","0.03%","-0.36%","0.50%","1.50%","-1.91%","132.15%"
"Corindus Vascular Robotics","CR3","1.50%","2.21%","-1.57%","7.06%","-41.79%","-70.30%"
"CorVel","CRVL","0.17%","2.29%","9.95%","13.89%","17.68%","94.92%"
"CPB","CPF","-0.90%","-2.02%","2.03%","-3.92%","-0.90%","42.23%"
"Cray","CRAY","1.86%","1.86%","-10.43%","-9.50%","18.06%","5.44%"
"Crocs","CROX","-1.47%","-0.40%","11.39%","59.34%","128.86%","38.71%"
"Cross Country","CCRN","1.00%","2.84%","-13.64%","-20.61%","-16.90%","-28.36%"
"CryoLife","CRY","0.59%","4.74%","15.51%","78.85%","72.98%","245.96%"
"CSG Systems","CSGS","0.62%","-0.85%","-9.63%","-14.99%","-2.79%","19.62%"
"CTS Corp","CTS","4.45%","2.97%","2.97%","41.36%","62.14%","95.80%"
"Cubic","CUB","0.99%","4.08%","12.84%","29.69%","82.68%","79.59%"
"Customers Bancorp","CUBI","0.00%","-2.24%","-3.49%","-4.16%","-11.48%","3.79%"
"CVB Financial","CVBF","-1.18%","-2.33%","2.71%","3.06%","17.75%","51.56%"
"Daktronics","DAKT","1.48%","-4.79%","-9.25%","-17.31%","-20.11%","-12.62%"
"Darling Ingredients","DAR","-0.20%","0.59%","1.65%","12.13%","16.44%","59.45%"
"Dave & Buster’s Entertainment","PLAY","0.47%","4.32%","24.61%","4.62%","1.73%","67.64%"
"DHI Group","DHX","2.22%","15.00%","12.20%","21.05%","24.32%","-70.59%"
"Diamondrock Hospitality","DRH","-0.60%","-2.02%","-0.77%","3.19%","8.57%","-1.52%"
"Digi","DGII","0.76%","2.31%","-1.85%","39.27%","44.57%","32.21%"
"Dime Community","DCOM","-0.27%","-1.60%","3.07%","-11.93%","-0.81%","8.47%"
"DineEquity","DIN","0.72%","2.58%","13.54%","60.71%","106.61%","-16.11%"
"Diodes","DIOD","2.91%","2.99%","3.57%","35.68%","44.77%","95.18%"
"Diplomat Pharmacy","DPLO","-0.30%","0.92%","-10.09%","-1.89%","20.28%","-50.80%"
"Donnelley Financial Solutions","DFIN","-0.53%","5.60%","-0.72%","5.54%","-2.51%","-"
"Dorman","DORM","-0.41%","0.85%","11.54%","31.67%","23.43%","59.66%"
"DSP Group","DSPG","-0.39%","1.58%","0.39%","2.80%","7.53%","50.29%"
"DXP Enterprises","DXPE","-2.45%","0.53%","16.67%","60.20%","73.77%","69.12%"
"Eagle Pharm","EGRX","-0.38%","-0.16%","-0.20%","50.30%","47.29%","-4.04%"
"EastGroup Properties","EGP","-0.06%","-0.19%","2.89%","9.61%","12.46%","76.32%"
"Ebix","EBIX","0.89%","2.26%","-2.88%","-0.13%","39.10%","180.57%"
"Echo Global","ECHO","0.45%","0.45%","3.55%","19.82%","132.99%","45.81%"
"eHealth","EHTH","-1.67%","-2.26%","27.07%","69.43%","30.16%","104.09%"
"El Paso Electric","EE","-1.58%","-2.20%","1.72%","12.38%","12.58%","72.83%"
"El Pollo Loco Holdings Inc","LOCO","-2.80%","-2.41%","1.67%","22.73%","6.11%","-11.31%"
"Electro Scientific","ESIO","-1.92%","-2.60%","27.28%","4.71%","79.52%","406.55%"
"Electronics for Imaging","EFII","-0.86%","1.95%","2.44%","16.66%","-2.38%","-21.86%"
"Emergent Biosolutions","EBS","2.12%","1.46%","14.13%","31.59%","69.48%","76.53%"
"Employers","EIG","-0.22%","2.05%","-1.43%","0.68%","6.81%","103.46%"
"Enanta","ENTA","0.37%","-0.31%","-4.23%","56.68%","106.47%","123.26%"
"Encore Capital","ECPG","-0.50%","-1.24%","9.34%","-5.46%","0.13%","-0.82%"
"Encore Wire","WIRE","0.39%","0.68%","11.94%","6.99%","27.11%","64.35%"
"Engility","EGL","0.46%","-0.63%","2.31%","23.30%","17.50%","25.74%"
"Enova International Inc","ENVA","-1.84%","-3.34%","10.32%","128.62%","208.89%","168.34%"
"Enpro Industries","NPO","0.40%","-0.71%","2.47%","-19.11%","9.07%","60.77%"
"ePlus","PLUS","-0.05%","1.90%","3.03%","35.51%","24.19%","165.50%"
"Era Group Inc","ERA","0.80%","5.28%","-9.64%","16.84%","33.62%","-22.23%"
"ESCO Technologies","ESE","0.22%","-1.58%","11.54%","13.94%","27.13%","89.85%"
"Essendant Inc","ESND","-2.92%","-4.68%","-5.67%","58.04%","25.32%","-57.49%"
"Ethan Allen Interiors","ETH","-0.88%","-3.41%","1.34%","-19.94%","-19.82%","-23.27%"
"Evercore","EVR","1.06%","0.18%","-2.66%","21.94%","46.43%","107.82%"
"EW Scripps A","SSP","-0.07%","-1.75%","15.56%","-6.85%","-19.16%","-16.94%"
"ExlServices","EXLS","-0.45%","1.23%","2.26%","1.99%","10.27%","68.77%"
"Exponent","EXPO","-1.61%","0.10%","5.48%","46.13%","57.19%","21.63%"
"Express","EXPR","-5.67%","-7.45%","3.15%","-3.25%","50.84%","-51.84%"
"Exterran Corp","EXTN","-0.24%","3.26%","6.81%","-8.27%","4.87%","-"
"EZCORP","EZPW","-0.90%","-2.21%","-4.33%","-9.43%","22.10%","89.54%"
"Fabrinet","FN","0.50%","2.82%","24.57%","67.49%","24.63%","140.71%"
"FARO","FARO","1.49%","0.96%","-1.30%","45.21%","101.03%","79.56%"
"Federal Signal","FSS","0.42%","-0.53%","10.01%","30.21%","42.87%","86.99%"
"Fidelity","LION","0.87%","1.20%","1.16%","11.93%","13.81%","26.89%"
"Fiesta","FRGI","-2.75%","-3.91%","-3.75%","48.68%","65.20%","-45.89%"
"First Bancorp","FBP","-0.44%","1.46%","8.15%","76.86%","59.93%","161.45%"
"First Commonwealth Financial","FCF","-1.30%","-3.01%","-4.83%","16.97%","32.73%","91.65%"
"First Financial Bancorp","FFBC","-0.86%","-1.65%","2.50%","19.62%","31.61%","72.43%"
"First Financial Bankshares","FFIN","-0.33%","-0.99%","6.65%","33.41%","50.82%","95.96%"
"First Midwest","FMBI","-0.51%","-1.16%","1.87%","13.49%","30.01%","56.34%"
"First NBC Bank","FNBCQ","-27.32%","-25.00%","-40.00%","200.00%","50.00%","-99.91%"
"FirstCash","FCFS","0.80%","1.10%","-0.00%","22.16%","40.85%","106.88%"
"Five Below","FIVE","-0.17%","2.34%","19.13%","72.78%","135.93%","197.64%"
"Flotek","FTK","-4.65%","-3.30%","-32.79%","-56.01%","-60.42%","-88.83%"
"Forestar","FOR","0.39%","1.37%","15.66%","17.50%","51.17%","101.80%"
"Forrester","FORR","-0.30%","0.61%","10.21%","11.09%","19.90%","54.02%"
"Forward Air","FWRD","0.17%","-0.51%","2.56%","11.44%","23.14%","42.24%"
"Four Corners Property Trust Inc","FCPT","-0.07%","-0.44%","8.68%","4.71%","7.25%","-"
"Fox Factory","FOXF","0.46%","0.70%","32.35%","67.44%","64.48%","328.52%"
"Francescass","FRAN","-3.91%","-7.27%","-15.11%","-9.30%","-11.13%","-40.64%"
"Franklin Electric","FELE","1.03%","-1.61%","2.73%","6.75%","27.60%","67.64%"
"Franklin Street Properties","FSP","-0.59%","-3.34%","-0.71%","-21.97%","-13.96%","-21.09%"
"Freds","FRED","-1.75%","-3.45%","-21.86%","-58.52%","-72.95%","-87.14%"
"FTD Companies Inc","FTD","-2.12%","-2.89%","9.17%","-48.68%","-72.19%","-87.39%"
"FutureFuel","FF","-1.32%","1.70%","11.62%","6.39%","12.79%","49.90%"
"G-III Apparel","GIII","-3.48%","-2.22%","0.02%","21.74%","66.52%","-34.09%"
"Gannett","GCI","-0.19%","0.56%","4.17%","-7.42%","25.06%","-14.71%"
"Genesco","GCO","0.00%","-3.03%","12.00%","37.85%","77.08%","-26.62%"
"Gentherm","THRM","0.31%","-0.61%","11.58%","54.80%","62.75%","5.84%"
"Geo","GEO","0.24%","-0.59%","-2.22%","6.36%","-6.80%","23.83%"
"Geospace","GEOS","0.07%","3.32%","-1.58%","10.33%","-7.32%","-14.36%"
"Getty","GTY","-0.75%","-0.62%","3.03%","6.52%","7.51%","84.27%"
"Gibraltar Industries","ROCK","-0.66%","-1.41%","4.13%","37.58%","58.46%","174.98%"
"Glacier","GBCI","0.00%","0.09%","3.85%","15.13%","35.94%","78.90%"
"Glatfelter","GLT","0.54%","11.28%","-7.99%","-13.53%","9.77%","2.94%"
"Government Propertiesome","GOV","-0.53%","-0.88%","14.63%","-9.12%","-7.37%","6.65%"
"Great Western Bancorp Inc","GWB","-0.64%","-2.42%","2.01%","8.42%","20.16%","74.56%"
"Green Dot","GDOT","0.04%","0.80%","6.46%","42.20%","80.02%","381.13%"
"Green Plains Energy","GPRE","0.00%","-0.83%","10.43%","6.82%","6.51%","-12.41%"
"Greenbrier","GBX","0.17%","1.18%","5.75%","12.20%","39.07%","45.92%"
"Greenhill&Co","GHL","-0.84%","-1.18%","-9.26%","50.77%","97.32%","-17.25%"
"Griffon","GFF","-0.82%","-1.89%","4.30%","-10.57%","-0.00%","10.30%"
"Group 1 Automotive","GPI","1.29%","-0.67%","15.34%","12.08%","44.78%","-9.66%"
"Guess?","GES","-2.39%","-2.06%","3.96%","35.25%","41.80%","1.29%"
"Gulf Island Fabrication","GIFI","1.04%","1.56%","5.98%","-27.40%","-10.14%","-21.75%"
"H B Fuller","FUL","-0.17%","0.94%","4.36%","9.28%","15.84%","61.51%"
"Haemonetics","HAE","0.87%","2.76%","9.07%","85.59%","160.05%","199.83%"
"Hanmi","HAFC","-0.38%","0.19%","5.86%","-13.67%","-1.13%","8.58%"
"Harmonic","HLIT","-0.90%","3.77%","22.22%","30.95%","66.67%","-5.01%"
"Harsco","HSC","0.55%","3.95%","13.11%","47.99%","60.93%","145.12%"
"Haverty Furniture","HVT","-1.57%","-1.57%","10.55%","-2.87%","-5.38%","-4.39%"
"Hawaiian","HA","0.97%","-4.35%","6.36%","4.89%","-0.95%","82.45%"
"Hawkins","HWKN","-1.79%","-1.79%","9.71%","17.19%","16.03%","10.50%"
"Haynes","HAYN","0.26%","-1.18%","-7.74%","20.16%","25.48%","0.52%"
"HCI Group Inc","HCI","-2.44%","0.29%","-2.90%","37.56%","3.19%","7.42%"
"Healthcare Services","HCSG","0.51%","-0.77%","3.37%","-21.43%","-18.80%","24.31%"
"Healthequity Inc","HQY","3.12%","4.24%","19.10%","95.01%","119.09%","208.34%"
"HealthStream","HSTM","-0.29%","1.56%","11.67%","34.72%","32.99%","23.03%"
"Heartland Express","HTLD","1.69%","0.39%","7.12%","-12.34%","-7.04%","-0.44%"
"Heidrick&Struggles","HSII","1.02%","2.30%","28.61%","81.26%","145.86%","126.81%"
"Helix","HLX","-0.22%","1.43%","-7.55%","21.88%","46.10%","41.38%"
"HFF","HF","0.44%","-0.78%","3.70%","-6.19%","23.26%","31.84%"
"Hibbett Sports","HIBB","-4.38%","-29.04%","-15.43%","-3.82%","64.18%","-49.52%"
"HighPoint","HPR","-2.67%","2.00%","-24.41%","-0.39%","84.48%","1.19%"
"Hillenbrand","HI","0.00%","-2.47%","4.26%","14.99%","46.02%","91.15%"
"HMS Holdings","HMSY","0.35%","-0.13%","33.54%","86.25%","81.85%","201.53%"
"Home BancShares","HOMB","-0.34%","-2.23%","1.55%","1.76%","0.94%","-37.69%"
"Hope Bancorp","HOPE","-0.57%","-1.68%","3.30%","-4.05%","8.56%","21.51%"
"Horace Mann Educators","HMN","-0.32%","-0.75%","6.09%","4.65%","29.82%","38.71%"
"Hornbeck","HOS","-2.59%","8.94%","-4.45%","45.02%","69.55%","-76.19%"
"Hub Group","HUBG","1.16%","0.48%","13.60%","8.98%","36.47%","40.85%"
"Iconix Brand","ICON","-5.71%","-16.28%","-32.08%","-72.09%","-93.55%","-97.34%"
"ICU Medical","ICUI","0.49%","1.03%","6.82%","41.44%","78.60%","168.17%"
"II-VI","IIVI","1.67%","3.85%","8.36%","3.51%","38.86%","187.74%"
"ILG","ILG","-0.68%","-1.43%","2.28%","23.03%","33.74%","75.46%"
"Independent Bank","INDB","-0.28%","-0.55%","0.90%","28.99%","29.45%","102.47%"
"Ingevity","NGVT","0.22%","0.66%","1.59%","42.81%","62.64%","-"
"Innophoss","IPHS","-0.09%","1.53%","-7.80%","-5.09%","-0.81%","-8.06%"
"Innospec","IOSP","0.84%","1.10%","-1.13%","11.12%","41.86%","62.86%"
"Inogen Inc","INGN","1.17%","6.53%","25.19%","109.04%","164.44%","400.04%"
"Insight Enterprises","NSIT","-1.51%","1.11%","10.52%","44.63%","40.95%","114.65%"
"Insperity","NSP","1.17%","1.79%","16.24%","103.49%","196.27%","156.82%"
"Installed Building","IBP","2.76%","0.73%","-8.68%","-36.27%","-10.62%","79.99%"
"Integer Hld","ITGR","0.71%","5.65%","7.63%","71.19%","72.72%","49.16%"
"Integra","IART","-0.98%","-0.46%","-4.54%","22.52%","17.68%","92.96%"
"Inter Parfums","IPAR","-0.23%","0.92%","10.81%","52.13%","71.24%","157.90%"
"Interactive Brokers","IBKR","1.83%","2.98%","1.35%","5.05%","48.84%","54.42%"
"Interface, Inc.","TILE","0.85%","0.21%","7.27%","-6.16%","23.56%","-1.42%"
"INTL FCStone","INTL","-0.73%","1.52%","3.72%","31.88%","58.58%","117.32%"
"Intrepid Potash","IPI","2.65%","4.49%","-15.90%","-26.68%","-0.57%","-55.43%"
"Invacare","IVC","0.00%","-4.40%","-13.64%","-9.79%","13.86%","-13.83%"
"Investment Tech","ITG","0.55%","0.18%","-2.14%","14.03%","8.34%","35.49%"
"Iridium","IRDM","-6.24%","-6.24%","8.91%","65.68%","87.98%","172.28%"
"iRobot","IRBT","3.89%","10.17%","40.06%","46.38%","21.20%","283.30%"
"Itron","ITRI","1.23%","2.41%","11.03%","-3.30%","-9.03%","119.61%"
"J & J Snack Foods","JJSF","-0.08%","-1.40%","-6.60%","-5.64%","13.56%","24.89%"
"John Bean Tech","JBT","1.37%","1.77%","0.26%","3.84%","31.94%","240.89%"
"Kaiser","KALU","0.82%","1.29%","-0.79%","2.97%","14.21%","32.17%"
"Kaman","KAMN","-0.59%","-2.36%","-1.69%","10.94%","34.49%","68.60%"
"KapStone Paper&Packaging","KS","0.15%","0.03%","-1.24%","51.43%","61.09%","57.69%"
"Kelly Services A","KELYA","-1.42%","1.83%","6.70%","-5.98%","19.76%","80.56%"
"Kirklands","KIRK","0.33%","5.57%","8.50%","1.34%","7.07%","-46.42%"
"Kite","KRG","-1.54%","-1.32%","6.55%","-12.04%","-13.67%","-28.14%"
"Knight Transportation","KNX","2.83%","0.69%","5.14%","-22.83%","-14.80%","23.00%"
"Kopin","KOPN","0.44%","4.57%","-24.67%","-28.44%","-39.74%","-25.16%"
"Koppers","KOP","3.86%","6.13%","-1.09%","-28.59%","-5.83%","81.39%"
"Korn/Ferry","KFY","1.04%","-0.06%","0.93%","62.16%","105.20%","100.12%"
"Kraton","KRA","2.31%","6.12%","3.73%","2.26%","48.06%","138.20%"
"Kulicke&Soffa","KLIC","0.94%","0.35%","-3.83%","6.24%","36.90%","144.89%"
"La-Z-Boy","LZB","-0.45%","0.15%","7.28%","6.25%","39.58%","20.41%"
"Lannett Com","LCI","-0.97%","-10.53%","-59.36%","-78.02%","-70.94%","-89.77%"
"LCI Industries","LCII","2.16%","-0.11%","8.07%","-27.38%","-5.03%","70.43%"
"Legacy Texas Financial Grp","LTXB","-0.61%","-1.44%","2.72%","7.32%","26.04%","63.77%"
"Lendingtree","TREE","1.42%","4.33%","2.10%","-28.45%","8.05%","127.24%"
"Lexington","LXP","0.33%","-0.11%","7.35%","-4.66%","-4.76%","12.88%"
"LGI Homes","LGIH","0.93%","-2.29%","8.03%","-23.64%","39.26%","130.54%"
"LHC Group","LHCG","0.00%","1.66%","14.93%","62.40%","56.92%","128.88%"
