"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Amedisys","AMED","2.05%","0.42%","15.46%","137.17%","142.13%","209.20%"
"American Assets","AAT","0.89%","0.20%","1.62%","3.29%","-3.07%","3.57%"
"American Axle&Manufacturing","AXL","-1.39%","-1.39%","4.05%","3.99%","15.60%","-8.19%"
"American Equity Inv. Life","AEL","0.22%","-0.80%","4.63%","20.70%","30.51%","53.52%"
"American Public Education","APEI","-1.28%","-3.20%","-19.75%","38.72%","84.35%","60.81%"
"American States Water","AWR","-0.03%","-0.62%","0.62%","4.35%","23.38%","62.36%"
"American Vanguard","AVD","0.92%","4.29%","2.34%","11.45%","7.62%","77.62%"
"American Woodmark","AMWD","-3.52%","0.00%","-1.79%","-34.78%","1.80%","28.19%"
"Ameris","ABCB","1.12%","-0.40%","1.53%","3.01%","10.95%","82.34%"
"AMERISAFE","AMSF","0.95%","-0.47%","2.00%","3.57%","16.53%","46.33%"
"AMN Healthcare Services","AMN","0.52%","1.39%","11.47%","18.38%","57.14%","70.27%"
"Amneal Pharma A","AMRX","2.71%","0.13%","19.26%","38.74%","7.69%","-43.51%"
"Amphastar P","AMPH","3.21%","5.33%","9.08%","-1.35%","19.52%","43.57%"
"AngioDynamics","ANGO","0.31%","0.81%","3.37%","34.82%","27.03%","53.98%"
"ANI Pharma","ANIP","1.59%","1.55%","-10.50%","-9.70%","21.17%","12.42%"
"Anika","ANIK","0.49%","-0.07%","0.15%","-23.22%","-22.82%","16.89%"
"Anixter","AXE","1.62%","-0.14%","0.56%","-5.13%","-1.23%","13.61%"
"Apogee","APOG","0.00%","-1.36%","0.22%","7.63%","13.49%","-6.03%"
"Applied Industrial Technologies","AIT","0.26%","-0.00%","7.16%","13.14%","33.42%","91.14%"
"ArcBest Corp","ARCB","-0.31%","1.80%","3.66%","34.55%","60.07%","69.31%"
"Archrock","AROC","1.20%","-1.17%","-3.07%","20.48%","20.48%","-3.80%"
"Asbury Automotive","ABG","-0.40%","-1.13%","2.26%","16.41%","36.95%","-6.12%"
"ASGN","ASGN","0.36%","1.94%","0.86%","44.06%","93.70%","160.38%"
"Assertio Therapeutics","ASRT","-2.52%","-10.52%","-26.50%","-20.75%","4.76%","-76.03%"
"Astec","ASTE","-0.21%","0.43%","6.34%","-16.84%","-1.46%","27.22%"
"Atlas Air","AAWW","-1.06%","-1.85%","-3.49%","3.84%","-10.31%","58.02%"
"ATN Int","ATNI","1.41%","-0.54%","13.46%","32.52%","19.19%","-0.61%"
"Avista","AVA","0.10%","-0.43%","1.36%","-0.35%","-0.45%","68.78%"
"Axon Enterprise","AAXN","2.71%","4.13%","-1.20%","157.58%","214.13%","191.09%"
"AZZ","AZZ","-0.19%","-0.56%","0.28%","5.19%","10.71%","5.31%"
"B&G Foods","BGS","2.90%","-0.16%","2.57%","-9.10%","2.73%","-6.03%"
"Badger Meter","BMI","1.29%","0.46%","6.60%","14.96%","20.24%","-4.02%"
"Balchem","BCPC","1.39%","4.66%","14.06%","37.58%","46.54%","94.00%"
"Banc of California","BANC","0.50%","1.26%","0.75%","-2.42%","7.18%","63.56%"
"Banner","BANR","0.36%","-1.67%","0.75%","16.71%","15.76%","46.47%"
"Barnes","B","-0.12%","-0.60%","3.42%","7.57%","8.76%","83.55%"
"Barnes & Noble Education Inc","BNED","7.17%","14.12%","2.75%","-27.43%","8.53%","-55.04%"
"Barnes&Noble","BKS","2.94%","-3.67%","-11.02%","-21.64%","-30.00%","-66.88%"
"Bel Fuse B","BELFB","2.14%","3.43%","16.70%","13.78%","13.47%","59.17%"
"Belmond","BEL","0.90%","4.04%","49.55%","36.73%","31.89%","51.86%"
"Benchmark Electronics","BHE","-0.19%","-0.19%","4.44%","-11.17%","-21.31%","22.86%"
"Big 5","BGFV","0.00%","-0.87%","0.00%","-25.00%","-25.49%","-49.06%"
"Biglari","BH","1.39%","0.98%","7.55%","-52.33%","-34.98%","-46.61%"
"BioTelemetry","BEAT","5.82%","4.66%","12.06%","106.69%","64.36%","310.90%"
"BJs Restaurants","BJRI","2.44%","1.34%","24.00%","107.97%","148.20%","70.76%"
"Black Box","BBOX","4.17%","0.81%","-15.54%","-64.79%","-60.32%","-91.54%"
"Blackbaud","BLKB","0.41%","2.12%","7.87%","10.67%","24.50%","82.75%"
"Blucora","BCOR","0.28%","0.28%","4.47%","63.80%","57.05%","166.76%"
"BofI Holding","BOFI","1.67%","-1.66%","-11.02%","24.55%","38.85%","36.86%"
"Boise Cascad Llc","BCC","-0.23%","-1.33%","-0.68%","9.52%","45.18%","37.59%"
"Boston Private","BPFH","0.70%","1.76%","-0.34%","-6.47%","-2.69%","22.46%"
"Bottomline","EPAY","1.00%","3.16%","19.08%","90.22%","115.45%","148.47%"
"Boyd Gaming","BYD","0.58%","-1.25%","-0.98%","3.91%","37.43%","125.51%"
"Brady","BRC","0.75%","1.89%","9.77%","6.73%","20.39%","87.44%"
"Briggs&Stratton","BGG","0.15%","-2.09%","13.83%","-20.54%","-3.63%","1.92%"
"Brinks","BCO","-1.83%","-3.53%","-5.59%","-4.57%","-5.42%","171.51%"
"Bristow","BRS","0.92%","-1.79%","-11.26%","-18.63%","29.70%","-70.18%"
"Brookline Bancorp","BRKL","0.83%","-0.27%","0.28%","15.61%","26.92%","73.19%"
"Brooks Automation","BRKS","1.03%","32.92%","23.97%","65.24%","49.62%","280.41%"
"Buckle","BKE","1.98%","-3.01%","5.97%","8.42%","76.98%","-34.28%"
"Cabot","CCMP","0.56%","0.19%","-7.98%","19.82%","57.53%","162.28%"
"CACI","CACI","0.26%","0.72%","10.14%","47.34%","48.12%","154.01%"
"Cal-Maine","CALM","1.85%","-1.30%","10.87%","11.25%","38.71%","-6.42%"
"CalAmp","CAMP","1.73%","1.78%","3.30%","9.66%","27.23%","46.51%"
"Calavo Growers","CVGW","2.07%","0.33%","11.72%","25.41%","55.43%","119.02%"
"Caleres","CAL","1.07%","8.24%","18.74%","20.91%","45.77%","24.36%"
"California Water Service","CWT","0.61%","0.12%","3.00%","-9.26%","10.47%","106.37%"
"Callaway Golf","ELY","1.65%","-1.17%","5.02%","63.75%","65.77%","160.39%"
"Cambrex","CBM","1.05%","4.58%","5.73%","40.42%","29.37%","52.04%"
"Cantel Medical","CMD","1.66%","3.48%","3.18%","-5.71%","17.50%","99.02%"
"Capstead Mortgage","CMO","0.00%","0.72%","1.82%","-2.89%","-13.58%","-18.84%"
"Carbo Ceramics","CRR","-0.57%","0.12%","-2.26%","-15.03%","36.22%","-66.16%"
"Cardtronics","CATM","-2.07%","-7.63%","16.19%","89.47%","34.34%","3.97%"
"Career","CECO","0.06%","-3.33%","-5.73%","32.04%","65.80%","343.06%"
"Caretrust Inc","CTRE","0.00%","0.38%","4.71%","10.08%","-4.90%","65.03%"
"Carrizo Oil&Gas","CRZO","-1.10%","-0.53%","-11.12%","13.82%","77.05%","-31.91%"
"Cato","CATO","4.79%","0.85%","-14.10%","34.74%","57.03%","-38.73%"
"Cavco","CVCO","1.53%","1.07%","14.89%","60.81%","82.73%","244.32%"
"Cedar Realty","CDR","0.68%","-1.32%","-3.25%","-26.48%","-11.66%","-25.87%"
"Celadon","CGIP","-4.05%","0.89%","9.71%","-47.03%","-36.64%","-81.63%"
"Central Garden&Pet","CENT","0.33%","0.97%","-8.23%","2.00%","10.34%","180.17%"
"Central Garden&Pet A","CENTA","0.44%","0.30%","-9.81%","-3.66%","4.19%","151.42%"
"Century Aluminum","CENX","0.40%","0.72%","-1.17%","-35.74%","-38.62%","140.84%"
"CEVA","CEVA","0.00%","1.49%","-2.86%","-33.69%","-24.63%","59.62%"
"Chart Industries","GTLS","0.87%","1.66%","-1.15%","61.22%","119.69%","221.49%"
"Chemed","CHE","1.21%","0.83%","2.37%","33.13%","63.92%","138.41%"
"Chemours Co","CC","0.55%","-1.80%","-7.31%","-12.90%","-12.78%","364.32%"
"Chesapeake Lodging","CHSP","0.52%","0.86%","2.59%","21.48%","28.10%","14.67%"
"Chuy's Holdings","CHUY","2.30%","5.66%","-6.16%","3.21%","53.17%","-6.42%"
"Cincinnati Bell","CBB","-0.76%","4.00%","-1.14%","-37.65%","-40.09%","-23.08%"
"CIRCOR","CIR","0.40%","4.44%","3.97%","-6.82%","-7.20%","1.07%"
"City Holding","CHCO","0.47%","-1.03%","1.22%","20.17%","27.06%","71.42%"
"Clearwater Paper","CLW","0.52%","1.04%","10.88%","-36.01%","-37.26%","-47.86%"
"Cloud Peak Energy","CLD","1.72%","-4.45%","-10.27%","-46.97%","-29.13%","-38.38%"
"CMTSU Liquidation","CBRI","0.00%","-0.00%","-33.33%","-86.67%","-92.31%","-99.94%"
"Cogent","CCOI","0.64%","1.96%","8.36%","20.75%","17.13%","99.71%"
"Coherent","COHR","0.86%","3.93%","4.67%","-32.46%","-18.17%","240.72%"
"Cohu","COHU","0.92%","1.19%","0.34%","20.18%","41.07%","173.65%"
"Columbia Banking","COLB","1.00%","-0.24%","2.33%","-2.74%","12.04%","44.69%"
"Comfort Systems","FIX","1.15%","1.06%","3.89%","31.50%","67.10%","104.56%"
"Community Bank System","CBU","1.13%","-0.11%","4.11%","23.03%","27.99%","88.30%"
"Community Health Systems","CYH","6.59%","8.99%","20.50%","-8.92%","-50.70%","-92.61%"
"Computer Programs&Systems","CPSI","-0.36%","0.18%","3.41%","-9.15%","-8.85%","-39.92%"
"Comtech","CMTL","0.00%","-1.83%","6.00%","62.07%","83.47%","36.57%"
"CONMED","CNMD","0.69%","3.35%","0.44%","57.80%","61.12%","57.71%"
"Consolidated Communications","CNSL","-1.91%","-2.24%","8.85%","-3.12%","-37.91%","-39.50%"
"Contango Oil&Gas","MCF","1.34%","16.75%","33.92%","45.01%","51.11%","-27.42%"
"Cooper Stnd","CPS","-0.94%","-0.25%","-2.99%","13.00%","32.90%","134.75%"
"Core-Mark","CORE","1.62%","0.65%","45.94%","13.27%","30.88%","-40.24%"
"CoreSite","COR","0.36%","0.77%","1.90%","2.26%","-1.40%","134.06%"
"Corindus Vascular Robotics","CR3","3.06%","4.85%","2.14%","10.60%","-42.02%","-70.13%"
"CorVel","CRVL","0.17%","-1.16%","5.13%","12.38%","13.67%","93.96%"
"CPB","CPF","0.18%","-2.04%","2.02%","-5.03%","-3.21%","40.04%"
"Cray","CRAY","-0.69%","0.93%","-5.65%","-10.33%","15.73%","2.36%"
"Crocs","CROX","4.24%","1.08%","14.91%","63.45%","129.30%","46.01%"
"Cross Country","CCRN","0.70%","-0.20%","18.04%","-21.55%","-20.11%","-30.15%"
"CryoLife","CRY","1.46%","1.91%","16.25%","81.20%","61.40%","254.08%"
"CSG Systems","CSGS","0.21%","0.89%","-1.29%","-14.76%","-3.21%","22.10%"
"CTS Corp","CTS","1.37%","6.03%","5.12%","43.50%","63.13%","99.30%"
"Cubic","CUB","0.87%","0.00%","13.49%","28.41%","74.83%","83.25%"
"Customers Bancorp","CUBI","0.65%","-0.84%","-3.93%","-4.96%","-12.91%","3.96%"
"CVB Financial","CVBF","1.01%","-2.12%","1.14%","2.08%","15.07%","50.59%"
"Daktronics","DAKT","2.40%","9.01%","-4.48%","-11.17%","-15.34%","-4.70%"
"Darling Ingredients","DAR","-0.80%","-2.90%","-3.56%","9.10%","11.88%","56.61%"
"Dave & Buster’s Entertainment","PLAY","0.66%","1.25%","17.59%","5.44%","0.57%","60.69%"
"DHI Group","DHX","-4.44%","-4.44%","4.88%","13.16%","2.38%","-71.71%"
"Diamondrock Hospitality","DRH","-0.25%","2.05%","1.36%","5.93%","8.43%","4.45%"
"Digi","DGII","1.51%","1.89%","3.86%","40.84%","45.41%","30.96%"
"Dime Community","DCOM","-1.36%","-1.89%","4.31%","-13.37%","-4.97%","8.42%"
"DineEquity","DIN","-0.63%","3.05%","11.57%","64.44%","106.74%","-11.42%"
"Diodes","DIOD","0.40%","0.32%","4.29%","32.26%","33.01%","73.87%"
"Diplomat Pharmacy","DPLO","-0.39%","4.61%","-2.59%","2.94%","23.64%","-44.94%"
"Donnelley Financial Solutions","DFIN","1.61%","1.02%","12.55%","7.18%","-2.84%","-"
"Dorman","DORM","-0.26%","0.19%","10.48%","32.45%","19.63%","61.03%"
"DSP Group","DSPG","-0.77%","-0.39%","5.76%","2.80%","9.36%","44.38%"
"DXP Enterprises","DXPE","-0.04%","-5.50%","10.47%","55.19%","71.55%","55.56%"
"Eagle Pharm","EGRX","1.16%","-14.23%","-11.03%","29.41%","22.66%","-11.11%"
"EastGroup Properties","EGP","0.37%","0.35%","-0.30%","10.06%","9.03%","81.07%"
"Ebix","EBIX","1.53%","1.53%","-1.42%","0.50%","36.50%","179.96%"
"Echo Global","ECHO","2.31%","-0.60%","-1.04%","18.57%","117.70%","45.30%"
"eHealth","EHTH","-0.68%","-2.47%","13.32%","68.05%","17.09%","96.96%"
"El Paso Electric","EE","-0.41%","-3.01%","-0.65%","10.75%","10.65%","77.37%"
"El Pollo Loco Holdings Inc","LOCO","-0.83%","-4.80%","4.39%","20.20%","3.48%","-4.88%"
"Electro Scientific","ESIO","-0.63%","-4.06%","-2.40%","2.43%","81.86%","387.78%"
"Electronics for Imaging","EFII","1.05%","0.12%","7.48%","17.81%","-2.30%","-19.97%"
"Emergent Biosolutions","EBS","-1.57%","3.54%","9.52%","33.42%","67.34%","89.83%"
"Employers","EIG","1.21%","2.34%","3.73%","3.27%","8.01%","108.31%"
"Enanta","ENTA","1.02%","-0.73%","-9.02%","54.96%","111.61%","132.44%"
"Encore Capital","ECPG","1.31%","-3.12%","9.00%","-7.96%","-5.95%","0.41%"
"Encore Wire","WIRE","0.30%","-3.09%","-2.24%","3.29%","16.86%","56.35%"
"Engility","EGL","0.14%","-0.32%","2.57%","22.35%","10.47%","27.89%"
"Enova International Inc","ENVA","-1.19%","-6.21%","5.73%","118.42%","173.25%","168.83%"
"Enpro Industries","NPO","-0.04%","-0.36%","4.08%","-19.72%","6.27%","68.39%"
"ePlus","PLUS","0.29%","1.67%","2.47%","37.83%","24.65%","182.12%"
"Era Group Inc","ERA","-0.91%","-4.17%","-13.16%","11.07%","33.26%","-26.66%"
"ESCO Technologies","ESE","-0.37%","-1.24%","10.72%","12.28%","23.22%","86.98%"
"Essendant Inc","ESND","1.26%","-4.37%","-9.30%","55.66%","20.45%","-57.22%"
"Ethan Allen Interiors","ETH","0.68%","-2.63%","-1.11%","-21.35%","-25.34%","-25.59%"
"Evercore","EVR","0.47%","-2.26%","-7.25%","17.94%","40.32%","106.44%"
"EW Scripps A","SSP","0.27%","0.69%","6.61%","-6.14%","-19.92%","-12.05%"
"ExlServices","EXLS","1.06%","3.64%","10.14%","6.18%","13.46%","75.56%"
"Exponent","EXPO","1.26%","-0.85%","5.97%","47.26%","53.74%","23.12%"
"Express","EXPR","5.25%","7.78%","14.72%","10.54%","68.22%","-44.21%"
"Exterran Corp","EXTN","-1.40%","-5.26%","2.55%","-12.88%","-0.36%","-"
"EZCORP","EZPW","-0.45%","-0.45%","0.45%","-9.02%","20.65%","85.00%"
"Fabrinet","FN","-0.25%","0.08%","20.67%","66.79%","23.60%","144.36%"
"FARO","FARO","0.37%","1.41%","2.25%","45.11%","96.54%","83.48%"
"Federal Signal","FSS","0.15%","-0.08%","10.25%","29.57%","38.16%","88.76%"
"Fidelity","LION","0.58%","0.45%","2.02%","11.47%","10.71%","25.78%"
"Fiesta","FRGI","0.88%","-1.03%","-1.03%","51.32%","57.53%","-44.26%"
"First Bancorp","FBP","0.69%","-3.42%","4.67%","71.57%","52.44%","118.75%"
"First Commonwealth Financial","FCF","0.36%","-1.30%","-0.65%","16.97%","31.99%","92.31%"
"First Financial Bancorp","FFBC","0.80%","-1.26%","2.61%","19.17%","30.56%","72.91%"
"First Financial Bankshares","FFIN","0.83%","0.17%","4.86%","34.07%","50.44%","101.20%"
"First Midwest","FMBI","0.97%","-0.77%","1.19%","13.20%","27.97%","56.66%"
"First NBC Bank","FNBCQ","-1.28%","0.00%","-40.00%","200.00%","50.00%","-99.91%"
"FirstCash","FCFS","0.68%","-0.55%","2.46%","20.53%","37.56%","105.25%"
"Five Below","FIVE","1.76%","1.46%","16.33%","75.62%","142.65%","237.69%"
"Flotek","FTK","3.75%","15.81%","-19.16%","-46.57%","-52.21%","-87.73%"
"Forestar","FOR","0.19%","-0.19%","12.23%","16.82%","49.42%","105.93%"
"Forrester","FORR","-0.81%","-0.10%","8.85%","11.31%","21.18%","59.27%"
"Forward Air","FWRD","0.02%","0.56%","2.31%","11.87%","23.79%","45.48%"
"Four Corners Property Trust Inc","FCPT","-0.11%","0.04%","3.78%","4.82%","5.94%","-"
"Fox Factory","FOXF","2.09%","2.01%","7.49%","70.01%","65.12%","333.68%"
"Francescass","FRAN","-2.03%","-8.99%","-19.18%","-14.09%","-18.02%","-48.10%"
"Franklin Electric","FELE","0.62%","0.82%","2.09%","6.54%","26.68%","74.21%"
"Franklin Street Properties","FSP","2.51%","1.66%","-0.35%","-20.20%","-14.04%","-17.75%"
"Freds","FRED","11.76%","-0.00%","-16.18%","-57.78%","-71.83%","-86.47%"
"FTD Companies Inc","FTD","2.29%","-5.04%","7.83%","-50.21%","-74.00%","-88.06%"
"FutureFuel","FF","0.54%","-2.37%","6.00%","5.25%","8.72%","48.00%"
"G-III Apparel","GIII","4.43%","-2.26%","4.34%","23.29%","64.43%","-35.06%"
"Gannett","GCI","-2.37%","-4.37%","1.28%","-11.30%","17.62%","-23.91%"
"Genesco","GCO","2.52%","13.50%","22.68%","56.46%","119.18%","-18.91%"
"Gentherm","THRM","1.13%","0.41%","6.84%","54.96%","54.47%","8.68%"
"Geo","GEO","-0.31%","1.32%","0.83%","7.50%","-7.61%","29.18%"
"Geospace","GEOS","-0.56%","-1.19%","4.43%","8.94%","-4.85%","-20.35%"
"Getty","GTY","-0.38%","-0.14%","0.03%","7.18%","5.20%","89.15%"
"Gibraltar Industries","ROCK","0.22%","-0.66%","5.34%","37.58%","54.95%","175.15%"
"Glacier","GBCI","1.13%","0.73%","4.82%","15.97%","37.30%","78.30%"
"Glatfelter","GLT","1.00%","4.28%","13.52%","-10.31%","10.52%","9.95%"
"Government Propertiesome","GOV","0.00%","-0.18%","6.55%","-8.79%","-8.64%","8.54%"
"Great Western Bancorp Inc","GWB","0.74%","0.25%","2.30%","9.40%","20.91%","81.04%"
"Green Dot","GDOT","0.56%","0.01%","7.75%","42.17%","77.66%","396.93%"
"Green Plains Energy","GPRE","1.14%","-1.39%","2.60%","5.34%","-2.74%","-12.99%"
"Greenbrier","GBX","-0.26%","-2.85%","-1.69%","8.82%","33.33%","46.98%"
"Greenhill&Co","GHL","-0.54%","-7.25%","-16.54%","41.03%","82.72%","-17.86%"
"Griffon","GFF","-0.27%","-0.54%","3.11%","-10.32%","-2.14%","10.81%"
"Group 1 Automotive","GPI","0.52%","-1.83%","8.96%","8.62%","24.98%","-10.90%"
"Guess?","GES","1.11%","4.75%","10.51%","45.14%","53.22%","8.84%"
"Gulf Island Fabrication","GIFI","-1.05%","-2.07%","6.18%","-29.64%","-16.37%","-24.52%"
"H B Fuller","FUL","0.00%","-3.36%","0.32%","5.79%","12.45%","62.64%"
"Haemonetics","HAE","2.05%","4.47%","15.44%","92.22%","156.00%","210.20%"
"Hanmi","HAFC","-0.95%","-0.76%","2.55%","-14.00%","-3.51%","8.93%"
"Harmonic","HLIT","0.00%","-1.80%","5.83%","29.76%","60.29%","-4.22%"
"Harsco","HSC","1.99%","2.91%","12.55%","51.47%","61.89%","150.22%"
"Haverty Furniture","HVT","0.45%","-1.12%","4.74%","-2.43%","-6.55%","-2.81%"
"Hawaiian","HA","0.36%","0.24%","0.85%","4.14%","-3.04%","77.12%"
"Hawkins","HWKN","0.73%","-1.67%","-0.24%","17.33%","13.77%","8.68%"
"Haynes","HAYN","3.63%","2.58%","-4.14%","22.93%","26.12%","3.20%"
"HCI Group Inc","HCI","-0.61%","-3.94%","3.24%","35.45%","4.71%","5.77%"
"Healthcare Services","HCSG","0.32%","0.00%","2.85%","-21.83%","-19.86%","25.76%"
"Healthequity Inc","HQY","1.79%","6.77%","20.30%","101.91%","123.62%","221.43%"
"HealthStream","HSTM","2.69%","1.41%","9.41%","37.00%","33.83%","30.63%"
"Heartland Express","HTLD","-0.34%","1.64%","6.57%","-12.38%","-8.34%","1.69%"
"Heidrick&Struggles","HSII","0.00%","0.34%","5.36%","80.04%","141.53%","120.78%"
"Helix","HLX","1.85%","1.63%","0.75%","24.14%","44.89%","38.05%"
"HFF","HF","1.09%","-0.04%","1.82%","-6.64%","18.10%","35.31%"
"Hibbett Sports","HIBB","3.27%","0.15%","-14.91%","0.74%","61.18%","-47.08%"
"HighPoint","HPR","3.77%","4.95%","-14.84%","7.41%","81.85%","12.68%"
"Hillenbrand","HI","0.39%","-0.49%","-2.01%","14.43%","43.08%","95.08%"
"HMS Holdings","HMSY","-0.12%","1.88%","10.90%","89.09%","81.79%","222.43%"
"Home BancShares","HOMB","0.82%","-1.39%","1.21%","0.69%","0.34%","-37.17%"
"Hope Bancorp","HOPE","0.69%","-0.57%","2.52%","-4.05%","8.09%","22.62%"
"Horace Mann Educators","HMN","0.00%","0.00%","5.35%","4.99%","31.72%","42.07%"
"Hornbeck","HOS","0.68%","-4.75%","7.04%","41.80%","51.03%","-75.50%"
"Hub Group","HUBG","-0.66%","2.42%","0.00%","10.33%","37.45%","37.31%"
"Iconix Brand","ICON","0.09%","-7.89%","-31.37%","-72.87%","-94.03%","-97.36%"
"ICU Medical","ICUI","0.77%","0.66%","4.31%","41.67%","74.81%","177.27%"
"II-VI","IIVI","-1.39%","4.08%","27.89%","5.96%","34.82%","200.42%"
"ILG","ILG","-1.90%","-3.26%","-0.73%","19.84%","29.18%","72.99%"
"Independent Bank","INDB","0.94%","0.83%","3.41%","30.42%","30.61%","106.76%"
"Ingevity","NGVT","1.12%","0.59%","2.73%","43.34%","58.05%","-"
"Innophoss","IPHS","0.30%","-1.53%","-1.47%","-6.46%","-4.81%","-5.76%"
"Innospec","IOSP","1.11%","-0.26%","-0.64%","9.92%","40.07%","57.63%"
"Inogen Inc","INGN","1.26%","7.67%","25.24%","122.46%","173.64%","409.54%"
"Insight Enterprises","NSIT","-0.07%","-1.94%","4.67%","44.01%","38.20%","119.68%"
"Insperity","NSP","0.97%","3.90%","15.52%","108.98%","198.80%","167.34%"
"Installed Building","IBP","-0.64%","-1.17%","-8.09%","-38.71%","-18.12%","72.86%"
"Integer Hld","ITGR","1.14%","3.77%","12.93%","76.38%","75.22%","51.73%"
"Integra","IART","0.51%","0.42%","-6.15%","24.26%","17.60%","90.61%"
"Inter Parfums","IPAR","1.16%","-1.43%","6.35%","50.29%","65.11%","160.78%"
"Interactive Brokers","IBKR","0.97%","1.77%","3.41%","4.98%","45.68%","66.25%"
"Interface, Inc.","TILE","0.64%","0.64%","6.56%","-6.36%","22.02%","-3.25%"
"INTL FCStone","INTL","-0.89%","-1.31%","0.76%","31.11%","57.38%","114.38%"
"Intrepid Potash","IPI","-1.16%","-0.00%","-6.08%","-28.57%","-8.60%","-54.97%"
"Invacare","IVC","-1.30%","0.00%","-15.56%","-9.79%","10.55%","-2.31%"
"Investment Tech","ITG","1.20%","0.23%","1.16%","13.66%","8.10%","39.45%"
"Iridium","IRDM","-0.25%","-2.88%","6.86%","71.61%","80.00%","185.21%"
"iRobot","IRBT","-2.42%","5.02%","38.85%","47.98%","17.37%","282.54%"
"Itron","ITRI","0.61%","1.92%","11.32%","-2.64%","-8.67%","125.85%"
"J & J Snack Foods","JJSF","0.98%","1.48%","2.89%","-4.17%","13.91%","25.91%"
"John Bean Tech","JBT","0.72%","4.23%","10.25%","6.77%","32.10%","239.16%"
"Kaiser","KALU","0.37%","0.42%","-1.15%","2.56%","11.51%","33.00%"
"Kaman","KAMN","0.23%","-0.70%","-0.20%","10.83%","32.06%","73.11%"
"KapStone Paper&Packaging","KS","-0.35%","0.12%","-1.35%","51.39%","51.46%","66.83%"
"Kelly Services A","KELYA","0.68%","-3.08%","4.09%","-7.55%","16.23%","74.71%"
"Kirklands","KIRK","-2.68%","-24.75%","-18.98%","-24.00%","-21.30%","-59.80%"
"Kite","KRG","-0.85%","-0.17%","2.76%","-10.82%","-14.48%","-25.62%"
"Knight Transportation","KNX","1.25%","4.02%","5.27%","-21.94%","-14.46%","28.40%"
"Kopin","KOPN","0.43%","1.75%","-23.68%","-27.50%","-41.85%","-23.68%"
"Koppers","KOP","-0.56%","1.29%","-5.72%","-30.35%","-12.03%","78.59%"
"Korn/Ferry","KFY","0.30%","1.08%","1.71%","62.23%","98.90%","96.34%"
"Kraton","KRA","0.26%","-2.33%","-1.63%","-2.37%","40.68%","122.36%"
"Kulicke&Soffa","KLIC","-0.35%","0.66%","-2.75%","5.96%","33.77%","140.13%"
"La-Z-Boy","LZB","0.30%","-0.15%","9.92%","6.57%","36.27%","23.06%"
"Lannett Com","LCI","0.00%","3.88%","-59.93%","-76.94%","-69.77%","-90.41%"
"LCI Industries","LCII","-0.05%","0.60%","-7.51%","-28.50%","-6.30%","71.05%"
"Legacy Texas Financial Grp","LTXB","2.16%","1.51%","6.49%","9.62%","26.87%","70.74%"
"Lendingtree","TREE","1.60%","5.47%","3.79%","-25.58%","7.40%","141.42%"
"Lexington","LXP","-0.43%","1.85%","5.66%","-3.21%","-5.56%","16.46%"
"LGI Homes","LGIH","0.07%","1.48%","13.01%","-23.23%","28.29%","112.94%"
"LHC Group","LHCG","0.95%","-0.54%","6.56%","61.52%","51.43%","112.98%"
"Ligand","LGND","0.80%","3.33%","15.40%","89.65%","101.42%","191.98%"
"Lindsay","LNN","1.44%","3.65%","5.87%","8.58%","11.02%","25.80%"
