"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Cantel Medical","CMD","1.09%","1.21%","3.26%","-5.41%","28.14%","90.00%"
"Capstead Mortgage","CMO","0.00%","-0.00%","-3.23%","-3.12%","-15.35%","-21.68%"
"Carbo Ceramics","CRR","1.55%","-7.84%","-16.26%","-22.59%","25.28%","-67.70%"
"Cardtronics","CATM","-2.10%","14.29%","36.19%","96.49%","40.88%","5.36%"
"Career","CECO","0.54%","0.06%","-10.06%","38.41%","83.53%","360.61%"
"Caretrust Inc","CTRE","0.17%","3.71%","6.76%","8.29%","-6.25%","50.87%"
"Carrizo Oil&Gas","CRZO","0.18%","-6.29%","-19.38%","7.10%","68.44%","-27.33%"
"Cato","CATO","2.45%","-2.05%","-7.91%","49.94%","68.22%","-27.38%"
"Cavco","CVCO","-0.74%","3.33%","6.38%","53.44%","83.14%","220.01%"
"Cedar Realty","CDR","1.31%","3.57%","-5.88%","-23.68%","-5.31%","-30.95%"
"Celadon","CGIP","0.87%","12.66%","-2.53%","-45.78%","-15.37%","-81.99%"
"Central Garden&Pet","CENT","1.04%","1.84%","-8.34%","2.57%","15.34%","234.62%"
"Central Garden&Pet A","CENTA","1.19%","0.74%","-10.24%","-3.10%","8.65%","190.69%"
"Century Aluminum","CENX","-0.75%","-4.25%","-7.95%","-39.26%","-30.56%","130.75%"
"CEVA","CEVA","-2.26%","-5.24%","-13.69%","-39.22%","-31.75%","52.69%"
"Chart Industries","GTLS","0.10%","-0.72%","0.26%","64.49%","131.96%","244.11%"
"Chemed","CHE","0.14%","1.04%","-2.90%","31.12%","69.53%","124.35%"
"Chemours Co","CC","0.49%","-2.39%","-4.31%","-13.54%","-9.34%","370.43%"
"Chesapeake Lodging","CHSP","-0.40%","1.92%","-0.71%","19.53%","28.95%","6.27%"
"Chuy's Holdings","CHUY","-0.36%","0.55%","-18.67%","-2.14%","36.23%","-12.22%"
"Cincinnati Bell","CBB","-0.38%","7.47%","0.00%","-37.89%","-36.98%","-30.19%"
"CIRCOR","CIR","-0.91%","-0.09%","8.86%","-8.63%","-7.47%","2.07%"
"City Holding","CHCO","0.10%","0.25%","3.25%","21.08%","32.38%","72.09%"
"Clearwater Paper","CLW","2.32%","12.80%","21.40%","-36.89%","-36.19%","-49.28%"
"Cloud Peak Energy","CLD","3.38%","3.81%","-22.96%","-44.94%","-14.63%","-26.43%"
"CMTSU Liquidation","CBRI","-11.11%","-0.00%","-33.33%","-86.67%","-92.00%","-99.94%"
"Cogent","CCOI","-0.09%","0.77%","0.29%","16.23%","23.45%","85.98%"
"Coherent","COHR","-1.13%","-1.45%","5.94%","-36.52%","-18.46%","213.18%"
"Cohu","COHU","-0.66%","-6.95%","-1.81%","16.45%","43.68%","158.44%"
"Columbia Banking","COLB","0.26%","-0.14%","0.83%","-2.00%","15.24%","38.26%"
"Comfort Systems","FIX","1.07%","1.16%","16.27%","29.32%","70.29%","96.35%"
"Community Bank System","CBU","-0.24%","1.14%","4.52%","22.10%","26.89%","81.90%"
"Community Health Systems","CYH","3.23%","8.98%","29.89%","-17.37%","-51.71%","-93.68%"
"Computer Programs&Systems","CPSI","0.55%","-1.45%","-19.97%","-9.32%","-6.03%","-39.55%"
"Comtech","CMTL","-0.39%","2.27%","4.90%","60.67%","88.44%","34.16%"
"CONMED","CNMD","0.71%","0.49%","6.58%","53.54%","57.56%","42.81%"
"Consolidated Communications","CNSL","-0.99%","3.55%","-1.65%","-1.97%","-35.96%","-40.43%"
"Contango Oil&Gas","MCF","-3.65%","30.63%","-5.84%","23.14%","28.04%","-24.58%"
"Cooper Stnd","CPS","1.85%","4.44%","5.02%","14.82%","42.18%","145.69%"
"Core-Mark","CORE","1.28%","2.72%","39.91%","7.79%","21.79%","-43.08%"
"CoreSite","COR","0.30%","2.50%","2.65%","1.67%","1.14%","134.70%"
"Corindus Vascular Robotics","CR3","1.01%","-2.45%","-11.44%","-2.92%","-33.69%","-73.16%"
"CorVel","CRVL","0.34%","2.50%","6.06%","12.48%","16.21%","85.36%"
"CPB","CPF","0.49%","3.31%","-1.41%","-3.75%","-0.93%","37.11%"
"Cray","CRAY","-1.62%","0.24%","-17.28%","-11.98%","17.68%","3.95%"
"Crocs","CROX","4.61%","4.77%","10.65%","54.51%","123.71%","37.63%"
"Cross Country","CCRN","1.88%","2.52%","-17.58%","-23.59%","-20.08%","-32.34%"
"CryoLife","CRY","-0.62%","-0.16%","7.01%","67.36%","66.93%","211.17%"
"CSG Systems","CSGS","-0.63%","0.99%","-8.45%","-13.99%","-1.67%","21.35%"
"CTS Corp","CTS","0.87%","-0.71%","-7.07%","35.34%","60.60%","86.86%"
"Cubic","CUB","-1.75%","-0.34%","6.24%","24.17%","74.49%","74.12%"
"Customers Bancorp","CUBI","0.00%","0.53%","-14.01%","-5.08%","-11.39%","4.62%"
"CVB Financial","CVBF","0.08%","0.41%","5.83%","4.07%","19.32%","47.18%"
"Daktronics","DAKT","2.15%","6.86%","7.37%","-1.10%","-7.10%","-22.82%"
"Darling Ingredients","DAR","0.30%","1.94%","0.76%","10.31%","23.61%","54.32%"
"Dave & Buster’s Entertainment","PLAY","1.19%","6.04%","13.38%","0.60%","-8.85%","61.01%"
"DHI Group","DHX","-2.38%","2.50%","-4.65%","7.89%","5.13%","-74.78%"
"Diamondrock Hospitality","DRH","-1.10%","0.60%","-4.09%","3.90%","8.41%","-2.57%"
"Digi","DGII","1.57%","-0.39%","-5.84%","35.08%","44.94%","29.65%"
"Dime Community","DCOM","0.82%","2.49%","-7.48%","-11.46%","-1.59%","10.29%"
"DineEquity","DIN","0.69%","7.82%","13.54%","59.35%","100.30%","-17.48%"
"Diodes","DIOD","-0.11%","-2.27%","-2.86%","28.99%","39.60%","91.51%"
"Diplomat Pharmacy","DPLO","1.63%","-0.21%","-13.30%","-3.54%","17.83%","-51.96%"
"Donnelley Financial Solutions","DFIN","0.62%","0.67%","-5.54%","-0.31%","-5.82%","-"
"Dorman","DORM","2.49%","4.63%","9.84%","31.45%","23.44%","61.71%"
"DSP Group","DSPG","0.00%","0.83%","-7.60%","-2.80%","1.25%","41.28%"
"DXP Enterprises","DXPE","0.95%","1.12%","9.85%","58.40%","80.08%","63.83%"
"Eagle Pharm","EGRX","1.27%","0.29%","-5.11%","48.13%","46.54%","20.90%"
"EastGroup Properties","EGP","-0.78%","1.99%","5.97%","11.11%","14.49%","74.98%"
"Ebix","EBIX","0.92%","0.72%","-8.45%","-2.90%","33.94%","174.43%"
"Echo Global","ECHO","2.02%","1.39%","4.61%","17.50%","133.33%","32.55%"
"eHealth","EHTH","-1.37%","5.63%","23.42%","70.52%","62.04%","110.37%"
"El Paso Electric","EE","-0.08%","0.63%","4.76%","15.36%","16.30%","71.18%"
"El Pollo Loco Holdings Inc","LOCO","0.00%","8.70%","5.04%","26.26%","9.17%","1.96%"
"Electro Scientific","ESIO","-0.44%","-3.64%","27.18%","6.35%","106.43%","397.60%"
"Electronics for Imaging","EFII","0.06%","-0.32%","-2.78%","14.87%","3.67%","-22.79%"
"Emergent Biosolutions","EBS","0.27%","3.14%","9.53%","27.89%","65.73%","77.51%"
"Employers","EIG","-0.91%","-0.91%","3.19%","-1.69%","4.30%","83.25%"
"Enanta","ENTA","-2.42%","3.91%","-26.16%","53.95%","138.30%","124.61%"
"Encore Capital","ECPG","0.87%","2.27%","11.11%","-3.80%","3.85%","3.29%"
"Encore Wire","WIRE","1.69%","1.39%","5.03%","5.14%","31.15%","56.42%"
"Engility","EGL","-0.12%","1.86%","-1.00%","21.82%","17.39%","21.65%"
"Enova International Inc","ENVA","0.56%","5.78%","-6.67%","134.87%","196.27%","207.23%"
"Enpro Industries","NPO","-0.12%","3.81%","1.99%","-19.89%","8.36%","59.28%"
"ePlus","PLUS","0.40%","-0.70%","-1.67%","32.71%","20.82%","156.49%"
"Era Group Inc","ERA","-0.50%","-0.59%","-11.30%","10.23%","41.92%","-26.81%"
"ESCO Technologies","ESE","1.33%","2.69%","12.52%","14.11%","27.43%","90.34%"
"Essendant Inc","ESND","0.66%","-1.75%","5.27%","63.75%","31.20%","-56.74%"
"Ethan Allen Interiors","ETH","1.08%","2.87%","-4.12%","-17.64%","-21.15%","-24.08%"
"Evercore","EVR","-0.73%","-3.33%","-1.00%","20.94%","45.13%","102.66%"
"EW Scripps A","SSP","-0.34%","0.35%","12.09%","-7.49%","-21.84%","-19.31%"
"ExlServices","EXLS","0.21%","2.33%","-2.66%","0.60%","9.94%","66.10%"
"Exponent","EXPO","0.49%","-0.97%","4.50%","43.60%","57.56%","19.19%"
"Express","EXPR","1.93%","2.52%","7.43%","4.04%","97.38%","-39.17%"
"Exterran Corp","EXTN","1.24%","1.28%","2.44%","-11.86%","16.04%","-"
"EZCORP","EZPW","-0.89%","-2.19%","-8.98%","-8.61%","25.99%","83.39%"
"Fabrinet","FN","0.78%","5.16%","10.17%","53.31%","10.50%","124.15%"
"FARO","FARO","-0.23%","-1.93%","14.24%","40.85%","100.00%","70.09%"
"Federal Signal","FSS","-0.95%","3.24%","8.03%","29.97%","43.86%","87.17%"
"Fidelity","LION","-0.04%","0.50%","-3.73%","9.95%","12.69%","24.13%"
"Fiesta","FRGI","1.03%","3.16%","-2.49%","54.74%","64.71%","-42.99%"
"First Bancorp","FBP","-0.23%","3.18%","8.41%","71.96%","60.62%","146.35%"
"First Commonwealth Financial","FCF","-0.18%","0.29%","5.31%","19.13%","35.18%","91.04%"
"First Financial Bancorp","FFBC","-0.79%","0.16%","0.64%","19.54%","30.71%","67.91%"
"First Financial Bankshares","FFIN","0.08%","1.43%","6.64%","33.74%","49.88%","93.54%"
"First Midwest","FMBI","0.22%","0.82%","3.58%","13.16%","29.63%","52.30%"
"First NBC Bank","FNBCQ","0.00%","0.00%","-20.00%","300.00%","100.00%","-99.88%"
"FirstCash","FCFS","-0.31%","-0.99%","-14.41%","18.90%","35.36%","110.22%"
"Five Below","FIVE","2.30%","4.91%","7.97%","67.58%","128.07%","214.49%"
"Flotek","FTK","0.95%","0.00%","-29.57%","-54.51%","-61.45%","-87.80%"
"Forestar","FOR","0.00%","3.80%","11.31%","11.82%","44.28%","97.27%"
"Forrester","FORR","-0.62%","4.01%","11.63%","8.60%","20.15%","49.02%"
"Forward Air","FWRD","0.54%","1.48%","6.40%","10.93%","25.29%","36.15%"
"Four Corners Property Trust Inc","FCPT","0.15%","4.73%","9.57%","5.99%","7.67%","-"
"Fox Factory","FOXF","-0.23%","-1.01%","25.12%","64.09%","68.21%","317.21%"
"Francescass","FRAN","0.55%","-6.68%","-6.19%","-0.55%","-3.32%","-29.00%"
"Franklin Electric","FELE","-0.10%","1.03%","4.82%","6.64%","27.14%","69.26%"
"Franklin Street Properties","FSP","0.24%","3.41%","0.12%","-20.86%","-13.35%","-23.84%"
"Freds","FRED","0.00%","0.56%","-19.09%","-56.05%","-70.58%","-87.73%"
"FTD Companies Inc","FTD","-0.26%","-11.03%","4.12%","-47.29%","-70.34%","-87.13%"
"FutureFuel","FF","0.55%","8.49%","8.09%","3.41%","11.39%","39.69%"
"G-III Apparel","GIII","3.83%","-5.02%","-5.97%","20.47%","84.94%","-31.39%"
"Gannett","GCI","2.24%","1.06%","4.48%","-9.49%","27.31%","-17.92%"
"Genesco","GCO","3.89%","6.07%","11.41%","39.69%","100.00%","-23.83%"
"Gentherm","THRM","3.14%","6.15%","21.18%","54.96%","61.58%","11.79%"
"Geo","GEO","-1.46%","-1.03%","-4.18%","5.93%","-1.15%","20.13%"
"Geospace","GEOS","2.58%","4.12%","-1.49%","7.25%","-8.85%","-9.08%"
"Getty","GTY","0.03%","1.42%","3.32%","7.70%","7.26%","79.34%"
"Gibraltar Industries","ROCK","1.00%","2.25%","15.39%","37.42%","65.81%","158.11%"
"Glacier","GBCI","0.13%","1.27%","4.34%","13.63%","34.62%","71.49%"
"Glatfelter","GLT","-0.48%","5.19%","-18.91%","-23.41%","-1.79%","-9.23%"
"Government Propertiesome","GOV","-1.12%","3.58%","5.53%","-9.49%","-7.19%","3.01%"
"Great Western Bancorp Inc","GWB","-0.14%","4.26%","4.54%","9.37%","21.08%","72.26%"
"Green Dot","GDOT","-0.39%","2.92%","3.66%","40.56%","81.84%","387.90%"
"Green Plains Energy","GPRE","3.31%","2.57%","12.89%","6.53%","6.21%","-4.67%"
"Greenbrier","GBX","0.26%","-1.28%","0.26%","8.44%","31.66%","50.09%"
"Greenhill&Co","GHL","-1.32%","-6.13%","-5.24%","53.08%","95.10%","-16.50%"
"Griffon","GFF","-1.64%","5.59%","-2.97%","-11.79%","-2.45%","8.72%"
"Group 1 Automotive","GPI","1.39%","4.44%","17.50%","11.81%","44.64%","-8.63%"
"Guess?","GES","3.05%","-3.36%","1.44%","38.03%","88.36%","15.35%"
"Gulf Island Fabrication","GIFI","-1.05%","-5.50%","-0.53%","-29.64%","-12.90%","-21.05%"
"H B Fuller","FUL","0.45%","3.01%","2.81%","7.37%","17.78%","58.29%"
"Haemonetics","HAE","0.36%","3.77%","5.30%","78.86%","150.80%","177.61%"
"Hanmi","HAFC","0.19%","0.39%","-6.35%","-14.99%","-3.91%","5.03%"
"Harmonic","HLIT","0.00%","5.00%","17.98%","25.00%","60.31%","-5.91%"
"Harsco","HSC","2.77%","5.26%","10.87%","39.41%","64.56%","123.75%"
"Haverty Furniture","HVT","1.59%","2.05%","6.67%","-1.10%","-5.49%","-4.76%"
"Hawaiian","HA","2.81%","4.27%","17.20%","10.29%","2.09%","87.74%"
"Hawkins","HWKN","0.25%","2.04%","6.51%","13.92%","8.82%","8.85%"
"Haynes","HAYN","0.63%","-1.79%","-1.19%","19.56%","27.31%","1.16%"
"HCI Group Inc","HCI","0.63%","-0.51%","-2.51%","37.86%","2.46%","2.77%"
"Healthcare Services","HCSG","0.32%","1.37%","4.77%","-21.60%","-19.36%","23.19%"
"Healthequity Inc","HQY","-0.83%","4.78%","4.85%","85.02%","100.44%","194.94%"
"HealthStream","HSTM","0.76%","1.87%","4.43%","31.43%","31.49%","22.40%"
"Heartland Express","HTLD","1.51%","2.49%","-3.50%","-13.71%","-3.82%","-0.10%"
"Heidrick&Struggles","HSII","0.60%","-0.95%","20.26%","70.47%","130.58%","107.49%"
"Helix","HLX","0.34%","-2.71%","2.99%","18.97%","47.53%","53.60%"
"HFF","HF","0.74%","2.24%","23.38%","-8.20%","22.16%","25.81%"
"Hibbett Sports","HIBB","2.08%","4.46%","12.06%","32.11%","141.70%","-27.88%"
"HighPoint","HPR","-0.41%","1.87%","-25.72%","-4.29%","72.28%","9.11%"
"Hillenbrand","HI","0.00%","0.48%","4.94%","16.33%","47.73%","86.98%"
"HMS Holdings","HMSY","-0.97%","2.60%","30.35%","86.49%","76.69%","257.58%"
"Home BancShares","HOMB","0.38%","0.72%","2.79%","2.88%","0.42%","-39.03%"
"Hope Bancorp","HOPE","-0.06%","0.98%","1.15%","-3.62%","8.18%","18.77%"
"Horace Mann Educators","HMN","0.65%","2.56%","1.76%","4.65%","24.06%","41.39%"
"Hornbeck","HOS","2.75%","-1.67%","-15.43%","32.15%","63.10%","-75.77%"
"Hub Group","HUBG","0.59%","-1.63%","2.60%","7.10%","43.10%","30.93%"
"Iconix Brand","ICON","0.32%","4.76%","-32.31%","-65.89%","-91.47%","-96.41%"
"ICU Medical","ICUI","1.02%","1.43%","-1.08%","37.69%","75.04%","157.47%"
"II-VI","IIVI","0.33%","0.33%","4.45%","-2.45%","29.01%","159.78%"
"ILG","ILG","1.13%","2.16%","1.86%","22.96%","30.62%","74.84%"
"Independent Bank","INDB","-0.17%","1.29%","2.10%","28.85%","31.39%","93.80%"
"Ingevity","NGVT","0.25%","0.57%","9.81%","40.22%","76.89%","-"
"Innophoss","IPHS","-0.30%","-0.61%","-12.16%","-6.51%","-1.97%","-8.81%"
"Innospec","IOSP","1.58%","3.14%","-5.40%","9.28%","35.83%","57.51%"
"Inogen Inc","INGN","-0.46%","2.35%","10.42%","94.47%","146.53%","363.33%"
"Insight Enterprises","NSIT","-0.11%","0.86%","7.72%","41.03%","39.61%","108.17%"
"Insperity","NSP","0.04%","2.50%","15.19%","96.34%","186.37%","144.09%"
"Installed Building","IBP","-8.41%","-7.94%","-22.54%","-40.49%","-20.42%","62.71%"
"Integer Hld","ITGR","0.98%","2.92%","-0.00%","59.27%","63.24%","55.70%"
"Integra","IART","-0.98%","-6.59%","-7.24%","22.00%","15.49%","92.33%"
"Inter Parfums","IPAR","1.25%","3.67%","14.22%","49.71%","70.51%","138.54%"
"Interactive Brokers","IBKR","1.23%","0.24%","-1.13%","4.63%","50.07%","59.50%"
"Interface, Inc.","TILE","0.87%","0.43%","-1.49%","-8.15%","22.87%","-5.06%"
"INTL FCStone","INTL","-0.87%","-1.39%","3.01%","28.85%","49.65%","111.75%"
"Intrepid Potash","IPI","0.91%","0.91%","-18.02%","-30.25%","0.30%","-55.56%"
"Invacare","IVC","-0.32%","-5.12%","-10.51%","-6.53%","18.42%","-1.69%"
"Investment Tech","ITG","0.23%","0.09%","-1.12%","14.91%","9.83%","38.08%"
"Iridium","IRDM","1.72%","2.22%","13.42%","75.42%","104.95%","209.42%"
"iRobot","IRBT","2.67%","10.85%","31.38%","26.86%","4.93%","224.12%"
"Itron","ITRI","1.12%","2.43%","2.93%","-7.40%","-10.30%","97.71%"
"J & J Snack Foods","JJSF","0.56%","0.56%","-6.30%","-4.10%","13.62%","28.70%"
"John Bean Tech","JBT","-0.27%","3.31%","14.54%","-0.09%","25.16%","223.59%"
"Kaiser","KALU","0.42%","-0.93%","-0.80%","0.39%","11.46%","30.37%"
"Kaman","KAMN","1.05%","-0.33%","-2.33%","12.73%","36.51%","69.95%"
"KapStone Paper&Packaging","KS","-0.09%","-0.52%","-1.32%","51.26%","63.82%","57.36%"
"Kelly Services A","KELYA","-0.74%","0.36%","8.77%","-8.58%","16.33%","72.17%"
"Kirklands","KIRK","-1.65%","-1.13%","0.09%","-5.02%","3.46%","-48.06%"
"Kite","KRG","0.06%","3.56%","4.99%","-10.92%","-12.79%","-31.72%"
"Knight Transportation","KNX","1.95%","2.35%","-11.69%","-23.28%","-10.32%","30.71%"
"Kopin","KOPN","-0.92%","-7.73%","-30.87%","-32.81%","-41.10%","-25.22%"
"Koppers","KOP","-1.15%","-2.42%","-12.29%","-32.71%","-10.10%","70.82%"
"Korn/Ferry","KFY","-1.63%","-0.99%","-0.66%","57.32%","100.49%","89.30%"
"Kraton","KRA","0.30%","-1.82%","-4.06%","-3.92%","34.46%","120.17%"
"Kulicke&Soffa","KLIC","-1.97%","-6.22%","-7.59%","4.07%","34.23%","146.64%"
"La-Z-Boy","LZB","1.57%","4.01%","-0.00%","3.85%","4.01%","16.80%"
"Lannett Com","LCI","-60.37%","-60.52%","-56.68%","-76.94%","-65.71%","-89.12%"
"LCI Industries","LCII","-1.06%","-6.09%","-4.31%","-28.19%","-2.35%","70.50%"
"Legacy Texas Financial Grp","LTXB","0.13%","1.33%","0.81%","6.35%","23.63%","59.02%"
"Lendingtree","TREE","-0.46%","-4.06%","-7.41%","-32.68%","1.04%","106.71%"
"Lexington","LXP","0.88%","3.95%","6.10%","-4.46%","-5.73%","8.22%"
"LGI Homes","LGIH","0.52%","0.68%","-6.11%","-25.03%","23.03%","125.90%"
"LHC Group","LHCG","0.85%","-0.07%","8.64%","54.51%","47.41%","107.77%"
