"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Cambrex","CBM","0.70%","1.58%","5.14%","34.27%","29.29%","33.66%"
"Cantel Medical","CMD","1.51%","-2.61%","2.72%","-8.88%","20.83%","87.89%"
"Capstead Mortgage","CMO","-0.48%","-0.48%","0.60%","-3.58%","-14.46%","-20.72%"
"Carbo Ceramics","CRR","0.23%","11.34%","-11.66%","-15.13%","23.08%","-65.16%"
"Cardtronics","CATM","-0.45%","2.21%","52.51%","105.13%","47.82%","10.15%"
"Career","CECO","-0.06%","-0.78%","-9.49%","36.59%","72.41%","370.09%"
"Caretrust Inc","CTRE","0.44%","1.43%","11.66%","9.67%","-4.27%","60.24%"
"Carrizo Oil&Gas","CRZO","0.79%","7.03%","-12.16%","14.43%","82.40%","-25.10%"
"Cato","CATO","5.82%","-8.71%","-15.26%","33.61%","54.47%","-38.38%"
"Cavco","CVCO","0.71%","2.92%","16.28%","59.11%","88.95%","245.97%"
"Cedar Realty","CDR","0.22%","-1.09%","-0.44%","-25.49%","-12.55%","-28.89%"
"Celadon","CGIP","-5.35%","-2.33%","19.57%","-47.50%","-21.86%","-82.79%"
"Central Garden&Pet","CENT","0.64%","-0.48%","-7.68%","1.03%","9.99%","226.31%"
"Central Garden&Pet A","CENTA","0.17%","0.30%","-8.56%","-3.95%","5.14%","190.92%"
"Century Aluminum","CENX","4.85%","4.24%","-3.91%","-36.20%","-30.74%","131.18%"
"CEVA","CEVA","2.73%","5.05%","-2.27%","-34.67%","-26.64%","62.62%"
"Chart Industries","GTLS","1.14%","-3.48%","-0.30%","58.60%","123.05%","219.52%"
"Chemed","CHE","0.44%","0.85%","-0.17%","32.04%","67.42%","130.23%"
"Chemours Co","CC","1.32%","3.09%","-2.89%","-11.31%","-6.76%","363.95%"
"Chesapeake Lodging","CHSP","0.06%","0.37%","4.85%","20.45%","29.38%","10.35%"
"Chuy's Holdings","CHUY","0.55%","-0.54%","-15.56%","-2.32%","36.66%","-11.24%"
"Cincinnati Bell","CBB","0.40%","-3.85%","-4.21%","-40.05%","-40.76%","-27.95%"
"CIRCOR","CIR","1.45%","-3.25%","0.70%","-10.78%","-8.93%","-1.25%"
"City Holding","CHCO","-0.55%","0.38%","0.17%","21.42%","29.97%","73.34%"
"Clearwater Paper","CLW","-6.96%","2.68%","31.28%","-36.67%","-36.39%","-47.57%"
"Cloud Peak Energy","CLD","0.82%","4.22%","-8.86%","-44.49%","-23.05%","-37.47%"
"CMTSU Liquidation","CBRI","0.00%","-0.00%","-50.00%","-86.67%","-92.00%","-99.94%"
"Cogent","CCOI","2.39%","1.80%","2.78%","18.43%","20.29%","96.16%"
"Coherent","COHR","-0.24%","1.23%","7.31%","-35.02%","-16.66%","221.64%"
"Cohu","COHU","1.01%","1.32%","2.08%","18.77%","48.72%","176.46%"
"Columbia Banking","COLB","-0.45%","-0.26%","2.52%","-2.51%","14.09%","42.69%"
"Comfort Systems","FIX","-0.26%","1.70%","4.51%","30.13%","72.12%","104.61%"
"Community Bank System","CBU","0.05%","0.62%","3.10%","23.16%","26.65%","87.69%"
"Community Health Systems","CYH","0.28%","4.40%","14.10%","-16.43%","-53.03%","-93.44%"
"Computer Programs&Systems","CPSI","-0.37%","0.55%","-19.50%","-9.32%","-5.71%","-39.75%"
"Comtech","CMTL","1.25%","2.35%","9.18%","65.10%","90.01%","44.40%"
"CONMED","CNMD","0.22%","0.14%","5.96%","52.68%","60.26%","46.20%"
"Consolidated Communications","CNSL","-0.08%","0.08%","-3.21%","-0.90%","-35.74%","-37.64%"
"Contango Oil&Gas","MCF","-2.82%","-2.82%","6.95%","24.20%","26.62%","-24.12%"
"Cooper Stnd","CPS","-0.55%","0.49%","3.51%","13.29%","37.53%","146.90%"
"Core-Mark","CORE","2.16%","5.74%","48.45%","12.54%","34.77%","-40.01%"
"CoreSite","COR","0.60%","0.11%","0.47%","1.47%","-0.14%","137.28%"
"Corindus Vascular Robotics","CR3","0.00%","9.76%","-3.02%","5.48%","-39.65%","-71.51%"
"CorVel","CRVL","-0.25%","1.43%","9.76%","13.71%","18.87%","92.23%"
"CPB","CPF","-0.76%","1.23%","2.95%","-3.05%","-0.75%","43.74%"
"Cray","CRAY","1.42%","-0.69%","-12.07%","-11.16%","16.85%","5.34%"
"Crocs","CROX","-1.21%","9.48%","13.05%","61.71%","129.41%","44.45%"
"Cross Country","CCRN","-0.50%","4.81%","-14.49%","-21.39%","-17.72%","-28.00%"
"CryoLife","CRY","-1.30%","5.58%","14.84%","77.81%","78.27%","253.22%"
"CSG Systems","CSGS","0.95%","-2.40%","-10.19%","-15.52%","-3.62%","21.54%"
"CTS Corp","CTS","0.29%","0.87%","-1.41%","35.34%","58.41%","91.17%"
"Cubic","CUB","1.82%","1.61%","11.73%","28.41%","79.17%","86.59%"
"Customers Bancorp","CUBI","-2.54%","0.97%","-3.49%","-4.16%","-13.24%","4.14%"
"CVB Financial","CVBF","-0.32%","0.29%","3.93%","4.29%","18.13%","53.56%"
"Daktronics","DAKT","-0.53%","-15.84%","-10.58%","-18.51%","-20.85%","-12.78%"
"Darling Ingredients","DAR","0.30%","2.16%","1.85%","12.36%","15.87%","60.65%"
"Dave & Buster’s Entertainment","PLAY","4.21%","4.74%","24.03%","4.13%","-3.74%","64.14%"
"DHI Group","DHX","2.27%","7.14%","9.76%","18.42%","12.50%","-70.20%"
"Diamondrock Hospitality","DRH","0.00%","-1.18%","-0.17%","3.81%","9.33%","-1.51%"
"Digi","DGII","0.00%","3.94%","-2.58%","38.22%","42.24%","33.74%"
"Dime Community","DCOM","-0.27%","0.54%","3.35%","-11.69%","-2.89%","9.92%"
"DineEquity","DIN","0.94%","0.82%","12.73%","59.57%","104.63%","-17.09%"
"Diodes","DIOD","1.50%","2.11%","0.64%","31.85%","41.95%","88.15%"
"Diplomat Pharmacy","DPLO","0.61%","3.67%","-9.82%","-1.59%","19.26%","-51.31%"
"Donnelley Financial Solutions","DFIN","1.17%","7.09%","-0.19%","6.11%","-1.57%","-"
"Dorman","DORM","2.06%","3.07%","12.00%","32.20%","25.53%","59.08%"
"DSP Group","DSPG","0.39%","6.17%","0.78%","3.20%","7.50%","49.83%"
"DXP Enterprises","DXPE","-0.06%","4.66%","19.61%","64.22%","84.22%","84.50%"
"Eagle Pharm","EGRX","-0.24%","3.15%","0.19%","50.88%","46.17%","-0.48%"
"EastGroup Properties","EGP","0.95%","-2.06%","2.95%","9.67%","11.99%","76.17%"
"Ebix","EBIX","-2.24%","2.89%","-3.74%","-1.01%","36.67%","179.38%"
"Echo Global","ECHO","1.06%","3.57%","3.09%","19.29%","142.03%","44.03%"
"eHealth","EHTH","1.32%","-0.33%","29.23%","72.31%","30.93%","112.27%"
"El Paso Electric","EE","0.96%","-1.10%","3.35%","14.18%","14.18%","77.48%"
"El Pollo Loco Holdings Inc","LOCO","0.00%","0.00%","4.60%","26.26%","7.76%","-0.95%"
"Electro Scientific","ESIO","-0.95%","-0.04%","29.78%","6.77%","90.03%","420.00%"
"Electronics for Imaging","EFII","1.40%","2.51%","3.33%","17.68%","0.46%","-21.17%"
"Emergent Biosolutions","EBS","-0.91%","1.03%","11.76%","28.86%","67.22%","74.68%"
"Employers","EIG","1.36%","1.70%","-1.21%","0.90%","7.69%","102.17%"
"Enanta","ENTA","0.26%","-1.06%","-4.58%","56.10%","112.58%","117.94%"
"Encore Capital","ECPG","1.52%","-0.37%","9.89%","-4.99%","1.39%","1.88%"
"Encore Wire","WIRE","1.27%","3.08%","11.51%","6.58%","27.71%","66.19%"
"Engility","EGL","1.19%","0.64%","1.84%","22.74%","17.28%","26.30%"
"Enova International Inc","ENVA","0.71%","-0.28%","12.38%","132.89%","207.83%","186.18%"
"Enpro Industries","NPO","1.35%","0.45%","2.06%","-19.43%","8.06%","65.69%"
"ePlus","PLUS","-0.10%","2.57%","3.08%","35.57%","24.94%","171.58%"
"Era Group Inc","ERA","2.30%","4.62%","-10.36%","15.91%","35.14%","-18.72%"
"ESCO Technologies","ESE","0.00%","0.96%","11.29%","13.69%","27.92%","94.71%"
"Essendant Inc","ESND","0.60%","0.07%","-2.83%","62.78%","29.86%","-55.71%"
"Ethan Allen Interiors","ETH","0.00%","-0.87%","2.24%","-19.23%","-17.81%","-23.37%"
"Evercore","EVR","0.98%","-0.96%","-3.68%","20.67%","44.61%","107.33%"
"EW Scripps A","SSP","0.48%","0.41%","15.63%","-6.78%","-20.16%","-16.26%"
"ExlServices","EXLS","1.08%","2.06%","2.72%","2.45%","11.59%","66.34%"
"Exponent","EXPO","1.54%","3.94%","7.21%","48.52%","60.49%","24.41%"
"Express","EXPR","-2.98%","0.48%","9.35%","2.56%","58.69%","-47.90%"
"Exterran Corp","EXTN","1.69%","5.63%","7.07%","-8.05%","7.63%","-"
"EZCORP","EZPW","-0.45%","-0.89%","-3.46%","-8.61%","23.20%","93.91%"
"Fabrinet","FN","-0.40%","9.55%","23.94%","66.66%","24.14%","142.79%"
"FARO","FARO","-1.25%","1.36%","-2.75%","43.09%","99.55%","78.29%"
"Federal Signal","FSS","0.04%","-1.18%","9.55%","29.67%","42.35%","90.56%"
"Fidelity","LION","0.12%","0.88%","0.29%","10.96%","10.46%","27.92%"
"Fiesta","FRGI","-0.85%","-0.17%","-1.02%","52.89%","65.53%","-44.41%"
"First Bancorp","FBP","0.78%","3.07%","8.63%","77.65%","58.39%","163.37%"
"First Commonwealth Financial","FCF","-0.47%","-0.70%","-3.58%","18.51%","32.89%","94.39%"
"First Financial Bancorp","FFBC","-0.31%","0.16%","3.41%","20.68%","29.27%","74.34%"
"First Financial Bankshares","FFIN","0.08%","0.17%","7.01%","33.85%","48.52%","97.32%"
"First Midwest","FMBI","-0.58%","1.03%","2.39%","14.08%","28.65%","57.05%"
"First NBC Bank","FNBCQ","0.00%","0.00%","-20.00%","300.00%","100.00%","-99.88%"
"FirstCash","FCFS","0.93%","1.62%","-0.79%","21.20%","38.79%","106.02%"
"Five Below","FIVE","0.04%","5.66%","19.34%","73.09%","128.03%","205.29%"
"Flotek","FTK","-2.27%","2.38%","-29.51%","-53.86%","-60.69%","-88.15%"
"Forestar","FOR","1.98%","4.67%","15.21%","17.05%","50.58%","104.69%"
"Forrester","FORR","-0.51%","1.97%","10.55%","11.43%","21.31%","53.28%"
"Forward Air","FWRD","0.74%","0.82%","2.39%","11.25%","25.37%","41.50%"
"Four Corners Property Trust Inc","FCPT","0.86%","-0.99%","8.76%","4.79%","6.23%","-"
"Fox Factory","FOXF","0.94%","1.33%","31.74%","66.67%","67.10%","325.15%"
"Francescass","FRAN","-3.77%","-4.56%","-11.65%","-5.61%","-14.07%","-37.84%"
"Franklin Electric","FELE","0.10%","-1.02%","1.68%","5.66%","26.30%","69.94%"
"Franklin Street Properties","FSP","0.72%","-0.59%","-0.12%","-21.51%","-14.68%","-20.70%"
"Freds","FRED","1.18%","-3.93%","-20.47%","-57.78%","-71.97%","-86.54%"
"FTD Companies Inc","FTD","0.00%","-0.79%","11.54%","-47.57%","-70.43%","-87.30%"
"FutureFuel","FF","0.66%","4.83%","13.10%","7.81%","12.69%","55.95%"
"G-III Apparel","GIII","0.61%","8.71%","3.63%","26.13%","71.07%","-32.08%"
"Gannett","GCI","2.28%","4.78%","4.37%","-7.25%","27.82%","-10.79%"
"Genesco","GCO","-3.66%","2.52%","12.00%","37.85%","61.44%","-26.38%"
"Gentherm","THRM","0.41%","2.73%","11.24%","54.33%","62.25%","9.08%"
"Geo","GEO","0.00%","-1.30%","-2.45%","6.10%","-2.72%","22.81%"
"Geospace","GEOS","1.71%","5.46%","-1.65%","10.25%","-7.80%","-9.32%"
"Getty","GTY","0.00%","-0.31%","3.81%","7.33%","5.65%","86.14%"
"Gibraltar Industries","ROCK","-0.11%","1.78%","4.82%","38.48%","62.34%","176.80%"
"Glacier","GBCI","0.20%","1.45%","3.85%","15.13%","34.57%","79.11%"
"Glatfelter","GLT","-0.22%","11.76%","-8.49%","-13.99%","9.44%","3.31%"
"Government Propertiesome","GOV","0.47%","-0.18%","15.24%","-8.63%","-7.63%","8.66%"
"Great Western Bancorp Inc","GWB","-0.91%","-0.37%","2.67%","9.12%","18.86%","75.69%"
"Green Dot","GDOT","-0.07%","0.74%","6.42%","42.15%","79.81%","378.55%"
"Green Plains Energy","GPRE","0.95%","3.57%","10.43%","6.82%","4.96%","-8.77%"
"Greenbrier","GBX","0.51%","3.56%","5.57%","12.01%","37.56%","43.68%"
"Greenhill&Co","GHL","0.34%","-1.98%","-8.49%","52.05%","95.07%","-17.71%"
"Griffon","GFF","0.82%","0.55%","5.16%","-9.83%","1.66%","11.96%"
"Group 1 Automotive","GPI","-1.83%","0.35%","13.88%","10.65%","40.96%","-12.51%"
"Guess?","GES","-1.39%","3.45%","6.51%","38.57%","49.36%","5.22%"
"Gulf Island Fabrication","GIFI","-0.52%","1.05%","4.89%","-28.15%","-13.06%","-17.73%"
"H B Fuller","FUL","0.82%","2.41%","4.54%","9.47%","15.74%","63.44%"
"Haemonetics","HAE","0.07%","3.24%","8.13%","83.99%","157.49%","195.85%"
"Hanmi","HAFC","-0.57%","2.14%","6.26%","-13.34%","-2.77%","9.67%"
"Harmonic","HLIT","2.78%","5.71%","23.33%","32.14%","69.47%","-2.12%"
"Harsco","HSC","1.29%","8.50%","12.50%","47.18%","62.43%","158.23%"
"Haverty Furniture","HVT","0.22%","1.36%","12.31%","-1.32%","-5.70%","-3.16%"
"Hawaiian","HA","0.49%","-3.16%","5.34%","3.89%","-5.59%","81.82%"
"Hawkins","HWKN","0.48%","5.00%","11.70%","19.32%","16.34%","14.32%"
"Haynes","HAYN","1.13%","0.87%","-7.98%","19.84%","25.15%","0.10%"
"HCI Group Inc","HCI","2.63%","2.93%","-0.47%","41.00%","3.84%","8.38%"
"Healthcare Services","HCSG","0.19%","0.02%","2.85%","-21.83%","-19.12%","23.49%"
"Healthequity Inc","HQY","1.00%","1.37%","15.50%","89.11%","115.85%","200.54%"
"HealthStream","HSTM","1.07%","3.57%","11.99%","35.10%","36.88%","24.96%"
"Heartland Express","HTLD","-0.30%","1.41%","5.34%","-13.80%","-5.18%","-1.61%"
"Heidrick&Struggles","HSII","-0.45%","5.89%","27.31%","79.43%","142.03%","124.06%"
"Helix","HLX","0.99%","3.02%","-7.34%","22.15%","42.79%","44.58%"
"HFF","HF","1.07%","2.50%","3.25%","-6.60%","22.78%","30.73%"
"Hibbett Sports","HIBB","-30.19%","-22.27%","-11.55%","0.59%","71.00%","-46.95%"
"HighPoint","HPR","-0.76%","6.49%","-22.34%","2.34%","82.93%","13.88%"
"Hillenbrand","HI","0.69%","-1.15%","4.26%","14.99%","43.98%","92.22%"
"HMS Holdings","HMSY","0.00%","-1.44%","33.08%","85.60%","79.06%","212.41%"
"Home BancShares","HOMB","-0.67%","-0.38%","1.89%","2.11%","-0.75%","-37.31%"
"Hope Bancorp","HOPE","-0.90%","0.06%","3.89%","-3.51%","7.71%","23.06%"
"Horace Mann Educators","HMN","1.20%","0.98%","6.44%","4.99%","25.47%","39.50%"
"Hornbeck","HOS","6.44%","15.75%","-1.91%","48.87%","65.36%","-74.69%"
"Hub Group","HUBG","0.58%","1.18%","12.30%","7.72%","36.33%","36.72%"
"Iconix Brand","ICON","-2.05%","-13.64%","-28.30%","-70.54%","-93.00%","-97.15%"
"ICU Medical","ICUI","1.67%","3.26%","6.29%","40.74%","78.98%","167.96%"
"II-VI","IIVI","0.21%","4.71%","6.58%","1.81%","37.36%","185.03%"
"ILG","ILG","0.28%","1.88%","2.98%","23.88%","33.84%","78.36%"
"Independent Bank","INDB","-0.11%","0.22%","1.18%","29.35%","28.43%","103.77%"
"Ingevity","NGVT","0.51%","1.89%","1.37%","42.50%","63.66%","-"
"Innophoss","IPHS","2.54%","1.30%","-7.71%","-5.01%","-0.49%","-7.81%"
"Innospec","IOSP","2.57%","2.44%","-1.95%","10.20%","39.30%","63.14%"
"Inogen Inc","INGN","1.93%","5.76%","23.74%","106.62%","164.82%","418.96%"
"Insight Enterprises","NSIT","1.57%","4.01%","12.21%","46.85%","46.09%","120.25%"
"Insperity","NSP","-0.22%","2.49%","14.89%","101.13%","192.10%","153.96%"
"Installed Building","IBP","0.86%","-4.56%","-11.13%","-37.99%","-13.66%","75.88%"
"Integer Hld","ITGR","0.00%","7.77%","6.87%","69.98%","71.68%","48.42%"
"Integra","IART","-0.50%","0.42%","-3.60%","23.74%","19.54%","95.64%"
"Inter Parfums","IPAR","0.45%","3.11%","11.06%","52.47%","71.41%","160.83%"
"Interactive Brokers","IBKR","0.36%","-0.20%","-0.47%","3.16%","43.89%","53.43%"
"Interface, Inc.","TILE","1.30%","2.18%","6.36%","-6.96%","21.87%","-2.21%"
"INTL FCStone","INTL","1.00%","2.21%","4.47%","32.85%","56.03%","118.74%"
"Intrepid Potash","IPI","1.49%","3.34%","-18.07%","-28.57%","-3.95%","-55.26%"
"Invacare","IVC","-3.80%","-3.80%","-13.64%","-9.79%","15.15%","-13.39%"
"Investment Tech","ITG","0.41%","-1.40%","-2.67%","13.40%","8.55%","34.84%"
"Iridium","IRDM","0.72%","2.46%","16.16%","76.69%","102.43%","193.25%"
"iRobot","IRBT","2.34%","14.03%","34.82%","40.90%","19.15%","279.46%"
"Itron","ITRI","-0.23%","4.32%","9.68%","-4.47%","-9.89%","119.80%"
"J & J Snack Foods","JJSF","0.14%","-0.98%","-6.53%","-5.57%","14.91%","25.30%"
"John Bean Tech","JBT","2.48%","2.25%","-1.09%","2.44%","30.16%","238.60%"
"Kaiser","KALU","2.26%","2.16%","-1.60%","2.13%","13.57%","32.84%"
"Kaman","KAMN","0.75%","0.05%","-1.10%","11.61%","36.16%","69.65%"
"KapStone Paper&Packaging","KS","-0.12%","-0.12%","-1.38%","51.21%","61.76%","60.55%"
"Kelly Services A","KELYA","3.13%","3.26%","8.24%","-4.62%","21.43%","86.18%"
"Kirklands","KIRK","1.85%","4.59%","8.15%","1.00%","6.90%","-47.32%"
"Kite","KRG","0.46%","0.34%","8.22%","-10.66%","-14.29%","-27.52%"
"Knight Transportation","KNX","0.34%","-0.27%","2.24%","-24.95%","-12.62%","22.38%"
"Kopin","KOPN","2.24%","5.07%","-25.00%","-28.75%","-38.54%","-19.72%"
"Koppers","KOP","2.79%","1.01%","-4.76%","-31.24%","-8.14%","83.25%"
"Korn/Ferry","KFY","-0.40%","0.35%","-0.11%","60.49%","105.73%","97.06%"
"Kraton","KRA","3.48%","4.36%","1.39%","-0.04%","43.01%","133.62%"
"Kulicke&Soffa","KLIC","0.51%","-0.85%","-4.72%","5.26%","37.52%","145.87%"
"La-Z-Boy","LZB","-0.75%","4.39%","7.77%","6.73%","38.17%","20.35%"
"Lannett Com","LCI","8.42%","-61.85%","-58.96%","-77.80%","-67.91%","-89.71%"
"LCI Industries","LCII","0.43%","-2.07%","5.78%","-28.92%","-2.01%","67.94%"
"Legacy Texas Financial Grp","LTXB","-0.22%","1.67%","3.36%","7.98%","24.47%","65.44%"
"Lendingtree","TREE","2.67%","4.32%","0.67%","-29.45%","7.83%","132.41%"
"Lexington","LXP","0.33%","0.33%","7.00%","-4.97%","-6.81%","11.97%"
"LGI Homes","LGIH","-0.91%","1.43%","7.03%","-24.35%","29.62%","132.34%"
"LHC Group","LHCG","0.76%","6.00%","14.93%","62.40%","57.64%","127.72%"
"Ligand","LGND","0.54%","1.35%","12.66%","83.54%","102.60%","166.65%"
"Lindsay","LNN","1.38%","1.18%","1.06%","4.76%","7.28%","21.74%"
"Liquidity Services","LQDT","0.69%","0.00%","3.57%","49.48%","23.93%","2.11%"
