"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"ATN Int","ATNI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Avista","AVA","Strong Buy","Strong Buy","Neutral","Buy"
"Axon Enterprise","AAXN","Strong Buy","Sell","Buy","Strong Buy"
"AZZ","AZZ","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"B&G Foods","BGS","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Badger Meter","BMI","Sell","Strong Buy","Strong Buy","Strong Buy"
"Balchem","BCPC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Banc of California","BANC","Strong Sell","Neutral","Strong Buy","Neutral"
"Banner","BANR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Barnes","B","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Barnes & Noble Education Inc","BNED","Strong Buy","Strong Buy","Sell","Strong Sell"
"Barnes&Noble","BKS","Sell","Strong Buy","Strong Buy","Sell"
"Bel Fuse B","BELFB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Belmond","BEL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Benchmark Electronics","BHE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Big 5","BGFV","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Biglari","BH","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"BioTelemetry","BEAT","Buy","Strong Buy","Strong Buy","Strong Buy"
"BJs Restaurants","BJRI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Black Box","BBOX","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Blackbaud","BLKB","Buy","Strong Sell","Strong Sell","Buy"
"Blucora","BCOR","Strong Buy","Neutral","Neutral","Strong Buy"
"BofI Holding","BOFI","Strong Buy","Strong Sell","Sell","Strong Buy"
"Boise Cascad Llc","BCC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Boston Private","BPFH","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Bottomline","EPAY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Boyd Gaming","BYD","Strong Buy","Neutral","Neutral","Strong Buy"
"Brady","BRC","Strong Buy","Strong Buy","Neutral","Buy"
"Briggs&Stratton","BGG","Strong Buy","Strong Buy","Buy","Strong Sell"
"Brinks","BCO","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Bristow","BRS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Brookline Bancorp","BRKL","Strong Buy","Neutral","Neutral","Strong Buy"
"Brooks Automation","BRKS","Strong Sell","Strong Sell","Sell","Strong Buy"
"Buckle","BKE","Sell","Strong Buy","Strong Buy","Strong Buy"
"Cabot","CCMP","Strong Sell","Strong Sell","Neutral","Strong Buy"
"CACI","CACI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cal-Maine","CALM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CalAmp","CAMP","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Calavo Growers","CVGW","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Caleres","CAL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"California Water Service","CWT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Callaway Golf","ELY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Cambrex","CBM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cantel Medical","CMD","Strong Buy","Neutral","Sell","Neutral"
"Capstead Mortgage","CMO","Sell","Neutral","Strong Sell","Strong Sell"
"Carbo Ceramics","CRR","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Cardtronics","CATM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Career","CECO","Strong Sell","Sell","Strong Buy","Strong Buy"
"Caretrust Inc","CTRE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Carrizo Oil&Gas","CRZO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Cato","CATO","Strong Sell","Strong Sell","Buy","Strong Buy"
"Cavco","CVCO","Buy","Strong Buy","Strong Buy","Strong Buy"
"Cedar Realty","CDR","Buy","Strong Sell","Strong Sell","Strong Sell"
"Celadon","CGIP","Buy","Strong Buy","Neutral","Strong Sell"
"Central Garden&Pet","CENT","Strong Sell","Strong Sell","Sell","Strong Buy"
"Central Garden&Pet A","CENTA","Neutral","Strong Sell","Strong Sell","Strong Buy"
"Century Aluminum","CENX","Buy","Strong Sell","Strong Sell","Strong Sell"
"CEVA","CEVA","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Chart Industries","GTLS","Buy","Neutral","Strong Buy","Strong Buy"
"Chemed","CHE","Strong Buy","Neutral","Neutral","Strong Buy"
"Chemours Co","CC","Sell","Strong Sell","Strong Sell","Neutral"
"Chesapeake Lodging","CHSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Chuy's Holdings","CHUY","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Cincinnati Bell","CBB","Strong Buy","Sell","Strong Sell","Strong Sell"
"CIRCOR","CIR","Strong Buy","Strong Buy","Neutral","Strong Sell"
"City Holding","CHCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Clearwater Paper","CLW","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Cloud Peak Energy","CLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CMTSU Liquidation","CBRI","Sell","Sell","Strong Sell","Strong Sell"
"Cogent","CCOI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Coherent","COHR","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Cohu","COHU","Strong Sell","Buy","Strong Buy","Strong Buy"
"Columbia Banking","COLB","Strong Buy","Strong Buy","Buy","Strong Buy"
"Comfort Systems","FIX","Strong Sell","Buy","Strong Buy","Strong Buy"
"Community Bank System","CBU","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Community Health Systems","CYH","Strong Buy","Buy","Strong Sell","Strong Sell"
"Computer Programs&Systems","CPSI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Comtech","CMTL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CONMED","CNMD","Strong Buy","Buy","Strong Buy","Strong Buy"
"Consolidated Communications","CNSL","Strong Buy","Neutral","Sell","Strong Sell"
"Contango Oil&Gas","MCF","Strong Buy","Strong Buy","Buy","Sell"
"Cooper Stnd","CPS","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Core-Mark","CORE","Buy","Strong Buy","Strong Buy","Strong Buy"
"CoreSite","COR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Corindus Vascular Robotics","CR3","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CorVel","CRVL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CPB","CPF","Strong Buy","Buy","Strong Sell","Sell"
"Cray","CRAY","Strong Sell","Strong Sell","Strong Sell","Sell"
"Crocs","CROX","Strong Sell","Buy","Strong Buy","Strong Buy"
"Cross Country","CCRN","Strong Sell","Sell","Strong Sell","Strong Sell"
"CryoLife","CRY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Strong Buy","Strong Sell","Strong Sell","Sell"
"CTS Corp","CTS","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Cubic","CUB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Buy","Strong Sell","Strong Sell","Strong Sell"
"CVB Financial","CVBF","Buy","Strong Buy","Strong Buy","Strong Buy"
"Daktronics","DAKT","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Darling Ingredients","DAR","Buy","Strong Sell","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Strong Buy","Strong Buy","Strong Buy","Neutral"
"DHI Group","DHX","Buy","Neutral","Strong Sell","Strong Sell"
"Diamondrock Hospitality","DRH","Buy","Neutral","Sell","Strong Buy"
"Digi","DGII","Strong Sell","Strong Sell","Buy","Strong Buy"
"Dime Community","DCOM","Strong Buy","Buy","Strong Sell","Sell"
"DineEquity","DIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diodes","DIOD","Neutral","Neutral","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Sell","Strong Buy","Strong Buy","Neutral"
"Dorman","DORM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Strong Buy","Strong Sell","Strong Sell","Neutral"
"DXP Enterprises","DXPE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Neutral","Strong Sell","Sell","Strong Buy"
"Echo Global","ECHO","Strong Buy","Neutral","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Neutral","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electro Scientific","ESIO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Strong Sell","Neutral","Neutral","Neutral"
"Emergent Biosolutions","EBS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Neutral","Buy","Strong Buy","Strong Buy"
"Enanta","ENTA","Neutral","Strong Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Strong Buy","Strong Buy","Neutral","Neutral"
"Encore Wire","WIRE","Neutral","Strong Sell","Buy","Strong Buy"
"Engility","EGL","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enpro Industries","NPO","Strong Buy","Buy","Buy","Neutral"
"ePlus","PLUS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Sell","Strong Sell","Sell","Buy"
"ESCO Technologies","ESE","Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Sell","Sell","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Buy","Buy","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Sell","Neutral","Strong Buy","Strong Buy"
"EW Scripps A","SSP","Strong Buy","Strong Buy","Strong Buy","Neutral"
"ExlServices","EXLS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exponent","EXPO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Neutral","Strong Buy","Strong Buy","Buy"
"Exterran Corp","EXTN","Strong Sell","Neutral","Buy","Neutral"
"EZCORP","EZPW","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Fabrinet","FN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Strong Sell","Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Strong Buy","Sell","Sell","Strong Buy"
"Fiesta","FRGI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bankshares","FFIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Neutral","Neutral","Strong Sell","Strong Sell"
"FirstCash","FCFS","Neutral","Strong Sell","Sell","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Sell","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Sell","Strong Sell","Neutral","Sell"
"Franklin Electric","FELE","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Freds","FRED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Buy","Strong Buy","Strong Buy","Buy"
"G-III Apparel","GIII","Strong Sell","Strong Sell","Buy","Strong Buy"
"Gannett","GCI","Strong Sell","Strong Sell","Strong Sell","Sell"
"Genesco","GCO","Strong Sell","Strong Buy","Buy","Buy"
"Gentherm","THRM","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Neutral","Strong Sell","Neutral","Buy"
"Geospace","GEOS","Strong Buy","Neutral","Neutral","Strong Sell"
"Getty","GTY","Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Buy","Strong Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Strong Buy","Strong Buy","Strong Buy","Sell"
"Great Western Bancorp Inc","GWB","Strong Buy","Strong Buy","Buy","Strong Buy"
"Green Dot","GDOT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Greenbrier","GBX","Sell","Neutral","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Buy","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Buy","Neutral","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Sell","Strong Buy","Sell","Strong Sell"
"H B Fuller","FUL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Neutral","Neutral","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Neutral","Neutral","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Haynes","HAYN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"HCI Group Inc","HCI","Strong Sell","Sell","Neutral","Buy"
"Healthcare Services","HCSG","Strong Buy","Strong Buy","Neutral","Neutral"
"Healthequity Inc","HQY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Neutral","Strong Buy","Neutral","Neutral"
"Heidrick&Struggles","HSII","Strong Sell","Buy","Strong Buy","Strong Buy"
"Helix","HLX","Strong Sell","Sell","Strong Buy","Buy"
"HFF","HF","Neutral","Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Neutral","Strong Buy","Strong Buy","Buy"
"HighPoint","HPR","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Hillenbrand","HI","Buy","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hope Bancorp","HOPE","Buy","Buy","Strong Sell","Sell"
"Horace Mann Educators","HMN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hornbeck","HOS","Strong Sell","Strong Sell","Neutral","Neutral"
"Hub Group","HUBG","Strong Sell","Neutral","Buy","Strong Buy"
"Iconix Brand","ICON","Sell","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Neutral","Neutral","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Innophoss","IPHS","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Innospec","IOSP","Strong Buy","Strong Sell","Neutral","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Neutral","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Integra","IART","Strong Sell","Strong Sell","Sell","Strong Buy"
"Inter Parfums","IPAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Sell","Strong Sell","Strong Sell","Strong Buy"
"Interface, Inc.","TILE","Neutral","Neutral","Neutral","Buy"
"INTL FCStone","INTL","Neutral","Neutral","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Sell","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Strong Buy","Strong Buy","Neutral","Neutral"
"J & J Snack Foods","JJSF","Strong Buy","Neutral","Buy","Strong Buy"
"John Bean Tech","JBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaiser","KALU","Neutral","Strong Sell","Neutral","Strong Buy"
"Kaman","KAMN","Strong Buy","Buy","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Sell","Strong Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Kirklands","KIRK","Strong Sell","Strong Buy","Sell","Neutral"
"Kite","KRG","Strong Buy","Strong Buy","Strong Buy","Sell"
"Knight Transportation","KNX","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Kopin","KOPN","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Buy","Neutral","Strong Buy","Strong Buy"
"Kraton","KRA","Strong Sell","Strong Sell","Sell","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Sell","Sell","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lannett Com","LCI","Strong Buy","Buy","Strong Sell","Strong Sell"
"LCI Industries","LCII","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Legacy Texas Financial Grp","LTXB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Sell","Strong Sell","Strong Sell","Sell"
"Lexington","LXP","Strong Buy","Strong Buy","Strong Buy","Sell"
"LGI Homes","LGIH","Buy","Neutral","Strong Sell","Neutral"
"LHC Group","LHCG","Sell","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Strong Buy","Strong Sell","Strong Sell","Buy"
"Liquidity Services","LQDT","Buy","Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Sell","Strong Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Sell","Strong Sell","Buy","Strong Buy"
"LivePerson","LPSN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Sell","Neutral","Neutral","Strong Sell"
"LSC Communications","LKSD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lumber Liquidators","LL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Luminex","LMNX","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Lydall","LDL","Strong Buy","Strong Buy","Neutral","Neutral"
"M/I Homes","MHO","Sell","Sell","Strong Sell","Sell"
"Magellan Health","MGLN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Buy","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Buy","Buy","Sell","Buy"
"Marriot Vacations Worldwide","VAC","Strong Buy","Neutral","Buy","Neutral"
"Marten Transport","MRTN","Strong Buy","Strong Buy","Buy","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Strong Sell","Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Strong Buy","Buy","Strong Buy","Strong Buy"
"Matson","MATX","Neutral","Strong Buy","Buy","Strong Buy"
"Matthews","MATW","Strong Buy","Sell","Strong Sell","Strong Sell"
"MDC","MDC","Buy","Strong Buy","Strong Buy","Neutral"
"Medidata","MDSO","Buy","Strong Buy","Strong Buy","Strong Buy"
"MEDIFAST","MED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Merit","MMSI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Neutral","Strong Sell","Strong Sell","Sell"
"Methode Electronics","MEI","Strong Buy","Neutral","Strong Sell","Sell"
"MicroStrategy","MSTR","Neutral","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Momenta","MNTA","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Monarch","MCRI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Monotype","TYPE","Neutral","Buy","Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Neutral","Buy","Sell","Neutral"
"Motorcar Parts","MPAA","Neutral","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Sell","Neutral","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Buy","Strong Sell","Strong Sell","Neutral"
"Mueller Industries","MLI","Strong Sell","Sell","Buy","Buy"
"Multi-Color","LABL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Myers Industries","MYE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MYR Group","MYRG","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
