"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Bottomline","EPAY","-0.60%","1.88%","5.65%","62.75%","88.26%","116.66%"
"Boyd Gaming","BYD","-0.47%","-2.94%","-4.39%","1.85%","36.26%","112.75%"
"Brady","BRC","-0.79%","1.90%","-4.09%","-0.92%","17.53%","60.61%"
"Briggs&Stratton","BGG","-0.23%","-1.86%","-4.35%","-31.49%","-26.29%","-5.18%"
"Brinks","BCO","-0.56%","0.63%","-4.42%","1.72%","5.26%","168.62%"
"Bristow","BRS","-4.32%","-8.50%","-20.81%","-16.11%","57.38%","-74.12%"
"Brookline Bancorp","BRKL","0.28%","-0.83%","-2.97%","14.33%","29.14%","61.86%"
"Brooks Automation","BRKS","0.54%","-5.69%","-6.55%","25.70%","21.08%","166.02%"
"Buckle","BKE","4.34%","3.91%","-1.37%","6.32%","61.86%","-37.36%"
"Cabot","CCMP","-0.37%","0.08%","8.63%","30.31%","73.97%","172.93%"
"CACI","CACI","-0.03%","2.74%","2.57%","37.44%","41.50%","120.81%"
"Cal-Maine","CALM","0.54%","5.16%","0.54%","5.51%","29.20%","-15.42%"
"CalAmp","CAMP","0.39%","2.15%","-2.31%","8.45%","29.18%","43.37%"
"Calavo Growers","CVGW","1.85%","1.79%","0.57%","14.28%","32.30%","80.18%"
"Caleres","CAL","0.60%","2.93%","3.42%","4.81%","36.11%","8.98%"
"California Water Service","CWT","0.25%","1.88%","-0.61%","-10.25%","7.39%","91.17%"
"Callaway Golf","ELY","1.60%","2.49%","17.34%","59.80%","75.00%","143.54%"
"Cambrex","CBM","0.79%","-0.55%","16.44%","32.08%","20.08%","26.95%"
"Cantel Medical","CMD","0.68%","1.78%","2.24%","-6.99%","29.67%","73.11%"
"Capstead Mortgage","CMO","-0.12%","-1.21%","-6.96%","-5.78%","-15.63%","-25.09%"
"Carbo Ceramics","CRR","-3.16%","-3.05%","-14.71%","-15.72%","26.92%","-73.97%"
"Cardtronics","CATM","-0.16%","0.53%","14.09%","63.93%","16.77%","-14.50%"
"Career","CECO","-1.74%","0.12%","-6.31%","40.23%","96.75%","311.17%"
"Caretrust Inc","CTRE","0.11%","0.23%","2.20%","5.37%","-1.89%","56.56%"
"Carrizo Oil&Gas","CRZO","0.16%","-10.24%","-15.45%","14.94%","76.48%","-31.54%"
"Cato","CATO","-4.50%","-5.69%","-5.42%","47.93%","51.94%","-36.57%"
"Cavco","CVCO","2.13%","6.84%","6.49%","49.54%","79.97%","211.66%"
"Cedar Realty","CDR","-0.44%","-2.60%","-7.79%","-25.99%","-10.89%","-34.59%"
"Celadon","CGIP","-1.69%","-6.15%","-19.44%","-54.69%","-36.96%","-86.20%"
"Central Garden&Pet","CENT","-1.33%","-5.43%","-6.04%","5.11%","17.79%","290.74%"
"Central Garden&Pet A","CENTA","-3.51%","-9.21%","-9.82%","-3.02%","8.52%","222.77%"
"Century Aluminum","CENX","1.00%","-4.93%","-16.56%","-38.19%","-15.46%","93.62%"
"CEVA","CEVA","4.03%","-5.71%","-5.86%","-35.64%","-27.56%","64.45%"
"Chart Industries","GTLS","-0.14%","0.41%","19.64%","63.76%","127.45%","196.64%"
"Chemed","CHE","0.00%","0.23%","-1.73%","30.35%","65.09%","109.91%"
"Chemours Co","CC","-1.80%","-0.00%","6.86%","-6.03%","1.51%","340.04%"
"Chesapeake Lodging","CHSP","0.10%","-2.06%","-2.72%","15.98%","28.14%","0.77%"
"Chuy's Holdings","CHUY","1.14%","0.32%","-1.90%","10.34%","51.34%","-4.62%"
"Cincinnati Bell","CBB","21.61%","-7.98%","-23.90%","-41.97%","-43.19%","-37.63%"
"CIRCOR","CIR","0.07%","1.31%","12.70%","-9.20%","-8.43%","-7.76%"
"City Holding","CHCO","-0.07%","0.34%","1.84%","19.12%","31.82%","67.40%"
"Clearwater Paper","CLW","-4.92%","-4.20%","4.58%","-44.71%","-43.66%","-56.10%"
"Cloud Peak Energy","CLD","0.00%","-0.76%","-24.78%","-41.35%","-14.98%","-10.00%"
"CMTSU Liquidation","CBRI","0.00%","-0.00%","-0.00%","-80.00%","-93.33%","-99.91%"
"Cogent","CCOI","0.40%","-0.95%","-3.85%","10.38%","14.55%","72.95%"
"Coherent","COHR","-0.98%","-3.71%","10.15%","-37.87%","-18.27%","198.55%"
"Cohu","COHU","-0.83%","0.04%","6.01%","19.82%","50.89%","178.90%"
"Columbia Banking","COLB","-0.29%","1.43%","-0.00%","-3.59%","12.52%","29.30%"
"Comfort Systems","FIX","0.09%","1.00%","17.35%","27.84%","71.43%","99.79%"
"Community Bank System","CBU","-0.36%","0.30%","4.05%","18.53%","21.91%","69.13%"
"Community Health Systems","CYH","0.99%","-5.28%","5.17%","-28.40%","-59.06%","-94.61%"
"Computer Programs&Systems","CPSI","-2.23%","-0.38%","-23.21%","-12.48%","-11.45%","-42.22%"
"Comtech","CMTL","-0.35%","2.16%","2.10%","56.19%","89.32%","21.06%"
"CONMED","CNMD","-1.18%","-4.97%","2.37%","49.30%","54.39%","35.87%"
"Consolidated Communications","CNSL","4.43%","4.24%","-15.03%","-7.22%","-41.28%","-44.69%"
"Contango Oil&Gas","MCF","-5.71%","-6.08%","-23.85%","1.70%","-9.96%","-39.60%"
"Cooper Stnd","CPS","-1.72%","-4.32%","1.17%","11.46%","36.31%","117.66%"
"Core-Mark","CORE","6.95%","26.81%","30.31%","-1.58%","11.08%","-50.63%"
"CoreSite","COR","0.24%","0.32%","0.86%","0.68%","7.51%","134.59%"
"Corindus Vascular Robotics","CR3","9.99%","-7.09%","-7.19%","0.61%","-37.75%","-73.61%"
"CorVel","CRVL","-1.41%","-1.41%","-1.24%","5.39%","15.31%","66.67%"
"CPB","CPF","-0.46%","0.36%","-5.30%","-6.57%","-4.55%","24.64%"
"Cray","CRAY","-1.15%","-6.52%","-16.34%","-11.16%","8.59%","-7.49%"
"Crocs","CROX","3.83%","5.45%","11.60%","50.00%","105.86%","21.54%"
"Cross Country","CCRN","3.31%","10.26%","-22.28%","-26.72%","-25.38%","-32.10%"
"CryoLife","CRY","3.59%","11.06%","13.14%","73.11%","80.16%","221.22%"
"CSG Systems","CSGS","-0.42%","-0.42%","-9.94%","-14.01%","0.19%","18.86%"
"CTS Corp","CTS","-0.84%","0.85%","-4.96%","37.67%","60.05%","86.48%"
"Cubic","CUB","-1.11%","6.67%","2.82%","20.70%","68.60%","69.36%"
"Customers Bancorp","CUBI","-4.98%","-1.98%","-14.31%","-3.04%","-9.94%","0.24%"
"CVB Financial","CVBF","-0.29%","1.39%","5.10%","2.33%","16.93%","36.99%"
"Daktronics","DAKT","0.23%","1.41%","1.89%","-5.70%","-8.40%","-26.91%"
"Darling Ingredients","DAR","-3.37%","-3.41%","-0.25%","9.27%","23.35%","60.15%"
"Dave & Buster’s Entertainment","PLAY","0.36%","2.57%","4.79%","-8.03%","-15.45%","36.80%"
"Depomed","DEPO","-2.70%","-13.02%","-9.69%","-6.21%","19.46%","-76.12%"
"DHI Group","DHX","0.00%","0.00%","-6.82%","7.89%","-2.38%","-75.74%"
"Diamondrock Hospitality","DRH","-0.86%","-2.37%","-5.42%","2.04%","4.73%","-8.64%"
"Digi","DGII","-0.76%","1.16%","-4.38%","37.17%","44.75%","32.86%"
"Dime Community","DCOM","0.85%","2.59%","-11.63%","-14.80%","-5.80%","4.82%"
"DineEquity","DIN","3.02%","-0.45%","0.92%","46.72%","87.39%","-26.30%"
"Diodes","DIOD","-0.86%","4.37%","9.94%","32.37%","43.26%","85.76%"
"Diplomat Pharmacy","DPLO","0.90%","-9.76%","-26.78%","-4.63%","18.15%","-59.45%"
"Donnelley Financial Solutions","DFIN","-0.59%","-0.86%","-1.87%","-5.59%","-10.42%","-"
"Dorman","DORM","1.63%","3.64%","7.55%","24.26%","2.43%","47.74%"
"DSP Group","DSPG","0.41%","1.65%","-1.20%","-1.20%","5.56%","42.61%"
"DXP Enterprises","DXPE","-2.07%","14.76%","15.20%","61.21%","77.41%","52.59%"
"Eagle Pharm","EGRX","-0.06%","1.02%","-4.19%","46.93%","41.07%","-0.92%"
"EastGroup Properties","EGP","0.39%","-0.91%","0.23%","9.38%","14.71%","66.87%"
"Ebix","EBIX","-0.50%","-1.86%","-0.25%","0.06%","39.61%","150.95%"
"Echo Global","ECHO","-0.91%","-2.83%","12.03%","16.43%","134.53%","27.54%"
"eHealth","EHTH","-0.60%","-4.15%","1.48%","42.14%","40.84%","65.26%"
"El Paso Electric","EE","1.43%","3.32%","5.81%","15.18%","19.27%","72.95%"
"El Pollo Loco Holdings Inc","LOCO","0.87%","1.75%","3.11%","17.17%","-4.92%","-35.30%"
"Electro Scientific","ESIO","-4.28%","-0.62%","31.01%","4.29%","111.85%","366.60%"
"Electronics for Imaging","EFII","0.17%","6.09%","0.94%","16.29%","7.95%","-25.28%"
"Emergent Biosolutions","EBS","4.19%","-0.26%","4.79%","21.50%","63.60%","58.46%"
"Employers","EIG","-0.34%","-1.36%","5.31%","-1.80%","3.44%","69.32%"
"Enanta","ENTA","-1.68%","-7.68%","-23.52%","57.23%","135.60%","123.66%"
"Encore Capital","ECPG","12.52%","12.52%","2.96%","-4.99%","-0.25%","-1.16%"
"Encore Wire","WIRE","-0.29%","-0.19%","6.54%","5.45%","31.54%","53.96%"
"Engility","EGL","-0.30%","-0.68%","6.16%","18.47%","10.78%","16.30%"
"Enova International Inc","ENVA","0.30%","7.96%","-11.14%","123.03%","167.98%","189.25%"
"Enpro Industries","NPO","-1.58%","1.32%","1.06%","-21.85%","2.76%","44.77%"
"ePlus","PLUS","-3.80%","-1.04%","1.68%","33.11%","24.27%","165.87%"
"Era Group Inc","ERA","-2.01%","-7.85%","-3.72%","17.86%","49.76%","-31.22%"
"ESCO Technologies","ESE","0.69%","8.18%","9.44%","9.71%","28.60%","84.02%"
"Essendant Inc","ESND","0.13%","-0.13%","11.12%","71.41%","36.98%","-55.79%"
"Ethan Allen Interiors","ETH","-1.11%","-1.33%","-10.66%","-21.53%","-29.52%","-27.76%"
"Evercore","EVR","-1.84%","-2.27%","4.44%","24.28%","46.50%","95.85%"
"EW Scripps A","SSP","-1.92%","4.00%","2.14%","-8.45%","-21.80%","-27.25%"
"ExlServices","EXLS","0.07%","0.84%","-3.69%","-2.78%","4.86%","57.08%"
"Exponent","EXPO","-0.60%","1.32%","0.60%","40.79%","54.00%","16.23%"
"Express","EXPR","2.17%","6.03%","10.91%","2.17%","65.13%","-44.90%"
"Exterran Corp","EXTN","4.20%","4.01%","1.31%","-11.64%","7.97%","-"
"EZCORP","EZPW","1.28%","7.24%","-5.58%","-2.87%","31.67%","96.52%"
"Fabrinet","FN","1.26%","5.72%","8.74%","46.13%","2.29%","122.02%"
"FARO","FARO","-0.37%","0.75%","20.32%","42.98%","101.80%","59.39%"
"Federal Signal","FSS","0.12%","8.56%","9.72%","27.58%","40.13%","77.37%"
"Fidelity","LION","-1.00%","0.08%","-8.52%","9.36%","12.14%","17.61%"
"Fiesta","FRGI","1.23%","-1.03%","-0.69%","51.32%","53.74%","-48.48%"
"First Bancorp","FBP","1.08%","0.96%","5.76%","65.49%","50.45%","114.76%"
"First Commonwealth Financial","FCF","-0.42%","-0.59%","5.28%","17.04%","34.94%","81.98%"
"First Financial Bancorp","FFBC","0.16%","1.47%","-2.36%","17.84%","27.78%","59.97%"
"First Financial Bankshares","FFIN","-0.43%","0.87%","10.46%","28.97%","43.99%","74.53%"
"First Midwest","FMBI","-0.77%","0.15%","2.52%","12.04%","28.28%","43.77%"
"First NBC Bank","FNBCQ","24.61%","-20.00%","-20.00%","300.00%","300.00%","-99.90%"
"FirstCash","FCFS","-0.12%","1.76%","-13.03%","19.72%","38.87%","105.84%"
"Five Below","FIVE","0.35%","4.12%","4.71%","57.18%","114.93%","180.59%"
"Flotek","FTK","2.77%","-27.60%","-27.12%","-52.15%","-62.52%","-87.59%"
"Forestar","FOR","0.84%","4.59%","9.11%","8.86%","40.06%","80.89%"
"Forrester","FORR","-0.11%","-0.00%","1.92%","2.26%","17.71%","39.55%"
"Forward Air","FWRD","-0.38%","0.35%","7.07%","9.73%","23.88%","29.50%"
"Four Corners Property Trust Inc","FCPT","0.42%","0.81%","4.89%","1.83%","9.50%","-"
"Fox Factory","FOXF","-0.31%","3.74%","21.20%","64.09%","73.47%","290.15%"
"Francescass","FRAN","3.12%","-2.32%","1.74%","3.83%","-12.76%","-37.38%"
"Franklin Electric","FELE","0.20%","2.09%","5.62%","6.54%","24.90%","62.95%"
"Franklin Street Properties","FSP","-1.30%","-2.67%","-5.32%","-22.07%","-16.47%","-27.72%"
"Freds","FRED","-1.09%","-10.78%","-17.65%","-55.06%","-71.38%","-87.79%"
"FTD Companies Inc","FTD","11.31%","12.65%","-17.62%","-47.98%","-73.00%","-87.49%"
"FutureFuel","FF","-3.39%","-4.22%","-2.40%","-4.90%","2.21%","32.02%"
"G-III Apparel","GIII","2.22%","5.80%","5.06%","25.02%","74.50%","-35.10%"
"Gannett","GCI","3.37%","2.86%","1.26%","-9.92%","26.24%","-19.07%"
"Genesco","GCO","0.00%","0.12%","8.50%","27.69%","44.60%","-34.70%"
"Gentherm","THRM","-0.75%","0.76%","16.29%","46.14%","52.38%","-6.81%"
"Geo","GEO","-0.70%","1.35%","-4.53%","8.05%","-5.06%","9.87%"
"Geospace","GEOS","0.00%","-3.55%","-9.31%","0.62%","-11.76%","-23.46%"
"Getty","GTY","0.14%","-0.31%","1.58%","6.81%","12.18%","74.13%"
"Gibraltar Industries","ROCK","-2.13%","1.16%","12.81%","32.12%","51.65%","126.61%"
"Glacier","GBCI","-0.64%","0.16%","8.96%","10.81%","30.07%","56.00%"
"Glatfelter","GLT","-0.61%","-3.19%","-17.17%","-23.51%","-3.53%","-12.77%"
"Government Propertiesome","GOV","-0.37%","1.26%","-3.43%","-13.32%","-11.36%","-2.19%"
"Great Western Bancorp Inc","GWB","-0.24%","-0.99%","0.81%","5.88%","15.39%","57.59%"
"Green Dot","GDOT","3.36%","4.91%","6.70%","38.42%","85.85%","354.30%"
"Green Plains Energy","GPRE","-3.07%","0.29%","2.66%","2.97%","-8.44%","-15.37%"
"Greenbrier","GBX","0.26%","-0.08%","11.02%","10.60%","28.43%","30.65%"
"Greenhill&Co","GHL","-0.92%","-2.28%","6.45%","65.13%","94.56%","-17.20%"
"Griffon","GFF","-0.56%","-0.00%","-1.39%","-13.02%","-6.84%","2.08%"
"Group 1 Automotive","GPI","-1.59%","7.77%","13.52%","7.44%","35.65%","-19.23%"
"Guess?","GES","1.46%","3.61%","6.10%","36.08%","72.32%","6.59%"
"Gulf Island Fabrication","GIFI","5.14%","3.37%","-1.60%","-31.50%","-14.02%","-30.62%"
"H B Fuller","FUL","1.12%","1.64%","4.34%","7.18%","14.70%","46.73%"
"Haemonetics","HAE","-1.78%","3.36%","7.08%","72.11%","135.20%","153.26%"
"Hanmi","HAFC","-0.78%","-0.00%","-11.01%","-16.14%","-5.39%","-1.20%"
"Harmonic","HLIT","-0.95%","0.97%","18.18%","23.81%","42.47%","-11.11%"
"Harsco","HSC","-1.98%","-1.20%","11.71%","32.98%","52.62%","113.43%"
"Haverty Furniture","HVT","0.46%","3.32%","0.23%","-3.75%","-10.29%","-2.02%"
"Hawaiian","HA","1.57%","1.94%","16.20%","5.27%","0.24%","66.01%"
"Hawkins","HWKN","-0.63%","-4.35%","7.03%","12.50%","-1.37%","5.57%"
"Haynes","HAYN","-0.20%","-2.99%","5.14%","24.40%","34.15%","-4.37%"
"HCI Group Inc","HCI","0.50%","1.91%","-3.15%","33.71%","-0.87%","-3.27%"
"Healthcare Services","HCSG","0.35%","1.07%","-8.60%","-23.18%","-20.12%","16.25%"
"Healthequity Inc","HQY","0.42%","4.85%","2.96%","75.98%","82.75%","146.50%"
"HealthStream","HSTM","0.44%","2.62%","2.09%","28.50%","29.90%","11.59%"
"Heartland Express","HTLD","0.62%","1.04%","0.99%","-16.92%","-6.96%","-8.36%"
"Heidrick&Struggles","HSII","0.30%","4.41%","23.73%","78.41%","139.34%","120.43%"
"Helix","HLX","0.54%","0.54%","10.66%","23.87%","59.93%","17.93%"
"HFF","HF","0.63%","0.20%","29.72%","-8.12%","21.94%","19.49%"
"Hibbett Sports","HIBB","1.06%","-1.66%","2.59%","16.42%","73.36%","-43.40%"
"HighPoint","HPR","-11.75%","-22.26%","-21.53%","-1.95%","56.70%","1.62%"
"Hillenbrand","HI","-0.19%","-0.29%","7.54%","16.44%","43.59%","72.47%"
"HMS Holdings","HMSY","-0.03%","3.94%","26.91%","77.23%","68.76%","243.31%"
"Home BancShares","HOMB","-0.34%","1.60%","0.95%","1.08%","-0.55%","-42.08%"
"Hope Bancorp","HOPE","0.00%","1.41%","-4.78%","-5.10%","5.16%","11.96%"
"Horace Mann Educators","HMN","0.00%","1.48%","-4.39%","1.13%","22.53%","28.98%"
"Hornbeck","HOS","1.59%","8.50%","-8.78%","43.73%","82.45%","-77.65%"
"Hub Group","HUBG","-0.48%","-0.95%","2.15%","9.29%","47.67%","27.00%"
"Iconix Brand","ICON","-2.00%","-3.92%","-23.44%","-62.02%","-91.22%","-96.48%"
"ICU Medical","ICUI","3.27%","0.75%","1.15%","36.83%","79.23%","147.32%"
"II-VI","IIVI","1.93%","15.17%","4.92%","-4.58%","25.49%","148.20%"
"ILG","ILG","-0.12%","-0.84%","-0.53%","19.70%","33.01%","61.56%"
"Independent Bank","INDB","0.11%","-0.11%","10.41%","25.98%","30.27%","82.53%"
"Ingevity","NGVT","0.21%","2.84%","19.27%","43.49%","77.59%","-"
"Innophoss","IPHS","-0.74%","-0.81%","-10.24%","-5.84%","-2.20%","-14.48%"
"Innospec","IOSP","-1.05%","-3.91%","-7.17%","6.30%","32.25%","67.56%"
"Inogen Inc","INGN","-0.59%","8.13%","13.12%","92.07%","149.91%","436.90%"
"Insight Enterprises","NSIT","-0.39%","1.03%","9.24%","38.99%","28.03%","99.40%"
"Insperity","NSP","2.76%","5.69%","17.78%","91.19%","170.74%","121.69%"
"Installed Building","IBP","0.38%","4.15%","-4.52%","-30.55%","-8.74%","78.03%"
"Integer Hld","ITGR","-0.56%","0.21%","5.66%","56.51%","57.91%","49.83%"
"Integra","IART","0.47%","-1.42%","-0.64%","30.53%","26.15%","102.30%"
"Inter Parfums","IPAR","-4.05%","0.33%","14.60%","41.77%","60.63%","117.51%"
"Interactive Brokers","IBKR","0.51%","2.65%","0.02%","4.21%","51.67%","46.38%"
"Interface, Inc.","TILE","0.51%","3.17%","-2.36%","-9.34%","21.60%","-11.97%"
"INTL FCStone","INTL","-0.13%","0.11%","4.10%","30.26%","51.12%","97.50%"
"Intrepid Potash","IPI","0.28%","-1.93%","-11.03%","-25.42%","4.41%","-56.12%"
"Invacare","IVC","0.61%","-7.78%","-7.00%","-1.48%","21.17%","-2.24%"
"Investment Tech","ITG","10.69%","5.78%","6.52%","18.86%","12.10%","30.82%"
"Iridium","IRDM","1.50%","7.39%","15.62%","72.46%","99.51%","195.78%"
"iRobot","IRBT","0.38%","6.23%","9.63%","13.21%","-15.06%","187.90%"
"Itron","ITRI","-0.71%","5.70%","3.02%","-7.55%","-11.94%","88.94%"
"J & J Snack Foods","JJSF","0.65%","1.93%","-7.04%","-5.06%","12.59%","21.99%"
"John Bean Tech","JBT","0.69%","1.77%","18.12%","-1.44%","20.73%","199.59%"
"Kaiser","KALU","-0.54%","0.23%","3.98%","4.00%","16.39%","32.08%"
"Kaman","KAMN","0.49%","0.67%","-2.85%","11.79%","32.78%","65.61%"
"KapStone Paper&Packaging","KS","-0.40%","-0.83%","-0.23%","52.18%","59.20%","45.70%"
"Kelly Services A","KELYA","-0.69%","0.99%","7.09%","-10.30%","13.66%","69.86%"
"Kirklands","KIRK","-0.53%","-0.53%","-3.54%","-6.69%","26.96%","-59.23%"
"Kite","KRG","0.91%","-1.82%","-0.54%","-14.80%","-17.45%","-36.21%"
"Knight Transportation","KNX","-0.58%","1.14%","-14.72%","-25.00%","-11.85%","18.89%"
"Kopin","KOPN","-0.85%","-23.68%","-22.67%","-27.50%","-35.38%","-10.77%"
"Koppers","KOP","-7.77%","-6.91%","-9.09%","-31.24%","-9.68%","60.85%"
"Korn/Ferry","KFY","-0.77%","1.82%","7.28%","62.40%","107.73%","97.65%"
"Kraton","KRA","0.12%","2.18%","3.30%","1.41%","44.70%","117.21%"
"Kulicke&Soffa","KLIC","-0.44%","1.51%","3.54%","10.60%","40.50%","161.36%"
"La-Z-Boy","LZB","-0.48%","1.98%","1.82%","-1.12%","-4.64%","22.96%"
"Lannett Com","LCI","4.20%","2.25%","-5.86%","-41.16%","-16.77%","-74.60%"
"LCI Industries","LCII","-0.75%","-1.74%","7.05%","-24.04%","2.28%","70.35%"
"Legacy Texas Financial Grp","LTXB","-0.18%","-0.05%","9.81%","2.89%","19.51%","48.43%"
"Lendingtree","TREE","1.60%","1.66%","3.94%","-27.11%","12.98%","98.38%"
"Lexington","LXP","0.57%","0.23%","0.23%","-8.19%","-8.94%","0.11%"
