"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"BioTelemetry","BEAT","2.79%","6.23%","23.63%","96.82%","64.39%","319.16%"
"BJs Restaurants","BJRI","3.37%","5.50%","11.19%","89.70%","120.26%","57.22%"
"Black Box","BBOX","-6.49%","-5.88%","-4.64%","-59.44%","-56.36%","-90.34%"
"Blackbaud","BLKB","-0.06%","0.84%","-16.52%","3.99%","18.00%","70.38%"
"Blucora","BCOR","0.85%","2.29%","-3.12%","61.76%","52.78%","172.07%"
"BofI Holding","BOFI","0.75%","2.91%","-6.10%","30.17%","46.87%","29.65%"
"Boise Cascad Llc","BCC","-1.93%","0.77%","5.43%","14.41%","60.46%","48.21%"
"Boston Private","BPFH","0.18%","1.94%","-3.27%","-7.96%","-3.27%","23.87%"
"Bottomline","EPAY","0.03%","4.75%","11.90%","81.69%","117.13%","153.15%"
"Boyd Gaming","BYD","1.01%","3.56%","-1.89%","5.36%","41.66%","138.26%"
"Brady","BRC","1.15%","4.08%","6.61%","4.22%","19.88%","78.65%"
"Briggs&Stratton","BGG","-2.16%","6.16%","25.68%","-17.82%","3.53%","8.54%"
"Brinks","BCO","-1.20%","0.78%","-0.95%","-0.95%","2.36%","181.31%"
"Bristow","BRS","1.20%","2.73%","-25.95%","-18.86%","34.28%","-66.96%"
"Brookline Bancorp","BRKL","0.27%","1.11%","-3.18%","16.24%","28.07%","76.84%"
"Brooks Automation","BRKS","0.85%","2.04%","-3.53%","23.90%","17.87%","195.20%"
"Buckle","BKE","0.56%","2.46%","14.83%","14.11%","85.62%","-29.96%"
"Cabot","CCMP","0.91%","3.75%","-5.96%","17.95%","59.62%","161.97%"
"CACI","CACI","0.03%","2.24%","10.28%","46.32%","54.86%","151.76%"
"Cal-Maine","CALM","-0.20%","0.40%","10.89%","12.26%","45.06%","5.05%"
"CalAmp","CAMP","0.17%","0.95%","2.35%","9.61%","26.43%","53.93%"
"Calavo Growers","CVGW","2.80%","4.65%","10.98%","23.99%","51.01%","90.55%"
"Caleres","CAL","0.79%","6.97%","9.26%","14.16%","51.31%","26.18%"
"California Water Service","CWT","-0.84%","1.11%","-0.24%","-9.37%","11.08%","96.28%"
"Callaway Golf","ELY","-1.48%","0.31%","18.52%","62.17%","70.11%","171.84%"
"Cambrex","CBM","-1.33%","-0.08%","4.81%","31.56%","21.56%","51.51%"
"Cantel Medical","CMD","-0.36%","-0.09%","-0.13%","-7.47%","23.45%","96.55%"
"Capstead Mortgage","CMO","-0.36%","0.00%","-2.10%","-2.89%","-14.11%","-19.31%"
"Carbo Ceramics","CRR","3.07%","11.70%","-13.31%","-17.49%","29.63%","-64.30%"
"Cardtronics","CATM","1.90%","11.27%","45.71%","105.18%","49.78%","12.96%"
"Career","CECO","-1.38%","-2.79%","-10.24%","35.76%","76.15%","364.59%"
"Caretrust Inc","CTRE","-0.38%","2.46%","8.57%","9.55%","-4.82%","52.62%"
"Carrizo Oil&Gas","CRZO","1.65%","5.67%","-15.64%","13.02%","78.54%","-14.93%"
"Cato","CATO","-0.42%","1.11%","-8.54%","49.37%","77.46%","-27.52%"
"Cavco","CVCO","-0.06%","4.21%","12.08%","57.18%","89.45%","235.45%"
"Cedar Realty","CDR","-1.73%","0.44%","-6.39%","-25.33%","-10.63%","-26.89%"
"Celadon","CGIP","0.86%","5.11%","8.36%","-45.31%","-19.54%","-81.14%"
"Central Garden&Pet","CENT","0.10%","0.72%","-7.75%","0.95%","10.55%","243.44%"
"Central Garden&Pet A","CENTA","-0.22%","0.42%","-8.48%","-3.90%","6.03%","193.68%"
"Century Aluminum","CENX","0.57%","2.40%","-6.35%","-36.91%","-32.15%","169.35%"
"CEVA","CEVA","1.20%","4.78%","-6.77%","-35.86%","-28.67%","67.52%"
"Chart Industries","GTLS","-0.68%","0.72%","2.62%","64.51%","133.46%","252.98%"
"Chemed","CHE","-0.28%","0.68%","-0.48%","31.31%","66.44%","132.30%"
"Chemours Co","CC","-0.11%","0.67%","-2.54%","-12.74%","-8.02%","374.78%"
"Chesapeake Lodging","CHSP","0.27%","2.33%","1.86%","21.37%","30.11%","12.41%"
"Chuy's Holdings","CHUY","0.00%","-0.55%","-15.72%","-2.50%","36.41%","-9.85%"
"Cincinnati Bell","CBB","1.15%","5.62%","-1.87%","-36.93%","-37.83%","-23.32%"
"CIRCOR","CIR","-3.16%","-1.78%","9.97%","-10.50%","-7.96%","-0.50%"
"City Holding","CHCO","0.13%","1.80%","3.02%","22.71%","32.36%","80.96%"
"Clearwater Paper","CLW","8.52%","17.96%","39.69%","-29.85%","-29.30%","-40.42%"
"Cloud Peak Energy","CLD","0.80%","10.57%","-17.16%","-43.60%","-16.61%","-24.62%"
"CMTSU Liquidation","CBRI","0.00%","-0.00%","-33.33%","-86.67%","-91.67%","-99.94%"
"Cogent","CCOI","-0.28%","-0.56%","1.34%","16.67%","18.23%","91.69%"
"Coherent","COHR","0.92%","0.18%","6.48%","-35.74%","-18.95%","225.35%"
"Cohu","COHU","1.01%","-0.57%","3.61%","18.86%","48.83%","175.79%"
"Columbia Banking","COLB","-0.60%","1.48%","1.70%","-0.85%","16.50%","49.03%"
"Comfort Systems","FIX","-0.52%","2.52%","18.77%","30.47%","72.84%","106.34%"
"Community Bank System","CBU","0.05%","1.82%","2.92%","23.76%","28.14%","92.70%"
"Community Health Systems","CYH","3.75%","7.46%","18.03%","-15.49%","-52.19%","-93.16%"
"Computer Programs&Systems","CPSI","0.37%","0.37%","-19.65%","-8.82%","-6.00%","-38.77%"
"Comtech","CMTL","0.62%","2.91%","8.40%","61.66%","88.71%","37.70%"
"CONMED","CNMD","-0.19%","0.57%","4.91%","52.54%","58.06%","49.78%"
"Consolidated Communications","CNSL","-0.17%","2.55%","-6.66%","-1.07%","-36.66%","-37.22%"
"Contango Oil&Gas","MCF","5.55%","13.41%","3.92%","29.30%","32.68%","-13.00%"
"Cooper Stnd","CPS","-1.13%","1.96%","4.51%","14.75%","40.12%","155.58%"
"Core-Mark","CORE","-0.69%","3.17%","44.56%","9.40%","28.39%","-41.90%"
"CoreSite","COR","-0.81%","0.36%","2.76%","1.04%","-0.12%","148.25%"
"Corindus Vascular Robotics","CR3","-4.42%","8.59%","-10.36%","0.12%","-45.27%","-71.06%"
"CorVel","CRVL","1.70%","2.31%","8.32%","13.23%","20.04%","91.62%"
"CPB","CPF","0.21%","2.16%","1.07%","-1.74%","1.24%","47.21%"
"Cray","CRAY","-0.70%","1.18%","-18.98%","-11.78%","17.31%","8.76%"
"Crocs","CROX","1.24%","12.60%","19.50%","61.95%","131.30%","53.22%"
"Cross Country","CCRN","1.52%","5.82%","-14.89%","-21.63%","-16.87%","-24.64%"
"CryoLife","CRY","4.59%","6.71%","13.06%","78.59%","80.00%","251.13%"
"CSG Systems","CSGS","-0.88%","-1.48%","-8.52%","-15.02%","-2.56%","22.50%"
"CTS Corp","CTS","-0.42%","1.73%","-2.22%","36.70%","61.84%","96.65%"
"Cubic","CUB","-0.14%","-0.95%","6.92%","24.43%","76.11%","78.34%"
"Customers Bancorp","CUBI","0.27%","3.19%","-11.07%","-1.69%","-9.94%","10.37%"
"CVB Financial","CVBF","-0.12%","1.85%","5.61%","5.39%","20.24%","58.05%"
"Daktronics","DAKT","-2.21%","-12.51%","-7.95%","-15.01%","-18.49%","-29.77%"
"Darling Ingredients","DAR","0.59%","3.78%","2.26%","12.13%","18.47%","63.42%"
"Dave & Buster’s Entertainment","PLAY","-0.07%","3.27%","15.04%","0.22%","-7.39%","69.34%"
"DHI Group","DHX","0.00%","-2.44%","-4.76%","5.26%","11.11%","-73.92%"
"Diamondrock Hospitality","DRH","-0.17%","0.76%","-1.82%","5.14%","10.93%","2.06%"
"Digi","DGII","1.54%","4.35%","0.38%","38.22%","43.48%","38.22%"
"Dime Community","DCOM","-0.80%","0.54%","-7.69%","-11.22%","-1.06%","15.17%"
"DineEquity","DIN","0.52%","1.94%","17.19%","57.48%","105.53%","-15.32%"
"Diodes","DIOD","-0.48%","0.45%","-1.98%","31.11%","39.74%","99.10%"
"Diplomat Pharmacy","DPLO","-0.82%","1.84%","-13.50%","-3.59%","17.70%","-51.99%"
"Donnelley Financial Solutions","DFIN","4.31%","5.01%","-2.45%","4.26%","-1.02%","-"
"Dorman","DORM","-0.41%","2.20%","11.55%","30.01%","24.28%","63.86%"
"DSP Group","DSPG","0.79%","4.94%","-2.30%","2.00%","6.69%","56.63%"
"DXP Enterprises","DXPE","2.59%","3.38%","11.79%","63.48%","86.21%","73.51%"
"Eagle Pharm","EGRX","1.45%","4.74%","-0.41%","52.73%","53.25%","24.66%"
"EastGroup Properties","EGP","-0.82%","-0.95%","4.44%","8.90%","11.78%","81.13%"
"Ebix","EBIX","0.97%","1.56%","-5.73%","-1.39%","34.51%","200.58%"
"Echo Global","ECHO","-0.30%","1.83%","8.47%","18.93%","147.58%","40.51%"
"eHealth","EHTH","-1.33%","-4.16%","22.36%","71.04%","54.50%","124.91%"
"El Paso Electric","EE","-1.02%","-0.24%","3.20%","13.73%","14.35%","75.79%"
"El Pollo Loco Holdings Inc","LOCO","-1.20%","2.50%","2.93%","24.24%","7.89%","0.33%"
"Electro Scientific","ESIO","1.52%","-0.04%","33.05%","9.15%","102.16%","434.02%"
"Electronics for Imaging","EFII","0.77%","1.07%","-0.41%","15.31%","5.94%","-19.81%"
"Emergent Biosolutions","EBS","1.00%","3.12%","12.74%","30.99%","68.66%","86.43%"
"Employers","EIG","0.57%","-0.23%","3.16%","-0.79%","6.79%","98.33%"
"Enanta","ENTA","-0.74%","2.42%","-18.56%","56.02%","132.89%","135.23%"
"Encore Capital","ECPG","-0.50%","-0.74%","8.97%","-4.75%","1.39%","3.86%"
"Encore Wire","WIRE","-0.48%","3.83%","7.41%","5.76%","29.27%","62.51%"
"Engility","EGL","-1.05%","2.71%","1.60%","22.77%","16.06%","26.65%"
"Enova International Inc","ENVA","-0.28%","4.67%","-6.40%","135.86%","209.05%","208.52%"
"Enpro Industries","NPO","-1.00%","1.84%","3.96%","-19.35%","9.23%","68.57%"
"ePlus","PLUS","0.85%","-0.20%","0.00%","34.11%","24.12%","170.52%"
"Era Group Inc","ERA","-0.75%","-0.34%","-11.71%","10.14%","35.31%","-25.72%"
"ESCO Technologies","ESE","-1.29%","3.07%","10.07%","14.27%","29.05%","94.88%"
"Essendant Inc","ESND","-1.24%","2.57%","9.37%","63.75%","31.89%","-55.41%"
"Ethan Allen Interiors","ETH","-1.49%","1.09%","-1.91%","-18.35%","-16.00%","-21.24%"
"Evercore","EVR","-0.37%","-1.53%","-3.71%","21.28%","45.05%","112.48%"
"EW Scripps A","SSP","0.34%","0.54%","14.83%","-4.86%","-18.65%","-12.32%"
"ExlServices","EXLS","0.39%","2.16%","-0.59%","1.14%","10.54%","71.22%"
"Exponent","EXPO","1.06%","3.35%","4.80%","47.54%","60.99%","27.03%"
"Express","EXPR","-0.94%","3.14%","8.46%","3.55%","65.77%","-37.10%"
"Exterran Corp","EXTN","2.51%","4.45%","7.19%","-8.94%","8.94%","-"
"EZCORP","EZPW","0.89%","0.00%","-7.69%","-6.56%","26.67%","85.37%"
"Fabrinet","FN","1.95%","9.66%","21.49%","66.06%","21.12%","150.84%"
"FARO","FARO","-0.74%","1.28%","14.90%","42.77%","103.95%","79.12%"
"Federal Signal","FSS","0.65%","1.15%","10.02%","31.76%","44.64%","96.22%"
"Fidelity","LION","0.41%","0.83%","-3.16%","11.06%","11.98%","32.08%"
"Fiesta","FRGI","-0.85%","1.39%","-2.35%","53.42%","66.57%","-42.28%"
"First Bancorp","FBP","1.24%","2.97%","8.30%","76.47%","58.73%","164.71%"
"First Commonwealth Financial","FCF","-0.17%","1.11%","5.12%","20.39%","36.50%","104.27%"
"First Financial Bancorp","FFBC","-0.47%","1.59%","4.59%","21.06%","30.74%","77.52%"
"First Financial Bankshares","FFIN","-0.25%","1.42%","4.31%","34.41%","50.43%","104.98%"
"First Midwest","FMBI","0.18%","2.30%","5.82%","15.04%","30.53%","62.09%"
"First NBC Bank","FNBCQ","0.00%","0.00%","-20.00%","300.00%","100.00%","-99.88%"
"FirstCash","FCFS","0.98%","2.68%","-11.79%","22.02%","38.32%","117.04%"
"Five Below","FIVE","1.16%","6.82%","14.85%","70.79%","125.91%","227.09%"
"Flotek","FTK","7.55%","13.43%","-25.73%","-51.07%","-58.09%","-86.58%"
"Forestar","FOR","-0.78%","3.69%","11.95%","15.00%","47.95%","110.66%"
"Forrester","FORR","0.00%","2.85%","12.06%","10.41%","20.49%","53.94%"
"Forward Air","FWRD","-0.36%","1.14%","10.83%","11.35%","27.01%","41.41%"
"Four Corners Property Trust Inc","FCPT","-0.22%","0.04%","9.41%","4.94%","6.43%","-"
"Fox Factory","FOXF","-0.46%","-0.85%","26.45%","65.51%","67.45%","322.19%"
"Francescass","FRAN","1.82%","-0.55%","-4.21%","-0.41%","-3.32%","-28.21%"
"Franklin Electric","FELE","-0.80%","2.70%","0.41%","7.63%","29.83%","75.93%"
"Franklin Street Properties","FSP","-1.50%","3.26%","-0.58%","-20.48%","-13.91%","-19.66%"
"Freds","FRED","0.00%","-2.79%","-15.53%","-57.04%","-71.57%","-86.80%"
"FTD Companies Inc","FTD","2.63%","4.00%","13.70%","-45.76%","-69.48%","-86.39%"
"FutureFuel","FF","1.70%","6.01%","12.28%","6.39%","13.13%","48.42%"
"G-III Apparel","GIII","0.30%","9.43%","-0.56%","24.88%","70.76%","-26.17%"
"Gannett","GCI","0.09%","4.71%","3.69%","-7.85%","28.99%","-13.31%"
"Genesco","GCO","-0.22%","10.02%","15.68%","41.85%","81.85%","-19.95%"
"Gentherm","THRM","-1.92%","5.09%","19.46%","52.76%","60.60%","15.20%"
"Geo","GEO","0.59%","1.44%","-0.04%","7.63%","0.12%","28.61%"
"Geospace","GEOS","0.87%","3.64%","-2.65%","7.71%","-9.81%","-3.72%"
"Getty","GTY","0.21%","0.10%","2.86%","7.40%","7.01%","86.27%"
"Gibraltar Industries","ROCK","0.11%","3.55%","22.28%","39.70%","65.53%","179.06%"
"Glacier","GBCI","0.33%","2.18%","3.25%","15.41%","35.62%","85.25%"
"Glatfelter","GLT","13.93%","15.38%","-7.01%","-11.47%","13.38%","9.21%"
"Government Propertiesome","GOV","-0.65%","1.26%","7.79%","-8.90%","-7.35%","9.04%"
"Great Western Bancorp Inc","GWB","-0.47%","4.22%","5.19%","10.58%","21.17%","74.16%"
"Green Dot","GDOT","1.20%","1.51%","4.72%","42.76%","81.46%","407.55%"
"Green Plains Energy","GPRE","0.28%","7.69%","15.56%","8.01%","8.98%","0.28%"
"Greenbrier","GBX","0.00%","3.14%","2.87%","10.88%","35.86%","64.85%"
"Greenhill&Co","GHL","0.50%","-1.16%","-9.80%","53.33%","96.71%","-13.78%"
"Griffon","GFF","-0.97%","2.81%","2.23%","-10.07%","1.67%","14.30%"
"Group 1 Automotive","GPI","0.20%","4.18%","19.76%","13.06%","46.64%","-6.41%"
"Guess?","GES","0.39%","2.77%","5.98%","38.63%","57.47%","16.82%"
"Gulf Island Fabrication","GIFI","2.86%","2.92%","6.81%","-26.43%","-8.94%","-17.04%"
"H B Fuller","FUL","0.63%","2.57%","5.42%","8.95%","16.33%","65.23%"
"Haemonetics","HAE","1.05%","2.59%","7.00%","82.51%","154.44%","194.28%"
"Hanmi","HAFC","1.34%","3.52%","-2.75%","-12.69%","-1.12%","13.78%"
"Harmonic","HLIT","0.00%","0.95%","21.14%","26.19%","60.61%","-3.11%"
"Harsco","HSC","1.69%","9.53%","12.03%","44.77%","62.65%","140.64%"
"Haverty Furniture","HVT","-0.45%","1.14%","8.54%","-1.77%","-4.91%","-3.26%"
"Hawaiian","HA","-4.00%","-1.29%","15.41%","5.27%","-0.83%","91.38%"
"Hawkins","HWKN","1.19%","7.46%","12.73%","20.74%","17.73%","16.50%"
"Haynes","HAYN","0.21%","3.42%","-4.50%","21.84%","27.16%","8.47%"
"HCI Group Inc","HCI","-0.98%","-0.90%","-3.22%","35.82%","2.04%","2.65%"
"Healthcare Services","HCSG","-0.10%","1.48%","5.84%","-20.90%","-18.36%","27.72%"
"Healthequity Inc","HQY","-0.11%","2.10%","5.72%","86.86%","105.20%","197.88%"
"HealthStream","HSTM","0.75%","2.45%","13.54%","33.64%","34.98%","27.16%"
"Heartland Express","HTLD","-0.69%","2.95%","2.22%","-13.28%","-1.51%","0.90%"
"Heidrick&Struggles","HSII","2.30%","7.62%","28.99%","81.26%","144.77%","122.50%"
"Helix","HLX","1.10%","2.69%","1.89%","21.49%","50.16%","65.05%"
"HFF","HF","-1.80%","2.64%","24.10%","-7.15%","22.05%","31.74%"
"Hibbett Sports","HIBB","2.71%","10.08%","21.89%","39.22%","141.70%","-24.25%"
"HighPoint","HPR","4.19%","7.41%","-25.64%","1.75%","76.35%","41.46%"
"Hillenbrand","HI","-2.37%","-0.87%","4.47%","15.10%","45.34%","96.82%"
"HMS Holdings","HMSY","-0.03%","0.13%","31.72%","86.43%","78.63%","216.63%"
"Home BancShares","HOMB","-0.79%","0.97%","4.03%","3.27%","0.29%","-34.95%"
"Hope Bancorp","HOPE","0.17%","2.18%","2.00%","-2.25%","9.18%","27.16%"
"Horace Mann Educators","HMN","-0.86%","1.54%","3.71%","4.54%","24.93%","44.79%"
"Hornbeck","HOS","2.17%","4.96%","-14.89%","36.01%","50.00%","-74.03%"
"Hub Group","HUBG","-0.48%","1.87%","10.71%","7.93%","39.54%","36.63%"
"Iconix Brand","ICON","-7.43%","-9.09%","-33.33%","-68.99%","-92.41%","-96.68%"
"ICU Medical","ICUI","-0.63%","2.30%","0.96%","39.12%","78.92%","174.86%"
"II-VI","IIVI","0.75%","2.95%","5.01%","0.43%","33.38%","182.50%"
"ILG","ILG","-0.11%","2.96%","4.26%","24.68%","34.35%","85.82%"
"Independent Bank","INDB","-0.06%","0.28%","0.44%","29.63%","29.45%","106.22%"
"Ingevity","NGVT","0.34%","3.75%","13.64%","42.36%","67.20%","-"
"Innophoss","IPHS","1.01%","1.12%","-10.20%","-5.59%","-0.54%","-2.99%"
"Innospec","IOSP","-0.64%","1.72%","-2.47%","9.21%","36.58%","65.81%"
"Inogen Inc","INGN","2.04%","4.27%","13.34%","100.23%","153.62%","377.05%"
"Insight Enterprises","NSIT","0.11%","1.48%","8.96%","43.20%","42.82%","120.20%"
"Insperity","NSP","-0.57%","1.69%","16.45%","98.78%","189.93%","153.33%"
"Installed Building","IBP","-1.14%","-3.36%","-16.96%","-37.46%","-14.18%","70.99%"
"Integer Hld","ITGR","3.95%","7.77%","5.17%","68.43%","69.93%","70.20%"
"Integra","IART","0.58%","-0.55%","-5.44%","23.80%","18.50%","101.33%"
"Inter Parfums","IPAR","0.84%","2.40%","15.47%","52.01%","71.11%","162.21%"
"Interactive Brokers","IBKR","1.11%","0.36%","-2.40%","3.14%","44.89%","65.41%"
"Interface, Inc.","TILE","-0.42%","2.85%","-0.21%","-6.76%","23.10%","-2.94%"
"INTL FCStone","INTL","0.87%","1.16%","1.51%","31.04%","54.55%","115.01%"
"Intrepid Potash","IPI","1.20%","4.00%","-17.36%","-28.99%","-3.43%","-53.76%"
"Invacare","IVC","1.57%","1.89%","-6.10%","-4.15%","20.97%","2.41%"
"Investment Tech","ITG","-1.05%","-2.74%","-4.24%","12.62%","7.65%","37.65%"
"Iridium","IRDM","-0.72%","3.50%","15.32%","75.42%","99.04%","207.58%"
"iRobot","IRBT","3.83%","17.76%","48.63%","37.95%","16.67%","273.36%"
"Itron","ITRI","1.32%","5.50%","8.30%","-4.33%","-9.44%","115.13%"
"J & J Snack Foods","JJSF","-1.11%","-1.40%","-6.85%","-5.36%","14.68%","29.00%"
"John Bean Tech","JBT","-1.24%","1.59%","18.46%","0.77%","27.82%","240.09%"
"Kaiser","KALU","-0.23%","0.92%","-3.29%","1.42%","11.16%","34.60%"
"Kaman","KAMN","-0.96%","0.38%","-0.33%","12.54%","38.19%","73.71%"
"KapStone Paper&Packaging","KS","0.00%","-0.12%","-0.92%","51.39%","64.35%","66.99%"
"Kelly Services A","KELYA","-0.44%","0.32%","7.18%","-8.07%","17.81%","82.46%"
"Kirklands","KIRK","0.61%","1.94%","1.76%","-3.43%","-0.94%","-49.21%"
"Kite","KRG","-0.40%","0.35%","4.38%","-11.22%","-13.48%","-27.86%"
"Knight Transportation","KNX","-2.21%","0.21%","-5.94%","-25.05%","-10.83%","30.19%"
"Kopin","KOPN","2.74%","0.00%","-26.47%","-29.69%","-39.35%","-19.06%"
"Koppers","KOP","0.73%","-2.68%","-8.61%","-32.22%","-8.97%","81.39%"
"Korn/Ferry","KFY","-0.61%","1.43%","1.65%","61.26%","107.11%","104.69%"
"Kraton","KRA","1.79%","3.10%","2.07%","-1.91%","37.71%","141.44%"
"Kulicke&Soffa","KLIC","-0.35%","-2.43%","-3.09%","5.51%","38.14%","153.00%"
"La-Z-Boy","LZB","13.14%","19.08%","17.95%","20.03%","59.02%","41.05%"
"Lannett Com","LCI","-4.39%","-58.87%","-55.33%","-76.51%","-66.15%","-88.92%"
"LCI Industries","LCII","-1.43%","-6.52%","2.14%","-28.35%","-1.79%","77.70%"
"Legacy Texas Financial Grp","LTXB","-0.39%","2.44%","2.14%","8.46%","25.29%","69.30%"
"Lendingtree","TREE","1.93%","4.89%","-2.68%","-30.09%","5.45%","128.41%"
"Lexington","LXP","-1.19%","0.55%","5.94%","-5.70%","-6.86%","11.93%"
"LGI Homes","LGIH","-1.01%","3.98%","1.20%","-22.64%","32.69%","145.20%"
"LHC Group","LHCG","1.34%","5.68%","13.38%","61.89%","55.77%","130.66%"
"Ligand","LGND","1.41%","3.33%","8.00%","80.85%","95.24%","197.72%"
