"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Buckle","BKE","Sell","Neutral","Strong Buy","Strong Buy"
"Cabot","CCMP","Strong Sell","Buy","Strong Buy","Strong Buy"
"CACI","CACI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Cal-Maine","CALM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"CalAmp","CAMP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Calavo Growers","CVGW","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Caleres","CAL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"California Water Service","CWT","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Callaway Golf","ELY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Cambrex","CBM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cantel Medical","CMD","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Capstead Mortgage","CMO","Buy","Sell","Strong Sell","Strong Sell"
"Carbo Ceramics","CRR","Neutral","Buy","Strong Sell","Strong Sell"
"Cardtronics","CATM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Career","CECO","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Caretrust Inc","CTRE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Carrizo Oil&Gas","CRZO","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Cato","CATO","Sell","Strong Sell","Strong Sell","Neutral"
"Cavco","CVCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cedar Realty","CDR","Strong Buy","Sell","Strong Sell","Strong Sell"
"Celadon","CGIP","Neutral","Neutral","Neutral","Strong Sell"
"Central Garden&Pet","CENT","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Central Garden&Pet A","CENTA","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Century Aluminum","CENX","Strong Buy","Buy","Strong Sell","Strong Sell"
"CEVA","CEVA","Buy","Buy","Strong Sell","Strong Sell"
"Chart Industries","GTLS","Sell","Neutral","Strong Buy","Strong Buy"
"Chemed","CHE","Strong Buy","Strong Buy","Buy","Strong Buy"
"Chemours Co","CC","Strong Buy","Strong Buy","Neutral","Buy"
"Chesapeake Lodging","CHSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Chuy's Holdings","CHUY","Strong Buy","Sell","Strong Sell","Neutral"
"Cincinnati Bell","CBB","Strong Buy","Buy","Strong Sell","Strong Sell"
"CIRCOR","CIR","Strong Buy","Strong Buy","Neutral","Strong Sell"
"City Holding","CHCO","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Clearwater Paper","CLW","Strong Sell","Strong Buy","Buy","Strong Sell"
"Cloud Peak Energy","CLD","Strong Buy","Sell","Strong Sell","Strong Sell"
"CMTSU Liquidation","CBRI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Cogent","CCOI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Coherent","COHR","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Cohu","COHU","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Columbia Banking","COLB","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Comfort Systems","FIX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Community Bank System","CBU","Sell","Strong Buy","Strong Buy","Strong Buy"
"Community Health Systems","CYH","Neutral","Buy","Strong Sell","Strong Sell"
"Computer Programs&Systems","CPSI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Comtech","CMTL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CONMED","CNMD","Buy","Strong Buy","Strong Buy","Strong Buy"
"Consolidated Communications","CNSL","Buy","Strong Buy","Neutral","Strong Sell"
"Contango Oil&Gas","MCF","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Cooper Stnd","CPS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Core-Mark","CORE","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"CoreSite","COR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Corindus Vascular Robotics","CR3","Strong Buy","Strong Buy","Buy","Strong Sell"
"CorVel","CRVL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CPB","CPF","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Cray","CRAY","Strong Sell","Sell","Strong Sell","Sell"
"Crocs","CROX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cross Country","CCRN","Strong Buy","Buy","Strong Sell","Strong Sell"
"CryoLife","CRY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CTS Corp","CTS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cubic","CUB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CVB Financial","CVBF","Strong Sell","Sell","Strong Buy","Strong Buy"
"Daktronics","DAKT","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Darling Ingredients","DAR","Sell","Strong Buy","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"DHI Group","DHX","Strong Buy","Strong Buy","Buy","Strong Sell"
"Diamondrock Hospitality","DRH","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Digi","DGII","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Dime Community","DCOM","Strong Sell","Strong Sell","Strong Sell","Sell"
"DineEquity","DIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diodes","DIOD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Sell","Strong Buy","Strong Buy","Neutral"
"Dorman","DORM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DXP Enterprises","DXPE","Strong Sell","Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Strong Sell","Neutral","Buy","Strong Buy"
"Echo Global","ECHO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Strong Sell","Sell","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electro Scientific","ESIO","Sell","Neutral","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Neutral","Strong Buy","Strong Buy","Neutral"
"Emergent Biosolutions","EBS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Sell","Strong Buy","Strong Buy","Strong Buy"
"Enanta","ENTA","Strong Sell","Strong Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Strong Sell","Strong Sell","Sell","Sell"
"Encore Wire","WIRE","Sell","Strong Buy","Strong Buy","Strong Buy"
"Engility","EGL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Strong Sell","Neutral","Buy","Strong Buy"
"Enpro Industries","NPO","Strong Sell","Strong Buy","Buy","Neutral"
"ePlus","PLUS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Strong Sell","Sell","Strong Sell","Buy"
"ESCO Technologies","ESE","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Sell","Strong Sell","Neutral","Neutral"
"Ethan Allen Interiors","ETH","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Sell","Strong Sell","Neutral","Strong Buy"
"EW Scripps A","SSP","Strong Sell","Neutral","Strong Buy","Neutral"
"ExlServices","EXLS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Exponent","EXPO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Sell","Sell","Strong Buy","Strong Buy"
"Exterran Corp","EXTN","Strong Sell","Strong Buy","Strong Buy","Neutral"
"EZCORP","EZPW","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Fabrinet","FN","Sell","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Sell","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Neutral","Strong Buy","Neutral","Strong Buy"
"Fiesta","FRGI","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Sell","Sell","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Sell","Buy","Buy","Strong Buy"
"First Financial Bankshares","FFIN","Sell","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FirstCash","FCFS","Sell","Buy","Neutral","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Franklin Electric","FELE","Strong Sell","Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Freds","FRED","Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"G-III Apparel","GIII","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Gannett","GCI","Strong Sell","Strong Buy","Buy","Neutral"
"Genesco","GCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gentherm","THRM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Geospace","GEOS","Strong Sell","Strong Buy","Strong Buy","Sell"
"Getty","GTY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Government Propertiesome","GOV","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Great Western Bancorp Inc","GWB","Neutral","Buy","Strong Buy","Strong Buy"
"Green Dot","GDOT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Neutral","Strong Buy","Sell","Sell"
"Greenbrier","GBX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Strong Sell","Neutral","Buy"
"Griffon","GFF","Sell","Neutral","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Buy","Buy","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Sell","Neutral","Sell","Strong Sell"
"H B Fuller","FUL","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Sell","Strong Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Sell","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Sell","Strong Buy","Strong Buy","Buy"
"Haynes","HAYN","Buy","Sell","Strong Sell","Neutral"
"HCI Group Inc","HCI","Strong Sell","Sell","Neutral","Buy"
"Healthcare Services","HCSG","Neutral","Strong Buy","Neutral","Neutral"
"Healthequity Inc","HQY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Neutral","Strong Buy","Strong Buy","Neutral"
"Heidrick&Struggles","HSII","Sell","Strong Buy","Strong Buy","Strong Buy"
"Helix","HLX","Strong Sell","Neutral","Strong Buy","Buy"
"HFF","HF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"HighPoint","HPR","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Hillenbrand","HI","Strong Sell","Sell","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Hope Bancorp","HOPE","Strong Sell","Strong Sell","Strong Sell","Sell"
"Horace Mann Educators","HMN","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Hornbeck","HOS","Neutral","Strong Buy","Buy","Neutral"
"Hub Group","HUBG","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Iconix Brand","ICON","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Sell","Strong Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Innospec","IOSP","Strong Sell","Buy","Buy","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Integra","IART","Sell","Strong Sell","Sell","Strong Buy"
"Inter Parfums","IPAR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Buy","Neutral","Neutral","Strong Buy"
"Interface, Inc.","TILE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"INTL FCStone","INTL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Sell","Neutral","Strong Sell","Strong Sell"
"Invacare","IVC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Sell","Sell","Buy","Strong Buy"
"Iridium","IRDM","Strong Sell","Neutral","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Buy","Strong Buy","Strong Buy","Neutral"
"J & J Snack Foods","JJSF","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"John Bean Tech","JBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaiser","KALU","Buy","Strong Buy","Buy","Strong Buy"
"Kaman","KAMN","Strong Sell","Strong Sell","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Neutral","Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Neutral","Strong Buy","Strong Buy","Neutral"
"Kirklands","KIRK","Neutral","Strong Buy","Buy","Neutral"
"Kite","KRG","Strong Buy","Strong Buy","Strong Buy","Sell"
"Knight Transportation","KNX","Strong Buy","Buy","Strong Sell","Sell"
"Kopin","KOPN","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Neutral","Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kraton","KRA","Sell","Strong Buy","Strong Buy","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Buy","Neutral","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lannett Com","LCI","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"LCI Industries","LCII","Sell","Strong Sell","Neutral","Neutral"
"Legacy Texas Financial Grp","LTXB","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Buy","Strong Buy","Neutral","Neutral"
"Lexington","LXP","Strong Buy","Strong Buy","Strong Buy","Sell"
"LGI Homes","LGIH","Strong Buy","Strong Buy","Neutral","Neutral"
"LHC Group","LHCG","Sell","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Liquidity Services","LQDT","Neutral","Strong Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Buy","Buy","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LivePerson","LPSN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Buy","Strong Buy","Strong Buy","Strong Sell"
"LSC Communications","LKSD","Strong Sell","Neutral","Strong Sell","Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lumber Liquidators","LL","Buy","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Luminex","LMNX","Neutral","Strong Buy","Neutral","Strong Buy"
"Lydall","LDL","Strong Sell","Neutral","Buy","Neutral"
"M/I Homes","MHO","Buy","Buy","Strong Sell","Sell"
"Magellan Health","MGLN","Sell","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Buy","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Sell","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Marriot Vacations Worldwide","VAC","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Marten Transport","MRTN","Strong Sell","Strong Sell","Sell","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Sell","Strong Buy","Strong Buy","Strong Buy"
"Matson","MATX","Buy","Strong Buy","Strong Buy","Strong Buy"
"Matthews","MATW","Neutral","Neutral","Strong Sell","Strong Sell"
"MDC","MDC","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Medidata","MDSO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MEDIFAST","MED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Sell","Strong Buy","Buy","Neutral"
"Merit","MMSI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Buy","Neutral","Sell","Neutral"
"Methode Electronics","MEI","Strong Buy","Strong Buy","Neutral","Neutral"
"MicroStrategy","MSTR","Buy","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Buy","Neutral","Sell","Neutral"
"Mobile Mini","MINI","Buy","Strong Sell","Sell","Strong Buy"
"Momenta","MNTA","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Monarch","MCRI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Monotype","TYPE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Neutral","Neutral","Strong Buy","Strong Buy"
"Moog","MOGa","Buy","Strong Buy","Neutral","Neutral"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Buy","Neutral","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Mueller Industries","MLI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Multi-Color","LABL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Myers Industries","MYE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MYR Group","MYRG","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
