"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Essendant Inc","ESND","Neutral","Strong Buy","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Sell","Neutral","Strong Buy","Strong Buy"
"EW Scripps A","SSP","Sell","Strong Buy","Buy","Sell"
"ExlServices","EXLS","Sell","Strong Sell","Neutral","Strong Buy"
"Exponent","EXPO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exterran Corp","EXTN","Strong Buy","Strong Buy","Buy","Neutral"
"EZCORP","EZPW","Strong Buy","Neutral","Sell","Neutral"
"Fabrinet","FN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Sell","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Strong Sell","Strong Sell","Sell","Strong Buy"
"Fiesta","FRGI","Strong Buy","Neutral","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Sell","Neutral","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Buy","Buy","Neutral","Strong Buy"
"First Financial Bankshares","FFIN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FirstCash","FCFS","Neutral","Strong Sell","Neutral","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Buy","Neutral","Neutral","Sell"
"Franklin Electric","FELE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Freds","FRED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Buy","Neutral","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Sell","Strong Sell","Neutral","Neutral"
"G-III Apparel","GIII","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gannett","GCI","Buy","Buy","Neutral","Neutral"
"Genesco","GCO","Neutral","Strong Buy","Neutral","Neutral"
"Gentherm","THRM","Buy","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Neutral","Buy","Strong Buy"
"Geospace","GEOS","Buy","Strong Sell","Sell","Strong Sell"
"Getty","GTY","Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Sell","Strong Buy","Buy","Sell"
"Great Western Bancorp Inc","GWB","Strong Sell","Neutral","Neutral","Strong Buy"
"Green Dot","GDOT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Greenbrier","GBX","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Sell","Buy","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Sell","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Strong Buy","Sell","Strong Sell","Strong Sell"
"H B Fuller","FUL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Sell","Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Harmonic","HLIT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Strong Sell","Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Sell","Strong Buy","Strong Buy","Neutral"
"Haynes","HAYN","Strong Sell","Strong Sell","Neutral","Strong Buy"
"HCI Group Inc","HCI","Neutral","Strong Sell","Sell","Buy"
"Healthcare Services","HCSG","Strong Buy","Buy","Neutral","Neutral"
"Healthequity Inc","HQY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Strong Buy","Neutral","Neutral","Sell"
"Heidrick&Struggles","HSII","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Helix","HLX","Strong Buy","Neutral","Strong Buy","Buy"
"HFF","HF","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Buy","Neutral","Strong Sell","Neutral"
"HighPoint","HPR","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Hillenbrand","HI","Sell","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Buy","Strong Buy","Buy","Neutral"
"Hope Bancorp","HOPE","Buy","Neutral","Strong Sell","Sell"
"Horace Mann Educators","HMN","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Hornbeck","HOS","Strong Buy","Neutral","Strong Buy","Neutral"
"Hub Group","HUBG","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Iconix Brand","ICON","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Neutral","Strong Buy"
"ILG","ILG","Strong Sell","Sell","Strong Buy","Strong Buy"
"Independent Bank","INDB","Neutral","Neutral","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Sell","Strong Sell","Sell"
"Innospec","IOSP","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Sell","Sell","Strong Buy","Strong Buy"
"Integra","IART","Neutral","Neutral","Strong Buy","Strong Buy"
"Inter Parfums","IPAR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Buy","Sell","Sell","Strong Buy"
"Interface, Inc.","TILE","Strong Buy","Neutral","Sell","Buy"
"INTL FCStone","INTL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Sell","Strong Buy","Buy","Neutral"
"J & J Snack Foods","JJSF","Strong Buy","Strong Sell","Neutral","Strong Buy"
"John Bean Tech","JBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaiser","KALU","Sell","Buy","Strong Buy","Strong Buy"
"Kaman","KAMN","Neutral","Strong Sell","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Strong Sell","Buy","Strong Buy"
"Kelly Services A","KELYA","Neutral","Strong Buy","Neutral","Neutral"
"Kirklands","KIRK","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Kite","KRG","Neutral","Neutral","Neutral","Strong Sell"
"Knight Transportation","KNX","Strong Sell","Strong Sell","Strong Sell","Sell"
"Kopin","KOPN","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Kraton","KRA","Buy","Strong Buy","Strong Buy","Strong Buy"
"Kulicke&Soffa","KLIC","Sell","Strong Buy","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Sell","Neutral","Buy","Strong Buy"
"Lannett Com","LCI","Strong Buy","Buy","Strong Sell","Strong Sell"
"LCI Industries","LCII","Sell","Strong Buy","Strong Buy","Neutral"
"Legacy Texas Financial Grp","LTXB","Neutral","Neutral","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Buy","Strong Buy","Neutral","Neutral"
"Lexington","LXP","Buy","Strong Buy","Buy","Strong Sell"
"LGI Homes","LGIH","Strong Buy","Buy","Neutral","Buy"
"LHC Group","LHCG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Strong Sell","Strong Sell","Sell","Buy"
"Liquidity Services","LQDT","Strong Buy","Strong Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Sell","Neutral","Buy","Strong Buy"
"LivePerson","LPSN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Buy","Strong Buy","Strong Buy","Strong Sell"
"LSC Communications","LKSD","Buy","Strong Sell","Strong Sell","Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Lumber Liquidators","LL","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Luminex","LMNX","Neutral","Strong Sell","Buy","Strong Buy"
"Lydall","LDL","Sell","Strong Sell","Strong Sell","Strong Sell"
"M/I Homes","MHO","Strong Buy","Neutral","Strong Sell","Sell"
"Magellan Health","MGLN","Neutral","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Neutral","Neutral","Strong Sell","Sell"
"Marriot Vacations Worldwide","VAC","Strong Sell","Strong Sell","Sell","Neutral"
"Marten Transport","MRTN","Strong Sell","Neutral","Neutral","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matson","MATX","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Matthews","MATW","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MDC","MDC","Strong Buy","Strong Buy","Strong Buy","Buy"
"Medidata","MDSO","Strong Sell","Neutral","Buy","Strong Buy"
"MEDIFAST","MED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Strong Sell","Strong Sell","Strong Sell","Sell"
"Merit","MMSI","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Buy","Sell","Strong Sell","Neutral"
"Methode Electronics","MEI","Strong Buy","Buy","Strong Sell","Neutral"
"MicroStrategy","MSTR","Strong Buy","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Strong Sell","Neutral","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Momenta","MNTA","Strong Sell","Sell","Strong Buy","Strong Buy"
"Monarch","MCRI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Monotype","TYPE","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Sell","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Buy","Neutral","Strong Sell","Sell"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Neutral","Strong Sell","Sell","Neutral"
"Mueller Industries","MLI","Strong Sell","Buy","Strong Buy","Strong Buy"
"Multi-Color","LABL","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Myers Industries","MYE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MYR Group","MYRG","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Nanometrics","NANO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
