"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Amneal Pharma A","AMRX","2.32%","3.39%","15.97%","19.04%","31.26%","-57.89%"
"Amphastar P","AMPH","1.32%","1.03%","7.83%","-8.37%","12.72%","16.99%"
"AngioDynamics","ANGO","-0.60%","1.99%","-8.84%","29.65%","30.98%","39.82%"
"ANI Pharma","ANIP","0.91%","-1.99%","-7.58%","1.82%","50.99%","20.76%"
"Anika","ANIK","0.73%","4.00%","23.20%","-22.78%","-20.29%","14.84%"
"Anixter","AXE","0.56%","-1.10%","10.41%","-5.13%","-7.21%","14.41%"
"Apogee","APOG","1.81%","-1.50%","0.02%","9.34%","-4.05%","-5.45%"
"Applied Industrial Technologies","AIT","1.67%","-2.08%","2.09%","7.34%","30.54%","93.08%"
"ArcBest Corp","ARCB","2.26%","1.93%","3.72%","32.73%","81.80%","44.80%"
"Archrock","AROC","1.41%","-4.03%","3.97%","24.76%","31.00%","-8.77%"
"Asbury Automotive","ABG","1.65%","5.33%","5.11%","15.70%","39.85%","-11.44%"
"ASGN","ASGN","1.03%","2.71%","15.56%","44.31%","93.75%","139.73%"
"Astec","ASTE","1.62%","-5.37%","-23.84%","-20.53%","-1.63%","22.15%"
"Atlas Air","AAWW","0.87%","-5.07%","-10.92%","8.53%","-0.55%","41.48%"
"ATN Int","ATNI","5.14%","6.23%","20.36%","22.80%","13.04%","-4.73%"
"Avista","AVA","0.40%","0.47%","-3.88%","-1.30%","-3.00%","54.94%"
"Axon Enterprise","AAXN","-3.23%","-1.58%","1.36%","152.30%","164.16%","178.12%"
"AZZ","AZZ","0.56%","-0.55%","1.99%","5.48%","7.48%","3.85%"
"B&G Foods","BGS","-0.48%","-1.27%","-4.17%","-11.81%","-1.43%","3.99%"
"Badger Meter","BMI","1.65%","0.48%","13.42%","9.62%","16.83%","-9.33%"
"Balchem","BCPC","4.73%","1.53%","-0.75%","26.33%","38.06%","64.97%"
"Banc of California","BANC","-0.25%","-0.25%","-0.00%","-3.39%","-0.25%","67.65%"
"Banner","BANR","0.89%","2.30%","4.41%","16.87%","12.90%","36.48%"
"Barnes","B","1.72%","-1.34%","11.70%","5.80%","10.83%","67.64%"
"Barnes & Noble Education Inc","BNED","-0.86%","2.67%","6.85%","-29.98%","-18.85%","-51.10%"
"Barnes&Noble","BKS","0.00%","-3.28%","12.38%","-11.94%","-22.37%","-65.60%"
"Bel Fuse B","BELFB","-0.20%","8.89%","7.69%","-2.70%","-11.71%","8.99%"
"Belmond","BEL","1.34%","0.89%","5.09%","-7.35%","-13.03%","-4.06%"
"Benchmark Electronics","BHE","0.81%","3.10%","-16.56%","-14.26%","-23.70%","13.72%"
"Big 5","BGFV","0.88%","-10.85%","-21.77%","-24.34%","-40.41%","-48.66%"
"Biglari","BH","-1.34%","-4.34%","-10.93%","-56.27%","-43.82%","-57.20%"
"BioTelemetry","BEAT","3.63%","8.86%","18.69%","91.14%","62.13%","366.15%"
"BJs Restaurants","BJRI","2.38%","-1.19%","1.79%","71.70%","90.55%","27.76%"
"Black Box","BBOX","-1.35%","6.57%","-28.08%","-58.87%","-81.28%","-91.24%"
"Blackbaud","BLKB","2.38%","-0.56%","-9.25%","5.04%","13.34%","67.28%"
"Blucora","BCOR","-0.72%","-1.01%","-13.02%","55.66%","50.22%","151.65%"
"BofI Holding","BOFI","-4.13%","2.82%","-4.20%","34.18%","44.68%","22.13%"
"Boise Cascad Llc","BCC","1.36%","3.12%","-1.33%","11.78%","49.41%","41.81%"
"Boston Private","BPFH","0.00%","0.69%","-9.94%","-6.15%","-4.92%","16.19%"
"Bottomline","EPAY","1.12%","3.93%","4.09%","61.53%","95.74%","107.79%"
"Boyd Gaming","BYD","-0.27%","-1.79%","-0.30%","4.65%","39.47%","116.40%"
"Brady","BRC","1.09%","-2.61%","-4.61%","-1.72%","14.09%","61.40%"
"Briggs&Stratton","BGG","-0.40%","-0.28%","-2.38%","-30.47%","-24.68%","-3.08%"
"Brinks","BCO","-0.06%","-0.44%","-5.92%","1.02%","3.85%","166.69%"
"Bristow","BRS","-5.59%","-16.60%","-18.06%","-13.44%","52.02%","-73.09%"
"Brookline Bancorp","BRKL","-0.28%","-0.82%","-5.00%","14.97%","23.63%","62.17%"
"Brooks Automation","BRKS","-0.76%","3.17%","-8.31%","32.29%","28.78%","180.94%"
"Buckle","BKE","1.44%","2.49%","-7.16%","3.79%","47.60%","-40.20%"
"Cabot","CCMP","0.22%","1.93%","9.65%","30.50%","73.90%","176.01%"
"CACI","CACI","2.54%","3.62%","2.20%","37.17%","39.39%","121.24%"
"Cal-Maine","CALM","2.02%","1.11%","-3.29%","2.36%","25.69%","-16.57%"
"CalAmp","CAMP","0.70%","0.66%","-6.26%","6.91%","20.71%","39.95%"
"Calavo Growers","CVGW","1.00%","3.46%","-2.15%","13.39%","32.64%","75.27%"
"Caleres","CAL","1.09%","2.90%","-2.02%","2.93%","28.20%","7.69%"
"California Water Service","CWT","1.38%","-1.46%","-3.69%","-10.69%","4.79%","91.40%"
"Callaway Golf","ELY","1.70%","14.81%","14.40%","58.58%","69.40%","141.68%"
"Cambrex","CBM","-2.04%","-0.08%","15.43%","30.10%","13.75%","24.11%"
"Cantel Medical","CMD","1.08%","2.50%","-0.72%","-7.62%","26.08%","76.28%"
"Capstead Mortgage","CMO","-0.24%","-1.67%","-10.93%","-4.86%","-15.42%","-24.63%"
"Carbo Ceramics","CRR","-1.69%","-6.75%","-11.50%","-14.54%","29.46%","-71.65%"
"Cardtronics","CATM","5.00%","25.24%","20.43%","71.22%","18.45%","-9.48%"
"Career","CECO","-0.35%","-8.37%","0.24%","39.57%","103.13%","301.43%"
"Caretrust Inc","CTRE","1.36%","5.62%","3.36%","6.56%","-1.81%","45.09%"
"Carrizo Oil&Gas","CRZO","0.92%","-2.41%","-3.10%","29.23%","102.80%","-18.90%"
"Cato","CATO","0.84%","1.12%","0.68%","58.17%","56.20%","-31.05%"
"Cavco","CVCO","-1.45%","-0.92%","-1.89%","37.94%","50.41%","187.33%"
"Cedar Realty","CDR","1.95%","-1.05%","-10.63%","-22.53%","-11.47%","-32.33%"
"Celadon","CGIP","-2.91%","7.14%","-14.77%","-53.13%","-37.50%","-85.62%"
"Central Garden&Pet","CENT","0.97%","1.18%","-2.80%","12.23%","23.53%","325.32%"
"Central Garden&Pet A","CENTA","0.27%","0.67%","-3.21%","7.11%","18.03%","260.95%"
"Century Aluminum","CENX","0.16%","-0.16%","-16.02%","-34.88%","-9.42%","146.91%"
"CEVA","CEVA","3.33%","8.14%","3.01%","-29.47%","-24.65%","81.74%"
"Chart Industries","GTLS","1.33%","-0.82%","23.41%","65.28%","123.78%","194.26%"
"Chemed","CHE","1.17%","1.17%","-0.62%","31.57%","60.84%","110.03%"
"Chemours Co","CC","-1.42%","1.22%","4.16%","-7.37%","-1.76%","321.16%"
"Chesapeake Lodging","CHSP","-0.03%","0.16%","-2.08%","18.38%","26.01%","3.38%"
"Chuy's Holdings","CHUY","0.81%","-1.74%","-2.35%","10.87%","49.52%","-2.72%"
"Cincinnati Bell","CBB","4.56%","3.00%","-20.52%","-34.05%","-35.90%","-28.20%"
"CIRCOR","CIR","1.56%","-0.09%","16.82%","-8.98%","-11.68%","-4.73%"
"City Holding","CHCO","0.07%","-0.40%","2.40%","18.81%","24.28%","67.45%"
"Clearwater Paper","CLW","-0.95%","14.82%","5.92%","-42.84%","-42.27%","-53.49%"
"Cloud Peak Energy","CLD","-2.28%","-1.53%","-29.40%","-42.25%","-18.15%","-1.53%"
"CMTSU Liquidation","CBRI","0.00%","-0.00%","50.00%","-80.00%","-94.00%","-99.91%"
"Cogent","CCOI","-0.45%","-3.27%","-10.51%","10.93%","16.32%","75.09%"
"Coherent","COHR","2.82%","18.46%","18.63%","-33.66%","-16.52%","220.54%"
"Cohu","COHU","3.73%","8.30%","8.47%","24.24%","54.42%","184.06%"
"Columbia Banking","COLB","0.75%","1.64%","-0.88%","-4.24%","6.78%","28.75%"
"Comfort Systems","FIX","0.81%","0.27%","17.02%","27.61%","64.06%","95.78%"
"Community Bank System","CBU","-0.28%","0.14%","2.86%","17.84%","15.21%","67.52%"
"Community Health Systems","CYH","3.11%","-0.60%","7.10%","-22.07%","-47.63%","-94.13%"
"Computer Programs&Systems","CPSI","1.14%","-14.42%","-21.24%","-11.15%","-12.89%","-41.96%"
"Comtech","CMTL","2.51%","3.18%","6.02%","56.74%","91.12%","23.25%"
"CONMED","CNMD","-2.55%","5.46%","3.19%","53.11%","56.08%","38.86%"
"Consolidated Communications","CNSL","3.87%","-11.54%","-15.45%","-7.55%","-41.85%","-43.54%"
"Contango Oil&Gas","MCF","3.33%","-6.06%","-9.61%","11.89%","-6.06%","-35.26%"
"Cooper Stnd","CPS","0.54%","6.43%","8.25%","17.12%","39.88%","124.63%"
"Core-Mark","CORE","2.57%","3.97%","5.90%","-20.39%","-16.09%","-60.53%"
"CoreSite","COR","-0.03%","1.94%","0.01%","0.32%","6.07%","135.56%"
"Corindus Vascular Robotics","CR3","6.52%","8.11%","19.27%","15.35%","-37.98%","-69.25%"
"CorVel","CRVL","0.18%","-1.22%","0.18%","7.09%","15.49%","72.98%"
"CPB","CPF","0.04%","0.80%","-5.38%","-6.87%","-8.86%","25.08%"
"Cray","CRAY","-2.61%","-10.22%","-15.47%","-7.44%","12.85%","-3.03%"
"Crocs","CROX","0.78%","0.06%","8.24%","43.35%","123.98%","20.40%"
"Cross Country","CCRN","2.36%","-26.00%","-28.62%","-31.97%","-31.55%","-37.91%"
"CryoLife","CRY","-0.84%","-0.67%","-1.82%","54.57%","59.57%","181.64%"
"CSG Systems","CSGS","1.77%","-5.31%","-8.96%","-12.12%","1.26%","20.91%"
"CTS Corp","CTS","1.00%","1.72%","-8.62%","37.86%","59.19%","86.84%"
"Cubic","CUB","0.82%","-1.25%","-1.61%","14.08%","64.83%","54.17%"
"Customers Bancorp","CUBI","0.93%","1.88%","-11.61%","-0.15%","-11.34%","4.01%"
"CVB Financial","CVBF","0.71%","0.13%","4.68%","1.66%","11.03%","36.47%"
"Daktronics","DAKT","-0.35%","-1.51%","-2.08%","-7.34%","-10.76%","-27.38%"
"Darling Ingredients","DAR","0.00%","2.09%","3.01%","13.13%","24.68%","66.21%"
"Dave & Buster’s Entertainment","PLAY","2.43%","3.09%","3.62%","-8.16%","-17.29%","35.30%"
"Depomed","DEPO","1.50%","-0.56%","26.04%","9.44%","43.49%","-73.13%"
"DHI Group","DHX","0.00%","-2.38%","-10.87%","7.89%","-14.58%","-74.85%"
"Diamondrock Hospitality","DRH","0.17%","-0.84%","-5.52%","4.69%","5.07%","-5.06%"
"Digi","DGII","1.93%","-2.22%","-5.04%","38.22%","41.18%","32.13%"
"Dime Community","DCOM","1.15%","2.33%","-13.09%","-15.99%","-12.00%","3.53%"
"DineEquity","DIN","-1.58%","3.60%","-1.37%","45.06%","93.05%","-28.24%"
"Diodes","DIOD","1.16%","-1.02%","3.58%","28.29%","37.09%","75.98%"
"Diplomat Pharmacy","DPLO","1.18%","3.27%","-19.17%","6.93%","29.28%","-54.86%"
"Donnelley Financial Solutions","DFIN","-2.32%","-12.84%","-0.11%","-6.98%","-13.00%","-"
"Dorman","DORM","3.06%","1.15%","5.49%","23.55%","-1.03%","45.72%"
"DSP Group","DSPG","-0.41%","-3.20%","-5.10%","-3.20%","2.98%","45.26%"
"DXP Enterprises","DXPE","0.67%","1.16%","1.98%","41.43%","47.10%","16.72%"
"Eagle Pharm","EGRX","-0.72%","-2.66%","-1.38%","44.40%","64.93%","-16.26%"
"EastGroup Properties","EGP","-1.00%","1.32%","-1.29%","9.28%","14.73%","65.21%"
"Ebix","EBIX","-0.19%","1.64%","0.94%","1.77%","28.22%","141.47%"
"Echo Global","ECHO","-1.64%","-4.21%","12.24%","17.86%","122.67%","31.06%"
"eHealth","EHTH","-2.68%","5.60%","7.05%","44.33%","41.08%","70.54%"
"El Paso Electric","EE","1.22%","0.24%","2.88%","12.83%","15.97%","70.54%"
"El Pollo Loco Holdings Inc","LOCO","1.75%","-0.00%","-0.00%","17.17%","-3.73%","-37.30%"
"Electro Scientific","ESIO","0.80%","25.73%","41.42%","5.79%","116.73%","384.40%"
"Electronics for Imaging","EFII","2.26%","-2.99%","-2.24%","12.09%","7.22%","-26.92%"
"Emergent Biosolutions","EBS","-3.46%","0.55%","-0.46%","17.60%","55.43%","58.73%"
"Employers","EIG","0.34%","-4.52%","9.51%","-0.11%","4.48%","76.76%"
"Enanta","ENTA","0.32%","2.81%","-19.98%","70.86%","155.57%","131.07%"
"Encore Capital","ECPG","1.13%","-0.42%","-4.77%","-14.61%","-16.78%","-16.20%"
"Encore Wire","WIRE","-0.88%","4.51%","4.09%","4.73%","26.74%","54.21%"
"Engility","EGL","0.00%","-2.20%","6.99%","19.28%","9.94%","11.17%"
"Enova International Inc","ENVA","3.66%","5.00%","-14.12%","114.14%","142.01%","145.11%"
"Enpro Industries","NPO","3.42%","-2.34%","3.01%","-20.22%","1.86%","48.28%"
"ePlus","PLUS","2.32%","4.92%","3.97%","37.63%","24.03%","169.95%"
"Era Group Inc","ERA","1.53%","-1.20%","2.27%","29.86%","62.89%","-21.70%"
"ESCO Technologies","ESE","0.57%","-1.29%","2.25%","1.99%","0.41%","66.67%"
"Essendant Inc","ESND","-0.06%","-4.39%","14.22%","71.52%","29.69%","-55.36%"
"Ethan Allen Interiors","ETH","-1.56%","-1.56%","-12.62%","-21.70%","-30.78%","-26.68%"
"Evercore","EVR","0.00%","1.28%","6.37%","27.17%","48.06%","98.80%"
"EW Scripps A","SSP","3.49%","8.70%","2.15%","-8.89%","-22.10%","-29.68%"
"ExlServices","EXLS","0.15%","-2.30%","-2.10%","-3.45%","2.75%","55.93%"
"Exponent","EXPO","2.13%","3.17%","-0.10%","41.91%","50.24%","15.74%"
"Express","EXPR","1.02%","2.60%","2.17%","-2.66%","50.15%","-46.74%"
"Exterran Corp","EXTN","1.12%","-2.56%","2.04%","-14.09%","-0.59%","-"
"EZCORP","EZPW","3.17%","-0.44%","-6.17%","-6.56%","25.97%","85.06%"
"Fabrinet","FN","0.66%","2.07%","4.61%","39.13%","-6.60%","113.53%"
"FARO","FARO","1.65%","4.15%","20.75%","44.26%","97.38%","63.57%"
"Federal Signal","FSS","0.93%","0.34%","0.46%","18.62%","26.42%","67.58%"
"Fidelity","LION","-0.34%","-0.79%","-9.15%","8.90%","7.86%","23.26%"
"Fiesta","FRGI","0.00%","0.00%","-3.33%","52.89%","57.03%","-47.79%"
"First Bancorp","FBP","-0.24%","1.46%","5.17%","63.53%","45.30%","105.93%"
"First Commonwealth Financial","FCF","-0.24%","-0.30%","6.12%","17.46%","31.10%","82.43%"
"First Financial Bancorp","FFBC","0.65%","1.48%","-2.99%","16.89%","19.84%","59.26%"
"First Financial Bankshares","FFIN","-0.26%","1.50%","8.91%","27.52%","35.18%","74.04%"
"First Midwest","FMBI","0.37%","1.09%","3.45%","12.29%","21.61%","44.25%"
"First NBC Bank","FNBCQ","-31.45%","-25.00%","-40.00%","200.00%","200.00%","-99.92%"
"FirstCash","FCFS","-0.06%","-2.34%","-12.76%","17.57%","34.52%","102.50%"
"Five Below","FIVE","0.76%","3.83%","2.00%","52.11%","102.98%","174.58%"
"Flotek","FTK","-1.95%","-2.58%","-5.03%","-35.19%","-52.59%","-83.47%"
"Forestar","FOR","2.18%","3.08%","7.09%","6.36%","36.44%","83.96%"
"Forrester","FORR","0.66%","-1.62%","3.76%","2.94%","16.37%","40.61%"
"Forward Air","FWRD","0.48%","-1.24%","5.38%","9.87%","23.24%","32.00%"
"Four Corners Property Trust Inc","FCPT","0.62%","4.90%","2.47%","1.63%","7.76%","-"
"Fox Factory","FOXF","1.79%","25.86%","18.24%","61.00%","60.38%","281.17%"
"Francescass","FRAN","-1.54%","-6.02%","-7.27%","4.65%","-17.56%","-35.88%"
"Franklin Electric","FELE","1.46%","-1.72%","5.08%","5.88%","21.96%","65.59%"
"Franklin Street Properties","FSP","-0.47%","-2.84%","-6.04%","-20.30%","-15.33%","-26.27%"
"Freds","FRED","-7.84%","-13.76%","-17.18%","-53.58%","-71.21%","-87.84%"
"FTD Companies Inc","FTD","1.20%","-6.93%","-31.57%","-53.27%","-82.26%","-88.76%"
"FutureFuel","FF","0.57%","2.25%","-2.49%","-0.14%","-5.19%","29.44%"
"G-III Apparel","GIII","1.19%","-3.48%","2.11%","19.57%","60.93%","-36.29%"
"Gannett","GCI","0.20%","-3.78%","-1.07%","-12.25%","17.17%","-20.61%"
"Genesco","GCO","0.84%","2.70%","1.83%","28.62%","28.62%","-33.37%"
"Gentherm","THRM","0.00%","1.66%","12.87%","45.04%","49.03%","-7.44%"
"Geo","GEO","0.72%","-2.09%","-4.67%","7.37%","-6.22%","10.08%"
"Geospace","GEOS","-2.14%","-5.90%","-8.25%","2.08%","-12.66%","-21.10%"
"Getty","GTY","0.27%","1.85%","1.11%","7.44%","10.61%","78.69%"
"Gibraltar Industries","ROCK","2.20%","1.38%","13.53%","33.48%","47.82%","124.52%"
"Glacier","GBCI","0.28%","2.34%","8.79%","10.94%","24.43%","57.14%"
"Glatfelter","GLT","0.24%","3.73%","-15.23%","-20.80%","-3.08%","-9.29%"
"Government Propertiesome","GOV","-0.19%","5.11%","-4.23%","-14.56%","-13.35%","-3.77%"
"Great Western Bancorp Inc","GWB","-0.21%","1.48%","0.88%","6.71%","9.12%","57.41%"
"Green Dot","GDOT","-0.30%","-0.06%","4.50%","31.55%","96.46%","335.31%"
"Green Plains Energy","GPRE","0.00%","4.22%","2.37%","2.67%","-9.19%","-12.89%"
"Greenbrier","GBX","-0.17%","3.97%","7.97%","10.51%","26.80%","35.00%"
"Greenhill&Co","GHL","-1.52%","-0.76%","8.89%","66.41%","91.45%","-17.18%"
"Griffon","GFF","0.00%","-1.12%","-2.75%","-13.02%","-8.76%","2.37%"
"Group 1 Automotive","GPI","8.33%","9.50%","9.27%","7.99%","34.88%","-17.32%"
"Guess?","GES","1.08%","-1.10%","2.10%","32.76%","58.82%","4.38%"
"Gulf Island Fabrication","GIFI","3.37%","1.66%","-1.08%","-31.50%","-16.74%","-28.96%"
"H B Fuller","FUL","0.55%","0.78%","3.10%","6.03%","12.02%","44.46%"
"Haemonetics","HAE","0.41%","-0.54%","4.41%","67.20%","126.26%","144.98%"
"Hanmi","HAFC","0.00%","1.60%","-12.09%","-16.14%","-11.17%","-0.93%"
"Harmonic","HLIT","0.97%","13.04%","22.35%","23.81%","35.06%","-11.41%"
"Harsco","HSC","2.99%","1.97%","17.77%","38.61%","49.42%","127.55%"
"Haverty Furniture","HVT","1.18%","7.83%","-1.61%","-5.74%","-14.77%","-3.57%"
"Hawaiian","HA","0.12%","2.74%","13.34%","3.39%","-3.06%","71.45%"
"Hawkins","HWKN","-1.57%","9.25%","10.58%","15.77%","-3.09%","8.29%"
"Haynes","HAYN","0.32%","-2.90%","7.23%","28.64%","34.65%","2.38%"
"HCI Group Inc","HCI","0.31%","-8.04%","-5.82%","31.61%","-7.91%","-4.12%"
"Healthcare Services","HCSG","0.35%","-0.12%","-7.61%","-23.73%","-22.31%","14.95%"
"Healthequity Inc","HQY","2.04%","5.84%","1.73%","71.26%","68.16%","148.86%"
"HealthStream","HSTM","1.17%","4.49%","2.62%","26.68%","25.65%","10.68%"
"Heartland Express","HTLD","0.36%","0.36%","-0.93%","-17.48%","-6.91%","-8.20%"
"Heidrick&Struggles","HSII","5.13%","7.82%","23.36%","79.63%","135.83%","121.50%"
"Helix","HLX","0.75%","-6.49%","16.85%","24.14%","56.00%","17.00%"
"HFF","HF","1.97%","1.04%","31.37%","-6.50%","19.65%","21.12%"
"Hibbett Sports","HIBB","-1.45%","3.70%","3.03%","16.67%","60.27%","-46.68%"
"HighPoint","HPR","-0.77%","-1.83%","2.23%","25.15%","97.54%","36.31%"
"Hillenbrand","HI","-0.38%","3.59%","8.22%","16.33%","40.54%","74.09%"
"HMS Holdings","HMSY","3.74%","25.28%","29.90%","76.87%","65.64%","237.61%"
"Home BancShares","HOMB","0.52%","0.26%","0.91%","0.00%","-7.04%","-42.64%"
"Hope Bancorp","HOPE","0.00%","1.79%","-6.97%","-6.41%","-1.95%","10.12%"
"Horace Mann Educators","HMN","1.14%","1.72%","-4.31%","0.79%","19.17%","27.99%"
"Hornbeck","HOS","-0.49%","-13.87%","-12.95%","31.83%","70.12%","-79.21%"
"Hub Group","HUBG","0.95%","14.98%","5.54%","11.38%","56.91%","33.91%"
"Iconix Brand","ICON","5.00%","1.92%","-22.06%","-58.91%","-91.37%","-96.45%"
"ICU Medical","ICUI","1.40%","3.71%","0.73%","37.71%","73.39%","198.37%"
"II-VI","IIVI","3.60%","2.81%","-4.16%","-14.16%","6.75%","122.04%"
"ILG","ILG","0.67%","0.82%","2.46%","21.52%","33.27%","64.57%"
"Independent Bank","INDB","0.00%","-0.34%","10.26%","26.13%","25.14%","83.08%"
"Ingevity","NGVT","1.57%","0.20%","17.45%","41.72%","67.93%","-"
"Innophoss","IPHS","1.08%","-0.75%","-7.91%","-4.04%","-4.11%","-12.86%"
"Innospec","IOSP","0.45%","-3.09%","-1.63%","11.12%","23.74%","81.51%"
"Inogen Inc","INGN","1.02%","7.25%","11.38%","79.45%","130.37%","392.49%"
"Insight Enterprises","NSIT","-0.55%","4.22%","4.32%","36.82%","19.78%","96.66%"
"Insperity","NSP","2.60%","11.93%","10.54%","85.61%","161.55%","120.26%"
"Installed Building","IBP","2.96%","-4.49%","-7.12%","-31.34%","-10.93%","89.57%"
"Integer Hld","ITGR","1.63%","0.63%","7.15%","58.72%","54.79%","53.96%"
"Integra","IART","0.80%","2.49%","-0.51%","33.47%","28.04%","104.42%"
"Inter Parfums","IPAR","1.30%","3.32%","12.89%","43.15%","59.28%","107.13%"
"Interactive Brokers","IBKR","0.57%","0.99%","-0.56%","2.09%","49.89%","41.44%"
"Interface, Inc.","TILE","0.91%","-0.45%","-6.89%","-11.33%","16.75%","-13.47%"
"INTL FCStone","INTL","0.29%","3.56%","7.02%","30.50%","43.37%","104.95%"
"Intrepid Potash","IPI","-3.87%","-18.50%","-16.95%","-26.89%","3.26%","-57.66%"
"Invacare","IVC","0.56%","1.40%","-0.00%","7.42%","29.29%","6.16%"
"Investment Tech","ITG","0.23%","-2.12%","1.83%","12.62%","5.86%","27.83%"
"Iridium","IRDM","4.22%","14.16%","15.50%","67.37%","94.58%","192.59%"
"iRobot","IRBT","2.99%","6.22%","4.09%","9.75%","-20.05%","180.97%"
"Itron","ITRI","1.59%","-0.98%","-1.14%","-11.14%","-17.04%","86.86%"
"J & J Snack Foods","JJSF","0.60%","-1.86%","-10.21%","-6.30%","11.53%","20.55%"
"John Bean Tech","JBT","1.40%","-1.63%","17.30%","-1.81%","20.09%","197.02%"
"Kaiser","KALU","0.53%","-0.14%","6.50%","4.31%","16.32%","32.77%"
"Kaman","KAMN","-0.09%","-1.42%","-3.84%","10.94%","28.05%","64.97%"
"KapStone Paper&Packaging","KS","0.09%","0.20%","0.43%","53.59%","54.55%","51.98%"
"Kelly Services A","KELYA","1.24%","0.95%","6.15%","-10.08%","11.25%","73.78%"
"Kirklands","KIRK","0.36%","-1.05%","-6.01%","-5.85%","15.49%","-58.74%"
"Kite","KRG","-1.65%","-0.83%","-2.62%","-14.64%","-19.99%","-35.23%"
"Knight Transportation","KNX","0.86%","0.46%","-13.99%","-25.21%","-11.26%","22.75%"
"Kopin","KOPN","-20.72%","-21.24%","-20.20%","-24.69%","-38.21%","-13.31%"
"Koppers","KOP","-0.40%","-0.27%","-5.67%","-26.42%","-3.60%","76.57%"
"Korn/Ferry","KFY","2.77%","2.80%","4.66%","63.92%","104.62%","101.04%"
"Kraton","KRA","0.73%","0.15%","2.86%","-0.02%","33.52%","118.81%"
"Kulicke&Soffa","KLIC","0.75%","1.37%","6.41%","9.78%","33.20%","159.92%"
"La-Z-Boy","LZB","0.66%","-0.16%","-5.14%","-2.40%","-7.73%","23.88%"
"Lannett Com","LCI","0.37%","5.10%","-2.90%","-42.24%","-19.28%","-75.55%"
"LCI Industries","LCII","-2.29%","6.80%","3.86%","-24.46%","1.39%","71.80%"
"Legacy Texas Financial Grp","LTXB","-0.09%","-0.96%","9.51%","2.84%","12.05%","46.26%"
"Lendingtree","TREE","0.02%","2.24%","10.73%","-28.29%","6.48%","101.73%"
"Lexington","LXP","0.45%","1.02%","-1.66%","-7.98%","-10.21%","1.49%"
"LGI Homes","LGIH","-1.80%","-3.17%","-13.66%","-33.29%","3.24%","114.71%"
