"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Four Corners Property Trust Inc","FCPT","Sell","Neutral","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Sell","Sell","Strong Buy","Strong Buy"
"Francescass","FRAN","Neutral","Strong Buy","Strong Buy","Strong Sell"
"Franklin Electric","FELE","Sell","Strong Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Freds","FRED","Strong Buy","Strong Sell","Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Sell","Strong Sell","Neutral","Neutral"
"G-III Apparel","GIII","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Gannett","GCI","Neutral","Buy","Neutral","Neutral"
"Genesco","GCO","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Gentherm","THRM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Geospace","GEOS","Strong Buy","Neutral","Strong Buy","Sell"
"Getty","GTY","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Sell","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Neutral","Buy","Strong Buy","Neutral"
"Government Propertiesome","GOV","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Great Western Bancorp Inc","GWB","Neutral","Strong Buy","Neutral","Strong Buy"
"Green Dot","GDOT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Buy","Sell","Strong Sell","Strong Sell"
"Greenbrier","GBX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Buy","Neutral","Sell","Neutral"
"Guess?","GES","Strong Sell","Sell","Neutral","Strong Buy"
"Gulf Island Fabrication","GIFI","Sell","Strong Sell","Strong Sell","Strong Sell"
"H B Fuller","FUL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Harsco","HSC","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Hawaiian","HA","Neutral","Strong Buy","Strong Buy","Neutral"
"Hawkins","HWKN","Strong Sell","Strong Buy","Strong Buy","Neutral"
"Haynes","HAYN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"HCI Group Inc","HCI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Healthcare Services","HCSG","Neutral","Strong Sell","Neutral","Sell"
"Healthequity Inc","HQY","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"HealthStream","HSTM","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Strong Sell","Sell","Neutral","Strong Sell"
"Heidrick&Struggles","HSII","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Helix","HLX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HFF","HF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Strong Sell","Strong Sell","Strong Sell","Sell"
"HighPoint","HPR","Strong Sell","Strong Buy","Strong Buy","Buy"
"Hillenbrand","HI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Buy","Strong Buy","Neutral","Neutral"
"Hope Bancorp","HOPE","Strong Sell","Strong Sell","Strong Sell","Sell"
"Horace Mann Educators","HMN","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Hornbeck","HOS","Strong Sell","Neutral","Strong Buy","Neutral"
"Hub Group","HUBG","Sell","Strong Sell","Sell","Strong Buy"
"Iconix Brand","ICON","Neutral","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Sell","Strong Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Innospec","IOSP","Strong Sell","Sell","Strong Buy","Strong Buy"
"Inogen Inc","INGN","Strong Sell","Sell","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Strong Sell","Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Integer Hld","ITGR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Integra","IART","Neutral","Strong Sell","Buy","Strong Buy"
"Inter Parfums","IPAR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Sell","Strong Sell","Sell","Strong Buy"
"Interface, Inc.","TILE","Strong Sell","Strong Sell","Strong Sell","Buy"
"INTL FCStone","INTL","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Neutral","Buy","Strong Sell","Neutral"
"Invacare","IVC","Strong Buy","Sell","Sell","Buy"
"Investment Tech","ITG","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Sell","Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Neutral","Strong Buy","Strong Buy","Buy"
"Itron","ITRI","Strong Sell","Strong Sell","Strong Sell","Sell"
"J & J Snack Foods","JJSF","Strong Sell","Sell","Strong Buy","Strong Buy"
"John Bean Tech","JBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaiser","KALU","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Kaman","KAMN","Strong Sell","Strong Sell","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Neutral","Sell"
"Kirklands","KIRK","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Kite","KRG","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Knight Transportation","KNX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Kopin","KOPN","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Korn/Ferry","KFY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Kraton","KRA","Buy","Neutral","Neutral","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Sell","Strong Sell","Buy","Strong Buy"
"Lannett Com","LCI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"LCI Industries","LCII","Strong Sell","Strong Sell","Strong Sell","Sell"
"Legacy Texas Financial Grp","LTXB","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Sell","Neutral","Strong Sell","Neutral"
"Lexington","LXP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LGI Homes","LGIH","Strong Sell","Strong Sell","Strong Sell","Buy"
"LHC Group","LHCG","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Ligand","LGND","Strong Sell","Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Neutral","Strong Sell","Strong Sell","Buy"
"Liquidity Services","LQDT","Strong Sell","Strong Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"LivePerson","LPSN","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Sell","Strong Sell","Strong Sell","Sell"
"Lsb Industries","LXU","Strong Sell","Neutral","Neutral","Strong Sell"
"LSC Communications","LKSD","Neutral","Strong Sell","Strong Sell","Strong Sell"
"LTC Properties","LTC","Strong Sell","Strong Sell","Strong Sell","Sell"
"Lumber Liquidators","LL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Luminex","LMNX","Sell","Strong Buy","Strong Buy","Strong Buy"
"Lydall","LDL","Neutral","Strong Buy","Strong Buy","Neutral"
"M/I Homes","MHO","Sell","Strong Sell","Strong Sell","Strong Sell"
"Magellan Health","MGLN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Buy","Strong Buy","Strong Buy","Sell"
"ManTech","MANT","Strong Sell","Sell","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Sell","Strong Sell","Strong Sell","Neutral"
"Marriot Vacations Worldwide","VAC","Sell","Neutral","Neutral","Neutral"
"Marten Transport","MRTN","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Masimo","MASI","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Materion","MTRN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Buy","Neutral","Strong Buy","Strong Buy"
"Matson","MATX","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Matthews","MATW","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MDC","MDC","Strong Sell","Strong Sell","Strong Sell","Sell"
"Medidata","MDSO","Strong Sell","Strong Sell","Neutral","Strong Buy"
"MEDIFAST","MED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Buy","Strong Buy","Strong Buy","Neutral"
"Meridian","VIVO","Strong Sell","Strong Sell","Neutral","Neutral"
"Merit","MMSI","Strong Sell","Sell","Strong Buy","Strong Buy"
"Meritage","MTH","Neutral","Strong Sell","Strong Sell","Neutral"
"Methode Electronics","MEI","Strong Sell","Strong Sell","Strong Sell","Sell"
"MicroStrategy","MSTR","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MiMedx","MDXG","Sell","Neutral","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Buy","Neutral","Strong Sell","Neutral"
"Mobile Mini","MINI","Strong Sell","Strong Sell","Sell","Strong Buy"
"Momenta","MNTA","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Monarch","MCRI","Neutral","Buy","Strong Buy","Strong Buy"
"Monotype","TYPE","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Sell","Strong Sell","Strong Sell","Sell"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Neutral","Sell"
"Movado","MOV","Strong Sell","Buy","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Mueller Industries","MLI","Neutral","Strong Buy","Strong Buy","Neutral"
"Multi-Color","LABL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
