"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Clearwater Paper","CLW","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Cloud Peak Energy","CLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CMTSU Liquidation","CBRI","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Cogent","CCOI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Coherent","COHR","Neutral","Strong Buy","Strong Buy","Neutral"
"Cohu","COHU","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Columbia Banking","COLB","Strong Sell","Neutral","Strong Sell","Strong Buy"
"Comfort Systems","FIX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Community Bank System","CBU","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Community Health Systems","CYH","Neutral","Neutral","Strong Sell","Strong Sell"
"Computer Programs&Systems","CPSI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Comtech","CMTL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CONMED","CNMD","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Consolidated Communications","CNSL","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Contango Oil&Gas","MCF","Strong Buy","Neutral","Neutral","Sell"
"Cooper Stnd","CPS","Neutral","Strong Sell","Strong Buy","Strong Buy"
"Core-Mark","CORE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CoreSite","COR","Strong Buy","Buy","Strong Buy","Strong Buy"
"Corindus Vascular Robotics","CR3","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CorVel","CRVL","Sell","Strong Buy","Strong Buy","Strong Buy"
"CPB","CPF","Buy","Buy","Strong Sell","Strong Sell"
"Cray","CRAY","Buy","Strong Sell","Strong Sell","Sell"
"Crocs","CROX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Cross Country","CCRN","Sell","Strong Sell","Strong Sell","Strong Sell"
"CryoLife","CRY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Sell","Strong Sell","Strong Sell","Strong Sell"
"CTS Corp","CTS","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Cubic","CUB","Sell","Strong Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CVB Financial","CVBF","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Daktronics","DAKT","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"Darling Ingredients","DAR","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Depomed","DEPO","Neutral","Strong Sell","Strong Sell","Strong Sell"
"DHI Group","DHX","Buy","Strong Sell","Strong Sell","Strong Sell"
"Diamondrock Hospitality","DRH","Buy","Strong Sell","Sell","Strong Buy"
"Digi","DGII","Strong Sell","Strong Sell","Buy","Strong Buy"
"Dime Community","DCOM","Neutral","Sell","Strong Sell","Strong Sell"
"DineEquity","DIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diodes","DIOD","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Strong Buy","Buy","Strong Buy","Neutral"
"Dorman","DORM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Sell","Strong Sell","Strong Sell","Neutral"
"DXP Enterprises","DXPE","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Strong Sell","Sell","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Buy","Strong Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Buy","Strong Sell","Sell","Strong Buy"
"Echo Global","ECHO","Neutral","Neutral","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Strong Buy","Strong Buy","Strong Buy","Buy"
"Electro Scientific","ESIO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Strong Buy","Neutral","Strong Buy","Neutral"
"Emergent Biosolutions","EBS","Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Enanta","ENTA","Strong Sell","Strong Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Buy","Strong Buy","Neutral","Neutral"
"Encore Wire","WIRE","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Engility","EGL","Strong Sell","Sell","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enpro Industries","NPO","Neutral","Strong Sell","Neutral","Neutral"
"ePlus","PLUS","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Strong Sell","Strong Sell","Sell","Neutral"
"ESCO Technologies","ESE","Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Sell","Sell","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Sell","Sell","Strong Buy","Strong Buy"
"EW Scripps A","SSP","Strong Buy","Strong Buy","Buy","Neutral"
"ExlServices","EXLS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Exponent","EXPO","Strong Sell","Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Exterran Corp","EXTN","Sell","Strong Buy","Strong Buy","Neutral"
"EZCORP","EZPW","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Fabrinet","FN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Strong Sell","Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Fiesta","FRGI","Strong Buy","Neutral","Strong Buy","Strong Buy"
"First Bancorp","FBP","Neutral","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Sell","Neutral","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Sell","Buy","Buy","Strong Buy"
"First Financial Bankshares","FFIN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Sell","Sell","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Neutral","Neutral","Strong Sell","Strong Sell"
"FirstCash","FCFS","Strong Sell","Strong Sell","Sell","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Sell","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Sell","Neutral","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Sell","Neutral","Neutral","Sell"
"Franklin Electric","FELE","Buy","Neutral","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Freds","FRED","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Sell","Neutral","Strong Sell","Strong Sell"
"FutureFuel","FF","Neutral","Strong Sell","Neutral","Neutral"
"G-III Apparel","GIII","Strong Sell","Strong Sell","Buy","Strong Buy"
"Gannett","GCI","Strong Sell","Strong Sell","Strong Sell","Sell"
"Genesco","GCO","Sell","Strong Buy","Strong Buy","Strong Buy"
"Gentherm","THRM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Strong Sell","Sell","Buy"
"Geospace","GEOS","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Getty","GTY","Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Sell","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Buy","Strong Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Strong Buy","Strong Buy","Strong Buy","Sell"
"Great Western Bancorp Inc","GWB","Strong Sell","Neutral","Neutral","Strong Buy"
"Green Dot","GDOT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Greenbrier","GBX","Strong Sell","Sell","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Sell","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Gulf Island Fabrication","GIFI","Neutral","Strong Buy","Sell","Strong Sell"
"H B Fuller","FUL","Strong Sell","Sell","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Strong Sell","Sell","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Neutral","Neutral","Strong Buy","Neutral"
"Haynes","HAYN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"HCI Group Inc","HCI","Neutral","Buy","Neutral","Strong Buy"
"Healthcare Services","HCSG","Strong Buy","Neutral","Neutral","Neutral"
"Healthequity Inc","HQY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Strong Buy","Strong Buy","Buy","Neutral"
"Heidrick&Struggles","HSII","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Helix","HLX","Strong Sell","Sell","Strong Buy","Buy"
"HFF","HF","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Buy","Strong Buy","Buy","Buy"
"HighPoint","HPR","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Hillenbrand","HI","Sell","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Sell","Buy","Neutral","Neutral"
"Hope Bancorp","HOPE","Buy","Buy","Strong Sell","Sell"
"Horace Mann Educators","HMN","Buy","Strong Buy","Strong Buy","Strong Buy"
"Hornbeck","HOS","Strong Sell","Strong Sell","Neutral","Neutral"
"Hub Group","HUBG","Strong Sell","Neutral","Buy","Strong Buy"
"Iconix Brand","ICON","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Buy","Neutral","Strong Buy","Strong Buy"
"II-VI","IIVI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Sell","Strong Sell","Strong Buy","Strong Buy"
"Independent Bank","INDB","Neutral","Neutral","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Innospec","IOSP","Sell","Strong Sell","Sell","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Sell","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Neutral","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Sell","Sell","Buy","Strong Buy"
"Integra","IART","Strong Sell","Strong Sell","Buy","Strong Buy"
"Inter Parfums","IPAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Interface, Inc.","TILE","Sell","Strong Sell","Strong Sell","Buy"
"INTL FCStone","INTL","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Neutral","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Buy","Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Sell","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Buy","Neutral","Neutral","Neutral"
"J & J Snack Foods","JJSF","Buy","Sell","Neutral","Strong Buy"
"John Bean Tech","JBT","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Kaiser","KALU","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Kaman","KAMN","Strong Sell","Strong Sell","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Kirklands","KIRK","Sell","Strong Buy","Sell","Neutral"
"Kite","KRG","Strong Buy","Strong Buy","Buy","Strong Sell"
"Knight Transportation","KNX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Kopin","KOPN","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Strong Sell","Sell","Strong Buy","Strong Buy"
"Kraton","KRA","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Sell","Neutral","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Neutral","Strong Buy","Buy","Strong Buy"
"Lannett Com","LCI","Neutral","Neutral","Strong Sell","Strong Sell"
"LCI Industries","LCII","Neutral","Strong Buy","Strong Buy","Neutral"
"Legacy Texas Financial Grp","LTXB","Sell","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Lexington","LXP","Strong Buy","Strong Buy","Buy","Sell"
"LGI Homes","LGIH","Strong Sell","Strong Sell","Strong Sell","Neutral"
"LHC Group","LHCG","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Buy","Strong Sell","Strong Sell","Buy"
"Liquidity Services","LQDT","Buy","Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Sell","Sell","Buy","Strong Buy"
"LivePerson","LPSN","Sell","Neutral","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Sell","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Sell","Neutral","Neutral","Strong Sell"
"LSC Communications","LKSD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lumber Liquidators","LL","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Luminex","LMNX","Buy","Strong Sell","Neutral","Strong Buy"
"Lydall","LDL","Strong Buy","Neutral","Neutral","Sell"
"M/I Homes","MHO","Sell","Sell","Strong Sell","Sell"
"Magellan Health","MGLN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Sell","Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Sell","Strong Sell","Strong Sell","Sell"
"Marriot Vacations Worldwide","VAC","Sell","Strong Sell","Strong Sell","Neutral"
"Marten Transport","MRTN","Neutral","Strong Buy","Buy","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Matson","MATX","Strong Sell","Strong Sell","Buy","Strong Buy"
"Matthews","MATW","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MDC","MDC","Strong Buy","Strong Buy","Buy","Neutral"
"Medidata","MDSO","Strong Sell","Buy","Buy","Strong Buy"
"MEDIFAST","MED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Sell","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Merit","MMSI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Sell","Strong Sell","Strong Sell","Sell"
"Methode Electronics","MEI","Strong Sell","Strong Sell","Strong Sell","Sell"
"MicroStrategy","MSTR","Sell","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Strong Sell","Neutral","Neutral","Strong Buy"
"Momenta","MNTA","Neutral","Strong Sell","Strong Buy","Strong Buy"
"Monarch","MCRI","Sell","Neutral","Strong Buy","Strong Buy"
"Monotype","TYPE","Neutral","Strong Buy","Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Buy","Neutral","Strong Sell","Sell"
"Motorcar Parts","MPAA","Neutral","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Strong Sell","Neutral","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Sell","Strong Sell","Strong Sell","Neutral"
"Mueller Industries","MLI","Strong Sell","Strong Sell","Neutral","Neutral"
"Multi-Color","LABL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Myers Industries","MYE","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"MYR Group","MYRG","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Nanometrics","NANO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"National Presto Industries","NPK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
