"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Central Garden&Pet A","CENTA","Neutral","Strong Sell","Sell","Strong Buy"
"Century Aluminum","CENX","Sell","Strong Sell","Strong Sell","Strong Sell"
"CEVA","CEVA","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Chart Industries","GTLS","Buy","Strong Buy","Strong Buy","Strong Buy"
"Chemed","CHE","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Chemours Co","CC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Chesapeake Lodging","CHSP","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Chuy's Holdings","CHUY","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Cincinnati Bell","CBB","Neutral","Strong Sell","Strong Sell","Strong Sell"
"CIRCOR","CIR","Strong Sell","Strong Buy","Neutral","Strong Sell"
"City Holding","CHCO","Neutral","Neutral","Strong Buy","Strong Buy"
"Clearwater Paper","CLW","Strong Buy","Buy","Sell","Strong Sell"
"Cloud Peak Energy","CLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CMTSU Liquidation","CBRI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Cogent","CCOI","Strong Buy","Neutral","Buy","Strong Buy"
"Coherent","COHR","Sell","Strong Buy","Strong Buy","Neutral"
"Cohu","COHU","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Columbia Banking","COLB","Neutral","Neutral","Neutral","Strong Buy"
"Comfort Systems","FIX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Community Bank System","CBU","Sell","Neutral","Strong Buy","Strong Buy"
"Community Health Systems","CYH","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Computer Programs&Systems","CPSI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Comtech","CMTL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CONMED","CNMD","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Consolidated Communications","CNSL","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Contango Oil&Gas","MCF","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Cooper Stnd","CPS","Strong Sell","Sell","Strong Buy","Strong Buy"
"Core-Mark","CORE","Strong Buy","Strong Buy","Strong Buy","Buy"
"CoreSite","COR","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Corindus Vascular Robotics","CR3","Strong Sell","Strong Sell","Sell","Strong Sell"
"CorVel","CRVL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CPB","CPF","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Cray","CRAY","Strong Sell","Strong Sell","Strong Sell","Sell"
"Crocs","CROX","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Cross Country","CCRN","Sell","Strong Sell","Strong Sell","Strong Sell"
"CryoLife","CRY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CTS Corp","CTS","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Cubic","CUB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CVB Financial","CVBF","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Daktronics","DAKT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Darling Ingredients","DAR","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Depomed","DEPO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"DHI Group","DHX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Diamondrock Hospitality","DRH","Neutral","Strong Sell","Sell","Strong Buy"
"Digi","DGII","Strong Sell","Strong Sell","Buy","Strong Buy"
"Dime Community","DCOM","Strong Sell","Sell","Strong Sell","Strong Sell"
"DineEquity","DIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diodes","DIOD","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Buy","Strong Sell","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Strong Buy","Sell","Neutral","Neutral"
"Dorman","DORM","Sell","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Strong Buy","Strong Sell","Strong Sell","Neutral"
"DXP Enterprises","DXPE","Sell","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Sell","Strong Buy","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Strong Sell","Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Echo Global","ECHO","Sell","Buy","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Neutral","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Strong Sell","Neutral","Neutral","Neutral"
"Electro Scientific","ESIO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Strong Sell","Sell","Neutral","Sell"
"Emergent Biosolutions","EBS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Buy","Neutral","Strong Buy","Strong Buy"
"Enanta","ENTA","Strong Sell","Strong Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Neutral","Strong Buy","Neutral","Neutral"
"Encore Wire","WIRE","Strong Sell","Sell","Strong Buy","Strong Buy"
"Engility","EGL","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Neutral","Neutral","Buy","Strong Buy"
"Enpro Industries","NPO","Strong Sell","Strong Sell","Sell","Neutral"
"ePlus","PLUS","Strong Sell","Sell","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Strong Sell","Strong Sell","Sell","Buy"
"ESCO Technologies","ESE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Sell","Buy","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Sell","Strong Sell","Buy","Strong Buy"
"EW Scripps A","SSP","Buy","Strong Buy","Buy","Sell"
"ExlServices","EXLS","Strong Buy","Strong Sell","Neutral","Strong Buy"
"Exponent","EXPO","Buy","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Neutral","Strong Buy","Strong Buy","Buy"
"Exterran Corp","EXTN","Strong Sell","Buy","Buy","Neutral"
"EZCORP","EZPW","Neutral","Neutral","Sell","Neutral"
"Fabrinet","FN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Strong Sell","Strong Sell","Sell","Strong Buy"
"Fiesta","FRGI","Sell","Neutral","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Sell","Neutral","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Sell","Neutral","Neutral","Strong Buy"
"First Financial Bankshares","FFIN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Strong Sell","Sell","Strong Sell","Strong Sell"
"FirstCash","FCFS","Strong Sell","Strong Sell","Sell","Strong Buy"
"Five Below","FIVE","Sell","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Neutral","Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Sell","Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Buy","Neutral","Neutral","Sell"
"Franklin Electric","FELE","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Freds","FRED","Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Buy","Buy","Strong Sell","Strong Sell"
"FutureFuel","FF","Neutral","Strong Sell","Neutral","Neutral"
"G-III Apparel","GIII","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Gannett","GCI","Neutral","Strong Sell","Strong Sell","Sell"
"Genesco","GCO","Strong Buy","Strong Buy","Strong Buy","Buy"
"Gentherm","THRM","Sell","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Geospace","GEOS","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Getty","GTY","Neutral","Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Sell","Neutral","Strong Buy","Strong Buy"
"Glatfelter","GLT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Strong Sell","Strong Buy","Buy","Strong Sell"
"Great Western Bancorp Inc","GWB","Strong Sell","Strong Sell","Sell","Strong Buy"
"Green Dot","GDOT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Sell","Neutral","Strong Sell","Strong Sell"
"Greenbrier","GBX","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Sell","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Strong Buy","Strong Buy","Buy","Strong Sell"
"H B Fuller","FUL","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Haemonetics","HAE","Sell","Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Buy","Neutral","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Sell","Neutral","Buy","Neutral"
"Haynes","HAYN","Strong Sell","Strong Sell","Strong Sell","Buy"
"HCI Group Inc","HCI","Strong Buy","Neutral","Neutral","Buy"
"Healthcare Services","HCSG","Neutral","Strong Buy","Neutral","Neutral"
"Healthequity Inc","HQY","Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Strong Buy","Strong Buy","Neutral","Neutral"
"Heidrick&Struggles","HSII","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Helix","HLX","Strong Sell","Sell","Strong Buy","Buy"
"HFF","HF","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Strong Buy","Strong Buy","Buy","Neutral"
"HighPoint","HPR","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Hillenbrand","HI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Sell","Buy","Neutral","Neutral"
"Hope Bancorp","HOPE","Sell","Strong Sell","Strong Sell","Sell"
"Horace Mann Educators","HMN","Strong Sell","Neutral","Neutral","Strong Buy"
"Hornbeck","HOS","Strong Sell","Strong Sell","Neutral","Neutral"
"Hub Group","HUBG","Sell","Strong Buy","Strong Buy","Strong Buy"
"Iconix Brand","ICON","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"II-VI","IIVI","Sell","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Sell","Strong Sell","Buy","Strong Buy"
"Independent Bank","INDB","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Innospec","IOSP","Strong Sell","Strong Sell","Sell","Strong Buy"
"Inogen Inc","INGN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Sell","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Sell","Sell","Strong Buy","Strong Buy"
"Integra","IART","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Inter Parfums","IPAR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Sell","Neutral","Strong Sell","Strong Buy"
"Interface, Inc.","TILE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"INTL FCStone","INTL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Strong Sell","Neutral","Neutral","Neutral"
"J & J Snack Foods","JJSF","Sell","Strong Sell","Neutral","Strong Buy"
"John Bean Tech","JBT","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Kaiser","KALU","Strong Sell","Sell","Buy","Strong Buy"
"Kaman","KAMN","Sell","Strong Sell","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Buy","Neutral"
"Kirklands","KIRK","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Kite","KRG","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Knight Transportation","KNX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Kopin","KOPN","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Strong Sell","Sell","Strong Buy","Strong Buy"
"Kraton","KRA","Strong Sell","Strong Sell","Sell","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Buy","Buy","Buy","Strong Buy"
"Lannett Com","LCI","Buy","Buy","Strong Sell","Strong Sell"
"LCI Industries","LCII","Strong Sell","Strong Buy","Strong Buy","Neutral"
"Legacy Texas Financial Grp","LTXB","Strong Sell","Neutral","Buy","Strong Buy"
"Lendingtree","TREE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Lexington","LXP","Neutral","Strong Buy","Buy","Strong Sell"
"LGI Homes","LGIH","Sell","Neutral","Strong Sell","Neutral"
"LHC Group","LHCG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Liquidity Services","LQDT","Strong Sell","Neutral","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Sell","Sell","Buy","Strong Buy"
"LivePerson","LPSN","Sell","Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Sell","Neutral","Neutral","Strong Sell"
"LSC Communications","LKSD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Lumber Liquidators","LL","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Neutral","Strong Buy","Neutral","Strong Buy"
"Luminex","LMNX","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Lydall","LDL","Strong Buy","Strong Sell","Strong Sell","Sell"
"M/I Homes","MHO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Magellan Health","MGLN","Buy","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Sell","Strong Sell","Strong Sell","Sell"
"Marriot Vacations Worldwide","VAC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Marten Transport","MRTN","Strong Buy","Strong Buy","Buy","Strong Buy"
"Masimo","MASI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Matson","MATX","Strong Sell","Strong Sell","Buy","Strong Buy"
"Matthews","MATW","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MDC","MDC","Strong Sell","Buy","Neutral","Neutral"
"Medidata","MDSO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MEDIFAST","MED","Buy","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Sell","Strong Sell","Strong Sell","Strong Sell"
"Merit","MMSI","Neutral","Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Sell","Strong Sell","Strong Sell","Sell"
"Methode Electronics","MEI","Strong Sell","Neutral","Strong Sell","Sell"
"MicroStrategy","MSTR","Strong Buy","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Strong Buy","Buy","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Sell","Strong Buy","Buy","Strong Buy"
"Momenta","MNTA","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Monarch","MCRI","Strong Sell","Strong Sell","Buy","Strong Buy"
"Monotype","TYPE","Buy","Strong Buy","Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Buy","Sell","Strong Sell","Sell"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Neutral","Strong Buy","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mueller Industries","MLI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Multi-Color","LABL","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Myers Industries","MYE","Neutral","Strong Buy","Strong Buy","Strong Buy"
"MYR Group","MYRG","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Nanometrics","NANO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
