"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"CryoLife","CRY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Strong Sell","Strong Sell","Strong Sell","Neutral"
"CTS Corp","CTS","Strong Sell","Sell","Strong Buy","Strong Buy"
"Cubic","CUB","Sell","Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Strong Sell","Strong Sell","Strong Sell","Neutral"
"CVB Financial","CVBF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Daktronics","DAKT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Darling Ingredients","DAR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Strong Sell","Sell","Buy","Neutral"
"Depomed","DEPO","Neutral","Strong Buy","Strong Buy","Sell"
"DHI Group","DHX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Diamondrock Hospitality","DRH","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Digi","DGII","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Dime Community","DCOM","Neutral","Strong Buy","Strong Buy","Strong Buy"
"DineEquity","DIN","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Diodes","DIOD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Donnelley Financial Solutions","DFIN","Buy","Strong Buy","Strong Buy","Neutral"
"Dorman","DORM","Strong Sell","Buy","Strong Buy","Neutral"
"DSP Group","DSPG","Neutral","Strong Buy","Strong Buy","Strong Buy"
"DXP Enterprises","DXPE","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Sell","Strong Buy","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Ebix","EBIX","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Echo Global","ECHO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Sell","Strong Buy","Strong Buy","Neutral"
"Electro Scientific","ESIO","Strong Sell","Strong Sell","Neutral","Buy"
"Electronics for Imaging","EFII","Strong Sell","Strong Buy","Strong Buy","Neutral"
"Emergent Biosolutions","EBS","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enanta","ENTA","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Encore Capital","ECPG","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Encore Wire","WIRE","Strong Sell","Strong Sell","Strong Sell","Buy"
"Engility","EGL","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Enpro Industries","NPO","Strong Sell","Neutral","Strong Sell","Sell"
"ePlus","PLUS","Sell","Strong Buy","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Neutral","Strong Buy","Strong Buy","Strong Buy"
"ESCO Technologies","ESE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Sell","Neutral","Buy","Sell"
"Ethan Allen Interiors","ETH","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"EW Scripps A","SSP","Neutral","Strong Sell","Neutral","Strong Sell"
"ExlServices","EXLS","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Exponent","EXPO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Sell","Buy","Strong Buy","Buy"
"Exterran Corp","EXTN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"EZCORP","EZPW","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Fabrinet","FN","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Sell","Strong Sell","Strong Buy","Strong Buy"
"Fiesta","FRGI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Sell","Strong Sell","Sell","Strong Buy"
"First Financial Bankshares","FFIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Strong Buy","Strong Buy","Neutral","Sell"
"FirstCash","FCFS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Five Below","FIVE","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Flotek","FTK","Strong Buy","Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Buy","Strong Buy"
"Forrester","FORR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Sell","Strong Sell","Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Neutral","Neutral","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Sell","Buy","Strong Buy","Strong Sell"
"Franklin Electric","FELE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Buy","Sell","Neutral","Strong Sell"
"Freds","FRED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Sell","Strong Sell","Neutral","Neutral"
"G-III Apparel","GIII","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Gannett","GCI","Strong Buy","Buy","Neutral","Neutral"
"Genesco","GCO","Strong Sell","Neutral","Strong Sell","Neutral"
"Gentherm","THRM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Strong Sell","Strong Buy","Buy"
"Geospace","GEOS","Sell","Neutral","Strong Buy","Sell"
"Getty","GTY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Sell","Strong Sell","Buy","Strong Buy"
"Glacier","GBCI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Strong Buy","Strong Buy","Strong Buy","Buy"
"Government Propertiesome","GOV","Sell","Strong Sell","Neutral","Strong Sell"
"Great Western Bancorp Inc","GWB","Strong Buy","Neutral","Neutral","Strong Buy"
"Green Dot","GDOT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Greenbrier","GBX","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Sell","Sell","Strong Sell","Sell"
"Guess?","GES","Strong Sell","Neutral","Neutral","Strong Buy"
"Gulf Island Fabrication","GIFI","Sell","Strong Sell","Strong Sell","Strong Sell"
"H B Fuller","FUL","Neutral","Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Sell","Buy","Strong Buy","Neutral"
"Harsco","HSC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Sell","Strong Sell","Sell","Strong Sell"
"Hawaiian","HA","Strong Sell","Strong Sell","Strong Sell","Sell"
"Hawkins","HWKN","Neutral","Strong Buy","Strong Buy","Neutral"
"Haynes","HAYN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HCI Group Inc","HCI","Sell","Buy","Strong Buy","Strong Buy"
"Healthcare Services","HCSG","Strong Sell","Strong Sell","Strong Sell","Sell"
"Healthequity Inc","HQY","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Strong Sell","Strong Sell","Buy","Strong Buy"
"Heartland Express","HTLD","Strong Sell","Strong Buy","Buy","Neutral"
"Heidrick&Struggles","HSII","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Helix","HLX","Strong Buy","Strong Buy","Strong Buy","Neutral"
"HFF","HF","Neutral","Strong Buy","Neutral","Sell"
"Hibbett Sports","HIBB","Strong Sell","Strong Sell","Strong Sell","Neutral"
"HighPoint","HPR","Strong Buy","Strong Buy","Strong Buy","Buy"
"Hillenbrand","HI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Sell","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Hope Bancorp","HOPE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Horace Mann Educators","HMN","Strong Sell","Strong Sell","Buy","Strong Buy"
"Hornbeck","HOS","Buy","Strong Buy","Strong Buy","Neutral"
"Hub Group","HUBG","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Iconix Brand","ICON","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Sell","Buy","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Sell","Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Buy","Strong Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Innospec","IOSP","Strong Sell","Sell","Strong Buy","Strong Buy"
"Inogen Inc","INGN","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Integer Hld","ITGR","Buy","Strong Buy","Strong Buy","Strong Buy"
"Integra","IART","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Inter Parfums","IPAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Interface, Inc.","TILE","Strong Buy","Neutral","Neutral","Strong Buy"
"INTL FCStone","INTL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Neutral","Neutral","Strong Sell","Neutral"
"Invacare","IVC","Strong Sell","Strong Sell","Sell","Neutral"
"Investment Tech","ITG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Sell","Strong Sell","Neutral","Neutral"
"Itron","ITRI","Strong Sell","Strong Sell","Strong Sell","Sell"
"J & J Snack Foods","JJSF","Strong Sell","Neutral","Strong Buy","Strong Buy"
"John Bean Tech","JBT","Sell","Buy","Neutral","Neutral"
"Kaiser","KALU","Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaman","KAMN","Strong Sell","Strong Sell","Sell","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Strong Sell","Sell"
"Kirklands","KIRK","Sell","Strong Sell","Strong Sell","Neutral"
"Kite","KRG","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Knight Transportation","KNX","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Kopin","KOPN","Buy","Neutral","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Korn/Ferry","KFY","Sell","Strong Buy","Strong Buy","Strong Buy"
"Kraton","KRA","Strong Sell","Strong Sell","Sell","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Sell","Buy","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Sell","Strong Buy","Strong Buy","Strong Buy"
"Lannett Com","LCI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"LCI Industries","LCII","Strong Sell","Strong Sell","Sell","Sell"
"Legacy Texas Financial Grp","LTXB","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Neutral","Neutral","Sell","Neutral"
"Lexington","LXP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LGI Homes","LGIH","Strong Sell","Strong Sell","Strong Sell","Buy"
"LHC Group","LHCG","Sell","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Neutral","Strong Sell","Neutral","Strong Buy"
"Liquidity Services","LQDT","Strong Buy","Strong Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Sell","Strong Sell","Strong Sell","Sell"
"Littelfuse","LFUS","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"LivePerson","LPSN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Lsb Industries","LXU","Strong Buy","Strong Buy","Strong Buy","Strong Sell"
"LSC Communications","LKSD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LTC Properties","LTC","Strong Sell","Strong Sell","Strong Sell","Sell"
"Lumber Liquidators","LL","Strong Sell","Sell","Neutral","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Luminex","LMNX","Sell","Strong Buy","Strong Buy","Strong Buy"
"Lydall","LDL","Strong Sell","Neutral","Strong Buy","Sell"
"M/I Homes","MHO","Strong Sell","Strong Sell","Strong Sell","Sell"
"Magellan Health","MGLN","Strong Sell","Strong Sell","Sell","Strong Buy"
"Maiden Holdings","MHLD","Buy","Strong Buy","Strong Buy","Strong Sell"
"ManTech","MANT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Sell","Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Marriot Vacations Worldwide","VAC","Strong Sell","Neutral","Strong Sell","Neutral"
"Marten Transport","MRTN","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Masimo","MASI","Strong Sell","Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Sell","Neutral","Strong Buy","Strong Buy"
"Matson","MATX","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Matthews","MATW","Strong Sell","Strong Sell","Neutral","Neutral"
"MDC","MDC","Strong Sell","Strong Sell","Neutral","Neutral"
"Medidata","MDSO","Strong Sell","Sell","Buy","Strong Buy"
"MEDIFAST","MED","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Sell","Sell","Neutral","Neutral"
"Meridian","VIVO","Strong Sell","Neutral","Strong Buy","Buy"
"Merit","MMSI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Methode Electronics","MEI","Strong Sell","Strong Sell","Strong Sell","Sell"
"MicroStrategy","MSTR","Strong Sell","Neutral","Neutral","Strong Sell"
"MiMedx","MDXG","Strong Buy","Neutral","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Sell","Sell","Strong Sell","Buy"
"Mobile Mini","MINI","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Momenta","MNTA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Monarch","MCRI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Monotype","TYPE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Sell","Neutral","Strong Sell","Neutral"
"Motorcar Parts","MPAA","Neutral","Strong Buy","Neutral","Strong Sell"
"Movado","MOV","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mueller Industries","MLI","Strong Buy","Strong Buy","Strong Buy","Buy"
"Multi-Color","LABL","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
