"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"ANI Pharma","ANIP","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Anika","ANIK","Strong Sell","Neutral","Neutral","Strong Sell"
"Anixter","AXE","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Apogee","APOG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Applied Industrial Technologies","AIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ArcBest Corp","ARCB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Archrock","AROC","Buy","Neutral","Strong Buy","Strong Buy"
"Asbury Automotive","ABG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ASGN","ASGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Assertio Therapeutics","ASRT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Astec","ASTE","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Atlas Air","AAWW","Strong Buy","Strong Sell","Strong Sell","Buy"
"ATN Int","ATNI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Avista","AVA","Neutral","Strong Buy","Neutral","Buy"
"Axon Enterprise","AAXN","Strong Sell","Buy","Strong Buy","Strong Buy"
"AZZ","AZZ","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"B&G Foods","BGS","Neutral","Strong Buy","Strong Buy","Neutral"
"Badger Meter","BMI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Balchem","BCPC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Banc of California","BANC","Buy","Neutral","Strong Buy","Buy"
"Banner","BANR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Barnes","B","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Barnes & Noble Education Inc","BNED","Sell","Strong Buy","Neutral","Strong Sell"
"Barnes&Noble","BKS","Strong Sell","Strong Sell","Neutral","Sell"
"Bel Fuse B","BELFB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Belmond","BEL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Benchmark Electronics","BHE","Strong Buy","Buy","Strong Sell","Sell"
"Big 5","BGFV","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Biglari","BH","Sell","Buy","Sell","Strong Sell"
"BioTelemetry","BEAT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"BJs Restaurants","BJRI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Black Box","BBOX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Blackbaud","BLKB","Neutral","Neutral","Strong Sell","Buy"
"Blucora","BCOR","Strong Buy","Neutral","Neutral","Strong Buy"
"BofI Holding","BOFI","Strong Buy","Neutral","Sell","Strong Buy"
"Boise Cascad Llc","BCC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Boston Private","BPFH","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Bottomline","EPAY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Boyd Gaming","BYD","Buy","Strong Buy","Strong Buy","Strong Buy"
"Brady","BRC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Briggs&Stratton","BGG","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Brinks","BCO","Strong Buy","Neutral","Buy","Strong Buy"
"Bristow","BRS","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Brookline Bancorp","BRKL","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Brooks Automation","BRKS","Buy","Strong Sell","Neutral","Strong Buy"
"Buckle","BKE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cabot","CCMP","Neutral","Strong Sell","Neutral","Strong Buy"
"CACI","CACI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cal-Maine","CALM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CalAmp","CAMP","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Calavo Growers","CVGW","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Caleres","CAL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"California Water Service","CWT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Callaway Golf","ELY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cambrex","CBM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cantel Medical","CMD","Strong Sell","Neutral","Sell","Neutral"
"Capstead Mortgage","CMO","Strong Buy","Buy","Strong Sell","Strong Sell"
"Carbo Ceramics","CRR","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Cardtronics","CATM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Career","CECO","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Caretrust Inc","CTRE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Carrizo Oil&Gas","CRZO","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Cato","CATO","Neutral","Neutral","Strong Buy","Strong Buy"
"Cavco","CVCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cedar Realty","CDR","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Celadon","CGIP","Neutral","Strong Buy","Buy","Strong Sell"
"Central Garden&Pet","CENT","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Central Garden&Pet A","CENTA","Neutral","Strong Sell","Strong Sell","Strong Buy"
"Century Aluminum","CENX","Strong Buy","Sell","Strong Sell","Strong Sell"
"CEVA","CEVA","Strong Buy","Sell","Strong Sell","Strong Sell"
"Chart Industries","GTLS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Chemed","CHE","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Chemours Co","CC","Buy","Strong Sell","Strong Sell","Neutral"
"Chesapeake Lodging","CHSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Chuy's Holdings","CHUY","Neutral","Strong Sell","Strong Sell","Neutral"
"Cincinnati Bell","CBB","Neutral","Buy","Strong Sell","Strong Sell"
"CIRCOR","CIR","Strong Buy","Strong Buy","Neutral","Strong Sell"
"City Holding","CHCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Clearwater Paper","CLW","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Cloud Peak Energy","CLD","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"CMTSU Liquidation","CBRI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Cogent","CCOI","Buy","Strong Buy","Strong Buy","Strong Buy"
"Coherent","COHR","Strong Sell","Buy","Strong Buy","Neutral"
"Cohu","COHU","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Columbia Banking","COLB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Comfort Systems","FIX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Community Bank System","CBU","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Community Health Systems","CYH","Neutral","Strong Buy","Strong Sell","Strong Sell"
"Computer Programs&Systems","CPSI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Comtech","CMTL","Buy","Strong Buy","Strong Buy","Strong Buy"
"CONMED","CNMD","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Consolidated Communications","CNSL","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Contango Oil&Gas","MCF","Sell","Strong Buy","Strong Buy","Neutral"
"Cooper Stnd","CPS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Core-Mark","CORE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CoreSite","COR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Corindus Vascular Robotics","CR3","Strong Buy","Strong Buy","Buy","Strong Sell"
"CorVel","CRVL","Sell","Strong Buy","Strong Buy","Strong Buy"
"CPB","CPF","Strong Buy","Strong Buy","Neutral","Neutral"
"Cray","CRAY","Strong Buy","Strong Sell","Strong Sell","Sell"
"Crocs","CROX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cross Country","CCRN","Strong Buy","Sell","Strong Sell","Strong Sell"
"CryoLife","CRY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Strong Sell","Strong Sell","Strong Sell","Sell"
"CTS Corp","CTS","Neutral","Strong Buy","Buy","Strong Buy"
"Cubic","CUB","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Strong Buy","Sell","Strong Sell","Strong Sell"
"CVB Financial","CVBF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Daktronics","DAKT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Darling Ingredients","DAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Buy","Strong Buy","Strong Buy","Strong Buy"
"DHI Group","DHX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Diamondrock Hospitality","DRH","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Digi","DGII","Strong Buy","Neutral","Neutral","Strong Buy"
"Dime Community","DCOM","Strong Buy","Buy","Strong Sell","Sell"
"DineEquity","DIN","Sell","Strong Buy","Strong Buy","Strong Buy"
"Diodes","DIOD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Buy","Strong Sell","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Buy","Strong Buy","Strong Buy","Neutral"
"Dorman","DORM","Buy","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DXP Enterprises","DXPE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Strong Sell","Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Neutral","Sell","Neutral","Strong Buy"
"Echo Global","ECHO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Sell","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Electro Scientific","ESIO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Strong Sell","Neutral","Buy","Neutral"
"Emergent Biosolutions","EBS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Neutral","Neutral","Strong Buy","Strong Buy"
"Enanta","ENTA","Buy","Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Neutral","Strong Buy","Strong Buy","Neutral"
"Encore Wire","WIRE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Engility","EGL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Buy","Strong Buy","Strong Buy","Strong Buy"
"Enpro Industries","NPO","Strong Buy","Strong Buy","Strong Buy","Neutral"
"ePlus","PLUS","Neutral","Neutral","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Neutral","Strong Sell","Sell","Buy"
"ESCO Technologies","ESE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Buy","Neutral","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Buy","Strong Buy","Sell","Strong Sell"
"Evercore","EVR","Sell","Strong Sell","Buy","Strong Buy"
"EW Scripps A","SSP","Strong Buy","Strong Buy","Strong Buy","Neutral"
"ExlServices","EXLS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exponent","EXPO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exterran Corp","EXTN","Strong Buy","Strong Buy","Strong Buy","Neutral"
"EZCORP","EZPW","Neutral","Strong Sell","Strong Sell","Neutral"
"Fabrinet","FN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Buy","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Strong Buy","Buy","Neutral","Strong Buy"
"Fiesta","FRGI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bankshares","FFIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FirstCash","FCFS","Strong Buy","Neutral","Neutral","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Franklin Electric","FELE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Buy","Strong Buy","Buy","Strong Sell"
"Freds","FRED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Sell","Neutral","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"G-III Apparel","GIII","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gannett","GCI","Strong Buy","Strong Buy","Neutral","Neutral"
"Genesco","GCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gentherm","THRM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Neutral","Buy","Strong Buy"
"Geospace","GEOS","Buy","Strong Buy","Strong Buy","Sell"
"Getty","GTY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Strong Buy","Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Great Western Bancorp Inc","GWB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Dot","GDOT","Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Buy","Strong Buy","Neutral","Sell"
"Greenbrier","GBX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Griffon","GFF","Strong Buy","Strong Buy","Strong Sell","Sell"
"Group 1 Automotive","GPI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Strong Buy","Strong Buy","Sell","Strong Sell"
"H B Fuller","FUL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Buy","Buy","Strong Sell","Strong Sell"
"Harmonic","HLIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Buy","Strong Buy","Strong Buy","Buy"
"Haynes","HAYN","Strong Buy","Strong Sell","Strong Sell","Buy"
"HCI Group Inc","HCI","Strong Sell","Neutral","Neutral","Buy"
"Healthcare Services","HCSG","Strong Buy","Strong Buy","Buy","Neutral"
"Healthequity Inc","HQY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Heidrick&Struggles","HSII","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Helix","HLX","Neutral","Neutral","Strong Buy","Buy"
"HFF","HF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Strong Buy","Strong Buy","Strong Buy","Buy"
"HighPoint","HPR","Neutral","Strong Sell","Strong Sell","Sell"
"Hillenbrand","HI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hope Bancorp","HOPE","Strong Buy","Strong Buy","Neutral","Neutral"
"Horace Mann Educators","HMN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hornbeck","HOS","Neutral","Sell","Neutral","Neutral"
"Hub Group","HUBG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Iconix Brand","ICON","Buy","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Innospec","IOSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Neutral","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Integra","IART","Neutral","Strong Sell","Sell","Strong Buy"
"Inter Parfums","IPAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Interface, Inc.","TILE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"INTL FCStone","INTL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Buy","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Sell","Sell","Buy","Strong Buy"
"Iridium","IRDM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Strong Buy","Strong Buy","Strong Buy","Neutral"
"J & J Snack Foods","JJSF","Neutral","Buy","Neutral","Strong Buy"
"John Bean Tech","JBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaiser","KALU","Buy","Neutral","Neutral","Strong Buy"
"Kaman","KAMN","Strong Buy","Strong Buy","Neutral","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Kirklands","KIRK","Neutral","Strong Buy","Neutral","Neutral"
"Kite","KRG","Buy","Strong Buy","Strong Buy","Sell"
"Knight Transportation","KNX","Buy","Neutral","Strong Sell","Sell"
"Kopin","KOPN","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Kraton","KRA","Neutral","Strong Sell","Sell","Strong Buy"
"Kulicke&Soffa","KLIC","Neutral","Strong Sell","Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lannett Com","LCI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LCI Industries","LCII","Neutral","Strong Sell","Neutral","Neutral"
"Legacy Texas Financial Grp","LTXB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Lexington","LXP","Strong Buy","Strong Buy","Strong Buy","Sell"
"LGI Homes","LGIH","Strong Buy","Strong Buy","Neutral","Buy"
"LHC Group","LHCG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Liquidity Services","LQDT","Neutral","Neutral","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Buy","Buy","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LivePerson","LPSN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Buy","Strong Buy","Strong Buy","Strong Sell"
"LSC Communications","LKSD","Strong Buy","Strong Sell","Strong Sell","Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lumber Liquidators","LL","Buy","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Luminex","LMNX","Strong Buy","Strong Sell","Neutral","Strong Buy"
"Lydall","LDL","Strong Buy","Strong Buy","Strong Buy","Neutral"
"M/I Homes","MHO","Strong Buy","Strong Buy","Strong Sell","Sell"
"Magellan Health","MGLN","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Marriot Vacations Worldwide","VAC","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Marten Transport","MRTN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Buy","Neutral","Strong Buy","Strong Buy"
"Matrix","MTRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matson","MATX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matthews","MATW","Strong Buy","Neutral","Strong Sell","Strong Sell"
"MDC","MDC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Medidata","MDSO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MEDIFAST","MED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Strong Buy","Strong Buy","Neutral","Neutral"
"Merit","MMSI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Buy","Strong Buy","Neutral","Neutral"
"Methode Electronics","MEI","Strong Buy","Strong Buy","Neutral","Neutral"
"MicroStrategy","MSTR","Neutral","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Buy","Strong Sell","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Strong Sell","Sell","Neutral","Strong Buy"
"Momenta","MNTA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Monarch","MCRI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Monotype","TYPE","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Monro Muffler Brake","MNRO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Buy","Strong Buy","Buy","Neutral"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Strong Sell","Neutral","Strong Buy","Strong Buy"
