"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Barnes&Noble","BKS","0.00%","-5.56%","5.31%","-11.19%","-21.19%","-63.68%"
"Bel Fuse B","BELFB","1.73%","4.35%","15.54%","4.85%","3.53%","47.32%"
"Belmond","BEL","1.25%","1.57%","42.92%","31.84%","30.77%","43.43%"
"Benchmark Electronics","BHE","1.73%","3.53%","-10.81%","-9.28%","-16.46%","22.85%"
"Big 5","BGFV","1.71%","1.71%","-9.85%","-21.71%","-24.68%","-45.21%"
"Biglari","BH","-0.57%","-0.52%","5.70%","-52.01%","-31.81%","-49.40%"
"BioTelemetry","BEAT","1.87%","7.11%","12.70%","91.47%","56.63%","318.19%"
"BJs Restaurants","BJRI","0.00%","3.73%","4.21%","83.52%","112.06%","49.41%"
"Black Box","BBOX","-9.41%","-1.28%","-3.14%","-56.62%","-54.03%","-90.03%"
"Blackbaud","BLKB","0.78%","2.13%","-17.31%","4.05%","17.82%","66.90%"
"Blucora","BCOR","0.71%","3.20%","-4.58%","60.41%","52.47%","164.55%"
"BofI Holding","BOFI","2.20%","3.45%","-7.78%","29.20%","44.57%","24.61%"
"Boise Cascad Llc","BCC","0.54%","4.84%","5.92%","16.67%","64.20%","47.08%"
"Boston Private","BPFH","2.16%","2.90%","-3.40%","-8.09%","-3.07%","16.87%"
"Bottomline","EPAY","2.41%","4.76%","11.25%","81.63%","118.41%","147.41%"
"Boyd Gaming","BYD","-0.03%","3.92%","-3.36%","4.31%","40.13%","128.07%"
"Brady","BRC","1.83%","4.69%","5.11%","3.03%","19.60%","66.60%"
"Briggs&Stratton","BGG","1.67%","15.75%","30.50%","-16.00%","5.91%","9.28%"
"Brinks","BCO","0.96%","2.40%","-0.38%","0.25%","4.30%","174.53%"
"Bristow","BRS","0.28%","2.66%","-26.38%","-19.82%","33.00%","-68.16%"
"Brookline Bancorp","BRKL","1.11%","1.96%","-3.45%","15.92%","28.17%","68.99%"
"Brooks Automation","BRKS","2.06%","0.58%","-7.16%","22.85%","15.99%","182.55%"
"Buckle","BKE","0.75%","0.56%","10.68%","13.47%","89.79%","-32.86%"
"Cabot","CCMP","0.83%","-0.02%","-7.25%","16.89%","57.87%","148.52%"
"CACI","CACI","2.46%","7.35%","8.49%","46.28%","54.32%","140.62%"
"Cal-Maine","CALM","0.91%","1.83%","11.23%","12.49%","43.47%","0.66%"
"CalAmp","CAMP","-0.21%","0.60%","1.30%","9.43%","28.42%","49.27%"
"Calavo Growers","CVGW","0.59%","0.89%","7.21%","20.62%","45.74%","86.82%"
"Caleres","CAL","2.35%","5.42%","5.60%","13.26%","54.78%","19.58%"
"California Water Service","CWT","0.00%","2.73%","0.73%","-8.60%","13.25%","86.71%"
"Callaway Golf","ELY","1.15%","2.00%","18.50%","64.61%","73.84%","161.76%"
"Cambrex","CBM","1.91%","4.15%","10.25%","33.33%","23.67%","41.78%"
"Cantel Medical","CMD","-1.82%","1.14%","0.61%","-7.14%","24.84%","86.55%"
"Capstead Mortgage","CMO","0.60%","-0.00%","-2.32%","-2.54%","-13.45%","-21.21%"
"Carbo Ceramics","CRR","3.43%","3.03%","-14.57%","-19.94%","26.36%","-66.60%"
"Cardtronics","CATM","2.47%","13.59%","39.72%","101.35%","46.58%","7.96%"
"Career","CECO","-0.54%","-1.01%","-9.86%","37.67%","82.95%","358.13%"
"Caretrust Inc","CTRE","1.54%","3.19%","8.41%","9.96%","-3.91%","53.20%"
"Carrizo Oil&Gas","CRZO","3.82%","4.55%","-16.75%","11.18%","74.48%","-24.55%"
"Cato","CATO","0.04%","2.01%","-9.27%","50.00%","79.14%","-27.35%"
"Cavco","CVCO","2.50%","5.82%","9.19%","57.27%","91.24%","228.00%"
"Cedar Realty","CDR","-0.43%","2.90%","-6.67%","-24.01%","-5.71%","-31.25%"
"Celadon","CGIP","0.00%","2.66%","3.58%","-45.78%","-17.38%","-81.99%"
"Central Garden&Pet","CENT","-1.68%","0.38%","-9.29%","0.85%","10.53%","229.00%"
"Central Garden&Pet A","CENTA","-0.60%","1.06%","-9.67%","-3.69%","6.64%","188.94%"
"Century Aluminum","CENX","3.27%","11.09%","-7.99%","-37.27%","-31.33%","138.30%"
"CEVA","CEVA","4.28%","3.17%","-9.58%","-36.62%","-29.86%","59.23%"
"Chart Industries","GTLS","0.70%","2.73%","3.18%","65.64%","134.29%","246.52%"
"Chemed","CHE","0.43%","1.94%","-2.89%","31.68%","67.89%","125.32%"
"Chemours Co","CC","1.04%","1.79%","-2.97%","-12.64%","-7.99%","375.33%"
"Chesapeake Lodging","CHSP","1.27%","2.50%","0.12%","21.04%","30.90%","7.61%"
"Chuy's Holdings","CHUY","-0.36%","-0.91%","-18.96%","-2.50%","36.07%","-12.54%"
"Cincinnati Bell","CBB","0.39%","7.88%","-2.26%","-37.65%","-38.53%","-29.92%"
"CIRCOR","CIR","1.15%","3.24%","14.27%","-7.58%","-5.36%","3.24%"
"City Holding","CHCO","1.21%","2.64%","2.31%","22.54%","33.44%","74.17%"
"Clearwater Paper","CLW","2.44%","13.98%","26.78%","-35.35%","-34.41%","-48.04%"
"Cloud Peak Energy","CLD","1.63%","10.18%","-23.15%","-44.04%","-18.36%","-25.23%"
"CMTSU Liquidation","CBRI","0.00%","-33.33%","-50.00%","-86.67%","-92.00%","-99.94%"
"Cogent","CCOI","0.66%","1.34%","0.66%","17.00%","21.42%","87.21%"
"Coherent","COHR","0.31%","-0.42%","4.81%","-36.33%","-19.09%","214.16%"
"Cohu","COHU","1.06%","-2.08%","1.14%","17.68%","47.68%","161.17%"
"Columbia Banking","COLB","1.79%","3.86%","1.48%","-0.25%","17.17%","40.73%"
"Comfort Systems","FIX","1.42%","3.34%","18.78%","31.16%","73.75%","99.13%"
"Community Bank System","CBU","1.31%","3.37%","2.40%","23.70%","28.63%","84.28%"
"Community Health Systems","CYH","-1.42%","8.10%","12.30%","-18.54%","-53.11%","-93.77%"
"Computer Programs&Systems","CPSI","0.18%","0.74%","-20.41%","-9.15%","-5.70%","-39.44%"
"Comtech","CMTL","0.00%","2.78%","6.18%","60.67%","89.24%","34.16%"
"CONMED","CNMD","-0.46%","1.72%","4.31%","52.83%","61.02%","42.15%"
"Consolidated Communications","CNSL","1.09%","5.04%","-3.13%","-0.90%","-37.21%","-39.78%"
"Contango Oil&Gas","MCF","-0.52%","12.92%","-0.86%","22.51%","24.89%","-24.97%"
"Cooper Stnd","CPS","1.07%","3.77%","6.14%","16.06%","42.43%","148.33%"
"Core-Mark","CORE","2.20%","3.82%","43.76%","10.16%","26.28%","-41.82%"
"CoreSite","COR","0.20%","1.93%","3.67%","1.87%","0.48%","135.16%"
"Corindus Vascular Robotics","CR3","7.90%","9.83%","-8.32%","4.75%","-34.55%","-71.04%"
"CorVel","CRVL","-1.01%","1.90%","4.06%","11.34%","14.93%","83.49%"
"CPB","CPF","1.88%","3.54%","-0.17%","-1.94%","0.07%","39.68%"
"Cray","CRAY","0.94%","0.70%","-16.02%","-11.16%","19.44%","4.93%"
"Crocs","CROX","3.53%","10.49%","16.54%","59.97%","132.95%","42.49%"
"Cross Country","CCRN","1.03%","4.56%","-16.95%","-22.81%","-18.86%","-31.64%"
"CryoLife","CRY","2.03%","2.03%","6.51%","70.76%","73.47%","217.48%"
"CSG Systems","CSGS","-0.32%","0.89%","-8.52%","-14.26%","-1.31%","20.96%"
"CTS Corp","CTS","1.43%","1.58%","-4.46%","37.28%","61.42%","89.54%"
"Cubic","CUB","0.34%","1.45%","6.84%","24.60%","75.51%","74.71%"
"Customers Bancorp","CUBI","3.28%","2.17%","-11.19%","-1.96%","-9.16%","8.06%"
"CVB Financial","CVBF","1.39%","2.94%","5.12%","5.52%","20.86%","49.22%"
"Daktronics","DAKT","-12.13%","-7.68%","-5.26%","-13.14%","-15.73%","-32.22%"
"Darling Ingredients","DAR","1.05%","4.12%","0.85%","11.47%","19.09%","55.94%"
"Dave & Buster’s Entertainment","PLAY","-0.31%","5.63%","11.55%","0.29%","-8.38%","60.52%"
"DHI Group","DHX","-2.44%","-2.44%","-6.98%","5.26%","11.11%","-75.40%"
"Diamondrock Hospitality","DRH","1.36%","1.45%","-3.80%","5.31%","11.54%","-1.25%"
"Digi","DGII","0.78%","2.36%","-4.76%","36.13%","43.96%","30.65%"
"Dime Community","DCOM","1.08%","3.59%","-7.41%","-10.50%","-0.79%","11.47%"
"DineEquity","DIN","-1.68%","2.36%","11.99%","56.67%","102.14%","-18.87%"
"Diodes","DIOD","2.14%","1.72%","-0.63%","31.74%","40.93%","95.60%"
"Diplomat Pharmacy","DPLO","0.77%","-0.10%","-12.63%","-2.79%","17.96%","-51.59%"
"Donnelley Financial Solutions","DFIN","0.26%","0.26%","-7.02%","-0.05%","-4.88%","-"
"Dorman","DORM","-0.68%","3.39%","9.85%","30.55%","23.26%","60.60%"
"DSP Group","DSPG","4.12%","4.98%","-3.44%","1.20%","6.30%","47.09%"
"DXP Enterprises","DXPE","0.60%","3.97%","6.97%","59.35%","81.51%","64.81%"
"Eagle Pharm","EGRX","1.63%","1.34%","-3.56%","50.54%","47.34%","22.87%"
"EastGroup Properties","EGP","-1.17%","0.67%","4.87%","9.81%","11.95%","72.93%"
"Ebix","EBIX","0.58%","1.18%","-9.10%","-2.33%","32.53%","176.03%"
"Echo Global","ECHO","1.52%","3.25%","6.54%","19.29%","145.59%","34.57%"
"eHealth","EHTH","1.65%","3.68%","25.09%","73.34%","58.39%","113.85%"
"El Paso Electric","EE","-0.39%","1.60%","4.69%","14.91%","15.95%","70.51%"
"El Pollo Loco Holdings Inc","LOCO","-0.40%","5.96%","4.62%","25.76%","8.73%","1.55%"
"Electro Scientific","ESIO","1.10%","-0.78%","29.80%","7.51%","103.89%","403.06%"
"Electronics for Imaging","EFII","-0.38%","-1.54%","-3.13%","14.43%","5.46%","-23.08%"
"Emergent Biosolutions","EBS","1.41%","5.64%","11.22%","29.70%","69.54%","80.02%"
"Employers","EIG","0.34%","-0.23%","4.16%","-1.35%","5.04%","83.88%"
"Enanta","ENTA","2.09%","2.50%","-24.61%","57.17%","139.00%","129.31%"
"Encore Capital","ECPG","-0.49%","2.15%","10.41%","-4.28%","5.08%","2.78%"
"Encore Wire","WIRE","1.08%","5.83%","7.37%","6.27%","33.42%","58.10%"
"Engility","EGL","1.85%","6.18%","2.03%","24.07%","17.96%","23.90%"
"Enova International Inc","ENVA","0.70%","4.51%","-6.01%","136.51%","199.58%","209.38%"
"Enpro Industries","NPO","1.70%","4.79%","5.18%","-18.53%","10.09%","61.98%"
"ePlus","PLUS","0.20%","-0.50%","-2.06%","32.98%","22.70%","157.00%"
"Era Group Inc","ERA","0.68%","0.08%","-10.70%","10.98%","38.88%","-26.31%"
"ESCO Technologies","ESE","1.45%","5.05%","12.05%","15.77%","30.37%","93.11%"
"Essendant Inc","ESND","1.25%","2.95%","8.24%","65.80%","33.42%","-56.20%"
"Ethan Allen Interiors","ETH","0.64%","3.30%","-3.10%","-17.11%","-16.84%","-23.59%"
"Evercore","EVR","0.64%","-1.26%","-2.62%","21.72%","45.97%","103.97%"
"EW Scripps A","SSP","2.49%","2.70%","14.26%","-5.18%","-18.79%","-17.30%"
"ExlServices","EXLS","0.15%","3.23%","-2.50%","0.75%","10.79%","66.35%"
"Exponent","EXPO","1.67%","3.08%","4.85%","45.99%","60.83%","21.18%"
"Express","EXPR","0.47%","5.05%","9.61%","4.53%","61.74%","-38.88%"
"Exterran Corp","EXTN","0.79%","0.68%","4.22%","-11.16%","7.34%","-"
"EZCORP","EZPW","1.35%","-0.44%","-7.76%","-7.38%","26.97%","85.86%"
"Fabrinet","FN","6.25%","10.23%","16.93%","62.89%","21.15%","138.16%"
"FARO","FARO","2.11%","2.19%","16.35%","43.83%","103.61%","73.69%"
"Federal Signal","FSS","0.73%","1.39%","9.67%","30.91%","42.55%","88.53%"
"Fidelity","LION","0.58%","1.90%","-4.14%","10.60%","12.45%","24.86%"
"Fiesta","FRGI","0.00%","3.16%","-3.61%","54.74%","65.63%","-42.99%"
"First Bancorp","FBP","1.37%","3.01%","7.11%","74.31%","60.47%","149.72%"
"First Commonwealth Financial","FCF","1.23%","2.49%","4.04%","20.60%","36.95%","93.39%"
"First Financial Bancorp","FFBC","1.75%","3.05%","2.07%","21.63%","32.44%","70.84%"
"First Financial Bankshares","FFIN","0.75%","3.32%","5.02%","34.74%","51.18%","94.99%"
"First Midwest","FMBI","1.47%","3.65%","3.88%","14.83%","31.79%","54.54%"
"First NBC Bank","FNBCQ","-1.98%","0.00%","-20.00%","300.00%","300.00%","-99.88%"
"FirstCash","FCFS","1.62%","2.64%","-13.11%","20.83%","38.14%","113.63%"
"Five Below","FIVE","0.75%","6.49%","10.60%","68.83%","124.75%","216.84%"
"Flotek","FTK","0.00%","0.95%","-30.49%","-54.51%","-61.38%","-87.80%"
"Forestar","FOR","3.66%","5.59%","14.61%","15.91%","49.56%","104.49%"
"Forrester","FORR","1.67%","4.16%","12.57%","10.41%","19.90%","51.51%"
"Forward Air","FWRD","0.97%","3.19%","6.49%","12.01%","27.31%","37.48%"
"Four Corners Property Trust Inc","FCPT","-0.77%","1.16%","9.48%","5.18%","6.75%","-"
"Fox Factory","FOXF","1.33%","-3.87%","26.79%","66.28%","66.71%","322.77%"
"Francescass","FRAN","-1.65%","-4.54%","-10.18%","-2.19%","-3.25%","-30.18%"
"Franklin Electric","FELE","1.74%","3.64%","6.18%","8.50%","30.54%","72.20%"
"Franklin Street Properties","FSP","2.00%","5.86%","0.81%","-19.27%","-12.95%","-22.31%"
"Freds","FRED","-2.25%","-5.43%","-20.18%","-57.04%","-71.10%","-88.01%"
"FTD Companies Inc","FTD","0.26%","-7.32%","4.40%","-47.15%","-70.61%","-87.10%"
"FutureFuel","FF","1.17%","9.02%","9.35%","4.61%","11.84%","41.32%"
"G-III Apparel","GIII","3.35%","4.29%","-1.84%","24.51%","82.99%","-29.09%"
"Gannett","GCI","1.72%","4.20%","4.61%","-7.94%","32.05%","-16.51%"
"Genesco","GCO","1.76%","8.45%","13.24%","42.15%","91.30%","-22.48%"
"Gentherm","THRM","0.51%","7.38%","21.05%","55.75%","64.01%","12.36%"
"Geo","GEO","1.00%","1.86%","-2.58%","6.99%","-1.02%","21.34%"
"Geospace","GEOS","-0.43%","3.59%","-4.35%","6.78%","-10.06%","-9.48%"
"Getty","GTY","-0.48%","0.17%","2.79%","7.18%","6.94%","78.48%"
"Gibraltar Industries","ROCK","1.54%","4.42%","19.46%","39.55%","66.25%","162.09%"
"Glacier","GBCI","1.23%","3.49%","2.21%","15.03%","35.94%","73.60%"
"Glatfelter","GLT","1.46%","4.91%","-17.89%","-22.29%","-0.12%","-7.90%"
"Government Propertiesome","GOV","1.31%","3.22%","8.56%","-8.31%","-7.10%","4.36%"
"Great Western Bancorp Inc","GWB","1.59%","3.85%","6.20%","11.11%","21.62%","74.99%"
"Green Dot","GDOT","0.37%","1.93%","3.04%","41.07%","81.80%","389.69%"
"Green Plains Energy","GPRE","1.11%","7.08%","17.86%","7.72%","7.72%","-3.61%"
"Greenbrier","GBX","2.25%","4.05%","3.05%","10.88%","34.47%","53.47%"
"Greenhill&Co","GHL","-0.34%","-2.94%","-7.18%","52.56%","94.44%","-16.78%"
"Griffon","GFF","3.34%","6.92%","1.37%","-8.85%","2.77%","12.36%"
"Group 1 Automotive","GPI","0.92%","4.37%","17.90%","12.84%","46.53%","-7.78%"
"Guess?","GES","0.04%","6.93%","1.88%","38.09%","86.78%","15.40%"
"Gulf Island Fabrication","GIFI","1.59%","-0.52%","3.23%","-28.52%","-11.28%","-19.80%"
"H B Fuller","FUL","0.83%","4.09%","5.54%","8.26%","15.21%","59.61%"
"Haemonetics","HAE","0.98%","1.47%","5.18%","80.61%","153.87%","180.33%"
"Hanmi","HAFC","1.36%","3.16%","-5.25%","-13.84%","-2.06%","6.45%"
"Harmonic","HLIT","0.95%","0.95%","19.10%","26.19%","61.83%","-5.02%"
"Harsco","HSC","2.12%","9.48%","12.50%","42.36%","61.89%","128.49%"
"Haverty Furniture","HVT","0.59%","2.29%","6.68%","-1.32%","-5.10%","-4.97%"
"Hawaiian","HA","-0.57%","2.34%","15.30%","9.66%","2.82%","86.67%"
"Hawkins","HWKN","4.74%","8.11%","10.96%","19.32%","15.70%","14.01%"
"Haynes","HAYN","1.70%","3.64%","-0.36%","21.59%","27.23%","2.88%"
"HCI Group Inc","HCI","-0.51%","-0.75%","-2.52%","37.16%","2.24%","2.24%"
"Healthcare Services","HCSG","0.99%","2.61%","4.56%","-20.83%","-18.06%","24.41%"
"Healthequity Inc","HQY","1.11%","2.90%","6.01%","87.08%","102.29%","198.22%"
"HealthStream","HSTM","0.92%","4.07%","5.35%","32.64%","36.53%","23.52%"
"Heartland Express","HTLD","1.19%","3.29%","-4.54%","-12.68%","-1.69%","1.09%"
"Heidrick&Struggles","HSII","3.94%","4.07%","23.58%","77.19%","140.73%","115.67%"
"Helix","HLX","1.00%","2.26%","3.54%","20.16%","47.56%","55.14%"
"HFF","HF","3.00%","4.57%","24.60%","-5.45%","24.20%","29.59%"
"Hibbett Sports","HIBB","2.60%","9.94%","14.73%","35.54%","149.10%","-26.01%"
"HighPoint","HPR","2.04%","6.37%","-26.75%","-2.34%","72.76%","11.33%"
"Hillenbrand","HI","1.35%","1.93%","6.90%","17.90%","48.87%","89.50%"
"HMS Holdings","HMSY","0.00%","2.70%","29.92%","86.49%","79.30%","257.58%"
"Home BancShares","HOMB","1.17%","3.60%","2.93%","4.09%","1.77%","-38.31%"
"Hope Bancorp","HOPE","1.25%","2.59%","0.56%","-2.41%","9.13%","20.26%"
"Horace Mann Educators","HMN","0.76%","3.68%","4.03%","5.44%","25.85%","42.46%"
"Hornbeck","HOS","0.73%","3.24%","-13.21%","33.12%","50.00%","-75.59%"
"Hub Group","HUBG","1.27%","2.67%","3.08%","8.46%","42.72%","32.59%"
"Iconix Brand","ICON","-1.80%","-6.52%","-34.85%","-66.67%","-91.57%","-96.49%"
"ICU Medical","ICUI","1.68%","2.01%","0.13%","40.00%","79.31%","161.80%"
"II-VI","IIVI","2.18%","3.43%","4.35%","-0.32%","32.77%","165.46%"
"ILG","ILG","1.51%","4.41%","3.34%","24.82%","34.20%","77.48%"
"Independent Bank","INDB","0.67%","2.43%","-0.06%","29.71%","31.40%","95.09%"
"Ingevity","NGVT","1.18%","1.06%","11.11%","41.88%","77.30%","-"
"Innophoss","IPHS","-0.02%","1.37%","-11.72%","-6.53%","-1.78%","-8.83%"
"Innospec","IOSP","0.58%","4.65%","-2.70%","9.92%","37.10%","58.43%"
"Inogen Inc","INGN","0.91%","1.05%","11.42%","96.23%","144.99%","367.53%"
"Insight Enterprises","NSIT","1.43%","1.43%","6.54%","43.04%","44.47%","111.14%"
"Insperity","NSP","1.82%","3.52%","16.10%","99.91%","193.60%","148.54%"
"Installed Building","IBP","6.31%","-0.31%","-17.65%","-36.73%","-15.18%","72.97%"
"Integer Hld","ITGR","1.73%","6.76%","0.89%","62.03%","61.14%","58.39%"
"Integra","IART","0.89%","-5.00%","-7.14%","23.09%","17.49%","94.04%"
"Inter Parfums","IPAR","0.69%","3.31%","15.11%","50.75%","69.91%","140.19%"
"Interactive Brokers","IBKR","-2.50%","0.67%","-4.99%","2.01%","45.23%","55.51%"
"Interface, Inc.","TILE","1.95%","3.97%","1.29%","-6.36%","25.60%","-3.21%"
"INTL FCStone","INTL","0.82%","1.21%","1.12%","29.91%","50.46%","113.49%"
"Intrepid Potash","IPI","0.60%","5.03%","-17.12%","-29.83%","-0.89%","-55.29%"
"Invacare","IVC","0.95%","-3.64%","-9.92%","-5.64%","20.91%","-0.75%"
"Investment Tech","ITG","-0.95%","-1.17%","-2.75%","13.82%","8.95%","36.77%"
"Iridium","IRDM","0.72%","5.57%","15.51%","76.69%","101.45%","211.66%"
"iRobot","IRBT","4.74%","14.15%","39.13%","32.87%","10.14%","239.47%"
"Itron","ITRI","1.98%","4.97%","5.40%","-5.57%","-9.17%","101.63%"
"J & J Snack Foods","JJSF","-0.21%","0.37%","-5.93%","-4.30%","14.51%","28.42%"
"John Bean Tech","JBT","2.12%","3.95%","20.20%","2.03%","28.98%","230.46%"
"Kaiser","KALU","1.26%","4.07%","-0.53%","1.66%","11.81%","32.01%"
"Kaman","KAMN","0.80%","2.34%","-0.27%","13.63%","39.26%","71.30%"
"KapStone Paper&Packaging","KS","0.09%","0.35%","-0.89%","51.39%","63.73%","57.50%"
"Kelly Services A","KELYA","1.00%","1.29%","8.21%","-7.66%","18.72%","73.90%"
"Kirklands","KIRK","1.06%","1.15%","0.35%","-4.01%","4.65%","-47.51%"
"Kite","KRG","0.06%","2.64%","4.17%","-10.87%","-13.34%","-31.68%"
"Knight Transportation","KNX","-0.09%","3.49%","-12.37%","-23.35%","-9.68%","30.59%"
"Kopin","KOPN","1.86%","-1.79%","-28.43%","-31.56%","-40.97%","-23.83%"
"Koppers","KOP","0.00%","-2.00%","-9.87%","-32.71%","-9.99%","70.82%"
"Korn/Ferry","KFY","3.13%","3.37%","0.92%","62.25%","107.67%","95.23%"
"Kraton","KRA","0.30%","1.89%","-0.68%","-3.63%","34.75%","120.84%"
"Kulicke&Soffa","KLIC","1.74%","-2.28%","-4.31%","5.88%","39.22%","150.93%"
"La-Z-Boy","LZB","2.16%","6.43%","3.12%","6.09%","32.67%","19.32%"
"Lannett Com","LCI","6.54%","-57.93%","-53.85%","-75.43%","-63.46%","-88.41%"
"LCI Industries","LCII","1.23%","-3.23%","0.21%","-27.31%","-0.74%","72.60%"
"Legacy Texas Financial Grp","LTXB","2.38%","4.88%","0.88%","8.88%","25.99%","62.81%"
"Lendingtree","TREE","1.88%","0.45%","-4.64%","-31.41%","3.55%","110.59%"
"Lexington","LXP","-0.11%","2.91%","6.23%","-4.56%","-6.31%","8.10%"
"LGI Homes","LGIH","4.23%","3.33%","-2.14%","-21.86%","28.63%","135.46%"
"LHC Group","LHCG","3.39%","3.63%","10.55%","59.76%","54.22%","114.82%"
"Ligand","LGND","1.93%","-1.28%","6.14%","78.34%","92.47%","188.65%"
"Lindsay","LNN","1.02%","3.51%","0.81%","5.52%","7.72%","23.44%"
"Liquidity Services","LQDT","0.70%","-0.00%","2.88%","47.42%","21.19%","-5.42%"
