"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Allegiant","ALGT","0.30%","3.75%","-5.14%","-12.31%","14.23%","-40.15%"
"Allete","ALE","1.01%","1.79%","1.84%","5.73%","4.73%","52.51%"
"AMAG","AMAG","-1.41%","-4.68%","9.89%","84.53%","42.57%","-61.52%"
"Amedisys","AMED","1.21%","3.16%","24.03%","122.99%","133.91%","158.27%"
"American Assets","AAT","0.15%","1.14%","4.64%","2.07%","-2.06%","-7.56%"
"American Axle&Manufacturing","AXL","2.17%","1.03%","-1.94%","-1.94%","19.37%","-21.11%"
"American Equity Inv. Life","AEL","1.90%","3.35%","4.57%","20.63%","35.79%","32.53%"
"American Public Education","APEI","-0.14%","1.66%","-22.27%","39.32%","92.82%","57.42%"
"American States Water","AWR","1.08%","0.69%","-0.08%","3.71%","22.87%","54.12%"
"American Vanguard","AVD","1.81%","1.55%","-10.66%","0.25%","-0.00%","68.95%"
"American Woodmark","AMWD","1.35%","-1.84%","-5.66%","-36.62%","-11.57%","25.88%"
"Ameris","ABCB","1.33%","1.02%","-4.36%","2.39%","13.84%","74.32%"
"AMERISAFE","AMSF","0.55%","1.59%","5.62%","3.81%","15.33%","33.54%"
"AMN Healthcare Services","AMN","1.77%","1.41%","-5.13%","16.45%","48.19%","57.95%"
"Amneal Pharma A","AMRX","-1.32%","6.60%","17.29%","29.97%","17.29%","-53.84%"
"Amphastar P","AMPH","3.09%","4.16%","10.20%","-6.24%","18.53%","23.48%"
"AngioDynamics","ANGO","0.33%","1.17%","3.20%","29.89%","26.32%","45.36%"
"ANI Pharma","ANIP","-0.32%","-2.14%","-21.22%","-13.39%","20.93%","0.87%"
"Anika","ANIK","0.53%","0.85%","20.25%","-22.56%","-20.96%","15.72%"
"Anixter","AXE","0.56%","-0.00%","8.76%","-6.05%","0.49%","15.46%"
"Apogee","APOG","0.68%","-0.59%","-0.63%","6.93%","3.12%","-9.58%"
"Applied Industrial Technologies","AIT","0.07%","5.82%","3.24%","12.19%","40.44%","88.27%"
"ArcBest Corp","ARCB","1.67%","-2.66%","0.33%","27.97%","75.96%","41.73%"
"Archrock","AROC","-1.65%","-10.86%","-5.56%","13.33%","31.49%","-15.60%"
"Asbury Automotive","ABG","0.07%","-0.73%","6.66%","16.33%","46.99%","-12.02%"
"ASGN","ASGN","1.38%","0.41%","8.53%","42.01%","98.28%","129.61%"
"Assertio Therapeutics","ASRT","-9.45%","0.83%","-11.33%","-9.57%","11.15%","-77.14%"
"Astec","ASTE","2.35%","-0.02%","-24.74%","-20.94%","-0.58%","21.97%"
"Atlas Air","AAWW","2.44%","-1.19%","-15.12%","2.10%","-3.03%","32.48%"
"ATN Int","ATNI","0.46%","3.24%","29.50%","30.75%","23.65%","-3.05%"
"Avista","AVA","0.37%","1.20%","1.93%","-0.37%","-0.68%","52.05%"
"Axon Enterprise","AAXN","2.69%","1.94%","-12.42%","136.45%","183.91%","162.07%"
"AZZ","AZZ","1.12%","1.22%","0.37%","5.68%","14.04%","2.29%"
"B&G Foods","BGS","1.04%","0.70%","2.33%","-10.04%","0.70%","5.72%"
"Badger Meter","BMI","0.48%","-0.38%","10.86%","8.89%","17.76%","-14.41%"
"Balchem","BCPC","0.98%","1.12%","1.10%","25.01%","37.35%","66.00%"
"Banc of California","BANC","-0.13%","-1.00%","2.58%","-3.87%","7.30%","56.92%"
"Banner","BANR","0.55%","1.26%","6.81%","19.50%","20.31%","39.02%"
"Barnes","B","2.21%","1.31%","10.62%","6.02%","11.86%","62.70%"
"Barnes & Noble Education Inc","BNED","0.24%","-0.64%","17.04%","-24.15%","-9.68%","-53.22%"
"Barnes&Noble","BKS","-1.98%","1.15%","12.18%","-7.91%","-16.05%","-64.21%"
"Bel Fuse B","BELFB","1.98%","4.67%","15.96%","2.46%","-0.77%","28.74%"
"Belmond","BEL","0.16%","2.44%","39.13%","30.04%","28.99%","33.87%"
"Benchmark Electronics","BHE","-0.20%","-0.20%","-13.58%","-12.54%","-18.82%","16.96%"
"Big 5","BGFV","-2.56%","-0.87%","-13.64%","-25.00%","-24.00%","-49.02%"
"Biglari","BH","-0.26%","5.89%","2.44%","-51.88%","-34.16%","-52.29%"
"BioTelemetry","BEAT","3.65%","-2.72%","10.80%","85.28%","55.18%","353.36%"
"BJs Restaurants","BJRI","1.63%","2.43%","2.59%","79.81%","102.63%","41.09%"
"Black Box","BBOX","-1.92%","2.68%","-12.57%","-56.90%","-54.33%","-90.15%"
"Blackbaud","BLKB","1.22%","1.87%","-16.01%","3.12%","16.78%","55.70%"
"Blucora","BCOR","1.75%","0.72%","-8.63%","58.14%","53.63%","154.55%"
"BofI Holding","BOFI","1.29%","1.37%","-7.80%","26.49%","43.42%","15.45%"
"Boise Cascad Llc","BCC","2.95%","3.90%","0.33%","13.53%","57.29%","40.07%"
"Boston Private","BPFH","1.09%","-0.71%","-13.89%","-9.71%","-3.12%","11.24%"
"Bottomline","EPAY","0.03%","1.88%","7.85%","73.44%","107.70%","125.96%"
"Boyd Gaming","BYD","1.34%","1.62%","-5.96%","1.71%","39.48%","102.33%"
"Brady","BRC","1.74%","1.61%","2.85%","0.13%","16.06%","56.62%"
"Briggs&Stratton","BGG","6.74%","14.31%","10.89%","-22.55%","-3.44%","-1.26%"
"Brinks","BCO","0.32%","-2.58%","-4.39%","-1.78%","1.98%","153.86%"
"Bristow","BRS","1.14%","-9.22%","-25.65%","-21.01%","38.00%","-71.53%"
"Brookline Bancorp","BRKL","1.12%","0.84%","-2.70%","14.97%","30.99%","65.60%"
"Brooks Automation","BRKS","-0.58%","-3.31%","-11.60%","21.43%","16.07%","174.76%"
"Buckle","BKE","-1.49%","1.15%","9.54%","11.16%","87.90%","-36.60%"
"Cabot","CCMP","-2.75%","-11.68%","-9.48%","13.69%","55.33%","138.80%"
"CACI","CACI","4.88%","5.00%","6.09%","42.92%","53.78%","125.39%"
"Cal-Maine","CALM","1.22%","3.22%","10.08%","11.81%","40.79%","-3.87%"
"CalAmp","CAMP","-0.17%","0.09%","-0.17%","8.59%","30.07%","42.15%"
"Calavo Growers","CVGW","-0.89%","2.04%","5.82%","18.48%","41.54%","84.16%"
"Caleres","CAL","-0.75%","0.85%","-0.20%","6.63%","51.91%","7.01%"
"California Water Service","CWT","0.87%","0.49%","-0.00%","-10.25%","10.60%","84.66%"
"Callaway Golf","ELY","0.18%","0.76%","19.60%","61.67%","73.50%","148.29%"
"Cambrex","CBM","2.93%","3.01%","12.24%","31.77%","23.05%","27.75%"
"Cantel Medical","CMD","0.92%","-0.33%","0.45%","-7.34%","26.82%","75.54%"
"Capstead Mortgage","CMO","-0.24%","2.44%","-1.87%","-2.77%","-13.57%","-22.49%"
"Carbo Ceramics","CRR","-4.93%","-13.16%","-20.93%","-26.13%","18.24%","-73.67%"
"Cardtronics","CATM","4.02%","12.82%","26.01%","84.40%","34.45%","-3.12%"
"Career","CECO","0.42%","-0.47%","-9.93%","39.65%","97.08%","349.87%"
"Caretrust Inc","CTRE","0.95%","4.09%","7.17%","7.94%","-4.08%","53.96%"
"Carrizo Oil&Gas","CRZO","0.57%","-8.00%","-21.03%","6.95%","65.89%","-35.47%"
"Cato","CATO","0.43%","-4.20%","-6.22%","47.68%","72.87%","-37.36%"
"Cavco","CVCO","1.48%","0.85%","5.00%","50.82%","86.05%","209.22%"
"Cedar Realty","CDR","0.56%","1.35%","-5.65%","-25.82%","-7.58%","-35.57%"
"Celadon","CGIP","-0.30%","11.33%","-7.73%","-47.81%","-19.52%","-83.75%"
"Central Garden&Pet","CENT","-0.23%","-2.35%","-10.24%","0.23%","13.86%","225.63%"
"Central Garden&Pet A","CENTA","0.42%","-1.34%","-10.51%","-4.30%","8.80%","186.88%"
"Century Aluminum","CENX","9.11%","-0.41%","-18.79%","-38.39%","-19.39%","127.44%"
"CEVA","CEVA","-0.35%","-4.56%","-12.54%","-38.79%","-30.59%","44.72%"
"Chart Industries","GTLS","1.30%","-0.08%","12.56%","63.34%","133.42%","211.90%"
"Chemed","CHE","1.04%","0.49%","-3.27%","30.52%","69.08%","114.33%"
"Chemours Co","CC","1.59%","-3.60%","-5.24%","-13.32%","-5.84%","333.03%"
"Chesapeake Lodging","CHSP","0.47%","2.88%","0.06%","18.64%","30.60%","1.93%"
"Chuy's Holdings","CHUY","-0.36%","5.16%","-16.67%","-1.96%","36.14%","-15.49%"
"Cincinnati Bell","CBB","3.53%","8.01%","-12.46%","-40.17%","-39.15%","-36.51%"
"CIRCOR","CIR","1.68%","0.09%","10.42%","-8.98%","-6.66%","-5.30%"
"City Holding","CHCO","0.97%","1.28%","5.77%","20.54%","34.61%","68.56%"
"Clearwater Paper","CLW","4.85%","9.31%","13.92%","-40.53%","-40.20%","-53.17%"
"Cloud Peak Energy","CLD","0.22%","-13.55%","-32.19%","-49.10%","-24.50%","-20.80%"
"CMTSU Liquidation","CBRI","-3.57%","50.00%","-0.00%","-80.00%","-93.18%","-99.91%"
"Cogent","CCOI","2.69%","4.94%","1.05%","17.33%","25.80%","82.15%"
"Coherent","COHR","0.32%","0.46%","5.20%","-35.86%","-17.10%","212.00%"
"Cohu","COHU","-0.53%","0.27%","0.31%","19.54%","48.75%","181.85%"
"Columbia Banking","COLB","1.73%","1.12%","1.80%","-2.30%","15.77%","28.68%"
"Comfort Systems","FIX","0.27%","0.45%","16.21%","27.26%","68.84%","90.37%"
"Community Bank System","CBU","1.57%","2.61%","5.18%","21.54%","26.51%","75.81%"
"Community Health Systems","CYH","4.05%","8.09%","21.01%","-21.60%","-52.49%","-94.38%"
"Computer Programs&Systems","CPSI","0.74%","3.21%","-18.63%","-9.15%","-6.02%","-40.73%"
"Comtech","CMTL","0.49%","0.64%","0.96%","57.10%","84.55%","25.63%"
"CONMED","CNMD","0.95%","1.16%","5.07%","51.68%","59.07%","35.94%"
"Consolidated Communications","CNSL","2.26%","4.44%","-4.23%","-3.53%","-37.04%","-42.52%"
"Contango Oil&Gas","MCF","5.09%","14.74%","-17.00%","14.01%","14.74%","-30.80%"
"Cooper Stnd","CPS","1.47%","1.09%","0.09%","12.48%","40.00%","119.55%"
"Core-Mark","CORE","-0.06%","6.18%","39.83%","6.05%","26.33%","-47.82%"
"CoreSite","COR","0.76%","2.25%","1.96%","0.69%","4.16%","124.75%"
"Corindus Vascular Robotics","CR3","-3.32%","-7.57%","-10.73%","-7.80%","-38.15%","-76.85%"
"CorVel","CRVL","1.30%","3.90%","5.50%","10.68%","14.58%","76.20%"
"CPB","CPF","1.52%","3.35%","-1.34%","-3.86%","-1.48%","27.86%"
"Cray","CRAY","-1.17%","-1.63%","-16.60%","-12.81%","15.93%","-6.18%"
"Crocs","CROX","-0.66%","-1.89%","2.77%","43.83%","104.73%","24.01%"
"Cross Country","CCRN","0.32%","1.29%","-20.32%","-25.94%","-23.30%","-36.28%"
"CryoLife","CRY","-0.16%","-2.44%","9.01%","67.36%","68.24%","204.37%"
"CSG Systems","CSGS","1.50%","1.04%","-7.78%","-13.74%","-0.58%","17.90%"
"CTS Corp","CTS","-0.43%","-2.12%","-6.10%","34.56%","59.31%","81.32%"
"Cubic","CUB","2.42%","1.51%","7.23%","25.78%","75.09%","75.71%"
"Customers Bancorp","CUBI","1.73%","-0.92%","-15.27%","-4.77%","-11.04%","-0.88%"
"CVB Financial","CVBF","0.95%","0.66%","8.26%","3.48%","19.22%","39.16%"
"Daktronics","DAKT","3.26%","3.99%","3.86%","-2.85%","-5.34%","-24.51%"
"Darling Ingredients","DAR","0.93%","-2.39%","-0.76%","8.05%","25.58%","43.20%"
"Dave & Buster’s Entertainment","PLAY","2.21%","5.19%","9.09%","-2.95%","-10.69%","47.66%"
"DHI Group","DHX","1.22%","-0.95%","-3.26%","9.47%","4.00%","-74.38%"
"Diamondrock Hospitality","DRH","0.47%","1.73%","-3.28%","4.34%","9.68%","-7.32%"
"Digi","DGII","-0.39%","-3.44%","-7.33%","32.46%","47.09%","27.26%"
"Dime Community","DCOM","2.21%","2.78%","-7.04%","-11.69%","-0.80%","7.37%"
"DineEquity","DIN","0.94%","4.94%","11.38%","54.50%","91.22%","-22.55%"
"Diodes","DIOD","0.78%","-0.87%","-0.95%","30.52%","41.31%","88.32%"
"Diplomat Pharmacy","DPLO","-0.68%","-0.68%","-27.89%","-5.98%","14.85%","-58.53%"
"Donnelley Financial Solutions","DFIN","-0.46%","4.31%","-4.49%","-0.77%","-3.97%","-"
"Dorman","DORM","0.75%","1.98%","6.39%","27.22%","19.72%","51.12%"
"DSP Group","DSPG","0.83%","-0.41%","-5.45%","-2.80%","3.85%","38.23%"
"DXP Enterprises","DXPE","3.18%","0.41%","10.47%","58.13%","83.23%","56.28%"
"Eagle Pharm","EGRX","3.48%","1.60%","-2.27%","50.90%","48.84%","17.78%"
"EastGroup Properties","EGP","0.79%","0.93%","2.50%","9.93%","13.98%","66.91%"
"Ebix","EBIX","0.59%","0.72%","-5.99%","-2.90%","35.48%","157.88%"
"Echo Global","ECHO","1.08%","-0.61%","11.41%","16.79%","133.57%","26.74%"
"eHealth","EHTH","6.75%","22.48%","27.26%","78.47%","74.75%","107.91%"
"El Paso Electric","EE","0.80%","-0.39%","4.64%","14.00%","16.96%","67.15%"
"El Pollo Loco Holdings Inc","LOCO","2.08%","5.60%","4.26%","23.74%","6.06%","-13.12%"
"Electro Scientific","ESIO","0.78%","0.95%","27.04%","9.19%","115.07%","409.80%"
"Electronics for Imaging","EFII","-1.84%","-1.49%","-2.69%","14.09%","1.63%","-25.94%"
"Emergent Biosolutions","EBS","3.47%","7.27%","7.86%","27.03%","69.53%","73.98%"
"Employers","EIG","0.57%","0.80%","5.75%","-0.56%","5.62%","75.27%"
"Enanta","ENTA","1.59%","-4.85%","-28.83%","52.33%","135.48%","121.37%"
"Encore Capital","ECPG","2.41%","1.38%","11.14%","-4.04%","3.46%","-0.07%"
"Encore Wire","WIRE","1.43%","-1.98%","0.81%","1.85%","29.71%","45.86%"
"Engility","EGL","2.26%","1.83%","-2.81%","19.49%","15.23%","15.98%"
"Enova International Inc","ENVA","2.34%","4.01%","-6.78%","130.59%","186.12%","184.50%"
"Enpro Industries","NPO","1.91%","2.04%","2.02%","-20.77%","6.90%","46.11%"
"ePlus","PLUS","0.55%","3.16%","-0.00%","34.38%","23.84%","169.90%"
"Era Group Inc","ERA","0.77%","-5.51%","-10.78%","10.14%","41.46%","-34.91%"
"ESCO Technologies","ESE","0.60%","1.91%","10.14%","10.87%","23.82%","80.15%"
"Essendant Inc","ESND","-0.87%","-4.95%","3.64%","59.65%","28.70%","-58.88%"
"Ethan Allen Interiors","ETH","0.66%","3.39%","-5.77%","-19.23%","-22.41%","-27.09%"
"Evercore","EVR","-0.09%","0.82%","-0.67%","23.17%","48.59%","92.78%"
"EW Scripps A","SSP","2.49%","3.72%","13.16%","-5.37%","-17.83%","-25.19%"
"ExlServices","EXLS","1.44%","1.81%","-2.85%","-0.99%","7.74%","61.75%"
"Exponent","EXPO","0.79%","0.79%","0.79%","42.76%","58.94%","15.74%"
"Express","EXPR","0.84%","-3.23%","1.70%","0.39%","78.77%","-47.12%"
"Exterran Corp","EXTN","-1.19%","-3.45%","0.11%","-12.82%","14.16%","-"
"EZCORP","EZPW","0.44%","-1.30%","-2.15%","-6.56%","29.55%","87.50%"
"Fabrinet","FN","2.45%","3.23%","8.76%","51.39%","8.41%","114.89%"
"FARO","FARO","0.15%","-1.49%","15.52%","40.96%","101.06%","62.86%"
"Federal Signal","FSS","0.89%","3.85%","9.64%","30.26%","42.54%","76.23%"
"Fidelity","LION","1.48%","1.05%","-7.23%","10.14%","13.20%","19.10%"
"Fiesta","FRGI","0.88%","1.23%","-4.33%","51.32%","61.52%","-47.23%"
"First Bancorp","FBP","1.27%","3.19%","9.80%","71.37%","58.91%","134.95%"
"First Commonwealth Financial","FCF","1.19%","1.73%","6.23%","19.06%","36.51%","83.53%"
"First Financial Bancorp","FFBC","0.96%","1.13%","-1.10%","19.17%","31.66%","61.44%"
"First Financial Bankshares","FFIN","1.62%","1.96%","12.11%","32.52%","50.19%","83.07%"
"First Midwest","FMBI","1.50%","0.78%","3.17%","12.45%","29.87%","45.16%"
"First NBC Bank","FNBCQ","0.00%","0.00%","0.00%","300.00%","300.00%","-99.89%"
"FirstCash","FCFS","1.07%","-0.56%","-13.43%","18.98%","33.75%","109.58%"
"Five Below","FIVE","0.85%","0.10%","-0.73%","59.89%","124.99%","180.98%"
"Flotek","FTK","-4.29%","-11.06%","-33.00%","-56.87%","-64.30%","-88.65%"
"Forestar","FOR","1.24%","2.73%","10.38%","11.14%","42.98%","86.36%"
"Forrester","FORR","1.28%","5.68%","11.78%","7.35%","22.29%","46.77%"
"Forward Air","FWRD","1.43%","0.29%","6.68%","10.10%","24.05%","28.80%"
"Four Corners Property Trust Inc","FCPT","0.90%","3.65%","9.11%","4.90%","7.88%","-"
"Fox Factory","FOXF","0.54%","1.65%","23.64%","66.92%","72.02%","312.79%"
"Francescass","FRAN","-2.27%","-3.30%","-4.19%","0.14%","-8.27%","-29.00%"
"Franklin Electric","FELE","0.10%","-0.31%","4.57%","4.79%","24.77%","61.30%"
"Franklin Street Properties","FSP","0.98%","-0.12%","-2.82%","-23.00%","-15.35%","-28.58%"
"Freds","FRED","-2.72%","-1.65%","-19.00%","-55.80%","-70.36%","-87.66%"
"FTD Companies Inc","FTD","-4.09%","-6.48%","-15.92%","-47.84%","-70.54%","-87.85%"
"FutureFuel","FF","4.51%","5.37%","4.20%","0.28%","6.96%","42.44%"
"G-III Apparel","GIII","-4.41%","-8.28%","-10.39%","14.12%","75.86%","-39.37%"
"Gannett","GCI","-0.39%","0.29%","1.69%","-11.99%","24.69%","-24.44%"
"Genesco","GCO","-1.64%","0.36%","1.21%","28.92%","75.31%","-34.34%"
"Gentherm","THRM","0.22%","-0.04%","12.56%","45.35%","52.81%","-4.65%"
"Geo","GEO","1.01%","-0.83%","-4.54%","6.10%","-0.48%","14.92%"
"Geospace","GEOS","0.82%","1.05%","-7.99%","3.93%","-11.66%","-13.48%"
"Getty","GTY","0.21%","1.08%","3.41%","7.22%","9.23%","74.06%"
"Gibraltar Industries","ROCK","0.96%","2.70%","13.72%","34.91%","65.19%","139.35%"
"Glacier","GBCI","1.62%","2.18%","10.51%","12.95%","34.90%","60.56%"
"Glatfelter","GLT","3.53%","2.11%","-18.73%","-23.32%","-2.55%","-12.13%"
"Government Propertiesome","GOV","1.27%","3.86%","8.38%","-10.03%","-8.30%","-0.12%"
"Great Western Bancorp Inc","GWB","1.59%","2.24%","3.62%","7.79%","18.54%","60.61%"
"Green Dot","GDOT","1.65%","1.40%","4.00%","40.69%","83.23%","359.01%"
"Green Plains Energy","GPRE","-0.29%","-5.06%","4.97%","0.30%","-2.03%","-22.26%"
"Greenbrier","GBX","0.88%","-2.05%","3.99%","7.50%","30.52%","30.88%"
"Greenhill&Co","GHL","-1.31%","-5.76%","-4.57%","55.13%","91.46%","-20.89%"
"Griffon","GFF","2.59%","3.19%","-6.07%","-12.53%","-5.32%","4.64%"
"Group 1 Automotive","GPI","0.38%","1.13%","16.29%","8.54%","42.86%","-17.40%"
"Guess?","GES","4.40%","-0.74%","-1.34%","34.83%","77.81%","6.55%"
"Gulf Island Fabrication","GIFI","-0.52%","-0.52%","1.59%","-28.52%","-11.93%","-25.35%"
"H B Fuller","FUL","2.11%","0.88%","2.29%","6.20%","16.35%","46.09%"
"Haemonetics","HAE","-0.02%","3.63%","6.60%","77.96%","148.58%","162.00%"
"Hanmi","HAFC","0.99%","0.59%","-6.91%","-15.65%","-3.94%","-0.12%"
"Harmonic","HLIT","0.00%","1.45%","20.69%","25.00%","56.72%","-10.41%"
"Harsco","HSC","1.86%","0.20%","5.56%","32.44%","55.84%","102.29%"
"Haverty Furniture","HVT","0.69%","2.33%","4.27%","-2.87%","-7.37%","-6.90%"
"Hawaiian","HA","-0.19%","1.19%","12.34%","6.65%","1.92%","65.24%"
"Hawkins","HWKN","2.39%","0.89%","7.91%","12.36%","5.89%","7.50%"
"Haynes","HAYN","0.43%","-5.08%","-2.91%","17.82%","26.88%","-5.20%"
"HCI Group Inc","HCI","-0.65%","0.57%","-3.65%","36.05%","1.27%","-4.44%"
"Healthcare Services","HCSG","1.01%","0.32%","6.73%","-22.06%","-18.83%","18.93%"
"Healthequity Inc","HQY","1.71%","5.31%","6.56%","86.16%","106.42%","159.52%"
"HealthStream","HSTM","2.34%","0.57%","4.97%","30.44%","33.44%","17.73%"
"Heartland Express","HTLD","-0.35%","0.20%","6.21%","-15.77%","-5.84%","-7.48%"
"Heidrick&Struggles","HSII","-1.08%","-2.48%","13.91%","68.43%","125.96%","106.03%"
"Helix","HLX","0.79%","-5.30%","3.48%","18.44%","51.10%","31.52%"
"HFF","HF","0.05%","-0.63%","25.64%","-9.54%","21.88%","18.95%"
"Hibbett Sports","HIBB","2.58%","6.39%","7.05%","26.47%","136.70%","-36.12%"
"HighPoint","HPR","3.29%","-3.94%","-25.65%","-5.07%","67.93%","-1.42%"
"Hillenbrand","HI","0.48%","0.19%","5.38%","16.22%","47.17%","77.12%"
"HMS Holdings","HMSY","2.53%","3.10%","31.01%","86.19%","81.07%","235.03%"
"Home BancShares","HOMB","1.80%","1.15%","2.32%","2.28%","1.62%","-41.97%"
"Hope Bancorp","HOPE","0.58%","1.57%","3.07%","-4.33%","8.45%","11.64%"
"Horace Mann Educators","HMN","1.11%","1.23%","-0.77%","2.83%","22.24%","33.34%"
"Hornbeck","HOS","0.50%","-12.58%","-19.56%","29.58%","54.41%","-78.85%"
"Hub Group","HUBG","0.30%","-2.22%","2.32%","5.95%","40.58%","22.91%"
"Iconix Brand","ICON","-2.86%","-2.22%","-31.25%","-65.89%","-91.20%","-96.66%"
"ICU Medical","ICUI","-0.91%","0.46%","-3.36%","36.00%","73.51%","142.49%"
"II-VI","IIVI","1.22%","1.22%","2.00%","-2.45%","29.93%","158.47%"
"ILG","ILG","1.29%","1.44%","0.44%","21.10%","33.94%","60.64%"
"Independent Bank","INDB","2.09%","3.02%","12.80%","29.28%","35.18%","87.15%"
"Ingevity","NGVT","1.15%","-2.40%","8.61%","38.78%","74.86%","-"
"Innophoss","IPHS","2.39%","-0.95%","-12.62%","-6.63%","-1.96%","-12.93%"
"Innospec","IOSP","2.23%","1.20%","-8.12%","7.37%","37.07%","62.17%"
"Inogen Inc","INGN","1.90%","2.61%","9.31%","95.68%","147.99%","363.42%"
"Insight Enterprises","NSIT","0.06%","1.45%","9.09%","41.11%","38.47%","105.05%"
"Insperity","NSP","1.26%","1.17%","13.28%","95.55%","185.22%","131.28%"
"Installed Building","IBP","1.32%","-1.87%","-13.54%","-34.43%","-11.78%","71.72%"
"Integer Hld","ITGR","3.05%","0.21%","-2.21%","56.40%","58.86%","44.56%"
"Integra","IART","-3.92%","-5.25%","-5.34%","24.49%","18.64%","89.68%"
"Inter Parfums","IPAR","1.74%","4.54%","15.90%","48.45%","70.86%","123.73%"
"Interactive Brokers","IBKR","1.42%","-1.89%","-6.87%","2.77%","48.49%","43.58%"
"Interface, Inc.","TILE","0.66%","1.11%","-3.18%","-9.34%","20.95%","-12.74%"
"INTL FCStone","INTL","0.92%","0.44%","-0.70%","29.53%","52.69%","93.84%"
"Intrepid Potash","IPI","1.89%","-7.69%","-21.36%","-31.93%","-1.52%","-60.44%"
"Invacare","IVC","-3.64%","-5.07%","-9.66%","-5.64%","18.22%","-2.39%"
"Investment Tech","ITG","0.54%","-3.38%","-1.42%","15.79%","10.95%","27.30%"
"Iridium","IRDM","1.27%","0.76%","11.73%","69.49%","99.00%","191.97%"
"iRobot","IRBT","0.64%","3.87%","14.20%","17.14%","-7.64%","187.89%"
"Itron","ITRI","0.81%","0.32%","3.78%","-9.31%","-13.07%","84.68%"
"J & J Snack Foods","JJSF","0.67%","1.98%","-5.43%","-4.02%","15.06%","22.67%"
"John Bean Tech","JBT","1.15%","1.71%","16.90%","-0.72%","25.93%","203.62%"
"Kaiser","KALU","2.88%","-3.16%","-1.70%","0.50%","13.37%","25.71%"
"Kaman","KAMN","0.95%","1.27%","-2.70%","12.08%","35.23%","66.71%"
"KapStone Paper&Packaging","KS","0.47%","-0.41%","-1.12%","51.56%","51.10%","44.13%"
"Kelly Services A","KELYA","0.52%","3.61%","6.93%","-8.36%","16.94%","67.61%"
"Kirklands","KIRK","-0.18%","0.18%","-1.05%","-5.27%","37.67%","-57.47%"
"Kite","KRG","1.82%","4.15%","4.59%","-11.58%","-13.09%","-34.55%"
"Knight Transportation","KNX","0.99%","-1.57%","-12.80%","-25.21%","-12.10%","16.83%"
"Kopin","KOPN","0.90%","-1.32%","-25.74%","-29.69%","-40.00%","-21.05%"
"Koppers","KOP","1.43%","0.57%","-8.75%","-30.35%","-6.83%","67.06%"
"Korn/Ferry","KFY","1.32%","-1.23%","-0.14%","59.04%","106.37%","85.54%"
"Kraton","KRA","0.66%","-4.80%","-6.66%","-4.80%","34.84%","113.01%"
"Kulicke&Soffa","KLIC","-0.19%","-1.20%","-7.03%","8.13%","39.26%","158.55%"
"La-Z-Boy","LZB","1.13%","1.29%","1.45%","0.80%","1.29%","15.71%"
"Lannett Com","LCI","4.15%","1.85%","8.66%","-40.52%","-11.82%","-73.67%"
"LCI Industries","LCII","2.10%","1.58%","2.57%","-23.31%","5.00%","71.84%"
"Legacy Texas Financial Grp","LTXB","1.99%","2.78%","6.61%","5.88%","24.66%","53.73%"
"Lendingtree","TREE","-2.39%","-7.69%","-9.04%","-33.35%","0.91%","66.03%"
"Lexington","LXP","1.23%","2.37%","5.96%","-6.11%","-6.79%","1.34%"
"LGI Homes","LGIH","2.55%","-4.58%","-8.46%","-25.60%","21.40%","112.49%"
"LHC Group","LHCG","-0.62%","0.46%","8.86%","53.19%","45.90%","96.38%"
