"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Clearwater Paper","CLW","1.62%","-4.56%","7.49%","-44.71%","-44.53%","-55.90%"
"Cloud Peak Energy","CLD","-4.58%","-7.06%","-23.31%","-43.82%","-17.76%","-17.76%"
"CMTSU Liquidation","CBRI","3.10%","-50.00%","-33.33%","-86.67%","-95.56%","-99.94%"
"Cogent","CCOI","0.79%","1.90%","-5.81%","12.69%","16.82%","75.07%"
"Coherent","COHR","-0.49%","-4.55%","9.84%","-36.46%","-20.48%","205.00%"
"Cohu","COHU","2.71%","-1.97%","6.50%","22.46%","50.17%","182.35%"
"Columbia Banking","COLB","-0.29%","0.36%","3.38%","-3.66%","10.80%","28.18%"
"Comfort Systems","FIX","-0.90%","-1.53%","13.46%","25.54%","68.10%","86.84%"
"Community Bank System","CBU","-0.25%","0.17%","4.58%","18.16%","19.27%","70.22%"
"Community Health Systems","CYH","2.10%","3.28%","10.14%","-26.06%","-54.22%","-94.59%"
"Computer Programs&Systems","CPSI","-0.38%","-3.13%","-23.18%","-12.31%","-9.14%","-42.95%"
"Comtech","CMTL","0.29%","0.41%","-1.40%","56.56%","81.02%","22.58%"
"CONMED","CNMD","0.52%","-1.25%","4.12%","50.72%","53.79%","37.01%"
"Consolidated Communications","CNSL","1.33%","3.54%","-11.00%","-6.40%","-40.14%","-44.61%"
"Contango Oil&Gas","MCF","-5.13%","-14.94%","-28.04%","-5.73%","-8.64%","-44.36%"
"Cooper Stnd","CPS","-1.08%","-3.37%","0.48%","10.07%","33.91%","110.67%"
"Core-Mark","CORE","0.38%","11.95%","34.78%","0.25%","16.53%","-51.23%"
"CoreSite","COR","0.83%","-1.11%","-0.51%","-0.70%","2.52%","123.25%"
"Corindus Vascular Robotics","CR3","0.00%","-15.20%","-13.73%","-3.53%","-37.24%","-73.51%"
"CorVel","CRVL","1.33%","0.62%","2.79%","7.94%","13.75%","73.03%"
"CPB","CPF","0.18%","0.04%","-3.77%","-6.81%","-6.74%","25.34%"
"Cray","CRAY","-1.17%","-4.29%","-17.51%","-12.40%","7.07%","-9.48%"
"Crocs","CROX","-3.18%","1.70%","4.79%","41.93%","89.84%","19.36%"
"Cross Country","CCRN","-1.29%","6.35%","-22.61%","-27.82%","-26.73%","-34.73%"
"CryoLife","CRY","-2.28%","-1.68%","8.26%","67.62%","67.62%","203.98%"
"CSG Systems","CSGS","-0.75%","-3.96%","-10.10%","-15.27%","-2.93%","16.36%"
"CTS Corp","CTS","-0.85%","-1.96%","-6.02%","36.31%","57.05%","83.29%"
"Cubic","CUB","0.48%","9.31%","5.01%","24.51%","69.12%","75.68%"
"Customers Bancorp","CUBI","-1.72%","-6.55%","-14.13%","-5.54%","-14.10%","-1.29%"
"CVB Financial","CVBF","-0.37%","0.58%","8.50%","2.42%","14.36%","37.96%"
"Daktronics","DAKT","-1.17%","-1.52%","-0.94%","-7.67%","-12.28%","-30.27%"
"Darling Ingredients","DAR","-2.89%","-5.75%","-1.66%","7.50%","15.53%","40.62%"
"Dave & Buster’s Entertainment","PLAY","0.77%","0.98%","4.25%","-7.03%","-15.07%","38.66%"
"Depomed","DEPO","-0.55%","-23.04%","-12.55%","-10.81%","16.75%","-77.21%"
"DHI Group","DHX","-4.76%","-6.98%","-6.98%","5.26%","5.26%","-75.76%"
"Diamondrock Hospitality","DRH","0.00%","-1.86%","-6.16%","2.57%","4.51%","-7.88%"
"Digi","DGII","-0.76%","-1.89%","-3.35%","36.13%","43.65%","29.61%"
"Dime Community","DCOM","-0.83%","2.59%","-9.62%","-14.80%","-6.79%","3.48%"
"DineEquity","DIN","0.41%","5.10%","2.18%","47.84%","89.68%","-25.71%"
"Diodes","DIOD","-0.05%","0.16%","4.28%","31.60%","38.10%","86.32%"
"Diplomat Pharmacy","DPLO","2.05%","-0.10%","-26.25%","-3.39%","15.90%","-56.53%"
"Donnelley Financial Solutions","DFIN","1.51%","3.01%","-1.21%","-3.44%","-8.20%","-"
"Dorman","DORM","-1.27%","1.01%","6.43%","23.16%","9.19%","43.24%"
"DSP Group","DSPG","-0.41%","-1.62%","-5.81%","-2.80%","2.10%","33.22%"
"DXP Enterprises","DXPE","-1.44%","3.22%","8.31%","55.22%","74.19%","53.00%"
"Eagle Pharm","EGRX","-0.55%","1.94%","-0.95%","47.70%","45.84%","18.29%"
"EastGroup Properties","EGP","-0.58%","-0.16%","-1.27%","8.28%","11.84%","64.74%"
"Ebix","EBIX","-1.18%","-5.39%","-6.96%","-4.73%","32.34%","144.65%"
"Echo Global","ECHO","-0.91%","-1.21%","9.58%","16.43%","134.53%","29.31%"
"eHealth","EHTH","9.44%","11.69%","13.85%","59.47%","55.88%","83.69%"
"El Paso Electric","EE","-0.08%","1.20%","5.32%","14.36%","17.44%","67.37%"
"El Pollo Loco Holdings Inc","LOCO","-0.86%","1.32%","-0.86%","16.16%","-3.77%","-21.02%"
"Electro Scientific","ESIO","-0.47%","3.69%","33.74%","7.65%","110.30%","388.77%"
"Electronics for Imaging","EFII","-2.78%","-3.00%","-4.04%","12.60%","-1.48%","-27.24%"
"Emergent Biosolutions","EBS","2.73%","3.50%","2.86%","21.65%","56.59%","65.49%"
"Employers","EIG","0.11%","1.39%","5.54%","-1.24%","3.42%","71.49%"
"Enanta","ENTA","-7.46%","-5.25%","-29.35%","48.16%","119.38%","115.79%"
"Encore Capital","ECPG","-1.51%","9.64%","3.29%","-6.77%","-0.76%","-2.63%"
"Encore Wire","WIRE","-1.78%","-4.06%","1.02%","2.06%","28.46%","47.72%"
"Engility","EGL","1.95%","1.31%","-4.26%","19.63%","11.06%","18.34%"
"Enova International Inc","ENVA","0.15%","0.15%","-9.64%","122.04%","167.86%","178.70%"
"Enpro Industries","NPO","-0.67%","-5.09%","-1.45%","-22.87%","1.53%","40.15%"
"ePlus","PLUS","0.20%","-5.90%","-0.51%","30.52%","21.10%","165.13%"
"Era Group Inc","ERA","-4.63%","-15.07%","-10.08%","11.16%","41.92%","-34.34%"
"ESCO Technologies","ESE","-0.08%","4.30%","6.85%","8.80%","21.61%","76.88%"
"Essendant Inc","ESND","-0.45%","-2.94%","9.54%","67.21%","33.97%","-57.13%"
"Ethan Allen Interiors","ETH","1.24%","0.13%","-10.66%","-20.89%","-27.46%","-28.70%"
"Evercore","EVR","-0.09%","-3.43%","3.29%","22.06%","42.29%","91.44%"
"EW Scripps A","SSP","-0.14%","-1.86%","3.64%","-8.89%","-21.59%","-26.56%"
"ExlServices","EXLS","0.43%","0.22%","-4.43%","-2.34%","6.49%","58.74%"
"Exponent","EXPO","0.10%","-0.43%","0.90%","41.77%","54.84%","15.12%"
"Express","EXPR","-2.09%","1.98%","9.91%","1.58%","85.10%","-44.15%"
"Exterran Corp","EXTN","-3.65%","1.94%","-2.39%","-12.98%","12.36%","-"
"EZCORP","EZPW","1.30%","1.74%","-3.31%","-4.10%","30.00%","91.18%"
"Fabrinet","FN","-0.57%","1.01%","7.69%","45.82%","0.79%","120.84%"
"FARO","FARO","-0.45%","-0.74%","19.13%","42.45%","99.26%","58.80%"
"Federal Signal","FSS","0.78%","-9.12%","7.06%","26.03%","36.13%","70.73%"
"Fidelity","LION","-0.88%","-1.05%","-7.76%","8.03%","7.83%","15.61%"
"Fiesta","FRGI","0.35%","2.15%","-3.72%","50.00%","55.31%","-48.16%"
"First Bancorp","FBP","0.35%","1.80%","9.40%","66.67%","49.38%","120.78%"
"First Commonwealth Financial","FCF","-0.15%","0.06%","6.70%","16.83%","31.32%","81.06%"
"First Financial Bancorp","FFBC","-0.48%","0.32%","-1.12%","17.27%","24.85%","60.44%"
"First Financial Bankshares","FFIN","-0.68%","0.43%","11.61%","29.08%","41.66%","77.34%"
"First Midwest","FMBI","-0.86%","-1.26%","3.99%","10.62%","24.87%","43.65%"
"First NBC Bank","FNBCQ","0.00%","33.33%","-20.00%","300.00%","300.00%","-99.89%"
"FirstCash","FCFS","-0.19%","0.50%","-12.06%","19.42%","34.14%","109.93%"
"Five Below","FIVE","-1.37%","0.60%","3.08%","57.54%","118.81%","172.01%"
"Flotek","FTK","-8.85%","-29.21%","-31.56%","-55.79%","-65.08%","-88.57%"
"Forestar","FOR","0.00%","0.42%","9.17%","8.18%","38.78%","79.49%"
"Forrester","FORR","0.11%","-1.21%","2.74%","1.70%","13.65%","38.61%"
"Forward Air","FWRD","-0.92%","-1.28%","3.84%","8.77%","22.51%","27.30%"
"Four Corners Property Trust Inc","FCPT","-0.04%","-0.34%","4.50%","1.17%","5.56%","-"
"Fox Factory","FOXF","0.94%","1.82%","23.37%","65.77%","76.20%","305.54%"
"Francescass","FRAN","0.26%","2.43%","-0.26%","3.83%","-5.01%","-33.19%"
"Franklin Electric","FELE","-0.73%","-1.84%","2.90%","4.36%","22.04%","57.88%"
"Franklin Street Properties","FSP","-0.72%","-3.29%","-7.12%","-23.46%","-20.12%","-28.52%"
"Freds","FRED","-1.65%","-3.24%","-18.64%","-55.80%","-70.80%","-87.66%"
"FTD Companies Inc","FTD","6.23%","25.66%","-3.84%","-40.75%","-67.53%","-85.82%"
"FutureFuel","FF","0.52%","-5.07%","-2.11%","-4.33%","-0.07%","43.10%"
"G-III Apparel","GIII","-0.61%","1.94%","2.26%","23.66%","89.29%","-34.56%"
"Gannett","GCI","0.89%","-0.00%","-0.00%","-11.48%","24.06%","-21.32%"
"Genesco","GCO","2.52%","2.27%","8.63%","31.69%","61.81%","-32.32%"
"Gentherm","THRM","-0.81%","-0.97%","13.79%","44.25%","49.92%","-5.88%"
"Geo","GEO","0.00%","-1.56%","-7.51%","6.99%","-7.17%","15.35%"
"Geospace","GEOS","-2.55%","1.88%","-11.14%","0.23%","-15.53%","-17.36%"
"Getty","GTY","0.03%","-0.83%","1.19%","6.11%","9.42%","73.20%"
"Gibraltar Industries","ROCK","0.46%","-2.68%","11.67%","31.97%","54.71%","132.64%"
"Glacier","GBCI","-0.14%","-0.73%","9.52%","10.38%","26.87%","56.52%"
"Glatfelter","GLT","-3.04%","-6.47%","-21.24%","-27.19%","-9.30%","-17.41%"
"Government Propertiesome","GOV","-1.25%","-2.10%","-1.00%","-14.46%","-14.46%","-4.05%"
"Great Western Bancorp Inc","GWB","-0.48%","-0.93%","2.83%","4.92%","10.89%","56.64%"
"Green Dot","GDOT","-1.57%","2.01%","5.03%","36.57%","77.18%","345.59%"
"Green Plains Energy","GPRE","-1.97%","-1.97%","8.05%","3.56%","-6.43%","-25.49%"
"Greenbrier","GBX","-1.79%","-2.71%","5.32%","7.79%","24.62%","25.14%"
"Greenhill&Co","GHL","-1.09%","-1.55%","3.42%","62.82%","93.01%","-17.36%"
"Griffon","GFF","-1.30%","-3.57%","-5.18%","-16.36%","-11.58%","-0.53%"
"Group 1 Automotive","GPI","-1.55%","-4.31%","14.21%","5.66%","34.15%","-19.61%"
"Guess?","GES","-0.57%","0.44%","6.24%","35.07%","77.16%","7.24%"
"Gulf Island Fabrication","GIFI","8.29%","20.11%","8.29%","-22.19%","-2.34%","-13.13%"
"H B Fuller","FUL","-0.99%","-1.85%","0.61%","4.23%","10.47%","43.72%"
"Haemonetics","HAE","0.39%","-5.10%","5.90%","72.40%","135.05%","155.30%"
"Hanmi","HAFC","-1.18%","-1.57%","-9.21%","-17.13%","-8.88%","-2.63%"
"Harmonic","HLIT","-1.45%","-1.92%","15.91%","21.43%","43.66%","-12.67%"
"Harsco","HSC","0.30%","-5.25%","10.16%","32.60%","57.02%","109.40%"
"Haverty Furniture","HVT","1.40%","1.40%","1.16%","-3.75%","-9.54%","-6.07%"
"Hawaiian","HA","-0.24%","2.95%","14.01%","5.14%","-1.99%","65.94%"
"Hawkins","HWKN","-2.04%","-3.76%","3.23%","9.09%","-4.12%","0.68%"
"Haynes","HAYN","-1.71%","-3.79%","2.98%","22.00%","31.96%","-4.63%"
"HCI Group Inc","HCI","1.78%","4.23%","-1.34%","37.69%","2.18%","-4.12%"
"Healthcare Services","HCSG","-0.56%","1.60%","-7.98%","-22.74%","-21.54%","17.31%"
"Healthequity Inc","HQY","-0.11%","1.90%","2.69%","76.58%","76.61%","151.88%"
"HealthStream","HSTM","-0.90%","1.26%","1.29%","28.54%","29.60%","15.66%"
"Heartland Express","HTLD","0.15%","1.76%","3.97%","-15.81%","-7.75%","-8.01%"
"Heidrick&Struggles","HSII","-1.18%","-3.90%","19.20%","70.67%","128.34%","107.94%"
"Helix","HLX","-3.92%","-2.48%","6.21%","20.16%","57.02%","24.45%"
"HFF","HF","-1.31%","-4.23%","26.52%","-10.16%","18.11%","16.66%"
"Hibbett Sports","HIBB","0.82%","3.16%","4.71%","19.85%","109.87%","-40.87%"
"HighPoint","HPR","-4.83%","-20.95%","-25.81%","-5.85%","57.84%","0.84%"
"Hillenbrand","HI","-0.19%","-0.86%","5.08%","15.77%","41.39%","75.54%"
"HMS Holdings","HMSY","-0.16%","0.56%","26.23%","80.29%","72.56%","226.84%"
"Home BancShares","HOMB","-0.85%","0.04%","3.14%","0.26%","-3.28%","-43.41%"
"Hope Bancorp","HOPE","-0.23%","0.06%","-2.39%","-6.03%","3.06%","10.29%"
"Horace Mann Educators","HMN","-0.89%","1.37%","-3.69%","0.68%","19.68%","29.33%"
"Hornbeck","HOS","-11.50%","-6.42%","-21.24%","31.19%","47.29%","-78.39%"
"Hub Group","HUBG","-0.67%","-4.45%","1.28%","7.62%","42.80%","22.53%"
"Iconix Brand","ICON","-8.91%","-32.79%","-33.87%","-68.22%","-92.21%","-97.01%"
"ICU Medical","ICUI","0.26%","2.46%","-2.04%","35.72%","73.56%","140.66%"
"II-VI","IIVI","-1.10%","-1.43%","2.99%","-4.69%","22.94%","150.84%"
"ILG","ILG","-0.50%","-2.17%","-0.65%","18.79%","28.24%","58.45%"
"Independent Bank","INDB","-0.46%","-0.85%","11.15%","24.91%","27.00%","81.20%"
"Ingevity","NGVT","-1.98%","-1.92%","11.37%","39.39%","72.70%","-"
"Innophoss","IPHS","-1.41%","-3.51%","-11.84%","-7.06%","-3.62%","-14.98%"
"Innospec","IOSP","-0.93%","-6.73%","-9.51%","5.10%","29.83%","60.19%"
"Inogen Inc","INGN","-0.37%","6.09%","13.98%","90.00%","146.06%","337.28%"
"Insight Enterprises","NSIT","-0.26%","0.28%","7.33%","38.73%","29.94%","99.47%"
"Insperity","NSP","-0.90%","3.68%","13.48%","91.54%","168.65%","125.24%"
"Installed Building","IBP","-3.25%","-8.40%","-10.97%","-35.35%","-17.20%","70.19%"
"Integer Hld","ITGR","-0.85%","-2.30%","-4.63%","54.75%","54.58%","45.62%"
"Integra","IART","-0.67%","0.87%","-0.86%","30.51%","24.30%","101.35%"
"Inter Parfums","IPAR","0.00%","-1.83%","11.27%","42.00%","59.43%","114.83%"
"Interactive Brokers","IBKR","-1.16%","0.52%","-0.33%","3.53%","48.50%","45.30%"
"Interface, Inc.","TILE","-0.67%","-0.67%","-4.88%","-10.93%","17.59%","-12.77%"
"INTL FCStone","INTL","0.46%","-0.47%","2.95%","29.56%","48.72%","88.31%"
"Intrepid Potash","IPI","-4.99%","-1.04%","-16.62%","-29.94%","-7.87%","-58.73%"
"Invacare","IVC","-0.60%","-5.40%","-3.76%","-1.19%","21.53%","1.15%"
"Investment Tech","ITG","-4.03%","1.75%","1.98%","15.01%","8.00%","33.13%"
"Iridium","IRDM","-1.76%","-3.23%","6.27%","65.25%","89.32%","180.98%"
"iRobot","IRBT","-0.53%","2.31%","7.08%","12.18%","-16.69%","173.40%"
"Itron","ITRI","-0.89%","-5.27%","0.16%","-10.41%","-16.36%","81.95%"
"J & J Snack Foods","JJSF","0.35%","-0.85%","-8.32%","-5.55%","11.53%","20.85%"
"John Bean Tech","JBT","-2.08%","-2.84%","15.42%","-4.42%","19.53%","189.58%"
"Kaiser","KALU","-1.07%","-1.25%","2.29%","2.66%","16.46%","28.68%"
"Kaman","KAMN","0.14%","-0.87%","-3.36%","10.83%","31.47%","63.93%"
"KapStone Paper&Packaging","KS","-0.06%","-0.89%","-0.32%","52.09%","57.65%","44.76%"
"Kelly Services A","KELYA","1.82%","0.74%","8.58%","-9.94%","13.86%","65.83%"
"Kirklands","KIRK","-1.33%","1.45%","-2.11%","-6.69%","28.28%","-58.11%"
"Kite","KRG","-0.90%","-0.42%","-1.67%","-15.87%","-18.53%","-37.75%"
"Knight Transportation","KNX","-1.93%","-2.57%","-14.06%","-25.48%","-14.38%","15.53%"
"Kopin","KOPN","1.75%","3.11%","-23.68%","-27.50%","-41.27%","-12.78%"
"Koppers","KOP","0.43%","-5.09%","-5.35%","-30.45%","-9.23%","69.14%"
"Korn/Ferry","KFY","-2.49%","-4.39%","0.15%","57.01%","98.69%","86.59%"
"Kraton","KRA","-3.53%","-4.07%","-2.99%","-3.53%","36.04%","112.77%"
"Kulicke&Soffa","KLIC","1.09%","-1.64%","-5.44%","10.64%","42.26%","162.73%"
"La-Z-Boy","LZB","0.48%","1.79%","3.65%","-0.00%","-2.04%","15.81%"
"Lannett Com","LCI","-0.18%","-1.60%","-0.51%","-41.68%","-10.40%","-74.33%"
"LCI Industries","LCII","-0.71%","-0.76%","3.07%","-25.04%","-0.05%","65.14%"
