"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Banner","BANR","-0.77%","1.44%","0.53%","12.52%","7.79%","31.90%"
"Barnes","B","0.57%","2.12%","4.25%","-2.64%","2.21%","59.21%"
"Barnes & Noble Education Inc","BNED","7.10%","6.19%","-13.19%","-31.31%","-24.53%","-60.72%"
"Barnes&Noble","BKS","3.10%","6.97%","-5.97%","-12.99%","-29.76%","-67.23%"
"Bel Fuse B","BELFB","-0.88%","3.42%","5.35%","-10.05%","-10.12%","14.68%"
"Belmond","BEL","-0.22%","-0.18%","-2.34%","-7.92%","-14.87%","-1.57%"
"Benchmark Electronics","BHE","-1.18%","-0.85%","-0.34%","0.52%","-14.72%","34.42%"
"Big 5","BGFV","-3.79%","-5.22%","-22.56%","-16.45%","-42.90%","-56.51%"
"Biglari","BH","-1.68%","-3.49%","-3.60%","-55.36%","-52.28%","-55.30%"
"BioTelemetry","BEAT","-6.30%","-4.70%","5.54%","59.20%","34.84%","329.22%"
"BJs Restaurants","BJRI","-3.12%","-0.80%","1.06%","70.60%","74.10%","24.47%"
"Black Box","BBOX","-5.03%","-3.21%","-36.55%","-57.46%","-81.36%","-91.55%"
"Blackbaud","BLKB","-1.01%","2.43%","15.01%","24.56%","27.05%","98.72%"
"Blucora","BCOR","-0.67%","-3.40%","-2.51%","66.97%","74.47%","139.14%"
"BofI Holding","BOFI","-1.05%","1.44%","-1.00%","38.63%","61.47%","43.67%"
"Boise Cascad Llc","BCC","-0.23%","-6.28%","-0.80%","8.52%","42.20%","33.11%"
"Boston Private","BPFH","0.00%","-8.13%","-11.71%","-4.85%","-4.23%","15.20%"
"Bottomline","EPAY","-0.55%","1.31%","13.62%","62.37%","96.07%","109.64%"
"Boyd Gaming","BYD","-0.48%","-1.80%","8.22%","7.42%","43.54%","123.57%"
"Brady","BRC","-0.27%","0.14%","-5.84%","-2.24%","10.60%","58.33%"
"Briggs&Stratton","BGG","1.65%","-5.03%","-6.69%","-34.57%","-30.51%","-8.03%"
"Brinks","BCO","-0.57%","-4.78%","-3.90%","0.06%","11.39%","173.63%"
"Bristow","BRS","0.68%","3.14%","5.58%","9.65%","93.58%","-67.45%"
"Brookline Bancorp","BRKL","0.00%","2.45%","-1.31%","20.06%","26.09%","64.92%"
"Brooks Automation","BRKS","-2.95%","-5.52%","-5.23%","28.43%","18.63%","193.11%"
"Buckle","BKE","-3.08%","-0.00%","-14.80%","-0.63%","41.32%","-43.68%"
"Cabot","CCMP","-0.48%","1.56%","9.85%","25.43%","47.65%","175.77%"
"CACI","CACI","-1.65%","-1.93%","4.40%","32.60%","37.49%","118.42%"
"Cal-Maine","CALM","0.11%","-1.85%","-11.76%","1.24%","21.46%","-12.64%"
"CalAmp","CAMP","-0.86%","-2.96%","4.94%","7.09%","18.06%","29.81%"
"Calavo Growers","CVGW","-0.68%","-1.51%","-2.08%","11.73%","28.30%","78.06%"
"Caleres","CAL","-2.59%","1.77%","-0.82%","4.48%","31.11%","11.29%"
"California Water Service","CWT","0.12%","1.23%","3.26%","-9.15%","7.15%","80.86%"
"Callaway Golf","ELY","-1.45%","1.54%","-0.83%","36.90%","50.51%","123.04%"
"Cambrex","CBM","3.70%","7.60%","24.77%","25.42%","1.86%","23.08%"
"Cantel Medical","CMD","0.42%","-0.47%","-1.52%","-7.31%","23.72%","73.40%"
"Capella","CPLA","-1.04%","0.48%","6.11%","34.63%","28.96%","96.72%"
"Capstead Mortgage","CMO","-0.64%","0.94%","-6.44%","-0.92%","-14.73%","-23.82%"
"Carbo Ceramics","CRR","1.78%","1.04%","9.84%","-4.62%","44.71%","-70.91%"
"Cardtronics","CATM","-2.29%","-6.59%","3.78%","40.82%","-15.32%","-24.27%"
"Career","CECO","-0.98%","-0.54%","13.13%","51.24%","98.59%","448.65%"
"Caretrust Inc","CTRE","-1.24%","-1.01%","-2.17%","-0.36%","-8.69%","30.67%"
"Carrizo Oil&Gas","CRZO","0.32%","0.71%","4.70%","33.98%","83.46%","-22.99%"
"Cato","CATO","-1.22%","7.13%","1.56%","63.32%","53.39%","-30.56%"
"Cavco","CVCO","-2.64%","-2.51%","5.73%","40.24%","64.43%","205.76%"
"Cedar Realty","CDR","-2.02%","1.25%","0.41%","-20.23%","-6.73%","-27.07%"
"Celadon","CGIP","-3.58%","-11.02%","12.15%","-49.53%","-22.17%","-84.52%"
"Central Garden&Pet","CENT","-1.57%","-2.36%","2.36%","9.43%","25.86%","355.02%"
"Central Garden&Pet A","CENTA","-1.52%","-2.27%","2.27%","5.01%","21.10%","284.84%"
"Century Aluminum","CENX","-1.19%","-10.43%","-19.03%","-32.64%","-28.06%","53.48%"
"CEVA","CEVA","-1.85%","-1.09%","2.75%","-31.20%","-31.13%","85.56%"
"Chart Industries","GTLS","-0.15%","11.99%","19.11%","60.31%","115.00%","149.15%"
"Chemed","CHE","-2.62%","-1.53%","0.38%","32.06%","58.36%","126.64%"
"Chemours Co","CC","-0.49%","1.42%","-4.31%","-10.41%","-6.60%","296.55%"
"Chesapeake Lodging","CHSP","-1.40%","1.19%","0.31%","19.20%","30.15%","3.06%"
"Chuy's Holdings","CHUY","-3.85%","2.04%","1.25%","15.69%","32.45%","20.72%"
"Cincinnati Bell","CBB","1.13%","-6.60%","-7.88%","-35.49%","-28.46%","-26.70%"
"CIRCOR","CIR","0.71%","-0.18%","8.04%","-18.55%","-31.50%","-14.34%"
"City Holding","CHCO","-0.56%","5.13%","4.72%","19.10%","18.07%","64.44%"
"Clearwater Paper","CLW","-1.51%","-3.39%","-3.18%","-49.78%","-53.94%","-57.74%"
"Cloud Peak Energy","CLD","-6.33%","-2.41%","-17.75%","-31.80%","-15.69%","-4.86%"
"CMTSU Liquidation","CBRI","-14.29%","-40.00%","-40.00%","-80.00%","-94.00%","-99.90%"
"Cogent","CCOI","-0.95%","-3.96%","-2.98%","15.12%","19.61%","64.88%"
"Coherent","COHR","-0.66%","3.16%","12.74%","-39.65%","-37.87%","189.99%"
"Cohu","COHU","-1.41%","-2.21%","3.49%","14.72%","28.60%","107.07%"
"Columbia Banking","COLB","-0.82%","2.94%","-0.40%","-2.51%","5.37%","31.77%"
"Comfort Systems","FIX","-0.52%","0.84%","4.35%","9.85%","31.55%","92.80%"
"Community Bank System","CBU","-0.43%","5.38%","5.59%","20.28%","16.11%","68.45%"
"Community Health Systems","CYH","-1.29%","10.91%","-23.94%","-28.40%","-64.98%","-94.76%"
"Computer Programs&Systems","CPSI","-0.58%","1.19%","2.40%","13.48%","9.82%","-36.17%"
"Comtech","CMTL","-1.43%","-3.59%","3.74%","49.14%","74.09%","16.53%"
"CONMED","CNMD","-0.76%","0.18%","-1.68%","45.40%","46.32%","28.44%"
"Consolidated Communications","CNSL","3.61%","3.36%","-0.46%","5.99%","-28.82%","-33.85%"
"Contango Oil&Gas","MCF","0.69%","-2.33%","5.21%","24.42%","3.35%","-40.02%"
"Cooper Stnd","CPS","0.52%","-0.27%","-1.14%","9.83%","31.91%","127.19%"
"Core-Mark","CORE","-1.24%","1.14%","4.64%","-24.32%","-36.32%","-59.83%"
"CoreSite","COR","0.07%","-1.11%","3.59%","-1.67%","5.71%","124.85%"
"Corindus Vascular Robotics","CR3","-2.24%","8.65%","46.02%","11.69%","-41.52%","-73.27%"
"CorVel","CRVL","-2.30%","-0.36%","1.84%","4.54%","14.73%","75.22%"
"CPB","CPF","-0.89%","0.24%","-1.56%","-2.65%","-8.42%","27.54%"
"Cray","CRAY","2.93%","4.36%","6.04%","8.88%","39.42%","3.13%"
"Crocs","CROX","-1.27%","-1.21%","-3.11%","35.52%","114.93%","20.89%"
"Cross Country","CCRN","-0.93%","-1.51%","-0.93%","-7.92%","-4.16%","-2.57%"
"CryoLife","CRY","-1.47%","3.07%","7.65%","57.96%","53.16%","180.09%"
"CSG Systems","CSGS","-0.88%","-0.76%","-2.72%","-7.10%","-2.51%","33.39%"
"CTS Corp","CTS","-2.70%","-3.10%","0.42%","39.81%","61.07%","90.58%"
"Cubic","CUB","-0.15%","-0.51%","7.69%","16.45%","44.37%","57.13%"
"Customers Bancorp","CUBI","-0.48%","-0.38%","-5.77%","10.58%","0.88%","22.72%"
"CVB Financial","CVBF","-0.59%","5.66%","0.09%","-0.21%","5.76%","33.05%"
"Daktronics","DAKT","0.72%","-0.12%","-1.86%","-7.67%","-12.73%","-23.01%"
"Darling Ingredients","DAR","-0.80%","-0.30%","0.30%","9.65%","17.77%","53.51%"
"Dave & Buster’s Entertainment","PLAY","-3.10%","-0.41%","-5.02%","-12.89%","-25.91%","23.64%"
"Depomed","DEPO","-0.36%","-0.36%","11.52%","2.24%","-23.73%","-74.75%"
"DHI Group","DHX","-1.16%","-1.40%","-11.67%","11.58%","-22.91%","-75.52%"
"Diamondrock Hospitality","DRH","-2.27%","-1.06%","-1.47%","7.00%","3.25%","-5.99%"
"Digi","DGII","-3.66%","-2.95%","-2.23%","37.70%","30.20%","32.83%"
"Dime Community","DCOM","-0.49%","1.26%","-0.98%","-3.82%","-2.66%","17.97%"
"DineEquity","DIN","-3.93%","-3.36%","-15.34%","34.40%","59.37%","-31.96%"
"Diodes","DIOD","0.89%","4.04%","7.63%","33.76%","46.10%","73.92%"
"Diplomat Pharmacy","DPLO","-4.78%","-17.73%","-24.28%","6.13%","34.98%","-55.05%"
"Donnelley Financial Solutions","DFIN","-0.57%","5.04%","20.89%","6.88%","-11.17%","-"
"Dorman","DORM","-1.93%","0.38%","0.65%","16.55%","-8.09%","49.33%"
"DSP Group","DSPG","-0.38%","0.77%","11.54%","4.40%","7.85%","49.31%"
"DXP Enterprises","DXPE","-1.84%","2.83%","10.64%","46.23%","28.73%","16.58%"
"Eagle Pharm","EGRX","-0.99%","-1.05%","10.05%","51.85%","15.82%","-12.98%"
"EastGroup Properties","EGP","-0.42%","-3.32%","-2.84%","4.27%","8.50%","54.74%"
"Ebix","EBIX","-2.64%","2.03%","6.21%","4.61%","46.99%","177.91%"
"Echo Global","ECHO","-2.07%","6.04%","1.82%","9.64%","68.22%","-2.14%"
"eHealth","EHTH","0.87%","1.21%","5.70%","39.78%","28.53%","84.08%"
"El Paso Electric","EE","0.41%","1.16%","3.92%","10.21%","17.65%","75.69%"
"El Pollo Loco Holdings Inc","LOCO","-1.67%","2.17%","1.73%","18.69%","-12.96%","-36.56%"
"Electro Scientific","ESIO","-0.96%","-1.51%","8.59%","-17.97%","101.14%","288.94%"
"Electronics for Imaging","EFII","-1.98%","-1.75%","3.26%","15.78%","-30.41%","-24.71%"
"Emergent Biosolutions","EBS","-0.35%","-0.79%","6.38%","16.20%","50.75%","64.58%"
"Employers","EIG","1.55%","2.15%","3.89%","-3.83%","-2.84%","89.44%"
"Enanta","ENTA","-2.75%","-9.13%","-1.51%","91.58%","197.88%","148.77%"
"Encore Capital","ECPG","0.82%","3.08%","-2.90%","-12.59%","-8.23%","-14.76%"
"Encore Wire","WIRE","-0.52%","-1.34%","-3.13%","-1.54%","9.36%","32.87%"
"Engility","EGL","-0.59%","-1.51%","14.43%","20.88%","15.86%","51.21%"
"Enova International Inc","ENVA","-1.17%","0.26%","6.62%","149.01%","136.56%","108.54%"
"Enpro Industries","NPO","0.17%","0.95%","2.97%","-22.41%","-0.94%","42.37%"
"ePlus","PLUS","-1.22%","1.26%","4.78%","34.11%","24.81%","156.62%"
"Era Group Inc","ERA","-0.67%","0.52%","-0.15%","24.74%","43.12%","-21.44%"
"ESCO Technologies","ESE","0.48%","3.47%","8.88%","3.82%","0.16%","67.92%"
"Essendant Inc","ESND","-2.25%","-2.18%","3.43%","49.73%","0.36%","-60.26%"
"Ethan Allen Interiors","ETH","-2.89%","-3.69%","-2.49%","-16.93%","-24.56%","-17.31%"
"Evercore","EVR","0.76%","3.37%","4.81%","25.94%","45.51%","97.20%"
"EW Scripps A","SSP","-0.15%","1.01%","-5.61%","-17.15%","-33.42%","-41.82%"
"ExlServices","EXLS","-1.54%","-0.23%","6.06%","1.74%","9.94%","71.94%"
"Exponent","EXPO","1.11%","-0.10%","1.62%","40.79%","52.13%","14.06%"
"Express","EXPR","0.10%","-3.77%","-4.72%","-4.53%","59.90%","-45.59%"
"Exterran Corp","EXTN","-0.26%","-3.12%","3.09%","-14.98%","-4.60%","-"
"EZCORP","EZPW","0.82%","5.11%","-0.00%","1.23%","55.35%","104.81%"
"Fabrinet","FN","-1.85%","-1.13%","11.48%","36.72%","-15.56%","115.84%"
"FARO","FARO","0.52%","2.55%","10.71%","24.26%","48.79%","53.40%"
"Federal Signal","FSS","0.29%","0.42%","2.69%","19.71%","31.35%","68.77%"
"Fidelity","LION","-0.60%","-2.91%","-4.76%","14.68%","14.26%","34.41%"
"Fiesta","FRGI","-2.13%","1.19%","9.54%","57.11%","65.37%","-41.04%"
"First Bancorp","FBP","0.12%","5.46%","6.95%","62.94%","38.73%","86.32%"
"First Commonwealth Financial","FCF","-1.20%","3.27%","3.02%","14.53%","24.43%","75.78%"
"First Financial Bancorp","FFBC","-2.87%","-3.48%","-5.13%","15.75%","8.54%","62.58%"
"First Financial Bankshares","FFIN","0.43%","10.36%","8.91%","28.86%","31.48%","69.09%"
"First Midwest","FMBI","-1.66%","0.93%","-1.02%","8.70%","10.45%","39.50%"
"First NBC Bank","FNBCQ","0.00%","-0.00%","25.00%","400.00%","150.00%","-99.87%"
"FirstCash","FCFS","-0.53%","1.63%","3.44%","38.32%","60.59%","130.60%"
"Five Below","FIVE","-2.59%","-3.54%","-0.15%","48.70%","110.91%","161.94%"
"Flotek","FTK","0.82%","5.12%","-6.95%","-33.91%","-62.98%","-81.57%"
"Forestar","FOR","1.57%","2.49%","5.85%","2.73%","31.78%","73.85%"
"Forrester","FORR","0.46%","1.28%","2.35%","-1.47%","5.07%","27.23%"
"Forward Air","FWRD","-4.49%","-1.00%","-4.50%","0.47%","6.05%","22.94%"
"Four Corners Property Trust Inc","FCPT","-0.12%","0.04%","1.48%","-4.05%","-2.30%","-"
"Fox Factory","FOXF","-0.59%","-3.05%","10.78%","30.89%","34.52%","209.12%"
"Francescass","FRAN","-4.52%","1.60%","0.00%","3.97%","-18.28%","-38.71%"
"Franklin Electric","FELE","4.90%","7.66%","8.61%","7.19%","12.59%","77.94%"
"Franklin Street Properties","FSP","-0.12%","0.47%","1.18%","-20.02%","-19.34%","-26.14%"
"Freds","FRED","-5.50%","-6.79%","-18.25%","-49.14%","-68.50%","-88.48%"
"FTD Companies Inc","FTD","-5.77%","-26.08%","-32.61%","-52.29%","-82.62%","-88.46%"
"FutureFuel","FF","-0.74%","-2.69%","-6.50%","-5.04%","-10.38%","17.68%"
"G-III Apparel","GIII","-0.98%","-0.86%","1.42%","25.59%","84.07%","-33.33%"
"Gannett","GCI","1.03%","1.78%","-3.01%","-11.13%","13.19%","-24.49%"
"Genesco","GCO","-2.21%","-0.00%","-3.62%","22.77%","28.71%","-36.76%"
"Gentherm","THRM","-0.61%","-0.37%","12.00%","27.87%","2.92%","-17.55%"
"Geo","GEO","-1.97%","-4.62%","-4.37%","7.67%","-16.14%","3.08%"
"Geospace","GEOS","-0.90%","-2.78%","5.36%","10.64%","1.92%","-14.33%"
"Getty","GTY","0.07%","0.71%","2.68%","4.34%","15.06%","74.61%"
"Gibraltar Industries","ROCK","-2.20%","-3.83%","-0.26%","14.24%","19.12%","95.95%"
"Glacier","GBCI","-0.68%","10.52%","10.02%","11.78%","22.41%","56.13%"
"Glatfelter","GLT","0.74%","1.24%","5.96%","-4.66%","0.64%","-1.49%"
"Government Propertiesome","GOV","0.06%","1.10%","2.42%","-15.48%","-10.81%","-12.16%"
"Great Western Bancorp Inc","GWB","0.22%","2.32%","-3.19%","5.35%","2.95%","73.34%"
"Green Dot","GDOT","-0.42%","3.76%","10.52%","36.34%","103.11%","318.12%"
"Green Plains Energy","GPRE","2.27%","-0.32%","-21.84%","-6.53%","-18.10%","-30.86%"
"Greenbrier","GBX","0.13%","4.21%","19.13%","7.73%","26.75%","29.94%"
"Greenhill&Co","GHL","3.59%","4.73%","15.08%","70.26%","66.42%","-14.89%"
"Griffon","GFF","-2.05%","-3.08%","1.87%","-11.89%","-12.75%","14.13%"
"Group 1 Automotive","GPI","-1.40%","0.27%","-5.94%","-5.64%","10.90%","-28.06%"
"Guess?","GES","-3.54%","-4.79%","1.10%","30.75%","76.84%","2.41%"
"Gulf Island Fabrication","GIFI","-0.54%","-4.15%","-3.65%","-31.12%","-21.28%","2.21%"
"H B Fuller","FUL","0.78%","0.52%","3.84%","3.38%","7.47%","43.42%"
"Haemonetics","HAE","-0.67%","2.17%","10.62%","70.56%","148.27%","157.23%"
"Hanmi","HAFC","-1.27%","-1.09%","-8.09%","-10.21%","-7.16%","5.78%"
"Harmonic","HLIT","-1.69%","0.57%","3.55%","4.17%","5.42%","-33.51%"
"Harsco","HSC","1.91%","4.34%","1.69%","28.95%","47.09%","70.81%"
"Haverty Furniture","HVT","-1.91%","-3.07%","-7.22%","-9.27%","-9.27%","-8.42%"
"Hawaiian","HA","-4.09%","-0.41%","-2.68%","-8.78%","-17.76%","62.13%"
"Hawkins","HWKN","-0.40%","2.31%","9.75%","7.10%","-18.66%","9.31%"
"Haynes","HAYN","4.55%","6.96%","9.04%","27.58%","31.48%","-1.73%"
"HCI Group Inc","HCI","-0.02%","0.65%","1.86%","40.67%","-6.89%","-5.06%"
"Healthcare Services","HCSG","-1.30%","-7.03%","-6.72%","-25.27%","-26.98%","14.57%"
"Healthequity Inc","HQY","-3.18%","-1.90%","3.94%","71.13%","61.80%","141.53%"
"HealthStream","HSTM","-6.52%","-6.16%","-2.33%","17.70%","19.09%","-5.58%"
"Heartland Express","HTLD","-7.26%","8.20%","7.03%","-15.17%","-8.97%","1.75%"
"Heidrick&Struggles","HSII","-1.99%","-2.54%","-3.63%","40.53%","73.37%","43.39%"
"Helix","HLX","2.63%","3.82%","19.41%","19.10%","47.45%","1.35%"
"HFF","HF","-1.46%","5.02%","7.41%","-25.23%","1.73%","-9.73%"
"Hibbett Sports","HIBB","-3.32%","-3.32%","0.65%","14.22%","64.66%","-45.81%"
"HighPoint","HPR","2.78%","10.02%","21.21%","37.04%","111.11%","9.67%"
"Hillenbrand","HI","-0.20%","-0.30%","3.91%","10.07%","33.70%","77.62%"
"HMS Holdings","HMSY","-1.40%","-0.79%","8.06%","41.53%","21.84%","100.25%"
"Home BancShares","HOMB","-1.83%","1.36%","-0.60%","-0.73%","-10.75%","-40.77%"
"Hope Bancorp","HOPE","-1.24%","-0.23%","-4.69%","-4.16%","-5.82%","15.52%"
"Horace Mann Educators","HMN","-0.67%","-1.99%","-1.66%","0.68%","20.00%","20.10%"
"Hornbeck","HOS","3.98%","-3.31%","36.26%","59.49%","100.00%","-70.39%"
"Hub Group","HUBG","-7.34%","-4.98%","-8.16%","-2.51%","15.88%","11.99%"
"Iconix Brand","ICON","-8.26%","-6.25%","-7.69%","-53.49%","-91.23%","-97.16%"
"ICU Medical","ICUI","-1.44%","0.37%","2.34%","37.80%","71.95%","204.56%"
"II-VI","IIVI","0.11%","1.58%","2.75%","-4.37%","12.96%","161.35%"
"ILG","ILG","-0.99%","-0.58%","2.07%","19.59%","26.19%","57.83%"
"Independent Bank","INDB","-0.55%","13.18%","11.02%","29.06%","24.52%","87.34%"
"Ingevity","NGVT","-0.68%","-3.38%","9.50%","24.42%","50.42%","-"
"Innophoss","IPHS","-0.71%","-0.97%","2.12%","5.14%","14.47%","1.63%"
"Innospec","IOSP","-0.88%","-4.41%","1.35%","11.97%","23.04%","87.95%"
"Inogen Inc","INGN","-3.79%","-3.77%","10.75%","69.96%","109.86%","371.66%"
"Insight Enterprises","NSIT","-2.12%","2.03%","2.28%","31.42%","20.56%","84.46%"
"Insperity","NSP","-0.76%","-0.91%","5.15%","70.88%","173.90%","94.06%"
"Installed Building","IBP","-4.20%","-3.86%","-5.19%","-27.85%","5.59%","106.56%"
"Integer Hld","ITGR","-0.55%","-0.69%","13.49%","59.71%","62.77%","53.77%"
"Integra","IART","-1.23%","-1.03%","-2.55%","30.92%","12.66%","92.50%"
"Inter Parfums","IPAR","0.53%","2.60%","4.95%","31.65%","51.93%","92.27%"
"Interactive Brokers","IBKR","-1.57%","-3.28%","-3.28%","5.67%","60.39%","48.34%"
"Interface, Inc.","TILE","1.08%","0.86%","1.51%","-6.56%","24.67%","-0.68%"
"INTL FCStone","INTL","0.48%","0.81%","6.13%","29.09%","40.70%","80.77%"
"Intrepid Potash","IPI","1.36%","0.62%","-5.00%","-14.18%","41.84%","-54.61%"
"Invacare","IVC","-2.83%","-3.38%","-9.26%","1.78%","7.52%","-3.05%"
"Investment Tech","ITG","0.62%","1.61%","5.84%","17.77%","1.02%","-5.50%"
"Iridium","IRDM","-0.55%","-1.37%","10.46%","52.12%","64.68%","139.65%"
"iRobot","IRBT","-2.81%","-10.83%","-4.34%","-7.18%","-19.01%","128.47%"
"Itron","ITRI","-1.39%","1.26%","2.64%","-11.66%","-17.69%","103.48%"
"J & J Snack Foods","JJSF","-0.14%","-1.60%","-0.34%","1.59%","18.99%","40.28%"
"John Bean Tech","JBT","0.32%","3.00%","3.28%","-14.85%","0.11%","167.05%"
"Kaiser","KALU","2.61%","4.02%","7.42%","4.88%","14.97%","29.09%"
"Kaman","KAMN","-0.90%","-0.82%","-6.14%","12.92%","29.26%","65.15%"
"KapStone Paper&Packaging","KS","0.00%","-0.40%","0.03%","52.75%","52.75%","45.51%"
"Kelly Services A","KELYA","0.52%","2.27%","3.31%","-14.23%","2.77%","58.79%"
"Kirklands","KIRK","-0.79%","-0.61%","-9.13%","-5.10%","15.93%","-57.51%"
"Kite","KRG","-0.54%","0.18%","-3.58%","-14.90%","-16.39%","-34.97%"
"Knight Transportation","KNX","-9.02%","-4.11%","-11.57%","-20.43%","-6.10%","35.48%"
"Kopin","KOPN","0.00%","0.66%","3.38%","-4.38%","-22.73%","3.73%"
"Koppers","KOP","-0.92%","-0.66%","-2.33%","-26.03%","0.13%","80.75%"
"Korn/Ferry","KFY","-1.34%","0.09%","5.09%","58.63%","94.84%","92.95%"
"Kraton","KRA","-0.92%","-4.26%","1.49%","-3.86%","30.63%","113.71%"
"Kulicke&Soffa","KLIC","-1.60%","-5.66%","10.83%","8.87%","17.62%","158.03%"
"La-Z-Boy","LZB","-1.25%","3.43%","5.49%","1.60%","-3.35%","26.90%"
