"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Cal-Maine","CALM","-1.16%","4.69%","7.09%","10.46%","37.92%","-5.79%"
"CalAmp","CAMP","-1.19%","0.30%","-1.44%","8.77%","29.57%","39.83%"
"Calavo Growers","CVGW","-0.98%","4.61%","5.38%","19.55%","44.87%","87.41%"
"Caleres","CAL","-3.05%","2.42%","4.57%","7.35%","47.66%","7.99%"
"California Water Service","CWT","-0.98%","-0.98%","-0.98%","-11.14%","8.48%","82.19%"
"Callaway Golf","ELY","-0.60%","0.99%","19.70%","61.38%","73.06%","146.22%"
"Cambrex","CBM","1.24%","-3.08%","9.83%","28.02%","18.17%","22.46%"
"Cantel Medical","CMD","-0.93%","-1.18%","-1.30%","-8.09%","25.25%","72.66%"
"Capstead Mortgage","CMO","0.72%","3.56%","-0.59%","-2.43%","-12.27%","-22.21%"
"Carbo Ceramics","CRR","-7.60%","-7.93%","-17.79%","-22.40%","28.46%","-73.06%"
"Cardtronics","CATM","3.11%","8.14%","17.59%","77.27%","26.51%","-7.34%"
"Career","CECO","0.54%","-0.83%","-8.55%","39.07%","94.44%","324.24%"
"Caretrust Inc","CTRE","0.34%","1.47%","6.22%","6.92%","-5.03%","56.10%"
"Carrizo Oil&Gas","CRZO","-6.95%","-7.48%","-20.06%","6.34%","68.88%","-34.99%"
"Cato","CATO","-5.68%","-0.59%","-3.54%","47.05%","79.11%","-37.14%"
"Cavco","CVCO","0.09%","-0.61%","3.33%","48.62%","79.29%","209.84%"
"Cedar Realty","CDR","0.45%","0.00%","-6.05%","-25.99%","-8.72%","-35.71%"
"Celadon","CGIP","0.60%","15.52%","-7.71%","-47.66%","-22.99%","-83.57%"
"Central Garden&Pet","CENT","-0.26%","-4.42%","-10.36%","0.46%","17.07%","239.12%"
"Central Garden&Pet A","CENTA","-0.91%","-1.72%","-11.30%","-4.69%","10.65%","191.72%"
"Century Aluminum","CENX","-11.00%","-8.65%","-24.92%","-43.53%","-25.17%","90.22%"
"CEVA","CEVA","-4.22%","-4.55%","-11.68%","-38.57%","-30.09%","46.28%"
"Chart Industries","GTLS","-2.68%","-1.54%","12.64%","61.25%","128.97%","201.52%"
"Chemed","CHE","-0.96%","-0.84%","-3.63%","29.25%","67.54%","111.52%"
"Chemours Co","CC","-3.16%","-8.72%","-2.89%","-14.22%","-4.39%","291.07%"
"Chesapeake Lodging","CHSP","0.69%","1.81%","0.25%","18.09%","26.99%","0.53%"
"Chuy's Holdings","CHUY","1.47%","-10.82%","-13.21%","-1.60%","33.98%","-17.73%"
"Cincinnati Bell","CBB","-4.37%","-0.41%","-16.32%","-42.21%","-41.65%","-39.14%"
"CIRCOR","CIR","-2.11%","-1.40%","9.72%","-10.48%","-8.75%","-8.29%"
"City Holding","CHCO","-1.15%","0.22%","5.38%","19.39%","34.38%","65.33%"
"Clearwater Paper","CLW","1.57%","2.79%","9.32%","-43.17%","-42.98%","-54.97%"
"Cloud Peak Energy","CLD","-4.24%","-13.41%","-27.33%","-49.21%","-22.87%","-25.17%"
"CMTSU Liquidation","CBRI","33.33%","-0.00%","-40.00%","-80.00%","-92.68%","-99.91%"
"Cogent","CCOI","0.10%","4.60%","-3.68%","15.45%","21.35%","78.80%"
"Coherent","COHR","-0.73%","2.91%","9.30%","-36.06%","-16.10%","204.61%"
"Cohu","COHU","-3.97%","0.30%","2.45%","20.18%","50.57%","179.15%"
"Columbia Banking","COLB","-2.13%","-0.38%","1.41%","-3.96%","13.99%","26.23%"
"Comfort Systems","FIX","-0.81%","-0.81%","16.40%","26.80%","68.75%","88.97%"
"Community Bank System","CBU","-0.86%","0.97%","4.86%","19.68%","24.89%","72.19%"
"Community Health Systems","CYH","-0.93%","4.92%","16.36%","-24.88%","-53.22%","-94.66%"
"Computer Programs&Systems","CPSI","-1.63%","3.04%","-19.58%","-9.82%","-7.03%","-41.54%"
"Comtech","CMTL","-0.49%","0.09%","1.05%","56.33%","81.05%","21.85%"
"CONMED","CNMD","-1.67%","0.63%","3.51%","50.25%","56.38%","34.59%"
"Consolidated Communications","CNSL","-0.35%","1.68%","-8.00%","-5.66%","-38.30%","-44.15%"
"Contango Oil&Gas","MCF","6.68%","6.68%","-14.83%","8.49%","5.80%","-34.49%"
"Cooper Stnd","CPS","-0.90%","-0.58%","0.62%","10.82%","37.90%","112.11%"
"Core-Mark","CORE","1.12%","7.82%","41.81%","6.11%","24.90%","-48.02%"
"CoreSite","COR","0.73%","-0.75%","0.49%","-0.08%","3.58%","121.46%"
"Corindus Vascular Robotics","CR3","-4.16%","-5.21%","-7.23%","-4.63%","-36.75%","-74.66%"
"CorVel","CRVL","-0.43%","3.68%","4.14%","9.26%","13.11%","72.59%"
"CPB","CPF","-0.49%","1.44%","-2.42%","-5.23%","-2.28%","26.37%"
"Cray","CRAY","0.47%","-0.70%","-15.45%","-11.78%","12.66%","-6.61%"
"Crocs","CROX","-1.82%","-3.48%","5.54%","44.78%","99.13%","23.48%"
"Cross Country","CCRN","-0.95%","0.75%","-21.04%","-26.18%","-24.15%","-33.66%"
"CryoLife","CRY","-0.16%","-3.32%","9.20%","67.36%","68.68%","200.37%"
"CSG Systems","CSGS","-0.21%","-1.17%","-9.22%","-15.02%","-3.37%","15.37%"
"CTS Corp","CTS","-1.83%","-1.83%","-6.33%","35.15%","58.18%","81.44%"
"Cubic","CUB","-1.96%","1.83%","5.00%","22.90%","69.67%","71.24%"
"Customers Bancorp","CUBI","-2.45%","-3.45%","-15.67%","-6.39%","-12.04%","-1.93%"
"CVB Financial","CVBF","-1.11%","0.17%","8.54%","2.50%","18.32%","37.69%"
"Daktronics","DAKT","1.66%","-0.23%","1.78%","-5.91%","-7.03%","-29.82%"
"Darling Ingredients","DAR","-1.07%","-2.02%","-2.66%","7.06%","22.62%","39.74%"
"Dave & Buster’s Entertainment","PLAY","0.08%","3.23%","8.54%","-5.06%","-13.26%","40.54%"
"Depomed","DEPO","0.00%","-3.31%","-11.62%","-9.32%","15.87%","-76.77%"
"DHI Group","DHX","0.00%","-2.44%","-6.98%","5.26%","2.56%","-75.99%"
"Diamondrock Hospitality","DRH","0.60%","1.82%","-3.93%","3.90%","6.83%","-7.64%"
"Digi","DGII","-1.93%","-3.05%","-6.27%","32.98%","43.50%","25.99%"
"Dime Community","DCOM","0.00%","1.40%","-9.05%","-13.60%","-4.23%","4.14%"
"DineEquity","DIN","1.44%","4.25%","9.98%","52.95%","93.73%","-24.12%"
"Diodes","DIOD","-1.88%","-2.16%","0.73%","29.51%","38.80%","81.12%"
"Diplomat Pharmacy","DPLO","-2.69%","-0.73%","-26.61%","-5.33%","16.85%","-57.99%"
"Donnelley Financial Solutions","DFIN","0.67%","5.60%","-2.02%","-0.31%","-2.90%","-"
"Dorman","DORM","0.51%","1.62%","8.75%","26.27%","17.27%","48.03%"
"DSP Group","DSPG","0.00%","-2.43%","-6.95%","-3.60%","2.55%","35.55%"
"DXP Enterprises","DXPE","-2.16%","-4.93%","7.78%","53.26%","76.69%","52.34%"
"Eagle Pharm","EGRX","-1.84%","-0.75%","-4.98%","45.83%","39.06%","8.15%"
"EastGroup Properties","EGP","0.08%","-0.32%","1.10%","9.03%","13.11%","64.83%"
"Ebix","EBIX","0.13%","-3.53%","-5.85%","-3.47%","34.33%","146.93%"
"Echo Global","ECHO","-0.31%","-0.77%","11.74%","15.54%","134.42%","28.99%"
"eHealth","EHTH","3.57%","17.62%","21.05%","67.18%","63.79%","94.25%"
"El Paso Electric","EE","-1.26%","-1.73%","3.90%","13.19%","17.65%","64.74%"
"El Pollo Loco Holdings Inc","LOCO","2.13%","3.45%","4.35%","21.21%","1.27%","-18.31%"
"Electro Scientific","ESIO","-1.82%","3.89%","30.08%","8.35%","115.80%","397.22%"
"Electronics for Imaging","EFII","0.85%","-0.06%","-1.38%","16.22%","4.00%","-25.65%"
"Emergent Biosolutions","EBS","-0.90%","1.13%","4.91%","22.87%","60.89%","64.41%"
"Employers","EIG","-0.34%","0.69%","5.02%","-1.13%","3.17%","73.86%"
"Enanta","ENTA","-2.21%","-4.63%","-28.87%","49.95%","122.70%","113.10%"
"Encore Capital","ECPG","-0.38%","-1.37%","10.50%","-6.29%","1.02%","-3.62%"
"Encore Wire","WIRE","-3.17%","-4.78%","0.62%","0.41%","27.38%","44.19%"
"Engility","EGL","-2.04%","-1.34%","-4.77%","16.88%","11.99%","14.50%"
"Enova International Inc","ENVA","-0.29%","1.18%","-9.14%","125.66%","181.15%","183.47%"
"Enpro Industries","NPO","0.14%","-0.52%","1.15%","-22.25%","5.03%","41.38%"
"ePlus","PLUS","0.00%","0.40%","0.90%","33.64%","24.54%","165.45%"
"Era Group Inc","ERA","-1.51%","-7.34%","-11.99%","9.21%","41.28%","-35.81%"
"ESCO Technologies","ESE","-0.90%","0.38%","9.76%","10.12%","23.56%","78.55%"
"Essendant Inc","ESND","-3.37%","-6.04%","5.21%","61.06%","29.94%","-58.69%"
"Ethan Allen Interiors","ETH","0.44%","2.48%","-6.76%","-19.58%","-24.29%","-27.48%"
"Evercore","EVR","-1.51%","-0.85%","1.14%","23.22%","48.56%","92.23%"
"EW Scripps A","SSP","0.14%","0.84%","12.56%","-7.68%","-20.19%","-26.60%"
"ExlServices","EXLS","-0.72%","0.39%","-4.29%","-2.40%","5.94%","56.61%"
"Exponent","EXPO","-2.33%","0.60%","0.50%","41.63%","56.12%","13.99%"
"Express","EXPR","-5.60%","-2.51%","0.40%","-0.39%","76.44%","-46.42%"
"Exterran Corp","EXTN","-3.72%","-0.18%","0.51%","-11.80%","14.54%","-"
"EZCORP","EZPW","-0.44%","-4.22%","-3.40%","-6.97%","29.71%","84.85%"
"Fabrinet","FN","-2.01%","1.14%","6.88%","47.80%","4.64%","124.80%"
"FARO","FARO","-2.00%","-1.56%","16.15%","40.74%","102.91%","56.57%"
"Federal Signal","FSS","-0.80%","1.21%","8.31%","29.12%","40.90%","73.40%"
"Fidelity","LION","-0.84%","-0.80%","-8.16%","8.49%","11.40%","15.70%"
"Fiesta","FRGI","0.00%","-0.87%","-3.39%","50.00%","56.59%","-48.65%"
"First Bancorp","FBP","-1.71%","2.25%","9.52%","69.22%","58.35%","128.91%"
"First Commonwealth Financial","FCF","-0.88%","0.60%","6.17%","17.74%","35.42%","81.10%"
"First Financial Bancorp","FFBC","-1.11%","0.16%","-1.58%","18.03%","29.31%","61.47%"
"First Financial Bankshares","FFIN","-1.09%","1.12%","11.69%","30.41%","48.17%","79.61%"
"First Midwest","FMBI","-1.30%","-1.12%","2.86%","10.79%","27.70%","43.40%"
"First NBC Bank","FNBCQ","-1.23%","33.33%","-20.00%","300.00%","300.00%","-99.89%"
"FirstCash","FCFS","-1.91%","-1.61%","-13.45%","17.79%","31.98%","107.22%"
"Five Below","FIVE","-0.75%","0.87%","2.85%","58.55%","119.75%","178.32%"
"Flotek","FTK","-1.18%","-5.83%","-28.33%","-54.94%","-62.37%","-88.22%"
"Forestar","FOR","-0.62%","0.84%","9.52%","9.77%","41.23%","84.35%"
"Forrester","FORR","1.52%","3.65%","8.95%","6.00%","18.31%","45.23%"
"Forward Air","FWRD","-0.70%","-1.08%","6.97%","8.55%","22.91%","28.06%"
"Four Corners Property Trust Inc","FCPT","0.87%","2.06%","8.36%","3.93%","7.10%","-"
"Fox Factory","FOXF","-4.02%","1.18%","22.97%","66.02%","74.56%","308.23%"
"Francescass","FRAN","-3.85%","-1.32%","0.13%","2.46%","-6.49%","-33.54%"
"Franklin Electric","FELE","-0.83%","-1.74%","5.14%","4.68%","23.84%","59.11%"
"Franklin Street Properties","FSP","-0.36%","-2.15%","-4.21%","-23.74%","-17.69%","-29.21%"
"Freds","FRED","3.95%","1.10%","-16.74%","-54.57%","-69.33%","-87.40%"
"FTD Companies Inc","FTD","-4.63%","4.55%","-15.73%","-45.62%","-68.87%","-87.20%"
"FutureFuel","FF","-0.44%","0.97%","-1.60%","-3.97%","3.84%","36.94%"
"G-III Apparel","GIII","-5.88%","-4.51%","-5.76%","19.38%","88.12%","-37.15%"
"Gannett","GCI","-1.40%","-2.01%","1.09%","-11.73%","25.68%","-24.28%"
"Genesco","GCO","-3.18%","2.65%","6.77%","31.08%","62.91%","-33.49%"
"Gentherm","THRM","-0.65%","-0.75%","13.01%","45.04%","52.99%","-5.27%"
"Geo","GEO","-1.08%","-2.75%","-6.91%","5.08%","-1.98%","12.83%"
"Geospace","GEOS","0.07%","2.45%","-9.42%","3.08%","-13.69%","-16.18%"
"Getty","GTY","-0.03%","0.17%","3.27%","7.00%","8.64%","72.77%"
"Gibraltar Industries","ROCK","-0.56%","1.15%","12.50%","33.64%","63.33%","136.08%"
"Glacier","GBCI","-0.95%","0.30%","9.89%","11.14%","33.11%","57.65%"
"Glatfelter","GLT","2.19%","-3.23%","-21.40%","-25.98%","-6.43%","-16.43%"
"Government Propertiesome","GOV","1.67%","2.49%","6.26%","-11.17%","-10.00%","-1.55%"
"Great Western Bancorp Inc","GWB","-0.85%","0.19%","3.03%","6.08%","16.31%","57.60%"
"Green Dot","GDOT","-0.42%","-0.02%","5.32%","38.38%","78.11%","350.76%"
"Green Plains Energy","GPRE","-3.14%","-2.31%","7.28%","0.59%","-1.17%","-24.93%"
"Greenbrier","GBX","-2.99%","-3.65%","3.09%","6.57%","28.07%","26.87%"
"Greenhill&Co","GHL","-2.85%","-4.81%","-3.31%","57.18%","92.77%","-20.41%"
"Griffon","GFF","0.29%","-2.26%","-6.49%","-14.99%","-6.23%","0.82%"
"Group 1 Automotive","GPI","0.96%","0.60%","14.85%","8.09%","44.16%","-18.34%"
"Guess?","GES","-9.58%","-5.09%","-5.95%","29.15%","71.92%","2.01%"
"Gulf Island Fabrication","GIFI","-3.50%","4.89%","0.00%","-28.15%","-8.96%","-21.03%"
"H B Fuller","FUL","-1.07%","-3.00%","1.10%","3.97%","13.52%","41.91%"
"Haemonetics","HAE","0.09%","3.43%","6.63%","78.01%","146.99%","161.28%"
"Hanmi","HAFC","-1.36%","-0.39%","-7.99%","-16.47%","-4.34%","-2.35%"
"Harmonic","HLIT","5.00%","0.96%","20.69%","25.00%","54.41%","-9.64%"
"Harsco","HSC","-3.19%","-2.22%","5.21%","30.03%","52.52%","97.48%"
"Haverty Furniture","HVT","-0.46%","0.23%","3.07%","-3.53%","-8.58%","-7.26%"
"Hawaiian","HA","1.30%","1.79%","16.99%","7.15%","3.89%","64.61%"
"Hawkins","HWKN","-1.15%","-1.89%","5.43%","10.37%","1.83%","2.97%"
"Haynes","HAYN","-3.64%","-5.69%","-1.65%","17.32%","27.03%","-8.34%"
"HCI Group Inc","HCI","-0.27%","3.35%","-1.12%","38.19%","3.85%","-4.51%"
"Healthcare Services","HCSG","-0.22%","0.44%","-4.01%","-22.84%","-19.78%","17.17%"
"Healthequity Inc","HQY","0.67%","4.01%","4.91%","83.03%","93.74%","153.41%"
"HealthStream","HSTM","-1.20%","-0.81%","1.62%","27.46%","27.13%","14.64%"
"Heartland Express","HTLD","0.41%","1.75%","7.81%","-15.47%","-6.00%","-7.41%"
"Heidrick&Struggles","HSII","-1.07%","-4.57%","18.08%","70.26%","131.58%","105.81%"
"Helix","HLX","-3.96%","-5.14%","2.43%","17.51%","54.36%","24.26%"
"HFF","HF","-1.16%","-1.59%","27.00%","-9.58%","21.63%","15.19%"
"Hibbett Sports","HIBB","-2.52%","5.89%","4.36%","23.28%","118.70%","-38.91%"
"HighPoint","HPR","-4.17%","-6.36%","-26.29%","-8.19%","63.54%","-1.26%"
"Hillenbrand","HI","-1.15%","-0.67%","4.76%","15.66%","45.22%","73.08%"
"HMS Holdings","HMSY","-0.10%","2.46%","27.30%","81.59%","75.68%","222.98%"
"Home BancShares","HOMB","-1.64%","-0.60%","2.59%","0.47%","0.30%","-43.16%"
"Hope Bancorp","HOPE","-0.34%","0.23%","-0.97%","-4.88%","8.09%","11.07%"
"Horace Mann Educators","HMN","-0.22%","0.67%","-0.88%","1.81%","21.52%","30.75%"
"Hornbeck","HOS","-3.83%","-10.07%","-21.64%","29.26%","56.42%","-79.12%"
"Hub Group","HUBG","-2.97%","-3.34%","2.95%","5.64%","42.94%","22.55%"
"Iconix Brand","ICON","8.90%","-6.12%","-28.12%","-64.34%","-90.98%","-96.65%"
"ICU Medical","ICUI","1.11%","0.30%","-0.03%","37.25%","74.38%","140.84%"
"II-VI","IIVI","-0.88%","1.00%","2.38%","-3.62%","29.10%","152.79%"
"ILG","ILG","-0.67%","-0.12%","-0.61%","19.56%","32.34%","58.08%"
"Independent Bank","INDB","-0.45%","0.51%","11.05%","26.63%","33.71%","80.88%"
"Ingevity","NGVT","-2.27%","-4.39%","6.53%","37.19%","73.45%","-"
"Innophoss","IPHS","-1.98%","-2.07%","-13.14%","-7.79%","-3.02%","-16.35%"
"Innospec","IOSP","-0.87%","-1.20%","-10.34%","5.03%","34.09%","58.95%"
"Inogen Inc","INGN","-1.12%","-0.03%","8.72%","92.02%","145.63%","357.41%"
"Insight Enterprises","NSIT","0.86%","1.47%","9.49%","41.03%","35.44%","101.27%"
"Insperity","NSP","-1.12%","0.91%","11.88%","92.94%","179.14%","125.82%"
"Installed Building","IBP","1.76%","-7.01%","-13.95%","-35.42%","-14.47%","70.31%"
"Integer Hld","ITGR","-1.22%","-3.03%","-5.63%","51.77%","53.12%","41.00%"
"Integra","IART","-0.80%","-0.74%","-2.05%","29.57%","24.87%","97.61%"
"Inter Parfums","IPAR","1.04%","2.92%","13.72%","45.91%","67.72%","121.83%"
"Interactive Brokers","IBKR","-2.91%","-2.76%","-7.25%","1.33%","47.42%","39.99%"
"Interface, Inc.","TILE","-1.52%","-0.66%","-2.79%","-9.94%","21.12%","-13.71%"
"INTL FCStone","INTL","-1.76%","-1.46%","0.24%","28.36%","52.57%","92.22%"
"Intrepid Potash","IPI","-3.19%","-10.28%","-21.55%","-33.09%","-1.09%","-61.35%"
"Invacare","IVC","1.53%","-0.30%","-6.76%","-1.78%","23.88%","1.04%"
"Investment Tech","ITG","0.34%","-3.06%","-0.58%","15.22%","9.53%","33.61%"
"Iridium","IRDM","-2.47%","-2.95%","8.52%","67.37%","97.50%","182.95%"
"iRobot","IRBT","1.71%","2.82%","11.82%","16.40%","-9.65%","185.42%"
"Itron","ITRI","-0.49%","-2.70%","3.11%","-10.04%","-15.55%","82.48%"
"J & J Snack Foods","JJSF","-0.03%","0.43%","-7.66%","-4.66%","13.97%","21.48%"
"John Bean Tech","JBT","1.54%","-0.37%","18.78%","-1.81%","26.00%","194.13%"
"Kaiser","KALU","-3.61%","-6.07%","-3.12%","-2.32%","11.06%","20.69%"
"Kaman","KAMN","-1.88%","-0.73%","-2.52%","10.98%","34.50%","63.50%"
"KapStone Paper&Packaging","KS","-0.77%","-0.87%","-1.64%","50.86%","49.80%","42.57%"
"Kelly Services A","KELYA","0.08%","1.64%","8.70%","-8.84%","16.77%","67.07%"
"Kirklands","KIRK","-1.39%","1.52%","-0.79%","-5.27%","30.68%","-57.68%"
"Kite","KRG","1.01%","1.98%","2.28%","-13.11%","-15.48%","-36.07%"
"Knight Transportation","KNX","-1.19%","-1.25%","-10.75%","-25.94%","-12.60%","16.02%"
"Kopin","KOPN","-3.86%","-3.45%","-26.32%","-30.00%","-39.78%","-19.71%"
"Koppers","KOP","-0.28%","0.00%","-7.65%","-31.24%","-8.02%","63.02%"
"Korn/Ferry","KFY","-1.23%","-3.36%","-0.98%","56.94%","102.24%","83.39%"
"Kraton","KRA","-3.39%","-6.78%","-5.85%","-5.46%","35.66%","109.77%"
"Kulicke&Soffa","KLIC","-2.37%","-2.04%","-6.12%","8.34%","41.62%","157.02%"
"La-Z-Boy","LZB","-0.96%","0.81%","1.47%","-0.32%","0.65%","14.30%"
"Lannett Com","LCI","-2.03%","-2.71%","0.99%","-42.76%","-12.05%","-75.18%"
"LCI Industries","LCII","-1.81%","-1.16%","2.41%","-24.92%","3.23%","65.70%"
