"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Diplomat Pharmacy","DPLO","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Dorman","DORM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Sell","Strong Sell","Strong Sell","Neutral"
"DXP Enterprises","DXPE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Strong Buy","Strong Sell","Neutral","Strong Buy"
"Echo Global","ECHO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"eHealth","EHTH","Sell","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electro Scientific","ESIO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Neutral","Strong Buy","Buy","Neutral"
"Emergent Biosolutions","EBS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Strong Sell","Sell","Strong Buy","Strong Buy"
"Enanta","ENTA","Sell","Strong Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Encore Wire","WIRE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Engility","EGL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enpro Industries","NPO","Strong Buy","Strong Buy","Buy","Neutral"
"ePlus","PLUS","Neutral","Neutral","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Strong Sell","Strong Sell","Sell","Buy"
"ESCO Technologies","ESE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Neutral","Neutral","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Buy","Buy","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Sell","Strong Sell","Buy","Strong Buy"
"EW Scripps A","SSP","Sell","Strong Buy","Buy","Neutral"
"ExlServices","EXLS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exponent","EXPO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exterran Corp","EXTN","Strong Buy","Neutral","Strong Buy","Neutral"
"EZCORP","EZPW","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Fabrinet","FN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Sell","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Neutral","Neutral","Neutral","Strong Buy"
"Fiesta","FRGI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bankshares","FFIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Neutral","Strong Sell","Strong Sell","Strong Sell"
"FirstCash","FCFS","Strong Sell","Strong Sell","Sell","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Sell","Strong Sell","Neutral","Strong Sell"
"Franklin Electric","FELE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Buy","Neutral","Neutral","Strong Sell"
"Freds","FRED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Strong Sell","Neutral","Strong Sell","Strong Sell"
"FutureFuel","FF","Strong Buy","Strong Buy","Strong Buy","Neutral"
"G-III Apparel","GIII","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Gannett","GCI","Strong Buy","Neutral","Neutral","Neutral"
"Genesco","GCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gentherm","THRM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Strong Sell","Buy","Buy"
"Geospace","GEOS","Strong Buy","Strong Buy","Strong Buy","Sell"
"Getty","GTY","Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Sell","Strong Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Neutral","Strong Buy","Strong Buy","Neutral"
"Great Western Bancorp Inc","GWB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Dot","GDOT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"Greenbrier","GBX","Strong Buy","Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Griffon","GFF","Buy","Neutral","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Sell","Neutral","Sell","Strong Sell"
"H B Fuller","FUL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Harmonic","HLIT","Buy","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Haynes","HAYN","Neutral","Strong Sell","Strong Sell","Neutral"
"HCI Group Inc","HCI","Sell","Buy","Neutral","Buy"
"Healthcare Services","HCSG","Strong Buy","Strong Buy","Neutral","Neutral"
"Healthequity Inc","HQY","Neutral","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Heidrick&Struggles","HSII","Strong Buy","Buy","Strong Buy","Strong Buy"
"Helix","HLX","Neutral","Sell","Strong Buy","Buy"
"HFF","HF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Strong Buy","Strong Buy","Strong Buy","Buy"
"HighPoint","HPR","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Hillenbrand","HI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Buy","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hope Bancorp","HOPE","Strong Buy","Strong Buy","Strong Sell","Neutral"
"Horace Mann Educators","HMN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hornbeck","HOS","Neutral","Sell","Neutral","Neutral"
"Hub Group","HUBG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Iconix Brand","ICON","Neutral","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Buy","Buy","Strong Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Buy","Strong Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Buy","Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Sell","Strong Sell","Strong Sell","Strong Sell"
"Innospec","IOSP","Strong Buy","Buy","Buy","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Integra","IART","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Inter Parfums","IPAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Buy","Buy","Neutral","Strong Buy"
"Interface, Inc.","TILE","Strong Buy","Buy","Neutral","Buy"
"INTL FCStone","INTL","Strong Sell","Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Sell","Neutral","Buy","Strong Buy"
"Iridium","IRDM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Strong Buy","Strong Buy","Strong Buy","Neutral"
"J & J Snack Foods","JJSF","Neutral","Strong Buy","Neutral","Strong Buy"
"John Bean Tech","JBT","Buy","Strong Buy","Strong Buy","Strong Buy"
"Kaiser","KALU","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kaman","KAMN","Strong Buy","Strong Buy","Neutral","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Sell","Strong Buy","Strong Buy","Neutral"
"Kirklands","KIRK","Strong Sell","Buy","Neutral","Neutral"
"Kite","KRG","Buy","Strong Buy","Strong Buy","Sell"
"Knight Transportation","KNX","Strong Buy","Neutral","Strong Sell","Sell"
"Kopin","KOPN","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Kraton","KRA","Neutral","Strong Sell","Strong Sell","Strong Buy"
"Kulicke&Soffa","KLIC","Strong Sell","Strong Sell","Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lannett Com","LCI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LCI Industries","LCII","Strong Sell","Strong Sell","Neutral","Neutral"
"Legacy Texas Financial Grp","LTXB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Neutral","Strong Sell","Strong Sell","Sell"
"Lexington","LXP","Strong Buy","Strong Buy","Strong Buy","Sell"
"LGI Homes","LGIH","Strong Buy","Neutral","Neutral","Neutral"
"LHC Group","LHCG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Strong Buy","Buy","Neutral","Buy"
"Liquidity Services","LQDT","Strong Sell","Neutral","Strong Buy","Buy"
"Lithia Motors","LAD","Strong Buy","Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Sell","Sell","Neutral","Strong Buy"
"LivePerson","LPSN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Buy","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Buy","Strong Buy","Strong Buy","Strong Sell"
"LSC Communications","LKSD","Strong Buy","Strong Sell","Strong Sell","Sell"
"LTC Properties","LTC","Buy","Strong Buy","Strong Buy","Strong Buy"
"Lumber Liquidators","LL","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Luminex","LMNX","Strong Buy","Strong Sell","Neutral","Strong Buy"
"Lydall","LDL","Strong Buy","Strong Buy","Strong Buy","Neutral"
"M/I Homes","MHO","Strong Buy","Neutral","Strong Sell","Sell"
"Magellan Health","MGLN","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Neutral","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Neutral","Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Buy","Strong Buy","Neutral","Buy"
"Marriot Vacations Worldwide","VAC","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Marten Transport","MRTN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Matrix","MTRX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matson","MATX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Matthews","MATW","Strong Buy","Neutral","Strong Sell","Strong Sell"
"MDC","MDC","Strong Buy","Strong Buy","Strong Buy","Buy"
"Medidata","MDSO","Strong Buy","Strong Buy","Buy","Strong Buy"
"MEDIFAST","MED","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Strong Buy","Buy","Neutral","Sell"
"Merit","MMSI","Buy","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Sell","Strong Sell","Strong Sell","Sell"
"Methode Electronics","MEI","Strong Buy","Neutral","Strong Sell","Neutral"
"MicroStrategy","MSTR","Buy","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Neutral","Strong Sell","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Momenta","MNTA","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Monarch","MCRI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Monotype","TYPE","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Monro Muffler Brake","MNRO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Buy","Strong Buy","Neutral","Neutral"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Neutral","Neutral","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Buy","Strong Sell","Strong Sell","Neutral"
"Mueller Industries","MLI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Multi-Color","LABL","Buy","Strong Sell","Strong Sell","Strong Sell"
