"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"Benchmark Electronics","BHE","-0.76%","0.97%","7.85%","-10.31%","-19.69%","22.13%"
"Big 5","BGFV","0.88%","-2.54%","-10.85%","-24.34%","-24.84%","-50.00%"
"Biglari","BH","-1.31%","-0.88%","3.17%","-52.84%","-34.36%","-47.64%"
"BioTelemetry","BEAT","-0.25%","-0.08%","12.67%","97.83%","59.22%","313.93%"
"BJs Restaurants","BJRI","0.55%","3.25%","15.65%","100.96%","143.02%","70.16%"
"Black Box","BBOX","-1.63%","-11.03%","-11.68%","-65.92%","-59.67%","-92.14%"
"Blackbaud","BLKB","1.93%","4.92%","5.11%","11.03%","24.29%","83.60%"
"Blucora","BCOR","0.00%","0.42%","3.45%","62.67%","57.68%","157.52%"
"BofI Holding","BOFI","-3.18%","-6.06%","-7.02%","21.34%","36.85%","25.28%"
"Boise Cascad Llc","BCC","0.90%","-0.22%","3.58%","12.28%","49.33%","38.06%"
"Boston Private","BPFH","0.35%","1.06%","-0.69%","-7.44%","-2.72%","20.17%"
"Bottomline","EPAY","-0.40%","2.29%","20.15%","86.74%","113.66%","142.18%"
"Boyd Gaming","BYD","0.44%","-1.54%","-2.54%","3.85%","37.67%","126.09%"
"Brady","BRC","1.41%","0.64%","3.27%","4.22%","18.44%","79.87%"
"Briggs&Stratton","BGG","-0.24%","-1.40%","15.32%","-19.59%","-2.58%","2.10%"
"Brinks","BCO","0.06%","0.45%","-2.57%","-1.14%","-0.83%","171.46%"
"Bristow","BRS","1.02%","-1.63%","-22.39%","-19.45%","31.67%","-70.72%"
"Brookline Bancorp","BRKL","0.00%","-1.64%","-1.37%","14.33%","25.09%","70.14%"
"Brooks Automation","BRKS","-2.53%","31.34%","26.23%","61.84%","48.06%","271.87%"
"Buckle","BKE","-2.88%","-9.17%","4.99%","6.32%","78.45%","-37.98%"
"Cabot","CCMP","-0.04%","1.42%","-6.00%","20.34%","58.08%","161.00%"
"CACI","CACI","0.49%","1.43%","11.19%","47.19%","50.08%","148.41%"
"Cal-Maine","CALM","0.00%","-2.59%","8.44%","9.79%","33.88%","-8.13%"
"CalAmp","CAMP","-1.40%","-0.60%","1.89%","8.21%","25.08%","39.53%"
"Calavo Growers","CVGW","1.12%","-0.81%","12.27%","23.05%","54.65%","78.28%"
"Caleres","CAL","1.52%","1.01%","15.97%","16.01%","43.96%","16.64%"
"California Water Service","CWT","0.99%","-0.73%","-1.09%","-10.36%","8.54%","97.04%"
"Callaway Golf","ELY","-0.26%","0.67%","17.98%","62.96%","62.84%","156.50%"
"Cambrex","CBM","1.15%","3.44%","5.92%","37.92%","27.06%","38.46%"
"Cantel Medical","CMD","3.48%","4.96%","4.55%","-5.77%","19.30%","95.31%"
"Capstead Mortgage","CMO","0.00%","-0.12%","0.00%","-3.24%","-13.44%","-19.67%"
"Carbo Ceramics","CRR","0.80%","1.86%","-5.89%","-13.75%","33.84%","-67.98%"
"Cardtronics","CATM","-1.31%","-5.40%","42.58%","94.92%","38.95%","4.64%"
"Career","CECO","-0.81%","-3.15%","-13.10%","32.37%","66.39%","331.00%"
"Caretrust Inc","CTRE","-0.32%","0.77%","9.05%","10.02%","-4.41%","64.50%"
"Carrizo Oil&Gas","CRZO","1.89%","-1.78%","-15.79%","11.51%","76.56%","-34.86%"
"Cato","CATO","-1.87%","4.23%","-15.86%","31.60%","59.19%","-40.36%"
"Cavco","CVCO","0.23%","1.58%","15.27%","60.48%","82.01%","242.28%"
"Cedar Realty","CDR","-0.89%","-1.11%","-6.09%","-26.48%","-11.31%","-28.59%"
"Celadon","CGIP","5.39%","-0.85%","25.71%","-45.00%","-29.60%","-81.56%"
"Central Garden&Pet","CENT","-0.64%","-0.28%","-9.75%","0.10%","10.52%","217.78%"
"Central Garden&Pet A","CENTA","-0.28%","-0.36%","-10.19%","-4.46%","5.69%","184.82%"
"Century Aluminum","CENX","2.20%","8.87%","1.56%","-33.76%","-33.35%","132.32%"
"CEVA","CEVA","0.17%","3.41%","0.83%","-34.24%","-25.15%","57.66%"
"Chart Industries","GTLS","1.20%","3.66%","-2.46%","62.55%","125.76%","198.00%"
"Chemed","CHE","-0.39%","0.26%","1.35%","31.80%","62.34%","134.90%"
"Chemours Co","CC","-1.41%","2.24%","-2.20%","-10.51%","-8.70%","363.29%"
"Chesapeake Lodging","CHSP","0.31%","0.40%","2.25%","20.86%","27.94%","13.25%"
"Chuy's Holdings","CHUY","2.00%","3.12%","-11.22%","0.18%","49.47%","-8.29%"
"Cincinnati Bell","CBB","0.38%","5.62%","-1.50%","-36.93%","-37.53%","-23.32%"
"CIRCOR","CIR","1.80%","5.82%","2.14%","-6.94%","-5.66%","0.13%"
"City Holding","CHCO","-0.10%","-2.02%","0.29%","19.62%","27.44%","69.49%"
"Clearwater Paper","CLW","-1.04%","-7.28%","26.77%","-36.89%","-38.39%","-48.89%"
"Cloud Peak Energy","CLD","1.20%","2.86%","-3.45%","-43.37%","-19.75%","-47.28%"
"CMTSU Liquidation","CBRI","-4.55%","-0.00%","-33.33%","-86.67%","-92.00%","-99.94%"
"Cogent","CCOI","0.09%","4.01%","4.91%","20.31%","16.95%","96.25%"
"Coherent","COHR","1.19%","3.33%","20.19%","-32.69%","-18.58%","225.85%"
"Cohu","COHU","-0.41%","3.53%","6.12%","21.73%","42.43%","175.46%"
"Columbia Banking","COLB","-0.02%","-1.74%","2.13%","-3.78%","12.46%","39.61%"
"Comfort Systems","FIX","0.44%","-0.79%","1.71%","29.44%","65.93%","103.82%"
"Community Bank System","CBU","-0.11%","-0.86%","3.72%","22.05%","27.48%","83.96%"
"Community Health Systems","CYH","2.24%","2.82%","9.28%","-14.32%","-52.23%","-93.20%"
"Computer Programs&Systems","CPSI","1.85%","0.55%","-11.86%","-8.49%","-8.64%","-40.24%"
"Comtech","CMTL","0.17%","-0.30%","7.02%","62.57%","83.75%","34.78%"
"CONMED","CNMD","2.08%","2.52%","7.58%","56.19%","60.50%","50.04%"
"Consolidated Communications","CNSL","0.00%","1.08%","-4.08%","0.25%","-33.77%","-37.37%"
"Contango Oil&Gas","MCF","5.68%","5.15%","12.83%","34.39%","37.91%","-32.01%"
"Cooper Stnd","CPS","0.01%","2.36%","5.96%","16.60%","42.02%","148.76%"
"Core-Mark","CORE","0.58%","-0.34%","43.38%","9.78%","28.12%","-42.32%"
"CoreSite","COR","0.03%","1.31%","3.83%","2.19%","-2.00%","139.04%"
"Corindus Vascular Robotics","CR3","2.80%","1.73%","0.57%","7.31%","-42.38%","-71.49%"
"CorVel","CRVL","-0.83%","-0.83%","4.27%","13.04%","15.22%","99.13%"
"CPB","CPF","0.53%","-1.89%","3.74%","-4.16%","-1.41%","39.74%"
"Cray","CRAY","1.62%","3.30%","-12.22%","-9.50%","16.18%","3.35%"
"Crocs","CROX","0.49%","-0.82%","13.31%","62.34%","129.79%","39.31%"
"Cross Country","CCRN","-1.77%","-0.89%","-14.83%","-21.71%","-19.31%","-28.08%"
"CryoLife","CRY","1.18%","-0.87%","14.77%","78.59%","64.42%","249.69%"
"CSG Systems","CSGS","0.16%","0.87%","-9.05%","-15.59%","-4.44%","19.67%"
"CTS Corp","CTS","0.14%","5.47%","5.01%","42.33%","62.89%","94.43%"
"Cubic","CUB","0.05%","3.23%","12.70%","30.20%","78.70%","82.22%"
"Customers Bancorp","CUBI","0.04%","-3.48%","-3.14%","-5.08%","-12.46%","0.65%"
"CVB Financial","CVBF","-0.33%","-2.84%","0.13%","1.66%","15.70%","47.38%"
"Daktronics","DAKT","1.56%","4.55%","-8.96%","-14.35%","-18.80%","-10.01%"
"Darling Ingredients","DAR","-0.79%","-1.43%","-0.35%","10.42%","15.06%","55.92%"
"Dave & Buster’s Entertainment","PLAY","2.04%","5.15%","17.95%","5.08%","-0.84%","68.32%"
"DHI Group","DHX","-6.38%","-0.00%","4.76%","15.79%","12.82%","-71.79%"
"Diamondrock Hospitality","DRH","0.50%","1.96%","0.25%","5.85%","8.74%","1.62%"
"Digi","DGII","-0.38%","0.38%","-1.85%","38.74%","44.02%","29.39%"
"Dime Community","DCOM","-0.82%","-1.62%","6.10%","-12.89%","-3.69%","7.16%"
"DineEquity","DIN","-0.15%","1.98%","15.15%","61.23%","105.76%","-14.36%"
"Diodes","DIOD","-1.29%","2.60%","2.83%","33.28%","35.79%","94.06%"
"Diplomat Pharmacy","DPLO","3.89%","4.79%","-1.01%","2.49%","22.81%","-47.91%"
"Donnelley Financial Solutions","DFIN","0.93%","0.98%","-0.77%","5.90%","-3.60%","-"
"Dorman","DORM","0.15%","2.21%","8.40%","32.40%","21.88%","60.77%"
"DSP Group","DSPG","-0.39%","-0.00%","2.80%","2.80%","7.98%","46.86%"
"DXP Enterprises","DXPE","-0.74%","-4.01%","12.82%","57.73%","72.17%","56.77%"
"Eagle Pharm","EGRX","0.10%","1.04%","3.00%","52.81%","49.62%","3.92%"
"EastGroup Properties","EGP","-0.27%","1.58%","2.33%","10.36%","9.77%","80.63%"
"Ebix","EBIX","1.09%","-1.62%","-0.50%","-0.38%","36.83%","178.09%"
"Echo Global","ECHO","-1.21%","-0.91%","-4.93%","16.96%","115.46%","40.80%"
"eHealth","EHTH","-3.23%","-0.68%","23.59%","68.91%","20.84%","96.39%"
"El Paso Electric","EE","0.16%","-0.96%","-0.48%","12.01%","11.61%","75.14%"
"El Pollo Loco Holdings Inc","LOCO","-2.83%","-4.00%","3.45%","21.21%","5.73%","-7.76%"
"Electro Scientific","ESIO","-0.27%","-2.42%","25.01%","5.18%","82.95%","385.78%"
"Electronics for Imaging","EFII","0.41%","0.85%","1.29%","17.03%","-2.81%","-21.04%"
"Emergent Biosolutions","EBS","1.63%","3.48%","15.05%","34.56%","67.51%","87.83%"
"Employers","EIG","1.12%","1.92%","-3.01%","1.46%","6.88%","104.31%"
"Enanta","ENTA","0.32%","-0.21%","-6.51%","55.37%","112.72%","133.53%"
"Encore Capital","ECPG","-0.39%","-2.16%","6.79%","-8.43%","-4.46%","-5.12%"
"Encore Wire","WIRE","-0.97%","-0.29%","4.72%","4.93%","19.00%","57.22%"
"Engility","EGL","0.26%","1.89%","1.33%","23.58%","12.84%","26.12%"
"Enova International Inc","ENVA","-0.73%","-2.70%","10.32%","125.00%","187.39%","163.08%"
"Enpro Industries","NPO","0.55%","1.35%","-1.37%","-19.43%","6.91%","58.81%"
"ePlus","PLUS","0.49%","0.88%","4.36%","36.90%","23.00%","171.92%"
"Era Group Inc","ERA","0.82%","0.66%","-13.23%","14.05%","39.16%","-27.46%"
"ESCO Technologies","ESE","0.00%","-0.44%","9.56%","13.20%","25.25%","88.87%"
"Essendant Inc","ESND","-1.53%","-5.60%","-14.85%","52.75%","19.39%","-58.96%"
"Ethan Allen Interiors","ETH","-0.22%","-1.09%","0.44%","-20.11%","-22.74%","-24.03%"
"Evercore","EVR","-1.90%","-1.35%","-6.11%","17.89%","40.62%","102.56%"
"EW Scripps A","SSP","0.48%","0.14%","10.84%","-7.10%","-18.79%","-17.12%"
"ExlServices","EXLS","1.72%","2.27%","4.90%","3.66%","11.16%","72.91%"
"Exponent","EXPO","0.29%","-1.25%","5.01%","44.44%","50.81%","20.12%"
"Express","EXPR","-0.60%","-7.46%","3.12%","-2.17%","55.89%","-51.32%"
"Exterran Corp","EXTN","-0.63%","-0.60%","1.95%","-10.11%","1.87%","-"
"EZCORP","EZPW","0.00%","-1.34%","-3.49%","-9.43%","22.10%","74.84%"
"Fabrinet","FN","0.63%","0.08%","22.85%","67.46%","23.74%","141.75%"
"FARO","FARO","-0.07%","-0.15%","4.45%","44.68%","97.39%","75.03%"
"Federal Signal","FSS","0.23%","0.31%","9.98%","30.01%","39.75%","84.59%"
"Fidelity","LION","-0.21%","0.25%","1.21%","11.10%","10.80%","25.49%"
"Fiesta","FRGI","0.00%","-3.75%","-2.93%","48.42%","62.07%","-45.39%"
"First Bancorp","FBP","-1.35%","-2.78%","6.33%","71.37%","53.87%","117.96%"
"First Commonwealth Financial","FCF","0.18%","-2.05%","-1.01%","16.62%","32.43%","88.70%"
"First Financial Bancorp","FFBC","-0.16%","-1.57%","3.46%","19.17%","31.11%","70.28%"
"First Financial Bankshares","FFIN","-0.08%","-0.58%","5.83%","32.96%","49.56%","92.36%"
"First Midwest","FMBI","0.00%","-1.96%","1.27%","12.49%","28.13%","53.12%"
"First NBC Bank","FNBCQ","4.61%","-25.00%","-25.00%","200.00%","50.00%","-99.91%"
"FirstCash","FCFS","-0.55%","0.43%","0.18%","20.61%","38.59%","97.12%"
"Five Below","FIVE","0.73%","0.92%","19.18%","74.61%","143.43%","199.46%"
"Flotek","FTK","6.16%","1.82%","-27.74%","-51.93%","-56.76%","-88.55%"
"Forestar","FOR","0.78%","1.98%","13.44%","17.05%","49.71%","99.15%"
"Forrester","FORR","1.12%","-0.10%","6.92%","11.88%","21.35%","56.44%"
"Forward Air","FWRD","0.76%","0.90%","0.16%","11.42%","23.15%","42.16%"
"Four Corners Property Trust Inc","FCPT","0.04%","1.39%","8.71%","5.33%","6.53%","-"
"Fox Factory","FOXF","1.80%","1.33%","30.78%","67.31%","62.50%","332.76%"
"Francescass","FRAN","-2.88%","-10.74%","-21.38%","-12.45%","-11.85%","-43.06%"
"Franklin Electric","FELE","0.31%","0.93%","-1.11%","6.54%","26.85%","66.95%"
"Franklin Street Properties","FSP","-0.82%","0.72%","-4.31%","-21.51%","-15.45%","-19.02%"
"Freds","FRED","-5.92%","-5.92%","-27.06%","-60.74%","-73.14%","-87.88%"
"FTD Companies Inc","FTD","-4.85%","-6.37%","-2.22%","-50.90%","-73.64%","-88.19%"
"FutureFuel","FF","-0.54%","-1.86%","7.63%","5.11%","9.87%","46.92%"
"G-III Apparel","GIII","0.81%","-0.95%","0.24%","24.18%","66.58%","-33.92%"
"Gannett","GCI","0.38%","0.95%","0.38%","-8.46%","24.97%","-19.07%"
"Genesco","GCO","1.53%","-0.32%","13.88%","42.62%","119.15%","-22.61%"
"Gentherm","THRM","0.51%","0.61%","8.39%","54.65%","57.62%","7.70%"
"Geo","GEO","-0.47%","1.64%","-1.66%","7.84%","-7.92%","27.12%"
"Geospace","GEOS","-1.35%","-1.42%","-1.49%","6.86%","-8.15%","-21.74%"
"Getty","GTY","0.48%","0.89%","2.65%","8.28%","6.71%","89.01%"
"Gibraltar Industries","ROCK","1.21%","0.22%","5.52%","38.94%","56.75%","179.74%"
"Glacier","GBCI","0.04%","-0.49%","5.48%","14.34%","35.62%","75.32%"
"Glatfelter","GLT","0.27%","1.84%","14.97%","-12.22%","8.66%","4.21%"
"Government Propertiesome","GOV","-0.12%","1.48%","13.54%","-7.71%","-7.76%","8.91%"
"Great Western Bancorp Inc","GWB","0.44%","-1.16%","3.51%","8.84%","20.60%","72.11%"
"Green Dot","GDOT","-0.32%","-1.11%","6.87%","40.67%","75.94%","379.20%"
"Green Plains Energy","GPRE","-3.89%","-3.62%","4.22%","2.67%","-6.74%","-18.63%"
"Greenbrier","GBX","-2.42%","-1.77%","3.00%","9.47%","36.01%","39.93%"
"Greenhill&Co","GHL","0.18%","-4.23%","-13.46%","45.13%","88.04%","-19.40%"
"Griffon","GFF","1.38%","1.10%","2.79%","-9.58%","-0.81%","10.58%"
"Group 1 Automotive","GPI","-1.98%","-2.04%","11.96%","10.41%","30.56%","-10.34%"
"Guess?","GES","-0.99%","-3.29%","1.24%","35.90%","47.24%","3.75%"
"Gulf Island Fabrication","GIFI","-1.81%","-2.37%","4.64%","-29.49%","-15.45%","-25.02%"
"H B Fuller","FUL","-0.41%","-0.91%","2.26%","7.59%","15.48%","59.93%"
"Haemonetics","HAE","0.59%","2.72%","12.34%","88.86%","154.97%","203.77%"
"Hanmi","HAFC","1.73%","-0.00%","5.59%","-12.85%","-0.94%","9.12%"
"Harmonic","HLIT","0.00%","2.78%","20.65%","32.14%","70.77%","-3.81%"
"Harsco","HSC","0.92%","1.66%","8.68%","47.72%","61.11%","138.32%"
"Haverty Furniture","HVT","-0.23%","-1.57%","10.86%","-3.09%","-6.40%","-5.02%"
"Hawaiian","HA","-0.35%","2.18%","4.99%","5.65%","-1.75%","85.79%"
"Hawkins","HWKN","-0.85%","-2.75%","8.98%","15.48%","14.03%","6.83%"
"Haynes","HAYN","2.29%","3.66%","-7.28%","22.84%","28.87%","3.01%"
"HCI Group Inc","HCI","0.15%","0.02%","-3.97%","37.42%","5.39%","3.37%"
"Healthcare Services","HCSG","-0.68%","-0.19%","1.96%","-22.14%","-19.82%","22.76%"
"Healthequity Inc","HQY","0.39%","6.01%","22.68%","98.50%","116.55%","215.89%"
"HealthStream","HSTM","-1.10%","-0.84%","9.33%","32.56%","30.69%","23.54%"
"Heartland Express","HTLD","1.47%","2.33%","7.61%","-11.53%","-6.86%","2.03%"
"Heidrick&Struggles","HSII","-0.34%","-0.79%","7.33%","78.82%","140.55%","125.24%"
"Helix","HLX","2.99%","1.86%","-7.19%","23.21%","48.17%","33.67%"
"HFF","HF","-1.53%","0.22%","0.09%","-7.38%","18.15%","32.38%"
"Hibbett Sports","HIBB","3.39%","-32.65%","-13.73%","-2.94%","60.98%","-49.87%"
"HighPoint","HPR","2.08%","2.08%","-17.43%","5.26%","80.60%","-1.28%"
"Hillenbrand","HI","0.20%","-0.20%","1.49%","13.98%","42.52%","88.98%"
"HMS Holdings","HMSY","0.92%","1.53%","33.47%","88.44%","80.25%","205.65%"
"Home BancShares","HOMB","0.17%","-2.26%","0.73%","0.47%","0.21%","-38.72%"
"Hope Bancorp","HOPE","0.17%","-1.63%","4.17%","-4.22%","8.30%","20.14%"
"Horace Mann Educators","HMN","0.33%","0.44%","5.15%","4.20%","30.73%","38.32%"
"Hornbeck","HOS","1.13%","2.53%","-6.30%","43.41%","61.01%","-77.42%"
"Hub Group","HUBG","1.64%","2.53%","13.36%","9.81%","36.80%","39.56%"
"Iconix Brand","ICON","-4.19%","-12.82%","-34.62%","-73.64%","-93.92%","-97.55%"
"ICU Medical","ICUI","0.61%","2.37%","6.73%","41.71%","75.57%","169.64%"
"II-VI","IIVI","0.20%","4.82%","27.55%","6.50%","39.47%","196.03%"
"ILG","ILG","-1.39%","-1.08%","1.37%","22.19%","31.82%","73.48%"
"Independent Bank","INDB","-0.33%","-0.77%","1.53%","28.49%","29.51%","98.17%"
"Ingevity","NGVT","0.49%","-0.02%","0.22%","41.75%","58.63%","-"
"Innophoss","IPHS","1.26%","1.92%","-2.35%","-5.59%","-3.37%","-8.22%"
"Innospec","IOSP","0.58%","2.18%","-4.26%","9.77%","39.64%","57.84%"
"Inogen Inc","INGN","1.96%","6.51%","29.03%","115.91%","168.37%","421.61%"
"Insight Enterprises","NSIT","-0.59%","0.38%","10.54%","45.13%","38.65%","119.56%"
"Insperity","NSP","0.82%","1.21%","23.03%","104.01%","196.43%","163.57%"
"Installed Building","IBP","-0.21%","1.61%","-13.10%","-37.52%","-17.76%","77.58%"
"Integer Hld","ITGR","0.45%","1.36%","9.24%","72.30%","69.86%","50.76%"
"Integra","IART","0.66%","-0.40%","-4.89%","23.86%","16.26%","97.67%"
"Inter Parfums","IPAR","0.31%","-0.83%","8.64%","50.52%","65.78%","154.47%"
"Interactive Brokers","IBKR","-0.50%","2.00%","3.71%","4.85%","48.06%","55.51%"
"Interface, Inc.","TILE","-0.84%","1.73%","4.91%","-6.56%","23.68%","-3.05%"
"INTL FCStone","INTL","-0.27%","0.20%","4.59%","31.79%","57.93%","111.83%"
"Intrepid Potash","IPI","2.04%","4.48%","-18.03%","-26.47%","-5.66%","-55.75%"
"Invacare","IVC","0.99%","-2.85%","-14.01%","-8.90%","13.70%","-12.73%"
"Investment Tech","ITG","-1.19%","-0.64%","-2.48%","12.21%","7.52%","31.55%"
"Iridium","IRDM","0.77%","-4.59%","14.16%","67.37%","77.93%","165.10%"
"iRobot","IRBT","-1.51%","9.78%","46.28%","51.15%","21.49%","295.67%"
"Itron","ITRI","-0.15%","0.61%","7.35%","-3.67%","-9.50%","119.00%"
"J & J Snack Foods","JJSF","0.94%","0.24%","-0.99%","-5.47%","12.58%","25.95%"
"John Bean Tech","JBT","1.12%","5.60%","5.74%","5.55%","31.85%","253.11%"
"Kaiser","KALU","0.24%","3.04%","-1.49%","2.91%","14.16%","31.56%"
"Kaman","KAMN","0.08%","-0.14%","-1.71%","10.62%","32.73%","67.63%"
"KapStone Paper&Packaging","KS","0.32%","0.26%","-0.98%","51.78%","53.96%","58.05%"
"Kelly Services A","KELYA","-1.08%","-0.24%","3.58%","-7.74%","16.32%","74.12%"
"Kirklands","KIRK","-2.87%","-3.04%","1.05%","-3.85%","-0.26%","-48.48%"
"Kite","KRG","0.28%","1.32%","4.68%","-9.90%","-12.23%","-24.88%"
"Knight Transportation","KNX","1.88%","4.62%","5.10%","-21.75%","-12.39%","25.77%"
"Kopin","KOPN","1.78%","2.69%","-25.16%","-28.44%","-43.03%","-26.13%"
"Koppers","KOP","0.98%","6.02%","-3.86%","-29.08%","-7.91%","73.56%"
"Korn/Ferry","KFY","-0.43%","0.33%","1.39%","61.67%","100.78%","96.36%"
"Kraton","KRA","-0.23%","2.43%","-0.89%","-1.06%","45.17%","125.77%"
"Kulicke&Soffa","KLIC","-0.95%","2.39%","-0.99%","7.23%","37.15%","147.16%"
"La-Z-Boy","LZB","-1.04%","-1.19%","8.69%","6.25%","38.99%","20.07%"
"Lannett Com","LCI","-3.60%","12.63%","-58.04%","-76.94%","-69.52%","-88.84%"
"LCI Industries","LCII","0.59%","2.61%","2.66%","-27.38%","-4.45%","70.83%"
"Legacy Texas Financial Grp","LTXB","0.75%","-0.28%","3.92%","7.91%","26.56%","60.84%"
"Lendingtree","TREE","0.39%","4.81%","2.68%","-27.98%","6.17%","131.43%"
"Lexington","LXP","0.43%","2.95%","7.05%","-2.49%","-4.56%","16.60%"
"LGI Homes","LGIH","-0.07%","0.77%","11.67%","-23.07%","35.68%","121.66%"
"LHC Group","LHCG","-0.72%","-0.72%","13.86%","60.02%","50.21%","126.35%"
