"Name","Symbol","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"American Vanguard","AVD","1.42%","6.20%","0.71%","8.91%","8.35%","64.24%"
"American Woodmark","AMWD","-4.07%","1.30%","3.31%","-34.01%","4.82%","29.15%"
"Ameris","ABCB","-0.60%","-0.50%","2.48%","3.01%","13.75%","85.26%"
"AMERISAFE","AMSF","-1.10%","0.16%","-0.55%","2.11%","18.34%","42.02%"
"AMN Healthcare Services","AMN","1.12%","0.77%","-2.58%","18.88%","55.72%","72.71%"
"Amneal Pharma A","AMRX","0.17%","-3.92%","21.75%","38.50%","28.47%","-45.61%"
"Amphastar P","AMPH","0.33%","-1.52%","5.60%","-5.98%","16.86%","35.10%"
"AngioDynamics","ANGO","-0.04%","-1.72%","5.60%","33.91%","33.43%","51.81%"
"ANI Pharma","ANIP","-0.14%","-0.19%","-15.12%","-11.22%","25.15%","10.04%"
"Anika","ANIK","-0.72%","-0.81%","5.15%","-23.09%","-22.16%","15.36%"
"Anixter","AXE","-0.83%","-0.83%","1.05%","-5.13%","-1.03%","16.08%"
"Apogee","APOG","-0.34%","-1.26%","0.71%","8.31%","13.73%","-2.54%"
"Applied Industrial Technologies","AIT","0.00%","-1.35%","5.48%","13.00%","35.59%","84.00%"
"ArcBest Corp","ARCB","-0.73%","0.32%","6.36%","33.29%","59.90%","64.08%"
"Archrock","AROC","-0.39%","-1.92%","-6.25%","21.43%","28.14%","-0.86%"
"Asbury Automotive","ABG","0.53%","-1.23%","7.65%","18.75%","45.73%","-5.30%"
"ASGN","ASGN","-0.33%","0.96%","3.66%","42.65%","96.49%","156.66%"
"Assertio Therapeutics","ASRT","-0.14%","1.10%","-15.67%","-9.07%","19.61%","-74.21%"
"Astec","ASTE","0.45%","1.53%","4.43%","-16.10%","0.43%","32.22%"
"Atlas Air","AAWW","-0.32%","2.06%","-5.41%","5.80%","-6.27%","49.27%"
"ATN Int","ATNI","-0.29%","-1.73%","15.70%","32.94%","22.82%","2.18%"
"Avista","AVA","-0.27%","-0.04%","2.21%","-0.16%","0.41%","62.18%"
"Axon Enterprise","AAXN","0.96%","4.58%","1.32%","153.96%","211.72%","183.85%"
"AZZ","AZZ","0.00%","-0.00%","1.59%","6.07%","13.75%","9.38%"
"B&G Foods","BGS","-2.24%","-2.86%","-3.77%","-12.94%","-0.49%","0.29%"
"Badger Meter","BMI","0.64%","-0.00%","9.53%","15.38%","21.48%","-4.91%"
"Balchem","BCPC","-1.24%","0.59%","7.09%","30.20%","40.97%","80.22%"
"Banc of California","BANC","-0.25%","-0.50%","1.27%","-3.63%","6.70%","61.66%"
"Banner","BANR","-0.65%","-2.98%","2.74%","17.11%","16.54%","47.81%"
"Barnes","B","-0.35%","-0.32%","2.39%","7.57%","10.20%","75.87%"
"Barnes & Noble Education Inc","BNED","5.92%","0.56%","-3.94%","-34.83%","-4.28%","-58.24%"
"Barnes&Noble","BKS","-3.64%","-7.02%","-12.40%","-20.90%","-26.90%","-66.18%"
"Bel Fuse B","BELFB","2.19%","6.06%","23.08%","11.20%","12.68%","55.82%"
"Belmond","BEL","0.61%","0.92%","47.32%","34.69%","32.00%","43.23%"
"Benchmark Electronics","BHE","1.15%","0.19%","8.90%","-9.62%","-18.07%","22.78%"
"Big 5","BGFV","0.00%","0.88%","-12.31%","-25.00%","-25.00%","-48.65%"
"Biglari","BH","1.52%","0.02%","4.53%","-52.21%","-33.44%","-47.88%"
"BioTelemetry","BEAT","-0.75%","0.76%","14.81%","98.33%","60.05%","304.23%"
"BJs Restaurants","BJRI","0.69%","5.36%","19.46%","99.86%","137.36%","64.37%"
"Black Box","BBOX","0.82%","-14.58%","-6.11%","-65.35%","-59.00%","-91.84%"
"Blackbaud","BLKB","1.26%","4.74%","-5.94%","8.92%","22.32%","77.88%"
"Blucora","BCOR","-0.28%","0.56%","2.28%","62.67%","58.02%","160.32%"
"BofI Holding","BOFI","-0.11%","-3.73%","-3.23%","25.32%","41.29%","27.41%"
"Boise Cascad Llc","BCC","-1.66%","-2.74%","3.50%","11.28%","51.28%","38.45%"
"Boston Private","BPFH","-1.38%","0.21%","-1.38%","-7.77%","-3.06%","20.87%"
"Bottomline","EPAY","0.60%","3.19%","21.58%","87.49%","116.73%","141.35%"
"Boyd Gaming","BYD","0.44%","-1.87%","0.89%","3.40%","39.60%","119.77%"
"Brady","BRC","-0.26%","-1.39%","4.56%","2.77%","18.21%","79.74%"
"Briggs&Stratton","BGG","-0.73%","-1.92%","19.80%","-19.39%","-1.73%","2.82%"
"Brinks","BCO","-0.26%","-0.26%","-1.71%","-1.21%","0.91%","170.72%"
"Bristow","BRS","-3.50%","-1.74%","-24.10%","-20.27%","30.82%","-69.76%"
"Brookline Bancorp","BRKL","-0.55%","-1.64%","-1.64%","14.33%","25.96%","70.79%"
"Brooks Automation","BRKS","30.91%","34.01%","31.08%","66.04%","52.25%","280.40%"
"Buckle","BKE","0.39%","-4.06%","8.11%","9.47%","75.68%","-36.72%"
"Cabot","CCMP","-1.79%","2.06%","-4.20%","20.39%","58.32%","160.19%"
"CACI","CACI","-0.28%","0.10%","13.36%","46.47%","53.97%","147.04%"
"Cal-Maine","CALM","-2.30%","-2.20%","9.17%","9.79%","34.81%","-2.89%"
"CalAmp","CAMP","0.17%","0.13%","4.44%","9.75%","26.38%","41.77%"
"Calavo Growers","CVGW","-3.07%","-1.86%","11.03%","21.68%","51.14%","73.39%"
"Caleres","CAL","3.18%","0.10%","14.69%","14.28%","43.24%","15.14%"
"California Water Service","CWT","-1.47%","-2.07%","-0.62%","-11.25%","8.78%","93.98%"
"Callaway Golf","ELY","-0.57%","0.75%","18.85%","63.39%","65.53%","156.60%"
"Cambrex","CBM","1.08%","3.64%","6.68%","36.35%","25.38%","36.75%"
"Cantel Medical","CMD","-1.89%","-1.60%","2.55%","-8.94%","19.26%","87.68%"
"Capstead Mortgage","CMO","0.24%","-0.36%","0.00%","-3.24%","-12.81%","-20.06%"
"Carbo Ceramics","CRR","-1.91%","3.69%","-8.80%","-14.44%","25.14%","-67.24%"
"Cardtronics","CATM","-2.66%","-3.74%","47.74%","97.52%","41.73%","5.57%"
"Career","CECO","0.69%","-1.71%","-11.53%","33.44%","73.71%","326.46%"
"Caretrust Inc","CTRE","1.15%","0.76%","11.45%","10.38%","-3.39%","63.43%"
"Carrizo Oil&Gas","CRZO","-2.47%","-3.16%","-17.96%","9.45%","82.38%","-34.17%"
"Cato","CATO","-0.79%","-10.22%","-14.77%","34.11%","61.13%","-38.13%"
"Cavco","CVCO","-0.20%","1.88%","18.33%","60.12%","83.31%","241.37%"
"Cedar Realty","CDR","2.27%","-0.66%","-2.38%","-25.82%","-10.16%","-28.98%"
"Celadon","CGIP","0.00%","-4.57%","15.17%","-47.81%","-31.84%","-82.51%"
"Central Garden&Pet","CENT","-0.03%","-0.20%","-8.15%","0.75%","12.35%","221.92%"
"Central Garden&Pet A","CENTA","-0.71%","-0.30%","-8.92%","-4.19%","7.02%","187.89%"
"Century Aluminum","CENX","1.27%","2.74%","-1.47%","-35.18%","-33.46%","131.03%"
"CEVA","CEVA","0.00%","2.36%","0.33%","-34.34%","-26.10%","58.39%"
"Chart Industries","GTLS","-0.48%","-2.36%","-0.82%","60.63%","125.63%","208.99%"
"Chemed","CHE","1.57%","0.77%","2.86%","32.32%","67.30%","132.12%"
"Chemours Co","CC","-1.05%","4.03%","0.49%","-9.23%","-5.14%","369.42%"
"Chesapeake Lodging","CHSP","1.87%","-0.73%","4.11%","20.49%","28.55%","10.12%"
"Chuy's Holdings","CHUY","1.10%","0.73%","-14.17%","-1.78%","42.75%","-12.73%"
"Cincinnati Bell","CBB","2.34%","-0.38%","-1.50%","-37.17%","-37.91%","-25.36%"
"CIRCOR","CIR","0.09%","2.13%","3.27%","-8.59%","-7.58%","0.41%"
"City Holding","CHCO","-0.49%","-2.42%","-0.30%","19.74%","27.91%","70.98%"
"Clearwater Paper","CLW","0.35%","-9.11%","25.87%","-36.23%","-36.02%","-48.31%"
"Cloud Peak Energy","CLD","0.40%","-0.80%","-8.12%","-44.04%","-18.89%","-43.02%"
"CMTSU Liquidation","CBRI","4.76%","-0.00%","-33.33%","-86.67%","-92.31%","-99.94%"
"Cogent","CCOI","0.37%","3.03%","4.81%","20.20%","19.93%","98.29%"
"Coherent","COHR","2.28%","3.52%","15.39%","-33.48%","-17.59%","224.64%"
"Cohu","COHU","1.94%","2.84%","7.54%","22.23%","41.96%","178.03%"
"Columbia Banking","COLB","-0.62%","-2.93%","2.48%","-3.75%","12.54%","40.87%"
"Comfort Systems","FIX","-0.62%","-1.23%","2.74%","28.87%","66.91%","103.36%"
"Community Bank System","CBU","-0.41%","-1.28%","3.08%","22.18%","27.07%","85.51%"
"Community Health Systems","CYH","-1.65%","-0.83%","6.57%","-16.20%","-51.30%","-93.51%"
"Computer Programs&Systems","CPSI","-0.74%","-1.46%","-12.90%","-10.15%","-9.09%","-40.83%"
"Comtech","CMTL","-1.10%","0.39%","8.69%","62.30%","85.24%","41.12%"
"CONMED","CNMD","-0.01%","0.31%","6.70%","53.01%","60.77%","45.04%"
"Consolidated Communications","CNSL","-0.49%","1.33%","-2.78%","0.25%","-34.72%","-38.16%"
"Contango Oil&Gas","MCF","-0.17%","-1.64%","6.58%","27.18%","32.23%","-33.30%"
"Cooper Stnd","CPS","-0.09%","1.61%","6.89%","16.60%","41.95%","144.70%"
"Core-Mark","CORE","-2.41%","-0.23%","41.79%","9.15%","29.88%","-42.23%"
"CoreSite","COR","0.64%","1.09%","2.94%","2.15%","-1.86%","133.63%"
"Corindus Vascular Robotics","CR3","-2.50%","4.26%","-2.17%","4.38%","-44.49%","-71.05%"
"CorVel","CRVL","0.08%","0.67%","10.24%","13.99%","18.70%","95.08%"
"CPB","CPF","-0.77%","-2.97%","2.45%","-4.66%","-1.80%","41.14%"
"Cray","CRAY","-1.60%","0.94%","-10.02%","-10.95%","15.24%","3.76%"
"Crocs","CROX","1.39%","-0.24%","14.01%","61.55%","132.31%","40.63%"
"Cross Country","CCRN","0.39%","1.70%","-12.40%","-20.30%","-15.88%","-28.08%"
"CryoLife","CRY","-1.31%","-1.17%","16.75%","76.50%","65.28%","241.41%"
"CSG Systems","CSGS","-0.86%","-0.83%","-8.54%","-15.72%","-3.65%","18.59%"
"CTS Corp","CTS","0.55%","3.98%","5.02%","42.14%","63.39%","96.88%"
"Cubic","CUB","0.52%","4.77%","15.56%","30.36%","79.56%","80.53%"
"Customers Bancorp","CUBI","-1.00%","-3.48%","-1.52%","-5.12%","-13.47%","2.75%"
"CVB Financial","CVBF","-1.03%","-3.22%","1.61%","1.99%","16.65%","50.00%"
"Daktronics","DAKT","1.99%","-0.77%","-8.11%","-15.66%","-18.35%","-10.88%"
"Darling Ingredients","DAR","-0.74%","-0.74%","1.31%","11.31%","16.58%","58.27%"
"Dave & Buster’s Entertainment","PLAY","-1.58%","2.75%","19.02%","2.97%","-1.75%","65.00%"
"DHI Group","DHX","2.17%","17.50%","14.63%","23.68%","27.03%","-69.95%"
"Diamondrock Hospitality","DRH","2.06%","0.17%","1.45%","5.31%","9.28%","0.51%"
"Digi","DGII","0.00%","0.76%","-1.85%","39.27%","46.15%","32.21%"
"Dime Community","DCOM","-0.27%","-1.08%","5.75%","-12.17%","-1.34%","8.17%"
"DineEquity","DIN","0.47%","2.53%","14.46%","61.46%","105.19%","-15.72%"
"Diodes","DIOD","-0.49%","2.98%","5.08%","35.02%","39.90%","94.23%"
"Diplomat Pharmacy","DPLO","0.56%","2.33%","-7.52%","-1.35%","20.00%","-50.52%"
"Donnelley Financial Solutions","DFIN","-0.58%","0.64%","-2.34%","4.93%","-3.40%","-"
"Dorman","DORM","0.41%","1.69%","9.70%","32.20%","22.06%","60.31%"
"DSP Group","DSPG","0.39%","1.18%","5.31%","3.20%","7.50%","50.88%"
"DXP Enterprises","DXPE","-0.80%","-2.79%","16.60%","58.91%","65.40%","67.76%"
"Eagle Pharm","EGRX","1.57%","-0.05%","3.40%","52.66%","49.94%","-2.53%"
"EastGroup Properties","EGP","0.96%","1.61%","4.25%","10.66%","12.89%","78.01%"
"Ebix","EBIX","-1.33%","-0.06%","-0.89%","-1.45%","36.54%","176.85%"
"Echo Global","ECHO","-1.19%","-0.45%","2.47%","18.39%","118.81%","44.07%"
"eHealth","EHTH","3.02%","2.05%","32.00%","74.55%","28.47%","110.26%"
"El Paso Electric","EE","-0.48%","-1.67%","0.57%","11.83%","12.44%","71.99%"
"El Pollo Loco Holdings Inc","LOCO","1.65%","0.41%","6.01%","24.75%","8.81%","-9.85%"
"Electro Scientific","ESIO","0.71%","-3.38%","26.19%","5.46%","82.26%","410.16%"
"Electronics for Imaging","EFII","-0.09%","1.09%","1.06%","16.56%","-2.41%","-21.93%"
"Emergent Biosolutions","EBS","0.62%","1.08%","16.12%","32.41%","70.44%","77.63%"
"Employers","EIG","-0.34%","1.14%","-3.78%","0.34%","6.20%","102.78%"
"Enanta","ENTA","-1.15%","-0.73%","-6.67%","54.87%","114.49%","120.69%"
"Encore Capital","ECPG","-2.76%","-3.49%","6.46%","-8.08%","-2.89%","-3.56%"
"Encore Wire","WIRE","-0.96%","0.19%","10.39%","5.96%","24.22%","62.77%"
"Engility","EGL","-0.03%","0.40%","3.28%","23.26%","13.95%","25.70%"
"Enova International Inc","ENVA","-0.86%","-3.91%","10.24%","126.64%","204.87%","166.02%"
"Enpro Industries","NPO","-0.94%","-0.65%","0.60%","-19.87%","7.43%","59.26%"
"ePlus","PLUS","0.54%","1.59%","4.54%","36.24%","23.88%","166.94%"
"Era Group Inc","ERA","-3.18%","2.70%","-13.70%","13.12%","35.71%","-24.71%"
"ESCO Technologies","ESE","-0.66%","-0.94%","11.80%","13.20%","26.41%","88.61%"
"Essendant Inc","ESND","-1.84%","-5.27%","-12.26%","55.12%","22.28%","-58.27%"
"Ethan Allen Interiors","ETH","0.00%","-1.95%","0.89%","-19.94%","-20.80%","-23.27%"
"Evercore","EVR","-1.46%","-0.92%","-2.57%","20.17%","44.20%","104.79%"
"EW Scripps A","SSP","-0.76%","-2.82%","13.42%","-7.55%","-21.60%","-17.57%"
"ExlServices","EXLS","-0.08%","0.75%","3.61%","1.91%","10.04%","68.63%"
"Exponent","EXPO","-1.44%","-2.38%","5.79%","44.02%","54.45%","19.88%"
"Express","EXPR","1.73%","-4.95%","2.25%","-1.58%","54.17%","-51.01%"
"Exterran Corp","EXTN","-1.39%","-0.66%","3.12%","-9.54%","4.10%","-"
"EZCORP","EZPW","0.00%","-3.07%","-2.21%","-9.43%","22.10%","89.54%"
"Fabrinet","FN","-0.64%","0.21%","24.18%","66.41%","22.15%","139.16%"
"FARO","FARO","-0.29%","1.42%","0.96%","44.79%","98.98%","79.03%"
"Federal Signal","FSS","-0.38%","-1.55%","11.65%","29.72%","40.64%","86.28%"
"Fidelity","LION","-0.53%","0.25%","1.29%","11.33%","12.36%","26.21%"
"Fiesta","FRGI","-0.18%","-3.26%","-2.76%","48.42%","64.43%","-45.99%"
"First Bancorp","FBP","-1.77%","-1.56%","7.92%","73.73%","55.71%","156.81%"
"First Commonwealth Financial","FCF","-0.48%","-3.31%","-3.03%","16.41%","32.20%","90.73%"
"First Financial Bancorp","FFBC","-0.24%","-1.41%","3.80%","19.35%","31.87%","72.05%"
"First Financial Bankshares","FFIN","-0.25%","-0.99%","5.92%","33.07%","50.06%","95.47%"
"First Midwest","FMBI","-0.88%","-2.21%","1.05%","12.49%","27.77%","54.96%"
"First NBC Bank","FNBCQ","10.34%","-25.00%","-25.00%","200.00%","50.00%","-99.91%"
"FirstCash","FCFS","-0.73%","-0.61%","-0.73%","21.28%","41.03%","105.37%"
"Five Below","FIVE","0.32%","1.49%","18.54%","73.34%","133.33%","198.60%"
"Flotek","FTK","2.93%","-7.46%","-31.49%","-54.72%","-58.63%","-88.51%"
"Forestar","FOR","-1.16%","0.99%","14.06%","16.14%","48.55%","99.45%"
"Forrester","FORR","-0.41%","0.20%","5.62%","10.63%","20.00%","53.39%"
"Forward Air","FWRD","-0.77%","-0.69%","2.25%","10.58%","21.90%","41.16%"
"Four Corners Property Trust Inc","FCPT","0.56%","0.33%","8.33%","5.29%","7.47%","-"
"Fox Factory","FOXF","-1.84%","-0.70%","30.17%","64.35%","60.43%","320.62%"
"Francescass","FRAN","-0.60%","-9.48%","-17.62%","-9.85%","-10.58%","-41.00%"
"Franklin Electric","FELE","-0.51%","-1.32%","3.39%","6.21%","27.12%","66.78%"
"Franklin Street Properties","FSP","1.43%","-0.47%","0.59%","-20.86%","-13.44%","-19.96%"
"Freds","FRED","0.60%","-2.87%","-20.28%","-58.27%","-71.97%","-87.06%"
"FTD Companies Inc","FTD","0.54%","-4.87%","4.51%","-48.40%","-72.11%","-87.32%"
"FutureFuel","FF","-0.67%","-0.67%","11.04%","5.68%","10.13%","48.90%"
"G-III Apparel","GIII","1.18%","-1.37%","1.41%","23.18%","67.61%","-33.31%"
"Gannett","GCI","-1.49%","-1.03%","0.38%","-8.80%","21.63%","-15.98%"
"Genesco","GCO","1.90%","-0.98%","14.27%","40.46%","79.02%","-25.23%"
"Gentherm","THRM","-0.61%","0.72%","11.78%","53.86%","60.69%","5.19%"
"Geo","GEO","1.87%","0.67%","-0.51%","8.35%","-5.82%","26.15%"
"Geospace","GEOS","-1.82%","0.57%","1.08%","8.33%","-7.14%","-15.92%"
"Getty","GTY","1.18%","0.34%","3.25%","7.77%","7.73%","86.43%"
"Gibraltar Industries","ROCK","-0.22%","-1.74%","7.60%","37.27%","54.87%","174.38%"
"Glacier","GBCI","-0.73%","-0.97%","4.41%","14.29%","35.40%","77.59%"
"Glatfelter","GLT","1.24%","-1.11%","-7.35%","-12.45%","11.39%","4.22%"
"Government Propertiesome","GOV","1.66%","1.42%","13.82%","-7.61%","-6.85%","8.42%"
"Great Western Bancorp Inc","GWB","-0.05%","-2.00%","2.62%","8.37%","20.58%","74.47%"
"Green Dot","GDOT","-0.76%","-1.15%","8.28%","41.12%","77.65%","377.48%"
"Green Plains Energy","GPRE","0.00%","-1.10%","11.46%","6.82%","3.45%","-12.41%"
"Greenbrier","GBX","0.00%","1.18%","6.88%","12.20%","38.59%","45.92%"
"Greenhill&Co","GHL","-3.91%","-5.52%","-11.72%","44.87%","87.71%","-20.49%"
"Griffon","GFF","-0.27%","-0.82%","4.91%","-10.81%","-1.89%","10.00%"
"Group 1 Automotive","GPI","0.50%","-0.37%","12.93%","12.64%","38.81%","-9.21%"
"Guess?","GES","1.49%","-0.98%","3.58%","37.26%","43.73%","2.80%"
"Gulf Island Fabrication","GIFI","-1.03%","-2.33%","4.89%","-28.15%","-10.65%","-22.55%"
"H B Fuller","FUL","-1.14%","-0.83%","3.84%","8.04%","16.45%","59.67%"
"Haemonetics","HAE","1.17%","2.88%","13.40%","87.76%","160.64%","203.34%"
"Hanmi","HAFC","-0.76%","-1.89%","3.38%","-14.33%","-2.44%","7.75%"
"Harmonic","HLIT","0.91%","4.72%","17.46%","32.14%","68.18%","-4.15%"
"Harsco","HSC","-1.09%","1.11%","10.75%","46.38%","55.11%","142.45%"
"Haverty Furniture","HVT","0.00%","-1.12%","10.28%","-2.87%","-4.76%","-4.39%"
"Hawaiian","HA","1.08%","0.72%","6.16%","6.02%","-0.59%","84.42%"
"Hawkins","HWKN","-0.61%","-3.53%","10.07%","16.48%","15.98%","9.83%"
"Haynes","HAYN","0.52%","-0.87%","-8.40%","20.78%","26.46%","1.04%"
"HCI Group Inc","HCI","-0.24%","1.03%","-4.34%","37.22%","2.22%","7.16%"
"Healthcare Services","HCSG","-0.22%","-0.89%","4.24%","-21.60%","-18.22%","24.04%"
"Healthequity Inc","HQY","1.40%","5.81%","24.47%","97.73%","121.73%","212.64%"
"HealthStream","HSTM","-0.51%","0.29%","12.67%","34.02%","32.25%","22.40%"
"Heartland Express","HTLD","-0.54%","0.54%","6.43%","-12.81%","-8.04%","-0.97%"
"Heidrick&Struggles","HSII","-1.01%","-1.01%","28.80%","79.43%","144.04%","124.52%"
"Helix","HLX","-1.85%","-1.53%","-12.17%","19.63%","43.63%","38.77%"
"HFF","HF","0.26%","1.31%","4.02%","-5.94%","22.16%","32.19%"
"Hibbett Sports","HIBB","-2.42%","-32.57%","-19.03%","-6.13%","60.92%","-50.73%"
"HighPoint","HPR","3.52%","1.34%","-21.28%","3.12%","88.93%","4.75%"
"Hillenbrand","HI","-1.07%","-1.17%","4.09%","13.76%","44.26%","89.10%"
"HMS Holdings","HMSY","0.25%","0.16%","33.71%","86.73%","80.44%","202.29%"
"Home BancShares","HOMB","-1.44%","-2.87%","0.04%","0.30%","-0.64%","-38.58%"
"Hope Bancorp","HOPE","-0.34%","-2.19%","3.13%","-4.38%","7.72%","21.10%"
"Horace Mann Educators","HMN","-0.76%","-0.65%","5.90%","3.85%","28.83%","37.66%"
"Hornbeck","HOS","-2.22%","4.26%","-9.07%","41.80%","65.17%","-76.72%"
"Hub Group","HUBG","-0.86%","0.10%","12.99%","8.04%","32.52%","39.64%"
"Iconix Brand","ICON","-0.03%","-10.00%","-32.08%","-72.09%","-93.33%","-97.34%"
"ICU Medical","ICUI","-0.41%","1.25%","7.17%","40.86%","77.61%","167.07%"
"II-VI","IIVI","2.67%","5.83%","18.25%","6.28%","38.61%","195.44%"
"ILG","ILG","0.71%","-0.62%","3.31%","23.91%","34.75%","76.72%"
"Independent Bank","INDB","-0.06%","-0.55%","1.64%","28.92%","30.41%","102.36%"
"Ingevity","NGVT","-1.23%","-0.92%","3.11%","41.05%","60.14%","-"
"Innophoss","IPHS","-1.76%","-1.25%","-3.46%","-6.76%","-3.29%","-9.68%"
"Innospec","IOSP","-1.78%","-0.06%","-1.72%","9.14%","39.58%","59.95%"
"Inogen Inc","INGN","1.30%","5.76%","29.37%","111.76%","164.90%","406.55%"
"Insight Enterprises","NSIT","0.94%","1.95%","12.70%","45.99%","42.53%","116.67%"
"Insperity","NSP","-0.56%","1.80%","21.52%","102.35%","198.87%","155.39%"
"Installed Building","IBP","-1.76%","0.11%","-11.37%","-37.39%","-13.47%","76.83%"
"Integer Hld","ITGR","0.19%","1.83%","9.05%","71.52%","71.52%","49.45%"
"Integra","IART","0.43%","-0.61%","-3.79%","23.05%","17.78%","93.78%"
"Inter Parfums","IPAR","-1.36%","-1.29%","10.51%","50.06%","66.97%","154.39%"
"Interactive Brokers","IBKR","0.31%","2.16%","4.28%","5.37%","49.65%","54.89%"
"Interface, Inc.","TILE","0.42%","1.07%","7.48%","-5.77%","25.40%","-1.00%"
"INTL FCStone","INTL","0.20%","0.84%","5.13%","32.14%","58.80%","117.75%"
"Intrepid Potash","IPI","-1.72%","1.48%","-16.55%","-27.94%","-2.56%","-56.19%"
"Invacare","IVC","0.00%","-5.88%","-13.14%","-9.79%","13.86%","-13.83%"
"Investment Tech","ITG","-0.41%","0.83%","-1.04%","13.56%","7.58%","34.94%"
"Iridium","IRDM","0.26%","-5.31%","10.73%","66.10%","81.48%","172.98%"
"iRobot","IRBT","4.85%","11.25%","52.93%","53.47%","25.33%","301.88%"
"Itron","ITRI","-0.23%","0.84%","10.59%","-3.52%","-9.62%","119.11%"
"J & J Snack Foods","JJSF","-0.75%","-1.04%","-7.43%","-6.35%","12.86%","23.95%"
"John Bean Tech","JBT","0.52%","3.58%","5.42%","4.38%","31.35%","242.67%"
"Kaiser","KALU","-0.29%","1.23%","-0.57%","2.67%","13.44%","31.79%"
"Kaman","KAMN","-0.37%","-1.78%","-0.02%","10.54%","33.06%","67.98%"
"KapStone Paper&Packaging","KS","-0.09%","-0.06%","-1.46%","51.30%","56.19%","57.55%"
"Kelly Services A","KELYA","-0.82%","1.44%","7.03%","-6.75%","18.39%","79.08%"
"Kirklands","KIRK","-2.31%","2.51%","5.24%","-1.00%","2.16%","-47.66%"
"Kite","KRG","2.15%","1.21%","6.21%","-10.15%","-12.43%","-26.59%"
"Knight Transportation","KNX","-0.47%","2.47%","4.25%","-23.19%","-14.77%","22.42%"
"Kopin","KOPN","-1.75%","0.00%","-25.00%","-29.69%","-45.26%","-26.47%"
"Koppers","KOP","-1.65%","3.62%","-2.05%","-29.76%","-7.62%","78.39%"
"Korn/Ferry","KFY","0.13%","0.69%","3.05%","62.37%","105.47%","100.39%"
"Kraton","KRA","-3.02%","1.10%","3.69%","-0.83%","44.58%","131.00%"
"Kulicke&Soffa","KLIC","1.89%","2.61%","0.19%","8.26%","37.03%","149.53%"
"La-Z-Boy","LZB","1.06%","-10.55%","10.02%","7.37%","41.35%","21.69%"
"Lannett Com","LCI","8.82%","1.83%","-54.51%","-76.08%","-68.47%","-88.87%"
"LCI Industries","LCII","-0.58%","0.75%","3.82%","-27.81%","-5.58%","69.43%"
"Legacy Texas Financial Grp","LTXB","-0.20%","-1.25%","3.22%","7.11%","25.03%","63.45%"
"Lendingtree","TREE","0.27%","2.63%","6.59%","-28.26%","5.48%","127.85%"
"Lexington","LXP","1.85%","2.97%","8.57%","-2.90%","-3.50%","14.97%"
"LGI Homes","LGIH","0.82%","-0.48%","12.09%","-23.02%","40.57%","132.43%"
