"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"Apogee","APOG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Applied Industrial Technologies","AIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ArcBest Corp","ARCB","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Archrock","AROC","Strong Sell","Sell","Strong Buy","Strong Buy"
"Asbury Automotive","ABG","Neutral","Strong Buy","Strong Buy","Strong Buy"
"ASGN","ASGN","Neutral","Neutral","Strong Buy","Strong Buy"
"Astec","ASTE","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Atlas Air","AAWW","Strong Sell","Strong Sell","Strong Sell","Buy"
"ATN Int","ATNI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Avista","AVA","Strong Buy","Buy","Neutral","Strong Buy"
"Axon Enterprise","AAXN","Buy","Strong Sell","Buy","Strong Buy"
"AZZ","AZZ","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"B&G Foods","BGS","Strong Sell","Neutral","Neutral","Neutral"
"Badger Meter","BMI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Balchem","BCPC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Banc of California","BANC","Buy","Buy","Strong Buy","Buy"
"Banner","BANR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Barnes","B","Strong Sell","Buy","Strong Buy","Strong Buy"
"Barnes & Noble Education Inc","BNED","Strong Buy","Strong Buy","Sell","Strong Sell"
"Barnes&Noble","BKS","Strong Buy","Strong Buy","Strong Buy","Sell"
"Bel Fuse B","BELFB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Belmond","BEL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Benchmark Electronics","BHE","Buy","Neutral","Strong Sell","Strong Sell"
"Big 5","BGFV","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Biglari","BH","Strong Buy","Strong Buy","Strong Sell","Strong Sell"
"BioTelemetry","BEAT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"BJs Restaurants","BJRI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Black Box","BBOX","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Blackbaud","BLKB","Strong Buy","Strong Sell","Strong Sell","Buy"
"Blucora","BCOR","Strong Sell","Strong Sell","Neutral","Strong Buy"
"BofI Holding","BOFI","Strong Buy","Strong Sell","Sell","Strong Buy"
"Boise Cascad Llc","BCC","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Boston Private","BPFH","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Bottomline","EPAY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Boyd Gaming","BYD","Buy","Strong Sell","Neutral","Strong Buy"
"Brady","BRC","Sell","Neutral","Strong Sell","Buy"
"Briggs&Stratton","BGG","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Brinks","BCO","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Bristow","BRS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Brookline Bancorp","BRKL","Neutral","Sell","Neutral","Strong Buy"
"Brooks Automation","BRKS","Strong Sell","Strong Sell","Sell","Strong Buy"
"Buckle","BKE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cabot","CCMP","Sell","Strong Buy","Strong Buy","Strong Buy"
"CACI","CACI","Buy","Strong Buy","Strong Buy","Strong Buy"
"Cal-Maine","CALM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CalAmp","CAMP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Calavo Growers","CVGW","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Caleres","CAL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"California Water Service","CWT","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Callaway Golf","ELY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cambrex","CBM","Sell","Neutral","Strong Buy","Strong Buy"
"Cantel Medical","CMD","Strong Sell","Neutral","Sell","Neutral"
"Capstead Mortgage","CMO","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Carbo Ceramics","CRR","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Cardtronics","CATM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Career","CECO","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Caretrust Inc","CTRE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Carrizo Oil&Gas","CRZO","Neutral","Strong Sell","Strong Sell","Neutral"
"Cato","CATO","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Cavco","CVCO","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Cedar Realty","CDR","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Celadon","CGIP","Strong Buy","Buy","Neutral","Strong Sell"
"Central Garden&Pet","CENT","Strong Sell","Strong Sell","Sell","Strong Buy"
"Central Garden&Pet A","CENTA","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Century Aluminum","CENX","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"CEVA","CEVA","Strong Sell","Sell","Strong Sell","Strong Sell"
"Chart Industries","GTLS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Chemed","CHE","Buy","Neutral","Neutral","Strong Buy"
"Chemours Co","CC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Chesapeake Lodging","CHSP","Strong Buy","Neutral","Buy","Strong Buy"
"Chuy's Holdings","CHUY","Neutral","Strong Sell","Strong Sell","Neutral"
"Cincinnati Bell","CBB","Strong Buy","Sell","Strong Sell","Strong Sell"
"CIRCOR","CIR","Strong Buy","Strong Buy","Neutral","Strong Sell"
"City Holding","CHCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Clearwater Paper","CLW","Buy","Strong Buy","Neutral","Strong Sell"
"Cloud Peak Energy","CLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CMTSU Liquidation","CBRI","Sell","Strong Sell","Strong Sell","Strong Sell"
"Cogent","CCOI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Coherent","COHR","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Cohu","COHU","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Columbia Banking","COLB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Comfort Systems","FIX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Community Bank System","CBU","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Community Health Systems","CYH","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Computer Programs&Systems","CPSI","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Comtech","CMTL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CONMED","CNMD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Consolidated Communications","CNSL","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Contango Oil&Gas","MCF","Strong Buy","Strong Sell","Sell","Strong Sell"
"Cooper Stnd","CPS","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Core-Mark","CORE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CoreSite","COR","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Corindus Vascular Robotics","CR3","Strong Sell","Strong Sell","Neutral","Strong Sell"
"CorVel","CRVL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"CPB","CPF","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Cray","CRAY","Strong Sell","Strong Sell","Strong Sell","Sell"
"Crocs","CROX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Cross Country","CCRN","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"CryoLife","CRY","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"CSG Systems","CSGS","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"CTS Corp","CTS","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Cubic","CUB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Customers Bancorp","CUBI","Sell","Strong Sell","Strong Sell","Strong Sell"
"CVB Financial","CVBF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Daktronics","DAKT","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Darling Ingredients","DAR","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Dave & Buster’s Entertainment","PLAY","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Depomed","DEPO","Neutral","Strong Sell","Strong Sell","Strong Sell"
"DHI Group","DHX","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Diamondrock Hospitality","DRH","Neutral","Strong Sell","Sell","Strong Buy"
"Digi","DGII","Strong Sell","Strong Sell","Buy","Strong Buy"
"Dime Community","DCOM","Strong Buy","Sell","Strong Sell","Strong Sell"
"DineEquity","DIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diodes","DIOD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Diplomat Pharmacy","DPLO","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Donnelley Financial Solutions","DFIN","Strong Buy","Neutral","Strong Buy","Neutral"
"Dorman","DORM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"DSP Group","DSPG","Strong Sell","Strong Sell","Strong Sell","Neutral"
"DXP Enterprises","DXPE","Buy","Strong Buy","Strong Buy","Strong Buy"
"Eagle Pharm","EGRX","Strong Buy","Neutral","Strong Buy","Strong Buy"
"EastGroup Properties","EGP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ebix","EBIX","Neutral","Strong Sell","Sell","Strong Buy"
"Echo Global","ECHO","Strong Sell","Buy","Strong Buy","Strong Buy"
"eHealth","EHTH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"El Paso Electric","EE","Sell","Strong Buy","Strong Buy","Strong Buy"
"El Pollo Loco Holdings Inc","LOCO","Strong Buy","Strong Buy","Strong Buy","Buy"
"Electro Scientific","ESIO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Electronics for Imaging","EFII","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Emergent Biosolutions","EBS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Employers","EIG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enanta","ENTA","Neutral","Strong Sell","Sell","Strong Buy"
"Encore Capital","ECPG","Neutral","Strong Buy","Neutral","Neutral"
"Encore Wire","WIRE","Strong Buy","Buy","Strong Buy","Strong Buy"
"Engility","EGL","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Enova International Inc","ENVA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Enpro Industries","NPO","Neutral","Sell","Neutral","Neutral"
"ePlus","PLUS","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Era Group Inc","ERA","Strong Sell","Strong Sell","Sell","Buy"
"ESCO Technologies","ESE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Essendant Inc","ESND","Strong Sell","Buy","Strong Buy","Neutral"
"Ethan Allen Interiors","ETH","Strong Buy","Sell","Strong Sell","Strong Sell"
"Evercore","EVR","Strong Buy","Neutral","Strong Buy","Strong Buy"
"EW Scripps A","SSP","Strong Buy","Strong Buy","Buy","Neutral"
"ExlServices","EXLS","Strong Buy","Neutral","Buy","Strong Buy"
"Exponent","EXPO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Express","EXPR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Exterran Corp","EXTN","Strong Buy","Strong Buy","Strong Buy","Neutral"
"EZCORP","EZPW","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Fabrinet","FN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"FARO","FARO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Federal Signal","FSS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fidelity","LION","Strong Buy","Strong Sell","Sell","Strong Buy"
"Fiesta","FRGI","Buy","Neutral","Strong Buy","Strong Buy"
"First Bancorp","FBP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Commonwealth Financial","FCF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bancorp","FFBC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Financial Bankshares","FFIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First Midwest","FMBI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"First NBC Bank","FNBCQ","Strong Sell","Sell","Strong Sell","Strong Sell"
"FirstCash","FCFS","Neutral","Strong Sell","Sell","Strong Buy"
"Five Below","FIVE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Flotek","FTK","Sell","Strong Sell","Strong Sell","Strong Sell"
"Forestar","FOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forrester","FORR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Forward Air","FWRD","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Four Corners Property Trust Inc","FCPT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Fox Factory","FOXF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Francescass","FRAN","Strong Buy","Strong Buy","Strong Buy","Sell"
"Franklin Electric","FELE","Strong Buy","Buy","Strong Buy","Strong Buy"
"Franklin Street Properties","FSP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Freds","FRED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"FTD Companies Inc","FTD","Buy","Buy","Strong Sell","Strong Sell"
"FutureFuel","FF","Neutral","Sell","Neutral","Neutral"
"G-III Apparel","GIII","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gannett","GCI","Strong Buy","Neutral","Neutral","Neutral"
"Genesco","GCO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gentherm","THRM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Geo","GEO","Strong Sell","Strong Sell","Neutral","Buy"
"Geospace","GEOS","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Getty","GTY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gibraltar Industries","ROCK","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glacier","GBCI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Glatfelter","GLT","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Government Propertiesome","GOV","Strong Buy","Strong Buy","Strong Buy","Sell"
"Great Western Bancorp Inc","GWB","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Green Dot","GDOT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Green Plains Energy","GPRE","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Greenbrier","GBX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Greenhill&Co","GHL","Strong Sell","Sell","Strong Buy","Strong Buy"
"Griffon","GFF","Sell","Strong Sell","Strong Sell","Strong Sell"
"Group 1 Automotive","GPI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Guess?","GES","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Gulf Island Fabrication","GIFI","Strong Buy","Strong Buy","Neutral","Strong Sell"
"H B Fuller","FUL","Sell","Buy","Strong Buy","Strong Buy"
"Haemonetics","HAE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hanmi","HAFC","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Harmonic","HLIT","Sell","Strong Buy","Strong Buy","Strong Buy"
"Harsco","HSC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Haverty Furniture","HVT","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hawaiian","HA","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hawkins","HWKN","Strong Buy","Buy","Strong Buy","Neutral"
"Haynes","HAYN","Strong Sell","Strong Sell","Sell","Buy"
"HCI Group Inc","HCI","Strong Buy","Strong Buy","Neutral","Strong Buy"
"Healthcare Services","HCSG","Neutral","Strong Buy","Neutral","Neutral"
"Healthequity Inc","HQY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HealthStream","HSTM","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Heartland Express","HTLD","Buy","Strong Buy","Neutral","Neutral"
"Heidrick&Struggles","HSII","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Helix","HLX","Sell","Neutral","Strong Buy","Buy"
"HFF","HF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hibbett Sports","HIBB","Strong Buy","Strong Buy","Strong Buy","Neutral"
"HighPoint","HPR","Sell","Strong Sell","Strong Sell","Neutral"
"Hillenbrand","HI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"HMS Holdings","HMSY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Home BancShares","HOMB","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Hope Bancorp","HOPE","Strong Buy","Buy","Strong Sell","Sell"
"Horace Mann Educators","HMN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Hornbeck","HOS","Strong Sell","Strong Sell","Neutral","Neutral"
"Hub Group","HUBG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Iconix Brand","ICON","Sell","Strong Sell","Strong Sell","Strong Sell"
"ICU Medical","ICUI","Strong Sell","Neutral","Buy","Strong Buy"
"II-VI","IIVI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ILG","ILG","Strong Buy","Buy","Strong Buy","Strong Buy"
"Independent Bank","INDB","Strong Buy","Buy","Strong Buy","Strong Buy"
"Ingevity","NGVT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Innophoss","IPHS","Neutral","Strong Sell","Strong Sell","Sell"
"Innospec","IOSP","Strong Sell","Strong Sell","Sell","Strong Buy"
"Inogen Inc","INGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insight Enterprises","NSIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Insperity","NSP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Installed Building","IBP","Strong Sell","Strong Sell","Strong Sell","Sell"
"Integer Hld","ITGR","Strong Sell","Sell","Strong Buy","Strong Buy"
"Integra","IART","Neutral","Buy","Strong Buy","Strong Buy"
"Inter Parfums","IPAR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Interactive Brokers","IBKR","Strong Buy","Buy","Neutral","Strong Buy"
"Interface, Inc.","TILE","Neutral","Neutral","Buy","Buy"
"INTL FCStone","INTL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Intrepid Potash","IPI","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Invacare","IVC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Investment Tech","ITG","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Iridium","IRDM","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"iRobot","IRBT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Itron","ITRI","Buy","Neutral","Neutral","Neutral"
"J & J Snack Foods","JJSF","Buy","Sell","Neutral","Strong Buy"
"John Bean Tech","JBT","Neutral","Neutral","Strong Buy","Strong Buy"
"Kaiser","KALU","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kaman","KAMN","Strong Buy","Strong Buy","Neutral","Strong Buy"
"KapStone Paper&Packaging","KS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Kelly Services A","KELYA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Kirklands","KIRK","Strong Buy","Strong Buy","Neutral","Neutral"
"Kite","KRG","Strong Buy","Neutral","Buy","Strong Sell"
"Knight Transportation","KNX","Strong Sell","Strong Sell","Strong Sell","Sell"
"Kopin","KOPN","Buy","Strong Sell","Strong Sell","Strong Sell"
"Koppers","KOP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Korn/Ferry","KFY","Neutral","Sell","Strong Buy","Strong Buy"
"Kraton","KRA","Strong Sell","Sell","Neutral","Strong Buy"
"Kulicke&Soffa","KLIC","Buy","Strong Buy","Strong Buy","Strong Buy"
"La-Z-Boy","LZB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lannett Com","LCI","Buy","Buy","Strong Sell","Strong Sell"
"LCI Industries","LCII","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Legacy Texas Financial Grp","LTXB","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lendingtree","TREE","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Lexington","LXP","Neutral","Strong Buy","Buy","Strong Sell"
"LGI Homes","LGIH","Buy","Neutral","Neutral","Neutral"
"LHC Group","LHCG","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Ligand","LGND","Buy","Strong Buy","Strong Buy","Strong Buy"
"Lindsay","LNN","Neutral","Strong Sell","Strong Sell","Buy"
"Liquidity Services","LQDT","Buy","Strong Buy","Strong Buy","Buy"
"Lithia Motors","LAD","Sell","Strong Sell","Strong Sell","Strong Sell"
"Littelfuse","LFUS","Strong Buy","Strong Buy","Buy","Strong Buy"
"LivePerson","LPSN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"LogMeIn","LOGM","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Lsb Industries","LXU","Strong Sell","Buy","Neutral","Strong Sell"
"LSC Communications","LKSD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"LTC Properties","LTC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Lumber Liquidators","LL","Sell","Strong Sell","Strong Sell","Strong Sell"
"Lumentum Holdings Inc","LITE","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Luminex","LMNX","Buy","Strong Sell","Neutral","Strong Buy"
"Lydall","LDL","Strong Buy","Neutral","Neutral","Sell"
"M/I Homes","MHO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Magellan Health","MGLN","Neutral","Strong Sell","Strong Sell","Neutral"
"Maiden Holdings","MHLD","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"ManTech","MANT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Marcus","MCS","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MarineMax","HZO","Strong Buy","Neutral","Strong Sell","Neutral"
"Marriot Vacations Worldwide","VAC","Strong Buy","Strong Sell","Neutral","Neutral"
"Marten Transport","MRTN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Masimo","MASI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Materion","MTRN","Sell","Strong Buy","Strong Buy","Strong Buy"
"Matrix","MTRX","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Matson","MATX","Strong Buy","Strong Buy","Buy","Strong Buy"
"Matthews","MATW","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"MDC","MDC","Strong Buy","Strong Buy","Buy","Neutral"
"Medidata","MDSO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MEDIFAST","MED","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Mercury","MRCY","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meridian","VIVO","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Merit","MMSI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Meritage","MTH","Strong Sell","Strong Sell","Strong Sell","Sell"
"Methode Electronics","MEI","Strong Sell","Strong Sell","Strong Sell","Sell"
"MicroStrategy","MSTR","Strong Buy","Strong Buy","Strong Buy","Neutral"
"MiMedx","MDXG","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"MKS Instruments","MKSI","Sell","Strong Sell","Strong Sell","Neutral"
"Mobile Mini","MINI","Sell","Strong Buy","Buy","Strong Buy"
"Momenta","MNTA","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Monarch","MCRI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Monotype","TYPE","Buy","Strong Buy","Sell","Strong Sell"
"Monro Muffler Brake","MNRO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Moog","MOGa","Strong Buy","Buy","Sell","Neutral"
"Motorcar Parts","MPAA","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Movado","MOV","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"MTS Systems","MTSC","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Mueller Industries","MLI","Strong Sell","Neutral","Strong Buy","Strong Buy"
