Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
EGP,"Eastgroup Properties",3441405000,21.25,2.29,83180000,0.84,2.56,2.67%
EGRX,"Eagle Pharmaceutical",1165534000,34.4,2.41,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",471712000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1433250000,12.25,3.53,101200000,1.03,0.8,1.85%
ELY,"Callaway Golf Company",2068742000,18.45,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3632112000,3.86,3.28,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1875240000,23.83,1.51,40480000,0.62,0.18,0.50%
ENTA,"Enanta Pharmaceutica",1808297000,21.74,2.81,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1154270000,18.22,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2318328000,100.54,0.56,-33140000,0.94,0,0.00%
ERA,"Era Group Inc",280452000,0,-0.89,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1700992000,29.79,2.11,53700000,1.04,0.32,0.51%
ESIO,"Electro Sci Inds",796235000,7.49,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",597664000,88.72,0.18,-266980000,1.32,0.56,3.51%
ETH,"Ethan Allen Interiors Inc",595599000,16.56,1.35,36370000,0.99,0.76,3.40%
EVTC,"Evertec Inc",1778004000,16.47,1.46,55050000,1.19,0.2,0.83%
EXLS,"Exlservice Holdings",2011595000,24.4,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2620214000,44.02,1.16,41310000,0.59,0.52,1.03%
EXPR,"Express Inc",756378000,22.98,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",963226000,103.23,0.08,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",705770000,19.91,0.45,-8520000,1.39,0,0.00%
EZPW,"Ezcorp Inc",637182000,13.69,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1145301000,96.36,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1807024000,15.46,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1689059000,16.72,1,55170000,1.01,0.36,2.15%
FCFS,"First Cash Fin Svcs",3584081000,25.44,3.15,143890000,0.48,0.88,1.10%
FCN,"Fti Consulting",3114115000,21.42,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1639956000,18.91,1.26,71390000,-0.04,1.1,4.22%
FELE,"Franklin Electric Co",2279936000,23.8,2.05,78180000,1.58,0.48,0.98%
FF,"Futurefuel Corp",606674000,12.91,1.1,23510000,1.64,0.24,1.69%
FFBC,"First Finl Bncp [Oh]",3032110000,15.56,1.98,96790000,1.05,0.76,2.47%
FFIN,"First Finl Bkshs Inc",3948544000,30.96,1.87,120370000,1.27,0.84,1.45%
FIX,"Comfort Systems USA",2076130000,24.52,2.27,55270000,1.33,0.32,0.58%
FLOW,"SPX Flow Inc",2004531000,24.7,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2794499000,18.68,1.44,98390000,1.13,0.44,1.64%
FN,Fabrinet,1528398000,17.78,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2136999000,46.85,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1022420000,17.85,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",813595000,68.94,0.66,15140000,0.47,0.8,1.76%
FOSL,"Fossil Group",1144584000,0,-0.54,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2418589000,35.94,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",265475000,24.7,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",774468000,59.36,0.52,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",556119000,14.53,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",909310000,8.5,-0.01,-15940000,0.79,0.36,4.24%
FSS,"Federal Signal Corp",1536000000,24.02,0.94,61600000,1.11,0.32,1.15%
FTD,"Ftd Companies",93274000,0,0,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",123386000,0,0,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",401501000,0,-2.91,-1804000000,0.57,1.2,23.53%
FUL,"H. B. Fuller Company",2889831000,21.67,2.64,58240000,1.52,0.62,1.08%
FWRD,"Foward Air Corp",1856975000,23.7,2.67,87320000,1.39,0.6,0.95%
GBCI,"Glacier Bancorp Inc",3712964000,22.93,1.91,116380000,1.41,1.04,2.37%
GBX,"Greenbrier Companies",1892772000,14.47,4.08,116070000,1.75,1,1.69%
GCI,"Gannett Co. Inc",1140593000,10.06,1.02,6890000,0.95,0.64,6.24%
GCO,"Genesco Inc",826680000,13.9,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4189944000,39.74,2.03,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",177480000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1832482000,32.43,0.7,-7890000,0.18,0.9,3.96%
GFF,"Griffon Corp",812036000,23.53,0.75,14910000,1.36,0.28,1.59%
GHL,"Greenhill & Co. Inc",767975000,119.44,0.27,-26650000,1.14,0.2,0.62%
GIFI,"Gulf Island Fab",131600000,0,-2.42,-44770000,1.01,0.02,0.23%
GIII,"G-III Apparel Gp I",2218550000,22.38,2,62120000,0.28,0,0.00%
GLT,Glatfelter,722370000,17.95,0.93,7910000,1.11,0.52,3.12%
GME,"Gamestop Corp",1553518000,4.89,3.09,34700000,1.26,1.52,10.05%
GNBC,"Green Bancorp",911252000,17.74,1.37,34140000,2.14,0.4,1.65%
GNL,"Global Net Lease Inc",1496295000,10.72,0.23,23570000,0.52,2.13,9.99%
GOV,"Government Properties Income Trust",1599612000,8.14,0.3,12090000,1.19,1.72,10.62%
GPI,"Group 1 Automotive",1542627000,9.23,8.49,213440000,1.78,1.04,1.33%
GPRE,"Green Plains Inc",741597000,0,-0.96,61060000,1.04,0.48,2.70%
GTLS,"Chart Industries In",2382350000,50.57,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1170098000,17.09,1.16,47190000,0.51,1.28,4.40%
GWB,"Great Western Bancorp Inc",2502661000,14.89,2.83,144790000,1.53,1,2.37%
HA,"Hawaiian Hldgs Inc",2095562000,7.33,5.55,364040000,1.37,0.48,1.18%
HAFC,"Hanmi Financial Cp",833625000,13.59,1.88,54660000,0.78,0.96,3.76%
HAYN,"Haynes Intl Inc",499775000,0,-0.66,-10190000,1.51,0.88,2.17%
HCI,"Homeowners Choice",369158000,0,-1.03,-6890000,1.64,1.5,3.80%
HF,"HFF Inc",1737319000,18.93,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1206009000,23.12,1.53,41790000,0.5,0.6,1.70%
HI,"Hillenbrand Inc",3249467000,21.93,2.38,126200000,1.26,0.83,1.59%
HIBB,"Hibbett Sports Inc",445325000,13.31,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",451658000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1375942000,84.45,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1823694000,23.42,1.85,169460000,0.78,1.14,2.60%
HMST,"Homestreet Inc",809400000,17.37,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2507973000,55.25,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2251254000,12.33,1.39,139450000,1.39,0.56,3.27%
HPR,"Highpoint Resources Corp.",1208457000,0,-0.29,-138230000,3.32,0,0.00%
HQY,Healthequity,5073828000,106.38,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2045505000,26.63,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",830448000,25.65,1.7,-48640000,1.67,0.52,1.19%
HSKA,"Heska Corp",746298000,65.12,1.75,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",957049000,86.47,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",851396000,10.89,-0.43,99870000,1.33,1.12,5.12%
HTLD,"Heartland Express",1586114000,35.76,0.54,75170000,0.64,0.08,0.41%
HUBG,"Hub Group Inc A",1807336000,23.06,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",457436000,17.06,1.26,21080000,0.83,0.72,3.35%
HWKN,"Hawkins Inc",426794000,23.33,1.71,-9180000,0.71,0.88,2.21%
HZO,"Marinemax Inc",514159000,12.92,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1661106000,33.71,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",815479000,31.06,1.38,22550000,2.22,0.12,0.28%
IIVI,"I I V I Inc",2748633000,29.67,1.57,95270000,0.02,0,0.00%
INDB,"Independent Bk Corp",2420766000,22.56,3.9,87200000,0.95,1.52,1.73%
INGN,"Inogen Inc",4882298000,120.49,1.5,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1409800000,10.01,0.53,99210000,1.21,0.72,5.29%
INTL,"Intl Fcstone Inc",1048938000,28.98,1.32,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1412243000,9.26,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1850740000,17.72,4.65,61800000,1.06,1.76,2.21%
IPAR,"Inter Parfums Inc",2010744000,40.55,1.42,41590000,1.54,0.84,1.34%
IPHS,"Innophos Hldngs Inc",869311000,18.3,2.46,22450000,0.74,1.92,4.27%
IRBT,"Irobot Corp",2370965000,38.76,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2220538000,50.38,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",892379000,13.72,0.18,30210000,0.84,0.72,7.09%
ITG,"Investment Technology Group",682523000,50.6,0.43,-39440000,1.45,0.28,1.29%
ITGR,"Integer Holdings Corp",2282313000,20.8,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2489200000,26.65,2.62,57300000,0.97,0,0.00%
IVC,"Invacare Corp",547140000,0,-1.81,-76540000,2.38,0.05,0.28%
IVR,"Invesco Mortgage Capital Inc",1795171000,9.06,1.77,348610000,0.65,1.68,10.47%
JBSS,"John B Sanfilippo",877015000,26.76,2.93,36130000,1.08,0.55,0.70%
JBT,"John Bean Technologies Corp",3427020000,31.14,3.5,80500000,1.25,0.4,0.37%
JCP,"J.C. Penney Company Inc",748010000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2680891000,33.56,4.31,79170000,0.58,1.8,1.24%
JRVR,"James River Gp HD",1205281000,24.85,1.62,43570000,0.48,1.2,2.98%
KALU,"Kaiser Aluminum",1857904000,20.57,5.4,45400000,0.65,2.2,1.98%
KAMN,"Kaman Corp",1827643000,25.5,2.58,49830000,0.78,0.8,1.22%
KELYA,"Kelly Svcs Cl A",955151000,11.23,2.17,71600000,0.92,0.3,1.23%
KEM,"Kemet Corp",1479315000,14.71,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3827535000,24.98,2.72,133780000,1.27,0.4,0.59%
KIRK,"Kirkland's Inc",176042000,24.44,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1827093000,11.18,2.45,112010000,1.22,0.48,1.75%
KN,"Knowles Corp",1598374000,24.16,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",801504000,8.9,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",179080000,0,-0.33,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1555913000,13.31,3.64,97550000,1.35,0,0.00%
