Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ARR,"Armour Residential R",989548000,8.85,2.68,181150000,0.64,2.28,9.62%
ASGN,"On Assignment",4754951000,24.99,3.62,157680000,1.91,0,0.00%
ASIX,"Advansix Inc",1019695000,12.86,1.74,146700000,1.47,0,0.00%
ASNA,"Ascena Retail Grp",951619000,0,-0.04,-1067300000,1.66,0,0.00%
ASTE,"Astec Inds Inc",1118480000,21.75,2.2,37800000,1.04,0.44,0.92%
ATNI,"Atn International",1175135000,47.24,1.56,31490000,0.61,0.68,0.92%
ATU,"Actuant Corp",1772190000,32.61,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3385006000,26.39,1.95,115920000,0.25,1.49,2.90%
AVAV,"Aerovironment Inc",2041708000,81.21,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",636720000,30.91,0.66,20270000,1.01,0.08,0.39%
AVP,"Avon Products",897971000,20.1,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2233551000,36.78,1.66,69370000,0.27,1.1,1.80%
AXE,"Anixter International Inc",2415812000,13.31,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",2005952000,4.76,2.73,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1406922000,50.8,1.06,45170000,1.42,0.68,1.26%
B,"Barnes Group",3504979000,22.72,2.99,59420000,1.37,0.64,0.94%
BABY,"Natus Medical Inc",1210528000,25.85,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1008134000,26.18,0.76,57710000,0.83,0.52,2.61%
BANR,"Banner Corp",2115029000,19.65,3.36,60780000,0.98,1.4,2.12%
BCC,"Boise Cascade L.L.C.",1761717000,13.52,3.32,82960000,1.98,0.28,0.62%
BCOR,"Blucora Inc",1719804000,20.81,1.72,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3412649000,38.41,2.07,90070000,0.84,0.42,0.40%
BEAT,"Biotelemetry Inc",1936250000,44.51,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1657656000,161,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",332677000,31.57,0.86,-11900000,0.55,0.28,1.03%
BFS,"Saul Centers",1328400000,19.52,1.07,48260000,0.66,2.08,3.55%
BGFV,"Big 5 Sporting",123223000,49.17,0.12,1100000,-0.69,0.6,10.17%
BGG,"Briggs & Stratton Corp",878575000,16.04,1.29,-11320000,0.64,0.56,2.71%
BGS,"B&G Foods Holdings",2109760000,15.29,2.05,217460000,0.47,1.9,6.06%
BHE,"Benchmark Electronics",1206681000,16.26,1.59,-31970000,0.23,0.6,2.32%
BHLB,"Berkshire Hills Bancorp",1928079000,16.64,2.56,55250000,0.74,0.88,2.07%
BJRI,"Bj's Restaurants Inc",1570194000,35.78,1.98,44780000,0.76,0.44,0.62%
BKE,"Buckle Inc",1296702000,14.63,1.9,89710000,0.65,1,3.60%
BKS,"Barnes & Noble",396706000,11.73,0.49,-125480000,1.85,0.6,10.44%
BLD,"Topbuild Corp",2455240000,20.37,3.43,158130000,0.5,0,0.00%
BMI,"Badger Meter",1592317000,45.21,1.2,34570000,0.72,0.52,0.96%
BNED,"Barnes & Noble Education Inc C",245861000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2368769000,15.51,2.49,152410000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1200894000,15.9,0.89,40590000,0.96,0.48,3.39%
BRC,"Brady Corp",2054078000,20.23,1.94,95650000,1.09,0.83,2.11%
BRKL,"Brookline Bancorp",1463644000,19.62,0.93,50520000,0.85,0.4,2.19%
BRKS,"Brooks Automation",2094476000,19.46,1.51,62610000,1,0.4,1.36%
BRS,"Bristow Group Inc",399082000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4781921000,24.5,7.84,301170000,1.45,0,0.00%
CAL,"Caleres Inc",1615306000,17.56,2.19,87200000,0.84,0.28,0.73%
CALM,"Cal-Maine Foods In",2436363000,16.87,2.97,125930000,0.54,1.4,2.80%
CAMP,"Calamp Corp",814615000,24.56,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",1114671000,12.97,6.63,44920000,1.02,0.52,0.60%
CATM,"Cardtronics Inc",1750959000,14.19,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",534090000,17.18,0.88,8540000,0.71,1.32,6.57%
CBB,"Cincinnati Bell Inc",627000000,0,-0.53,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",787375000,2.3,-0.12,120940000,1.14,0.8,17.94%
CBM,"Cambrex Corp",2143607000,17.07,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3383482000,20.94,3.16,150720000,1,1.36,2.06%
CCMP,"Cabot Microelectron",2874886000,23.16,4.82,86950000,1.37,1.6,1.43%
CCOI,"Cogent Comm Hldgs",2492043000,109.17,0.48,5880000,0.5,2.16,4.12%
CCRN,"Cross Ctry Hlthcr",363989000,19.76,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",413181000,7.53,-0.21,19140000,0.87,0.2,4.42%
CECO,"Career Education",1150380000,30.57,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1163525000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2052504000,20.35,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",1890684000,18.83,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1097628000,17.32,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",664205000,112.88,0.26,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1266483000,18.51,4.45,54310000,0.67,1.84,2.23%
CHCT,"Community Healthcare Trust Inc",570024000,21.33,0.31,3510000,0.79,1.61,5.13%
CHS,"Chico's Fas",1208938000,15.35,0.65,101000000,0.75,0.34,3.41%
CHSP,"Chesapeake Lodging Trust",1970852000,14.37,1.21,76240000,0.92,1.6,4.91%
CHUY,"Chuy's Holdings Inc",464430000,28.68,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",861651000,21.73,1.97,11790000,1.87,0.04,0.09%
CJ,"C&J Energy Services Inc",1626968000,16.14,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",967482000,38.12,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",187177000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",987338000,10.7,0.83,29480000,1.07,1.32,6.14%
CLW,"Clearwater Paper Corp",472938000,18.61,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",771450000,15.24,0.55,79590000,0.1,0.56,6.68%
CMTL,"Comtech Telecom Co",863333000,55.49,0.65,15830000,1.55,0.4,1.11%
CNMD,"C O N M E D Cp",2187520000,36.98,2.1,55490000,0.55,0.8,1.03%
CNSL,"Consolidated Communications Holdings Inc",860700000,0,-0.23,64950000,0.78,1.55,12.82%
COHU,"Cohu Inc",753162000,16.98,1.52,32840000,1.11,0.24,0.93%
COKE,"Coca Cola Bot Cons",1582368000,72.13,2.35,96540000,0.18,1,0.59%
COLB,"Columbia Banking Sys",3102984000,17.51,2.43,112830000,1.12,1.04,2.44%
CORE,"Core Mark Holding",1632352000,31.06,1.12,33500000,0.63,0.4,1.15%
CORT,"Corcept Therapeutics",1575959000,23.91,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",850826000,16.75,1.74,41200000,1.08,0.84,2.88%
CPS,"Cooper Std Hldg Inc",2473060000,11.91,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",383953000,18.73,1.46,-17100000,-0.04,0.4,1.46%
CRAY,"Cray Inc",877845000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1391760000,188.09,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",239674000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1135632000,29.7,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1252359000,111.29,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1999379000,11.08,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1240540000,16.15,2.27,61360000,0.87,0.84,2.29%
CTB,"Cooper Tire & Rubber Company",1476770000,13.72,2.14,95400000,0.66,0.42,1.43%
CTRE,"Caretrust REIT Inc",1488412000,14.64,0.54,25870000,0.78,0.82,4.48%
CTRL,"Control4 Corp",962046000,39.85,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1153187000,24.3,1.43,14450000,1.23,0.16,0.46%
CUB,"Cubic Corp",2062825000,190.64,0.39,-11210000,0.99,0.27,0.36%
CUBI,"Customers Bancorp",788900000,10.48,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",464332000,76.36,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2710071000,20.71,1.19,104410000,1.38,0.56,2.27%
CVCO,"Cavco Inds Inc",2202196000,34.89,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1853635000,43.09,2.43,37270000,0.56,0.95,0.91%
CWT,"California Water Service Group Holding",1975677000,33.84,1.21,67180000,0.61,0.75,1.83%
CYH,"Community Health Systems",413850000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,390605000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",331750000,57.54,0.22,5560000,1.08,0.28,3.74%
DAR,"Darling International Inc",3353921000,24.18,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",346210000,7,0.65,-233100000,2.04,0.2,4.40%
DCOM,"Dime Community Bncsh",693010000,13.64,1.36,51880000,0.58,0.56,3.02%
DDD,"3D Systems Corp",2384367000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",1212430000,16.09,0.1,4450000,0.41,1.04,5.21%
DF,"Dean Foods Company",697153000,10.33,0.75,61590000,0.46,0.36,4.65%
DFIN,"Donnelly Financial Solutions Inc",703120000,22.46,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",359568000,77.65,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1432815000,21.16,3.79,-330540000,0.05,2.52,3.14%
DIOD,"Diodes Inc",1893402000,19.3,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2404541000,12.34,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2682748000,21.29,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1469598000,24.54,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2435885000,11.84,0.39,91880000,1.39,0.5,4.27%
DSPG,"D S P Group Inc",289476000,53.54,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2194272000,17.39,1.6,67300000,0.63,1,3.59%
DXPE,"Dxp Enterprise",844458000,37.38,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2470391000,23.96,3.35,100620000,1.3,0.3,0.37%
EBS,"Emergent Biosolutions",2995198000,24.08,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",953570000,26.23,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1596474000,34.88,2.07,49370000,0.65,0.72,1.00%
ECPG,"Encore Capital Grp",1233600000,8.74,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2571608000,27.58,2.27,98260000,0.4,1.44,2.30%
EFII,"Elec Imaging Inc",1542205000,428.38,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2118364000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1287295000,15.29,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1134848000,19.88,0.86,51610000,0.47,0.32,1.87%
EGP,"Eastgroup Properties",3464278000,21.29,2.29,83180000,0.84,2.56,2.67%
EGRX,"Eagle Pharmaceutical",1213836000,35.91,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",574057000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1467648000,12.52,3.53,101200000,1.03,0.8,1.81%
ELY,"Callaway Golf Company",2179675000,19.11,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3479872000,5.13,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",2020571000,25.56,1.51,40480000,0.62,0.18,0.47%
ENTA,"Enanta Pharmaceutica",1775208000,21.65,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1208910000,19,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2611079000,83.3,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",270257000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1774835000,29.4,2.33,53700000,1.04,0.32,0.47%
ESIO,"Electro Sci Inds",781123000,7.78,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",569044000,83.33,0.18,-266980000,1.32,0.56,3.73%
ETH,"Ethan Allen Interiors Inc",606211000,16.93,1.35,36370000,0.99,0.76,3.33%
EVTC,"Evertec Inc",1821636000,17.12,1.46,55050000,1.19,0.2,0.80%
EXLS,"Exlservice Holdings",2121388000,25.38,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2747712000,45.22,1.16,41310000,0.59,0.52,1.00%
EXPR,"Express Inc",775753000,24.39,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1044518000,109.35,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",718518000,13.35,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",607229000,13.33,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1141905000,97.29,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1967651000,16.65,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1703109000,17.05,1,55170000,1.01,0.36,2.11%
FCFS,"First Cash Fin Svcs",3623978000,25.71,3.15,143890000,0.48,0.88,1.09%
FCN,"Fti Consulting",2862311000,19.84,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1694705000,19.35,1.26,71390000,-0.04,1.1,4.12%
FELE,"Franklin Electric Co",2265920000,23.63,2.05,78180000,1.58,0.48,0.99%
FF,"Futurefuel Corp",664411000,12.37,1.22,23510000,1.64,0.24,1.59%
FFBC,"First Finl Bncp [Oh]",3113220000,16.11,1.98,96790000,1.05,0.76,2.38%
FFIN,"First Finl Bkshs Inc",4080501000,32.22,1.87,120370000,1.27,0.84,1.39%
FIX,"Comfort Systems USA",2115232000,25.09,2.27,55270000,1.33,0.34,0.60%
FLOW,"SPX Flow Inc",2086226000,25.36,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2822540000,19.13,1.44,98390000,1.13,0.44,1.60%
FN,Fabrinet,1743404000,19.84,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2344372000,51.15,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1034040000,17.47,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",889948000,75,0.66,15140000,0.47,0.8,1.62%
FOSL,"Fossil Group",1311305000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2448845000,36.45,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",248883000,23.9,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",792194000,62.34,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",555692000,14.58,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",903949000,8.37,-0.01,-15940000,0.79,0.36,4.30%
FSS,"Federal Signal Corp",1568210000,22.45,1.16,61600000,1.11,0.32,1.23%
FTD,"Ftd Companies",105334000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",122464000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",601001000,0,-2.91,-1804000000,0.57,1.2,21.35%
FUL,"H. B. Fuller Company",2984472000,22.16,2.64,58240000,1.52,0.62,1.06%
FWRD,"Foward Air Corp",1875465000,23.76,2.67,87320000,1.39,0.6,0.95%
GBCI,"Glacier Bancorp Inc",3832982000,23.7,1.91,116380000,1.41,1.04,2.30%
GBX,"Greenbrier Companies",1921743000,14.56,4.08,116070000,1.75,1,1.68%
GCI,"Gannett Co. Inc",1214750000,9.14,1.15,6890000,0.95,0.64,6.09%
GCO,"Genesco Inc",892416000,15.45,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4503147000,40.43,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",194480000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1893187000,33.89,0.7,-7890000,0.18,0.9,3.79%
GFF,"Griffon Corp",837127000,24.27,0.75,14910000,1.36,0.28,1.54%
GHL,"Greenhill & Co. Inc",669201000,109.44,0.27,-26650000,1.14,0.2,0.68%
GIFI,"Gulf Island Fab",145136000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2287880000,23.13,2,62120000,0.28,0,0.00%
GLT,Glatfelter,807303000,19.87,0.93,7910000,1.11,0.52,2.81%
GME,"Gamestop Corp",1685949000,5.42,3.09,34700000,1.26,1.52,9.07%
GNBC,"Green Bancorp",914095000,17.81,1.37,34140000,2.14,0.4,1.64%
GNL,"Global Net Lease Inc",1518903000,10.23,0.23,23570000,0.52,2.13,9.96%
GOV,"Government Properties Income Trust",1679940000,8.47,0.3,12090000,1.19,1.72,10.20%
GPI,"Group 1 Automotive",1563532000,9.42,8.49,213440000,1.78,1.04,1.30%
GPRE,"Green Plains Inc",745740000,0,-0.96,61060000,1.04,0.48,2.67%
GTLS,"Chart Industries In",2303920000,47.71,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1177369000,17.15,1.16,47190000,0.51,1.28,4.39%
GWB,"Great Western Bancorp Inc",2558461000,15.49,2.83,144790000,1.53,1,2.28%
HA,"Hawaiian Hldgs Inc",2100636000,7.42,5.55,364040000,1.37,0.48,1.16%
HAFC,"Hanmi Financial Cp",855013000,14.07,1.88,54660000,0.78,0.96,3.63%
HAYN,"Haynes Intl Inc",480509000,0,-0.66,-10190000,1.51,0.88,2.32%
HCI,"Homeowners Choice",391245000,0,-1.03,-6890000,1.64,1.5,3.65%
HF,"HFF Inc",1777222000,18.65,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1336538000,23.82,1.53,41790000,0.5,0.6,1.65%
HI,"Hillenbrand Inc",3202734000,21.45,2.38,126200000,1.26,0.83,1.63%
HIBB,"Hibbett Sports Inc",388949000,16.52,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",477467000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1364093000,82.91,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1898763000,24.47,1.85,169460000,0.78,1.14,2.49%
HMST,"Homestreet Inc",797259000,17.6,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2625652000,57.2,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2288948000,12.78,1.39,139450000,1.39,0.56,3.15%
HPR,"Highpoint Resources Corp.",1115153000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5475292000,114.96,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2219333000,27.65,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",835188000,26.03,1.7,-48640000,1.67,0.52,1.18%
HSKA,"Heska Corp",756900000,66.59,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",1011293000,91.06,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",891957000,11.22,-0.43,99870000,1.33,1.12,4.97%
HTLD,"Heartland Express",1648432000,37.37,0.54,75170000,0.64,0.08,0.40%
HUBG,"Hub Group Inc A",1774008000,21.92,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",468680000,17.7,1.26,21080000,0.83,0.72,3.23%
HWKN,"Hawkins Inc",449820000,24.44,1.71,-9180000,0.71,0.45,1.08%
HZO,"Marinemax Inc",573538000,14.16,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1488831000,29.37,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",763391000,28.92,1.38,22550000,2.22,0.12,0.30%
IIVI,"I I V I Inc",2989412000,31.18,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2488239000,23.19,3.9,87200000,0.95,1.52,1.68%
INGN,"Inogen Inc",5252954000,136.37,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1424464000,10.04,0.53,99210000,1.21,0.72,5.27%
INTL,"Intl Fcstone Inc",1068415000,29.29,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1437698000,9.21,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1899876000,16.89,4.49,61800000,1.06,1.76,2.32%
IPAR,"Inter Parfums Inc",2074950000,42.55,1.55,41590000,1.54,0.84,1.27%
IPHS,"Innophos Hldngs Inc",870488000,17.6,2.46,22450000,0.74,1.92,4.44%
IRBT,"Irobot Corp",2962199000,48.66,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2309138000,51.75,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",902898000,13.89,0.18,30210000,0.84,0.72,7.00%
ITG,"Investment Technology Group",720172000,38.82,0.56,-39440000,1.45,0.28,1.29%
ITGR,"Integer Holdings Corp",2464770000,22.32,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2560395000,26.98,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",505248000,0,-1.59,-76540000,2.38,0.05,0.32%
IVR,"Invesco Mortgage Capital Inc",1804102000,9.12,1.77,348610000,0.65,1.68,10.40%
JBSS,"John B Sanfilippo",830139000,25.7,2.93,36130000,1.08,0.55,0.76%
JBT,"John Bean Technologies Corp",3586600000,31.64,3.5,80500000,1.25,0.4,0.36%
JCP,"J.C. Penney Company Inc",575151000,0,-0.36,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2684074000,33.22,4.31,79170000,0.58,1.8,1.26%
JRVR,"James River Gp HD",1233415000,25.22,1.62,43570000,0.48,1.2,2.94%
KALU,"Kaiser Aluminum",1814832000,19.76,5.4,45400000,0.65,2.2,2.06%
KAMN,"Kaman Corp",1838760000,24.69,2.64,49830000,0.78,0.8,1.23%
KELYA,"Kelly Svcs Cl A",1009188000,11.26,2.24,71600000,0.92,0.3,1.19%
KEM,"Kemet Corp",1467269000,13.83,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3813927000,24.51,2.72,133780000,1.27,0.4,0.60%
KIRK,"Kirkland's Inc",189535000,26.36,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1731144000,10.4,2.45,112010000,1.22,0.48,1.88%
KN,"Knowles Corp",1580354000,23.78,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",741300000,8.64,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",174716000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1535504000,12.78,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1465062000,8.59,-0.21,11870000,0.55,1.27,7.29%
