Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
KS,"Kapstone Paper and Packaging Corp",3360804000,18.01,1.91,243500000,3.24,0.4,1.16%
KWR,"Quaker Chemical Corp",2303824000,30.96,5.54,20280000,1.34,1.48,0.86%
LABL,"Multi Color Cp",1240250000,14.95,3.95,71950000,0.81,0.2,0.34%
LAD,"Lithia Motors",2090049000,9.55,8.92,245220000,1.56,1.16,1.36%
LCI,"Lannett Co Inc",513135000,4.81,2.86,-580000,2.44,0,0.00%
LCII,"Lci Industries",2379507000,16.12,6.18,132880000,1.04,2.4,2.41%
LDL,"Lydall Inc",785576000,16.87,2.65,49320000,1.48,0,0.00%
LGIH,"LGI Homes Inc",1266375000,9.57,5.83,113310000,0,0,0.00%
LGND,"Ligand Pharm",5232378000,44.8,5.35,12560000,0.91,0,0.00%
LHCG,"LHC Group Inc",2940007000,34.37,2.73,50110000,0.49,0,0.00%
LION,"Fidelity Southern Cp",652496000,17.79,1.35,39800000,0.97,0.48,2.00%
LKSD,"Lsc Communications Inc",374411000,6.96,1.6,-57000000,-0.48,1.04,9.34%
LL,"Lumber Liquidators Holdings Inc",489175000,78.68,0.22,-37820000,1.36,0,0.00%
LMAT,"Lemaitre Vascular",716208000,34.13,1.08,17180000,0.59,0.28,0.76%
LMNX,"Luminex Corp",1195102000,34.99,0.76,29420000,0.31,0.24,0.90%
LNN,"Lindsay Corp",978950000,29.13,3.11,23180000,0.32,1.24,1.37%
LNTH,"Lantheus Holdings",515135000,16.37,0.84,123390000,1.28,0,0.00%
LOCO,"El Pollo Loco",482625000,18.85,0.65,8620000,0.35,0,0.00%
LPSN,"Liveperson Inc",1557130000,0,-0.1,-18190000,1.02,0,0.00%
LQDT,"Liquidity Services",232870000,0,-0.66,-39190000,0.64,0,0.00%
LTC,"Ltc Properties",1815847000,14.95,3.26,87340000,0.13,2.28,5.03%
LTXB,"Legacytexas Fnl",2167979000,19.26,2.32,89490000,1.43,0.64,1.43%
LXP,"Lexington Realty Trust",2192686000,8.96,0.06,85580000,0.82,0.71,7.85%
LXU,"Lsb Industries Inc",197695000,0,-2.97,-29220000,4.54,0,0.00%
LZB,"La-Z-Boy Inc",1499300000,17.28,1.82,80870000,0.94,0.48,1.53%
MANT,"Mantech Intl Cp A",2530745000,33.81,1.85,114140000,0.82,1,1.60%
MATW,"Matthews Intl Corp",1667595000,13.71,3.79,74370000,1.08,0.76,1.46%
MATX,"Matson Inc",1545740000,16.65,2.16,232000000,1.34,0.84,2.34%
MCRI,"Monarch Casino",833137000,28.23,1.66,25540000,1.09,0,0.00%
MCS,"Marcus Corp",1074825000,20.95,1.85,65000000,0.58,0.6,1.55%
MDC,"M.D.C. Holdings",1771087000,9.02,3.46,141840000,1.47,1.2,3.84%
MDCO,"Medicines Co",2940532000,0,-4.08,-708370000,0.75,0,0.00%
MDXG,"Mimedx Group Inc",431946000,16.81,0.05,11970000,1.5,0,0.00%
MED,"Medifast Inc",2522645000,63.33,3.32,27720000,0.28,1.92,0.91%
MEI,"Methode Electronics",1478550000,12.73,3.09,57200000,0.79,0.44,1.12%
MGLN,"Magellan Health",1830948000,13.04,5.74,110210000,0.4,0,0.00%
MGPI,"MGP Ingredients Inc",1264930000,39.9,1.89,41820000,1.1,0.32,0.42%
MHLD,"Maiden Holdings Ltd",328403000,0,-2.24,-169900000,1.19,0.6,14.12%
MHO,"M/I Homes",732535000,7.8,3.31,72080000,1.18,0,0.00%
MINI,"Mobile Mini Inc",1987370000,32.46,1.36,122230000,1.93,1,2.27%
MLI,"Mueller Industries",1827331000,20.3,1.54,85600000,1.44,0.4,1.28%
MMSI,"Merit Medical Sys",3101021000,40.68,1.39,27520000,1.32,0,0.00%
MNRO,"Monro Muffler Brak",2313812000,31.24,2.21,63940000,0.78,0.8,1.16%
MNTA,"Momenta Pharma",2161632000,0,-1.8,-88100000,1.92,0,0.00%
MOG.A,"Moog Inc Cl A",2779452000,17.82,4.31,141280000,1.72,1,1.30%
MOV,"Movado Group Inc",1145760000,21.08,2.36,-15230000,-0.22,0.8,1.61%
MPAA,"Motorcar Parts Amer",468270000,16.73,1.47,16320000,1.64,0,0.00%
MRCY,"Mercury Sys Inc",2412392000,41.68,1.19,40880000,0.5,0,0.00%
MRTN,"Marten Transport L",1235316000,30.47,0.74,90280000,1.31,0.1,0.44%
MSTR,"Microstrategy Cl A",1600409000,38.33,3.68,17640000,0.63,0,0.00%
MTH,"Meritage Corp",1703235000,8.9,4.74,143260000,1.15,0,0.00%
MTRN,"Materion Corp",1250832000,30.17,2.06,11450000,0.97,0.42,0.68%
MTRX,"Matrix Service Co",540423000,165.42,0.12,-180000,0.94,0,0.00%
MTSC,"M T S Systems Cp",925148000,28.94,1.79,25080000,0.95,1.2,2.32%
MXL,"Maxlinear Inc",1306335000,17.87,1.09,-9190000,0.65,0,0.00%
MYE,"Myers Industries",772640000,30.35,0.71,-9890000,1.6,0.54,2.51%
MYGN,"Myriad Genetics Inc",2951486000,35.58,1.18,21800000,0.49,0,0.00%
MYRG,"MYR Group Inc",576636000,25.13,1.36,21150000,0.52,0,0.00%
NANO,"Nanometrics Inc",975256000,19.38,2.13,30200000,1.79,0,0.00%
NAVG,"Navigators Grp Inc",1940352000,36.02,1.82,40490000,0.55,0.28,0.43%
NBHC,"National Bank Holdings Corp",1246200000,24.36,1.66,14580000,0.79,0.56,1.39%
NBTB,"NBT Bancorp Inc",1773936000,17.95,2.25,82150000,0.89,1,2.48%
NCI,"Navigant Consulting",1060886000,17.06,1.38,74950000,0.81,0,0.00%
NE,"Noble Corp",1386904000,0,-1.69,-516510000,2.19,0,0.00%
NEOG,"Neogen Cp",4354051000,69.19,1.21,63150000,1.33,0,0.00%
NEWM,"New Media Investment Group Inc",951979000,22.54,0.71,-920000,1.08,1.48,9.25%
NFBK,"Northfield Bncrp Del",818565000,20.91,0.79,24770000,0.38,0.4,2.42%
NGVT,"Ingevity Corp",4144448000,30.37,3.22,126500000,1.3,0,0.00%
NLS,"Nautilus Group",446188000,16.9,0.84,26270000,1.35,0,0.00%
NMIH,"Nmi Holdings Cmn A",1423488000,18.71,1.16,22050000,1.12,0,0.00%
NP,"Neenah Paper",1507968000,20.77,4.3,80300000,1.11,1.64,1.84%
NPK,"National Presto Industries",945790000,20.39,6.6,52960000,0.4,0,0.00%
NPO,"Enpro Industries",1572000000,24.69,3,539800000,1.06,0.96,1.30%
NR,"Newpark Resources",901072000,33.97,0.29,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1656329000,22.09,0.11,2960000,0.5,1.16,4.01%
NSIT,"Insight Enterpr",1917508000,13.75,3.93,90680000,1.3,0,0.00%
NSP,"Insperity Inc",4718096000,39.61,2.83,84400000,0.8,0.8,0.71%
NTGR,"Netgear Inc",2169442000,30.32,2.22,19440000,1.99,0,0.00%
NTRI,"Nutrisystem Inc",1146688000,21.18,1.87,57870000,1.32,1,2.53%
NWBI,"Northwest Bancshares",1891955000,19.29,0.95,94470000,0.71,0.68,3.71%
NWN,"Northwest Natural Gas Company",1874880000,30,2.17,-55620000,0.33,1.89,2.90%
NX,"Quanex Building Products Corp",594267000,21.25,0.8,18680000,0.72,0.16,0.94%
NYMT,"New York Mtge Trust",877469000,7.66,0.82,91980000,1.16,0.8,12.74%
OCLR,"Oclaro Inc",1538699000,19.8,0.58,127860000,0.88,0,0.00%
ODP,"Office Depot",1796418000,8.94,0.35,181000000,2.54,0.1,3.19%
OFG,"Oriental Financial Group",774048000,12.27,1.41,52650000,1.84,0.24,1.39%
OFIX,"Orthofix Intl Nv",1017355000,30.66,1.75,6220000,0.42,0,0.00%
OIS,"Oil States International",1865689000,0,-0.41,-84850000,1.69,0,0.00%
OMCL,"Omnicell Inc",2536842000,79.14,0.81,20610000,0.91,0,0.00%
OMI,"Owens & Minor",990265000,10.34,1.5,72790000,1.09,1.04,6.71%
ONB,"Old National Bncp",3008913000,16.98,1.16,95730000,0.9,0.52,2.64%
OPB,"Opus Bank",982122000,18.42,1.55,46900000,0.92,0.44,1.54%
ORIT,"Oritani Financial",762237000,14.05,1.16,42890000,0.41,1,6.14%
ORN,"Orion Group Holdings Inc",265788000,112.13,0.08,400000,1.33,0,0.00%
OSIS,"O S I Systems Inc",1401871000,21.4,3.64,21080000,0.86,0,0.00%
OSPN,"Onespan Inc.",712071000,37.55,0.47,-22400000,1.39,0,0.00%
OSUR,"Orasure Tech Inc",1000741000,65.24,0.25,30950000,1.56,0,0.00%
OXM,"Oxford Industries",1590327000,24.36,3.82,65090000,0.29,1.36,1.46%
PAHC,"Phibro Anl Htlh A",1990286000,29.88,1.67,64620000,0.93,0.4,0.80%
PARR,"Par Petroleum Corp",801982000,11.15,1.55,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1504916000,15,4.21,85720000,0.76,0,0.00%
PDCE,"Pdc Energy Inc",3405909000,54.35,0.93,-127500000,0.64,0,0.00%
PDFS,"Pdf Solutions Inc",310472000,0,-0.14,-1340000,1.21,0,0.00%
PEI,"Pennsylvania Real Estate Investment",752406000,6.39,-0.15,-29340000,1.16,0.84,8.16%
PENN,"Penn Natl Gaming Inc",3053490000,25.14,1.28,473460000,1.51,0,0.00%
PERY,"Perry Ellis Int",438171000,13.38,2.07,56650000,0.42,0,0.00%
PES,"Pioneer Energy Services Corp",242451000,0,-0.57,-75120000,2.9,0,0.00%
PETS,"Petmed Express Inc",779806000,18.49,1.99,37280000,0.63,1.08,2.94%
PFBC,"Preferred Bank La",821737000,14.99,4.15,43390000,1.01,1,1.61%
PFS,"Provident Financial Services",1706099000,16.94,1.5,93950000,0.85,0.84,3.31%
PGNX,"Progenics Pharmaceut",588562000,0,-0.82,-51010000,2.43,0,0.00%
PGTI,"Pgt Inc",1265714000,26.76,0.94,39840000,0.82,0,0.00%
PJC,"Piper Jaffray Companies",1179468000,12.38,6.23,-61940000,1.52,1.5,1.94%
PKE,"Park Electrochemical Corp",431528000,47.16,0.45,20600000,0.91,0.4,1.88%
PLAB,"Photronics Inc",611888000,22.76,0.38,13130000,0.73,0,0.00%
PLAY,"Dave & Buster's Ente",2159445000,20.2,2.65,120950000,0.4,0,0.00%
PLCE,"Children's Place Inc",2190656000,16.7,7.83,84700000,0.4,2,1.53%
PLUS,"Eplus Inc",1363768000,23.07,4.38,55120000,1.29,0,0.00%
PLXS,"Plexus Cp",1969253000,19.56,3.12,112060000,0.73,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1206201000,14.75,1.34,117750000,0.41,1.88,9.51%
POWI,"Power Integratn",2120461000,31.2,2.33,27610000,0.92,0.64,0.88%
POWL,"Powell Inds Inc",457424000,0,-1.17,-9490000,1.24,1.04,2.60%
PPBI,"Pacific Premier Bncp",2405135000,16.79,2.29,60100000,0.68,0,0.00%
PRA,"Pro-Assurance Corp",2552312000,25.35,1.88,107260000,0.62,1.24,2.60%
PRAA,"Pra Group Inc",1678365000,23.38,1.6,162270000,1.5,0,0.00%
PRFT,"Perficient Inc",945440000,23.7,1.14,18580000,0.66,0,0.00%
PRGS,"Progress Software",1740087000,19.73,1.95,37420000,0.78,0.56,1.46%
PRLB,"Proto Labs Inc",3699056000,56.83,2.35,51780000,1.05,0,0.00%
PRSC,"Providence Svc Cp",853146000,37.71,1.74,53370000,0.7,0,0.00%
PSB,"Business Parks",3597448000,20.96,5.68,155040000,0.47,3.4,2.60%
PUMP,"Propetro Holding Corp",1390106000,12.85,1.24,12610000,1.28,0,0.00%
PVAC,"Penn Va Corp",1179349000,13.97,5.56,32660000,1.32,0,0.00%
QHC,"Quorum Health Corp",126958000,0,-1.69,-114190000,0.96,0,0.00%
QLYS,"Qualys Inc",3344250000,79.4,1.08,40440000,0.91,0,0.00%
QNST,"Quinstreet Inc",639083000,41.45,0.33,15930000,0.98,0,0.00%
QSII,"Quality Systems Inc",1412198000,40.57,0.54,2420000,0.62,0,0.00%
RAVN,"Raven Industries Inc",1403299000,30.12,1.3,41020000,1.54,0.52,1.33%
RCII,"Rent-A-Center Inc",788737000,0,-0.17,6650000,0.62,0,0.00%
RECN,"Resources Connect",510720000,19.39,0.82,18830000,1.1,0.48,3.02%
REGI,"Renewable Energy",860706000,4.19,5.35,-79080000,0.91,0,0.00%
REI,"Ring Energy Inc",725284000,34.43,0.35,1750000,0.32,0,0.00%
REX,"Rex American Resources Corp",477170000,16.25,4.61,39710000,1.26,0,0.00%
RGEN,"Repligen Cp",2169471000,71.91,0.68,28350000,0.72,0,0.00%
RGNX,"Regenxbio Inc",2130845000,32.99,1.97,-73170000,-1.16,0,0.00%
RGR,"Sturm Ruger & Company",1042362000,21.49,2.76,52140000,-0.08,1.36,2.29%
RGS,"Regis Corp",834492000,32.02,0.57,-16140000,1.36,0,0.00%
RH,"Restoration Hardware Holdings",3265048000,31.71,4.71,2180000,1.87,0,0.00%
RLI,"Rli Corp",3443445000,44.39,1.75,105030000,1.28,0.88,1.13%
RMAX,"Re/Max Holdings Inc",867975000,0,1.53,12820000,0.47,0.8,1.64%
RMBS,"Rambus Inc",1252775000,18.38,0.64,-22860000,0.34,0,0.00%
ROCK,"Gibraltar Ind Inc",1436800000,21.72,2.05,62560000,1.9,0,0.00%
ROG,"Rogers Corp",2416630000,23.82,5.44,80460000,1.44,0,0.00%
ROIC,"Retail Opp Invts Cp",2180037000,16.47,0.33,38480000,0.59,0.78,4.08%
RPT,"Ramco-Gershenson Properties Trust",1093246000,9.76,0.67,69060000,0.61,0.88,6.58%
RRD,"Donnelley [R.R.] & Sons Co",353408000,5.48,0.92,-34400000,1.23,0.12,2.38%
RRGB,"Red Robin Gourm",510763000,16.88,2.29,30020000,0.24,0,0.00%
RTEC,"Rudolph Technologies",862895000,17.7,1.5,32910000,1,0,0.00%
RUTH,"Ruth's Hospitality",944944000,24.13,1.27,30140000,0.35,0.44,1.44%
RWT,"Redwood Trust",1357564000,9.55,1.71,140410000,0.66,1.2,7.35%
RYAM,"Rayonier Advanced Materials Inc",1069777000,12.23,1.66,324960000,3.41,0.28,1.38%
SAFT,"Safety Ins Group Inc",1468605000,21.66,4.42,62390000,0.61,3.2,3.34%
SAH,"Sonic Automotive",931078000,11.49,1.85,92980000,1.58,0.24,1.13%
SAIA,"Saia Inc",1983268000,25.5,3,91160000,0.78,0,0.00%
SANM,"Sanmina Corp",2052392000,14.38,2.08,138830000,0.47,0,0.00%
SBCF,"Seacoast Banking Cp",1424232000,19.96,1.5,42870000,0.62,0,0.00%
SBSI,"Southside Bancshares",1250257000,18.42,1.93,54310000,0.75,1.2,3.38%
SCHL,"Scholastic Cp",1444037000,29.61,1.4,-5000000,0.69,0.6,1.45%
SCL,"Stepan Company",1982210000,18.49,4.73,91580000,1.21,0.9,1.03%
SCSC,"Scansource Inc",1085447000,14.07,3.02,69250000,0.97,0,0.00%
SCVL,"Shoe Carnival Inc",533374000,17.82,1.84,18930000,0.75,0.32,0.98%
SEDG,"Solaredge Tech",2077075000,15.94,2.88,84170000,-0.43,0,0.00%
SEM,"Select Medical Holdings Corp",2592527000,18.02,0.74,177180000,1.37,0,0.00%
SENEA,"Seneca Foods Cp A",310706000,0,-0.63,-13810000,1.08,0,0.00%
SFBS,"Servisfirst Bancs",2315022000,20.23,2.14,93090000,1.25,0.44,1.02%
SFLY,"Shutterfly Inc",2472219000,36.29,2.03,30090000,0.99,0,0.00%
SFNC,"Simmons First Natl",2847147000,14.8,2.08,92940000,1.16,0.6,1.95%
SHAK,"Shake Shack Inc",2157738000,82.94,0.69,-320000,1.26,0,0.00%
SHLM,"Schulman A Inc",1286636000,31.44,0.76,33030000,1.33,0.82,1.88%
SHOO,"Steven Maddens Ltd",3328650000,23.4,2.4,117950000,0.43,0.8,1.42%
SIGI,"Selective Ins Group",3738647000,20.79,3.05,168830000,1.28,0.72,1.14%
SJI,"South Jersey Industries",2839787000,18.74,1.78,-3490000,0.56,1.12,3.36%
SKYW,"Skywest Inc",3182088000,14.37,4.28,428910000,1.73,0.4,0.65%
SLCA,"U.S. Silica Holdings Inc",1809158000,10.3,2.22,145210000,2.23,0.25,1.09%
SMCI,"Super Micro Computer",917807000,14.29,0,69320000,0.19,0,0.00%
SMP,"Standard Motor Products",1135855000,20.2,2.48,37980000,1.7,0.84,1.68%
SMTC,"Semtech Corp",3213039000,40.92,1.19,36430000,1.37,0,0.00%
SNBR,"Sleep Number Corporation",1085777000,20.81,1.49,65080000,0.98,0,0.00%
SONC,"Sonic Cp",1255932000,23.81,1.44,63660000,1.48,0.64,1.87%
SPOK,"Spok Holdings Inc",299684000,50.16,0.31,-15310000,0.42,0.5,3.22%
SPPI,"Spectrum Pharma Inc",2413769000,0,-0.94,-91250000,1.92,0,0.00%
SPSC,"Sps Commerce Inc",1654482000,135.83,0.69,-2440000,0.72,0,0.00%
SPTN,"Spartannash Company",714449000,9.76,2.1,-52850000,1.15,0.72,3.69%
SPXC,"SPX Corp",1490822000,17.75,1.93,89300000,1.55,0,0.00%
SR,"Spire Inc",3891456000,18.71,4.11,161600000,0.03,2.25,2.93%
SRCI,"Src Energy Inc",2250586000,9.47,0.97,142480000,1.65,0,0.00%
SRDX,"Surmodics Inc",980558000,117.82,0.62,3930000,0.61,0,0.00%
SSD,"Simpson Manufacturing Company",3391820000,30.62,2.38,92620000,1.59,0.88,1.21%
SSP,"E.W. Scripps Company",1189240000,164.33,0.01,-13110000,2.09,0.2,1.35%
SSTK,"Shutterstock Inc",1778066000,68.85,0.74,16730000,1.34,0,0.00%
STBA,"S&T Bancorp Inc",1589454000,16.94,2.66,72970000,0.67,1,2.22%
STC,"Stewart Information Services Corp",1059516000,20.73,2.15,48660000,0.74,1.2,2.69%
STMP,"Stamps.Com Inc",4207672000,20.79,11.31,150600000,0.01,0,0.00%
STRA,"Strayer Education",1460347000,36.54,3.53,20610000,0.9,1,0.78%
SUP,"Superior Industries International",566703000,29.54,0.76,-6200000,1.23,0.36,1.60%
SUPN,"Supernus Pharm",2339008000,24.3,1.79,57280000,0.97,0,0.00%
SVU,"Supervalu Inc",1241633000,21.28,1.51,45000000,1.32,0,0.00%
SWM,"Schweitzer-Mauduit International",1251009000,11.57,3.45,34500000,1.24,1.72,4.31%
SXC,"Suncoke Energy Inc",702968000,20.88,0.51,122400000,0.98,0,0.00%
SXI,"Standex International Corp",1391414000,21.65,4.98,46550000,1.52,0.72,0.67%
SYKE,"Sykes Enterprises",1249916000,14.89,1.94,32220000,0.76,0,0.00%
TBI,"Trueblue Inc",1168113000,14.42,1.99,55460000,1.88,0,0.00%
TCMD,"Tactile Systems Technology Inc",1103283000,182.25,0.32,5860000,0.44,0,0.00%
TG,"Tredegar Corp",721883000,17.46,1.22,38250000,1.54,0.44,2.07%
TGI,"Triumph Group",1046010000,7.79,2.63,-425390000,1.78,0.16,0.78%
THRM,"Gentherm Inc",1739142000,24.68,1.87,35230000,1.73,0,0.00%
TILE,"Interface Inc",1362321000,17.4,1.31,53250000,1.17,0.26,1.14%
TISI,"Team Inc",733989000,0,-0.72,-104160000,1.68,0,0.00%
TIVO,"Tivo Corp",1510116000,27.72,0.46,-37960000,-0.36,0.72,5.65%
TLRD,"Tailored Brands Inc",1074186000,8.95,2.39,96700000,1.65,0.72,3.37%
TMP,Tompkinstrustco,1323095000,17.45,5.01,52490000,0.86,1.92,2.20%
TMST,"Timken Steel Corp",597818000,0,-0.73,-43800000,1.89,0,0.00%
TNC,"Tennant Company",1384162000,43.37,1.75,-6200000,0.83,0.84,1.11%
TPRE,"Third Point Reinsurance Ltd Co",1315116000,15.7,0.86,277800000,1.1,0,0.00%
TREX,"Trex Company",4761241000,40.14,1.98,95130000,2.4,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1475699000,382.68,0.19,14300000,2.03,0,0.00%
TRST,"Trustco Bank Corp NY",892995000,16.32,0.57,43150000,1,0.26,2.82%
TTEC,"Teletech Hldgs",1198112000,15.27,1.69,7260000,0.9,0.54,2.09%
TTEK,"Tetra Tech Inc",3881400000,27.51,2.53,117870000,0.99,0.48,0.69%
TTI,"Tetra Technologies",607034000,0,-0.03,-39050000,0.69,0,0.00%
TTMI,"TTM Technologies I",1858982000,13.61,1.33,124210000,1.79,0,0.00%
TTS,"Tile Shop Hldgs",408503000,43.61,0.18,10820000,1.86,0.2,2.55%
TVPT,"Travelport Worldwide Ltd",2273042000,36.6,0.5,142460000,0.26,0.3,1.64%
TVTY,"Tivity Health",1314328000,18.56,1.36,63720000,0.46,0,0.00%
TWI,"Titan International",441463000,0,0.04,-60040000,1.62,0.02,0.28%
TYPE,"Monotype Imag. Hold.",890415000,29.72,0.71,11560000,0.94,0.46,2.20%
UBA,"Urstadt Biddle Properties Inc",899601000,16.6,0.55,52930000,0.34,1.08,4.79%
UCBI,"United Comm Banks",2461734000,16.71,1.86,67820000,0.83,0.6,1.93%
UCTT,"Ultra Clean Holdings",532699000,5.39,2.45,75090000,0.76,0,0.00%
UEIC,"Universal Elect In",582243000,14.48,2.97,-10320000,1.11,0,0.00%
UFCS,"United Fire Group I",1266528000,45.29,1.13,51020000,0.48,1.24,2.42%
UFI,"Unifi Inc",603569000,24.49,1.31,31700000,0.64,0,0.00%
UFPI,"Universal Forest Prd",2284624000,17.44,2.12,119510000,1.91,0.36,0.98%
UHT,"Universal Health Realty Income Trust",1014424000,22.26,1.52,45620000,0.33,2.68,3.69%
UIHC,"United Insurance Hld",900933000,20.56,1.03,10150000,1.65,0.24,1.13%
UNF,"Unifirst Corp",3541857000,30.77,6,70200000,0.6,0.45,0.24%
UNT,"Unit Corp",1423649000,35.22,0.74,117850000,2.87,0,0.00%
USCR,"U S Concrete Inc",868753000,22.1,2.33,25510000,0.94,0,0.00%
USPH,"U.S. Physical Therapy",1449833000,50.22,2.26,22260000,1.09,0.92,0.81%
UVE,"Universal Insurance Holdings Inc",1553458000,12.14,3.72,106940000,1.85,0.64,1.42%
UVV,"Universal Corp",1490112000,14.42,4.08,105660000,1.23,3,5.10%
VAC,"Marriot Vacations Worldwide Cor",3203279000,20.15,5.95,226780000,1.38,1.6,1.33%
VECO,"Veeco Instrument",529372000,52.86,0.21,-44790000,0.56,0,0.00%
VG,"Vonage Holdings",3480714000,41.85,0.34,-33930000,-0.06,0,0.00%
VIAV,"Viavi Solutions",2496310000,28.92,0.37,166900000,0.98,0,0.00%
VICR,"Vicor Cp",2373244000,195.65,0.31,170000,1.04,0,0.00%
VIVO,"Meridian Bioscience",631760000,21.67,0.69,21560000,0.85,0.5,3.34%
VRA,"Vera Bradley",507514000,21.45,0.65,7020000,0.48,0,0.00%
VREX,"Varex Imaging Corp",1130037000,18.15,1.61,51600000,2.3,0,0.00%
VRTS,"Virtus Inv Prts",937119000,12.51,10.46,37010000,1.52,1.8,1.38%
VRTU,"Virtusa Corp",1587819000,48.88,1.06,1250000,1.19,0,0.00%
VRTV,"Veritiv Corp",759215000,19.14,2.5,-13300000,0.43,0,0.00%
VSI,"Vitamin Shoppe Inc",306638000,59.29,0.21,-252150000,0.57,0,0.00%
VSTO,"Vista Outdoor Inc",1063730000,74.12,0.25,-60230000,-0.31,0,0.00%
VVI,"Viad Corp",1235048000,34.02,1.78,57710000,0.7,0.4,0.66%
WABC,"Westamerica Bancorp",1678076000,25.38,2.48,50030000,1.02,1.6,2.54%
WAGE,"Wageworks Inc",2092992000,41.64,0.33,20210000,1.14,0,0.00%
WD,"Walker & Dunlop",1708280000,11.33,4.76,211130000,0.89,1,1.85%
WDFC,"W D 40 Co",2381479000,41.06,4.11,52930000,0.57,2.16,1.28%
WDR,"Waddell & Reed Financial",1647044000,10.04,2.05,141280000,1.9,1,4.86%
WETF,"Wisdomtree Invstmnts",1238417000,30.33,0.27,27200000,2.56,0.12,1.47%
WGO,"Winnebago Industries",1182501000,12.35,3.15,71330000,1.73,0.4,1.03%
WING,"Wingstop Inc",1850157000,77.72,0.82,27300000,0.81,0.28,0.44%
WIRE,"Encore Wire Cp",1048755000,17.51,2.83,67020000,1.87,0.08,0.16%
WLH,"William Lyon Homes",786566000,8.5,2.45,48140000,1.58,0,0.00%
WNC,"Wabash National Corp",1080697000,12.63,1.47,111420000,1.85,0.3,1.62%
WPG,"Washington Prime Group Inc",1456772000,4.86,0.34,197060000,0.64,1,13.11%
WRLD,"World Acceptance Cp",1075961000,14.63,7.87,53690000,2.75,0,0.00%
WSR,"Whitestone REIT",532913000,10.78,0.24,8330000,1.06,1.14,8.60%
WTS,"Watts Water Technologies",2837910000,24.16,3.41,73100000,1.05,0.84,1.02%
WWE,"World Wrestling Entertainment",6198631000,97.54,0.81,32640000,1.04,0.48,0.61%
WWW,"Wolverine World Wide",3636242000,20.09,1.88,300000,0.98,0.32,0.85%
XOXO,"Xoxo Group Inc",762272000,50.12,0.59,5530000,0.86,0,0.00%
XPER,"Xperi Corp",797875000,25.31,0.29,-56560000,0.6,0.8,4.86%
ZEUS,"Olympic Steel Inc",231100000,8.94,2.35,18960000,1.75,0.08,0.38%
ZUMZ,"Zumiez Inc",742451000,24.32,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 08-20-2018 07:02pm CDT"
