Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
KRA,"Kraton Performance Polymers Inc",1524182000,12.75,3.58,97550000,1.26,0,0.00%
KRG,"Kite Realty Group Trust",1403983000,8.19,-0.07,11870000,0.5,1.27,7.60%
KS,"Kapstone Paper and Packaging Corp",3396247000,18.14,1.6,243500000,3.25,0.4,1.15%
KWR,"Quaker Chemical Corp",2193005000,30.76,5.22,20280000,1.28,1.48,0.92%
LABL,"Multi Color Cp",1344879000,17.52,3.75,71950000,0.89,0.2,0.30%
LAD,"Lithia Motors",2120150000,9.49,8.68,245220000,1.75,1.16,1.37%
LCI,"Lannett Co Inc",486528000,4.34,2.86,-580000,2.57,0,0.00%
LCII,"Lci Industries",2275203000,14.83,5.91,132880000,1.03,2.4,2.74%
LDL,"Lydall Inc",793809000,16.18,2.75,49320000,1.46,0,0.00%
LGIH,"LGI Homes Inc",1253498000,10.24,5.32,113310000,0.09,0,0.00%
LGND,"Ligand Pharm",4953315000,65.85,3.5,12560000,1.08,0,0.00%
LHCG,"LHC Group Inc",2924168000,35.1,2.52,50110000,0.61,0,0.00%
LION,"Fidelity Southern Cp",663021000,18.27,1.35,39800000,1.2,0.48,1.95%
LKSD,"Lsc Communications Inc",495567000,8.27,1.71,-57000000,-0.46,1.04,7.35%
LL,"Lumber Liquidators Holdings Inc",698374000,95.96,0.26,-37820000,1.66,0,0.00%
LMAT,"Lemaitre Vascular",720263000,42.45,0.88,17180000,0.57,0.28,0.75%
LMNX,"Luminex Corp",1495743000,42.19,0.81,29420000,0.19,0.24,0.70%
LNN,"Lindsay Corp",980237000,29.19,3.11,23180000,0.33,1.2,1.32%
LNTH,"Lantheus Holdings",522522000,13.3,1,123390000,1.37,0,0.00%
LOCO,"El Pollo Loco",455952000,18.28,0.64,8620000,0.33,0,0.00%
LPSN,"Liveperson Inc",1487640000,0,-0.07,-18190000,0.96,0,0.00%
LQDT,"Liquidity Services",231120000,0,-0.81,-39190000,0.44,0,0.00%
LTC,"Ltc Properties",1649401000,13.5,2.17,87340000,0.13,2.28,5.50%
LTXB,"Legacytexas Fnl",2147570000,19.09,2.32,89490000,1.36,0.64,1.45%
LXP,"Lexington Realty Trust",2099825000,8.74,0.09,85580000,0.87,0.71,8.21%
LXU,"Lsb Industries Inc",191115000,0,-2.23,-29220000,4.39,0,0.00%
LZB,"La-Z-Boy Inc",1487550000,17.2,1.82,80870000,0.94,0.48,1.53%
MANT,"Mantech Intl Cp A",2325348000,33.69,1.75,114140000,0.84,1,1.70%
MATW,"Matthews Intl Corp",1786428000,15.26,3.68,74370000,1.14,0.76,1.35%
MATX,"Matson Inc",1524738000,18.36,1.95,232000000,1.46,0.8,2.23%
MCRI,"Monarch Casino",842712000,28.63,1.56,25540000,1.21,0,0.00%
MCS,"Marcus Corp",1014638000,20.93,1.56,65000000,0.48,0.6,1.84%
MDC,"M.D.C. Holdings",1669734000,9.94,2.93,141840000,1.45,1.2,4.11%
MDCO,"Medicines Co",2936303000,0,-8.93,-708370000,0.69,0,0.00%
MDXG,"Mimedx Group Inc",532992000,20.62,0.05,11970000,1.56,0,0.00%
MED,"Medifast Inc",2126178000,63.56,2.79,27720000,0.28,1.92,1.08%
MEI,"Methode Electronics",1445240000,12.39,3.09,57200000,0.88,0.44,1.15%
MGLN,"Magellan Health",2241330000,17.25,5.29,110210000,0.54,0,0.00%
MGPI,"MGP Ingredients Inc",1512400000,49.86,1.82,41820000,1.05,0.32,0.35%
MHLD,"Maiden Holdings Ltd",714832000,0,-2.25,-169900000,1.17,0.6,7.23%
MHO,"M/I Homes",744820000,7.81,3,72080000,1.1,0,0.00%
MINI,"Mobile Mini Inc",1751335000,36.64,1.25,122230000,1.97,1,2.18%
MLI,"Mueller Industries",1844608000,20.88,1.44,85600000,1.42,0.4,1.24%
MMSI,"Merit Medical Sys",2806564000,39.78,1.32,27520000,1.4,0,0.00%
MNRO,"Monro Muffler Brak",2121759000,31.72,2.12,63940000,0.59,0.8,1.19%
MNTA,"Momenta Pharma",2389772000,0,-1.39,-88100000,1.75,0,0.00%
MOG.A,"Moog Inc Cl A",2885117000,18.44,4.27,141280000,1.78,1,1.27%
MOV,"Movado Group Inc",1161930000,21.17,2.36,-15230000,-0.17,0.8,1.60%
MPAA,"Motorcar Parts Amer",396501000,12.15,1.71,16320000,1.47,0,0.00%
MRCY,"Mercury Sys Inc",2001331000,37.4,1.06,24880000,0.44,0,0.00%
MRTN,"Marten Transport L",1179144000,29.66,0.74,90280000,1.4,0.1,0.46%
MSTR,"Microstrategy Cl A",1575749000,32.05,4.22,17640000,0.69,0,0.00%
MTH,"Meritage Corp",1739820000,8.67,4.41,143260000,1.17,0,0.00%
MTRN,"Materion Corp",1241685000,29.82,1.94,11450000,0.95,0.42,0.73%
MTRX,"Matrix Service Co",531036000,161.67,0.12,-180000,0.88,0,0.00%
MTSC,"M T S Systems Cp",952122000,28.68,1.86,25080000,1.01,1.2,2.25%
MXL,"Maxlinear Inc",1162127000,14.87,1.15,-9190000,0.56,0,0.00%
MYE,"Myers Industries",627809000,29.51,0.61,-9890000,1.75,0.54,3.00%
MYGN,"Myriad Genetics Inc",3020811000,36.92,1.18,21800000,0.47,0,0.00%
MYRG,"MYR Group Inc",607578000,35.07,1.02,21150000,0.58,0,0.00%
NANO,"Nanometrics Inc",873657000,21.01,1.72,30200000,1.75,0,0.00%
NAVG,"Navigators Grp Inc",1805490000,38.53,1.56,40490000,0.51,0.28,0.47%
NBHC,"National Bank Holdings Corp",1226085000,23.82,1.42,14580000,0.77,0.56,1.42%
NBTB,"NBT Bancorp Inc",1813699000,18.18,2.1,82150000,0.9,1,2.44%
NCI,"Navigant Consulting",977460000,18.65,1.13,74950000,0.9,0,0.00%
NE,"Noble Corp",1421453000,0,-1.51,-516510000,2.2,0,0.00%
NEOG,"Neogen Cp",4270825000,67.64,1.21,63150000,1.3,0,0.00%
NEWM,"New Media Investment Group Inc",1123203000,42.05,0.44,-920000,1.13,1.48,8.00%
NFBK,"Northfield Bncrp Del",824893000,21.13,0.74,24770000,0.37,0.4,2.40%
NGVT,"Ingevity Corp",4108826000,27.78,2.88,126500000,0.94,0,0.00%
NLS,"Nautilus Group",433485000,15.73,0.89,26270000,1.38,0,0.00%
NMIH,"Nmi Holdings Cmn A",1350742000,23.02,0.86,22050000,0.96,0,0.00%
NP,"Neenah Paper",1493568000,20.03,4.34,80300000,1.27,1.64,1.89%
NPK,"National Presto Industries",847204000,18.38,6.34,52960000,0.41,0,0.00%
NPO,"Enpro Industries",1560413000,26.83,2.71,539800000,1.08,0.96,1.32%
NR,"Newpark Resources",861841000,50,0.19,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1473533000,22.84,0.09,2960000,0.59,1.16,3.97%
NSIT,"Insight Enterpr",1807440000,13.94,3.62,90680000,1.43,0,0.00%
NSP,"Insperity Inc",4295523000,38.64,2.58,84400000,0.85,0.8,0.80%
NTGR,"Netgear Inc",2183260000,30.14,2.14,19440000,1.9,0,0.00%
NTRI,"Nutrisystem Inc",1192857000,23.06,1.8,57870000,1.32,1,2.41%
NWBI,"Northwest Bancshares",1871424000,19,0.92,94470000,0.7,0.68,3.77%
NWN,"Northwest Natural Gas Company",1877895000,28.18,2.28,-55620000,0.34,1.89,2.94%
NX,"Quanex Building Products Corp",604785000,21.06,0.8,18680000,0.72,0.16,0.95%
NYMT,"New York Mtge Trust",687234000,8.51,0.72,91980000,1.07,0.8,13.05%
OCLR,"Oclaro Inc",1479125000,14.93,0.58,127860000,0.89,0,0.00%
ODP,"Office Depot",1428096000,7.31,0.36,181000000,2.6,0.1,3.80%
OFG,"Oriental Financial Group",722978000,11.49,1.41,52650000,1.71,0.24,1.48%
OFIX,"Orthofix Intl Nv",1127288000,34.36,1.75,6220000,0.24,0,0.00%
OIS,"Oil States International",1993670000,0,-0.73,-84850000,1.65,0,0.00%
OMCL,"Omnicell Inc",2099520000,99.34,0.53,20610000,0.83,0,0.00%
OMI,"Owens & Minor",1080707000,10.93,1.61,72790000,1.05,1.04,5.91%
ONB,"Old National Bncp",3005358000,16.64,1.16,95730000,0.89,0.52,2.69%
OPB,"Opus Bank",963268000,17.71,1.66,46900000,0.96,0.44,1.60%
ORIT,"Oritani Financial",769230000,14.14,1.13,49140000,0.44,1,6.10%
ORN,"Orion Group Holdings Inc",262717000,0,-0.08,400000,1.27,0,0.00%
OSIS,"O S I Systems Inc",1411990000,21.35,3.64,21080000,0.9,0,0.00%
OSPN,"Onespan Inc.",826355000,46.36,0.44,-22400000,1.44,0,0.00%
OSUR,"Orasure Tech Inc",1044126000,62.78,0.27,30950000,1.63,0,0.00%
OXM,"Oxford Industries",1620142000,24.8,3.82,65090000,0.29,1.36,1.44%
PAHC,"Phibro Anl Htlh A",1923741000,28.44,1.67,64620000,0.94,0.4,0.84%
PARR,"Par Petroleum Corp",806112000,11.43,1.5,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1536360000,15.47,3.64,85720000,0.86,0,0.00%
PDCE,"Pdc Energy Inc",4198088000,111.07,0.56,-127500000,0.67,0,0.00%
PDFS,"Pdf Solutions Inc",343145000,0,-0.06,-1340000,1.35,0,0.00%
PEI,"Pennsylvania Real Estate Investment",749227000,6.52,-0.94,-29340000,1.24,0.84,8.00%
PENN,"Penn Natl Gaming Inc",2985450000,38.38,0.89,473460000,1.46,0,0.00%
PERY,"Perry Ellis Int",446264000,13.56,2.07,56650000,0.38,0,0.00%
PES,"Pioneer Energy Services Corp",390650000,0,-0.59,-75120000,3.1,0,0.00%
PETS,"Petmed Express Inc",744484000,18.31,1.82,37280000,0.98,1,2.74%
PFS,"Provident Financial Services",1855507000,17.46,1.58,93950000,0.98,0.8,2.90%
PGNX,"Progenics Pharmaceut",546265000,0,-0.86,-51010000,2.67,0,0.00%
PGTI,"Pgt Inc",1189524000,31.64,0.73,39840000,0.84,0,0.00%
PJC,"Piper Jaffray Companies",1155960000,11.41,6.71,-61940000,1.53,1.5,1.96%
PKE,"Park Electrochemical Corp",459473000,51.22,0.45,20600000,1.03,0.4,1.74%
PLAB,"Photronics Inc",611888000,22.76,0.38,13130000,0.6,0,0.00%
PLAY,"Dave & Buster's Ente",1836217000,17.96,2.65,120950000,0.41,0,0.00%
PLCE,"Children's Place Inc",2067520000,15.98,7.83,84700000,0.36,2,1.60%
PLUS,"Eplus Inc",1399455000,25.04,4.03,55120000,1.28,0,0.00%
PLXS,"Plexus Cp",1979460000,19.19,3.12,112060000,0.86,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1161707000,15,1.25,117750000,0.42,1.88,10.03%
POWI,"Power Integratn",2236248000,32.71,2.29,27610000,1.22,0.64,0.85%
POWL,"Powell Inds Inc",416361000,0,-1.48,-9490000,1.15,1.04,2.89%
PPBI,"Pacific Premier Bncp",1756508000,16.09,2.2,60100000,0.74,0,0.00%
PRA,"Pro-Assurance Corp",2181113000,22.31,1.8,107260000,0.54,1.24,3.09%
PRAA,"Pra Group Inc",1915344000,29.44,1.42,162270000,1.44,0,0.00%
PRFT,"Perficient Inc",958540000,25.63,1.07,18580000,0.67,0,0.00%
PRGS,"Progress Software",1796349000,20.43,1.95,37420000,0.88,0.56,1.41%
PRLB,"Proto Labs Inc",3681331000,64.44,2.13,51780000,1.04,0,0.00%
PRSC,"Providence Svc Cp",922359000,37.01,1.93,53370000,0.7,0,0.00%
PSB,"Business Parks",3484120000,20.05,4.02,155040000,0.47,3.4,2.72%
PUMP,"Propetro Holding Corp",1245311000,17.11,0.85,12610000,1.3,0,0.00%
PVAC,"Penn Va Corp",1221065000,23.26,3.79,32660000,1.55,0,0.00%
QHC,"Quorum Health Corp",147294000,0,-1.76,-114190000,1.08,0,0.00%
QLYS,"Qualys Inc",3706998000,98.78,0.98,40440000,0.85,0,0.00%
QNST,"Quinstreet Inc",672074000,54.81,0.26,-12210000,0.99,0,0.00%
QSII,"Quality Systems Inc",1335794000,37.51,0.55,2420000,0.77,0,0.00%
RAVN,"Raven Industries Inc",1446367000,30.35,1.3,41020000,1.52,0.52,1.32%
RCII,"Rent-A-Center Inc",787945000,0,-0.65,6650000,0.66,0,0.00%
RECN,"Resources Connect",497952000,18.84,0.82,18830000,1.23,0.48,3.11%
REGI,"Renewable Energy",613750000,3.67,4.51,-79080000,1,0,0.00%
REI,"Ring Energy Inc",790505000,42.93,0.3,1750000,0.34,0,0.00%
REX,"Rex American Resources Corp",490930000,16.21,4.61,39710000,1.48,0,0.00%
RGEN,"Repligen Cp",2132946000,68.13,0.72,28350000,0.88,0,0.00%
RGNX,"Regenxbio Inc",2200666000,52.56,1.35,-73170000,-1.1,0,0.00%
RGR,"Sturm Ruger & Company",971723000,22.35,2.47,52140000,-0.01,1.28,2.32%
RGS,"Regis Corp",819730000,31.21,0.57,-16140000,1.35,0,0.00%
RH,"Restoration Hardware Holdings",3016520000,29.07,4.71,2180000,1.75,0,0.00%
RLI,"Rli Corp",3313085000,42.29,1.75,105030000,1.25,0.88,1.19%
RMAX,"Re/Max Holdings Inc",927438000,0,1.49,12820000,0.51,0.8,1.53%
RMBS,"Rambus Inc",1446815000,24.49,0.54,-22860000,0.46,0,0.00%
ROCK,"Gibraltar Ind Inc",1327568000,20.82,1.77,62560000,1.81,0,0.00%
ROG,"Rogers Corp",2258041000,21.28,5.58,80460000,1.53,0,0.00%
ROIC,"Retail Opp Invts Cp",2113500000,16.5,0.35,38480000,0.57,0.78,4.08%
RPT,"Ramco-Gershenson Properties Trust",1053995000,9.88,0.69,69060000,0.6,0.88,6.75%
RRD,"Donnelley [R.R.] & Sons Co",385244000,5.82,0.95,-34400000,1.49,0.56,10.13%
RRGB,"Red Robin Gourm",634073000,21.2,2.29,30020000,0.26,0,0.00%
RTEC,"Rudolph Technologies",927262000,21.46,1.34,32910000,1.08,0,0.00%
RUTH,"Ruth's Hospitality",917371000,24.79,1.2,30140000,0.31,0.44,1.48%
RYAM,"Rayonier Advanced Materials Inc",908762000,14.73,1.17,324960000,3.44,0.28,1.63%
SAFT,"Safety Ins Group Inc",1401329000,22.61,4,62390000,0.65,3.2,3.54%
SAH,"Sonic Automotive",765927000,9.47,1.9,92980000,1.6,0.24,1.33%
SAIA,"Saia Inc",1909308000,30.51,2.53,91160000,0.79,0,0.00%
SANM,"Sanmina Corp",2071720000,13.24,2.27,138830000,0.59,0,0.00%
SBCF,"Seacoast Banking Cp",1548931000,23.28,1.41,42870000,0.7,0,0.00%
SBSI,"Southside Bancshares",1247780000,19.11,1.85,54310000,0.76,1.2,3.39%
SCHL,"Scholastic Cp",1443379000,29.34,1.4,-5000000,0.74,0.6,1.46%
SCL,"Stepan Company",1946587000,18.06,4.67,91580000,1.18,0.9,1.05%
SCSC,"Scansource Inc",1066269000,13.66,3.02,69250000,1.04,0,0.00%
SCVL,"Shoe Carnival Inc",508932000,17.25,1.84,18930000,0.85,0.32,1.01%
SEDG,"Solaredge Tech",2473300000,21.75,2.66,84170000,-0.51,0,0.00%
SEM,"Select Medical Holdings Corp",2895696000,19.76,1.06,177180000,1.34,0,0.00%
SENEA,"Seneca Foods Cp A",270285000,50.18,0.55,-13810000,1.19,0,0.00%
SFBS,"Servisfirst Bancs",2228048000,19.22,2.14,93090000,1.29,0.44,1.07%
SFLY,"Shutterfly Inc",2873977000,71.66,1.21,30090000,0.98,0,0.00%
SFNC,"Simmons First Natl",2781036000,14.41,1.91,92940000,1.18,0.6,2.01%
SHAK,"Shake Shack Inc",2372772000,108.87,0.6,-320000,1.35,0,0.00%
SHLM,"Schulman A Inc",1294014000,31.44,0.76,33030000,1.31,0.82,1.88%
SHOO,"Steven Maddens Ltd",3224621000,23.85,2.3,117950000,0.46,0.8,1.46%
SIGI,"Selective Ins Group",3509166000,21.31,2.72,168830000,1.25,0.72,1.24%
SJI,"South Jersey Industries",2889900000,18.91,1.77,-3490000,0.59,1.12,3.35%
SKYW,"Skywest Inc",2995478000,14.71,3.8,428910000,1.7,0.4,0.72%
SLCA,"U.S. Silica Holdings Inc",2003837000,12.59,1.96,145210000,2.3,0.25,1.01%
SMCI,"Super Micro Computer",1129608000,17.24,0,69320000,0.29,0,0.00%
SMP,"Standard Motor Products",1013848000,18.73,2.55,37980000,1.66,0.84,1.76%
SMTC,"Semtech Corp",3312309000,41.01,1.19,36430000,1.22,0,0.00%
SNBR,"Sleep Number Corporation",1083450000,19.73,1.57,65080000,0.89,0,0.00%
SONC,"Sonic Cp",1301406000,24.81,1.44,63660000,1.48,0.64,1.79%
SPOK,"Spok Holdings Inc",295070000,46.61,0.43,-15310000,0.56,0.5,3.46%
SPPI,"Spectrum Pharma Inc",2280995000,0,-0.96,-91250000,1.98,0,0.00%
SPSC,"Sps Commerce Inc",1335852000,157.73,0.49,-2440000,0.76,0,0.00%
SPTN,"Spartannash Company",898359000,11.56,2.1,-52850000,1.22,0.72,2.97%
SPXC,"SPX Corp",1587312000,19.62,1.84,89300000,1.54,0,0.00%
SR,"Spire Inc",3506100000,17,4.24,161600000,0.03,2.25,3.12%
SRCI,"Src Energy Inc",2759370000,13.1,0.86,142480000,1.64,0,0.00%
SRDX,"Surmodics Inc",835380000,143.86,0.44,3930000,0.57,0,0.00%
SSD,"Simpson Manufacturing Company",2825520000,29.5,2.03,92620000,1.56,0.88,1.47%
SSP,"E.W. Scripps Company",1067688000,145.78,0.09,-13110000,2.11,0.2,1.52%
SSTK,"Shutterstock Inc",1720834000,70.55,0.69,16730000,1.29,0,0.00%
STBA,"S&T Bancorp Inc",1598450000,17.09,2.66,72970000,0.84,1,2.20%
STC,"Stewart Information Services Corp",1072359000,21.04,2.15,48660000,0.85,1.2,2.65%
STMP,"Stamps.Com Inc",5006848000,26.19,10.69,150600000,0,0,0.00%
STRA,"Strayer Education",1365718000,33.51,3.58,20610000,0.77,1,0.83%
SUP,"Superior Industries International",427671000,19.43,0.88,-6200000,1.24,0.36,2.11%
SUPN,"Supernus Pharm",2763530000,35.42,1.54,57280000,1.06,0,0.00%
SVU,"Supervalu Inc",1242405000,8.42,2.31,45000000,1.21,0,0.00%
SWM,"Schweitzer-Mauduit International",1296113000,12.59,3.34,34500000,1.32,1.72,4.09%
SXC,"Suncoke Energy Inc",801137000,34.5,0.38,122400000,1.14,0,0.00%
SXI,"Standex International Corp",1356773000,21.04,4.98,46550000,1.58,0.72,0.69%
SYKE,"Sykes Enterprises",1280148000,15.67,1.89,32220000,0.83,0,0.00%
TBI,"Trueblue Inc",1155733000,15.22,1.84,55460000,2.07,0,0.00%
TCMD,"Tactile Systems Technology Inc",954277000,184.52,0.29,5860000,0.86,0,0.00%
TG,"Tredegar Corp",869400000,22.54,1.12,38250000,1.59,0.44,1.74%
TGI,"Triumph Group",991914000,7.63,2.53,-425390000,1.71,0.16,0.83%
THRM,"Gentherm Inc",1653711000,27.14,1.52,35230000,1.69,0,0.00%
TILE,"Interface Inc",1308447000,18.02,1.22,53250000,1.26,0.26,1.10%
TISI,"Team Inc",682273000,0,-0.76,-104160000,1.71,0,0.00%
TIVO,"Tivo Corp",1506383000,19.29,0.63,-37960000,-0.31,0.72,5.93%
TLRD,"Tailored Brands Inc",1083150000,9.13,2.39,96700000,1.78,0.72,3.30%
TMP,Tompkinstrustco,1355000000,17.51,5.01,52490000,0.84,1.92,2.19%
TMST,"Timken Steel Corp",820688000,0,-0.91,-43800000,2.04,0,0.00%
TNC,"Tennant Company",1486946000,46.4,1.53,-6200000,0.85,0.84,1.03%
TPRE,"Third Point Reinsurance Ltd Co",1288224000,9.17,1.38,277800000,1.11,0,0.00%
TREX,"Trex Company",3912500000,37.79,1.74,95130000,2.2,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1298249000,0,-0.01,14300000,2.59,0,0.00%
TRST,"Trustco Bank Corp NY",891978000,16.05,0.54,43150000,1.04,0.26,2.87%
TTEC,"Teletech Hldgs",1562040000,18,1.85,7260000,0.98,0.54,1.62%
TTEK,"Tetra Tech Inc",3434535000,25.81,2.35,117870000,0.95,0.48,0.79%
TTI,"Tetra Technologies",537440000,0,-0.1,-39050000,0.68,0,0.00%
TTMI,"TTM Technologies I",1846404000,20.57,0.86,124210000,1.85,0,0.00%
TTS,"Tile Shop Hldgs",438292000,46.11,0.18,10820000,1.76,0.2,2.41%
TVPT,"Travelport Worldwide Ltd",2423557000,26.27,0.73,142460000,0.25,0.3,1.56%
TVTY,"Tivity Health",1373866000,19.58,1.77,63720000,0.45,0,0.00%
TWI,"Titan International",617941000,0,-0.05,-60040000,1.61,0.02,0.20%
TYPE,"Monotype Imag. Hold.",847617000,36.55,0.55,11560000,0.88,0.46,2.31%
UBA,"Urstadt Biddle Properties Inc",893657000,16.38,0.55,52930000,0.39,1.08,4.85%
UCBI,"United Comm Banks",2407926000,16.39,1.74,67820000,0.9,0.6,1.97%
UCTT,"Ultra Clean Holdings",574992000,5.86,2.52,75090000,0.97,0,0.00%
UEIC,"Universal Elect In",503735000,20.83,1.69,-10320000,1.14,0,0.00%
UFCS,"United Fire Group I",1519234000,49.18,1.21,51020000,0.45,1.24,2.08%
UFI,"Unifi Inc",566339000,21.4,1.44,32880000,0.75,0,0.00%
UFPI,"Universal Forest Prd",2246825000,16.75,2.12,119510000,1.9,0.36,1.02%
UHT,"Universal Health Realty Income Trust",898596000,20.47,1.4,45620000,0.29,2.68,4.16%
UIHC,"United Insurance Hld",877230000,17.81,1.13,10150000,1.64,0.24,1.19%
UNF,"Unifirst Corp",3617460000,31.27,6,70200000,0.61,0.45,0.24%
UNT,"Unit Corp",1358817000,41.4,0.6,117850000,2.88,0,0.00%
USCR,"U S Concrete Inc",854456000,23.18,2.23,25510000,0.98,0,0.00%
USPH,"U.S. Physical Therapy",1353156000,49.95,2.12,22260000,1.04,0.92,0.87%
UVE,"Universal Insurance Holdings Inc",1474273000,10.23,3.25,106940000,1.75,0.64,1.68%
UVV,"Universal Corp",1648608000,16.61,3.97,105660000,1.23,3,4.55%
VAC,"Marriot Vacations Worldwide Cor",3247120000,19.48,5.96,226780000,1.34,1.6,1.38%
VECO,"Veeco Instrument",725481000,162.78,0.09,-44790000,0.52,0,0.00%
VG,"Vonage Holdings",3165742000,40.36,0.33,-33930000,0.06,0,0.00%
VIAV,"Viavi Solutions",2337886000,27.76,0.37,166900000,0.99,0,0.00%
VICR,"Vicor Cp",2391565000,190.16,0.11,170000,1,0,0.00%
VIVO,"Meridian Bioscience",668972000,23.66,0.67,21560000,0.96,0.5,3.15%
VRA,"Vera Bradley",485773000,21,0.65,7020000,0.6,0,0.00%
VREX,"Varex Imaging Corp",1456521000,22.42,1.71,51600000,2.43,0,0.00%
VRTS,"Virtus Inv Prts",936073000,14.26,9.1,37010000,1.52,1.8,1.39%
VRTU,"Virtusa Corp",1616076000,59.59,0.91,1250000,1.26,0,0.00%
VRTV,"Veritiv Corp",589248000,12.11,3.06,-13300000,0.48,0,0.00%
VSI,"Vitamin Shoppe Inc",190206000,60.38,0.13,-252150000,0.51,0,0.00%
VSTO,"Vista Outdoor Inc",913039000,32.06,0.49,-60230000,-0.38,0,0.00%
VVI,"Viad Corp",1156096000,31.03,1.8,57710000,0.63,0.4,0.72%
WABC,"Westamerica Bancorp",1615110000,23.95,2.48,50030000,1,1.6,2.69%
WAGE,"Wageworks Inc",2156416000,42.92,0.33,20210000,1.07,0,0.00%
WD,"Walker & Dunlop",1854353000,12.77,4.56,211130000,0.88,1,1.72%
WDFC,"W D 40 Co",2244166000,39.09,4.11,52930000,0.55,2.16,1.34%
WDR,"Waddell & Reed Financial",1579270000,10.11,1.88,141280000,1.92,1,5.26%
WETF,"Wisdomtree Invstmnts",1422299000,34.11,0.27,27200000,2.63,0.12,1.30%
WGO,"Winnebago Industries",1233157000,12.06,3.15,71330000,1.82,0.4,1.05%
WING,"Wingstop Inc",1497305000,65.73,0.77,27300000,0.9,0.28,0.55%
WIRE,"Encore Wire Cp",979480000,18.73,2.49,67020000,2,0.08,0.17%
WLH,"William Lyon Homes",874610000,9.38,2.36,48140000,1.5,0,0.00%
WNC,"Wabash National Corp",1120172000,14.18,1.35,111420000,1.82,0.3,1.57%
WPG,"Washington Prime Group Inc",1473315000,4.89,1.01,197060000,0.65,1,13.02%
WRLD,"World Acceptance Cp",950012000,14.61,7.66,53690000,2.72,0,0.00%
WSR,"Whitestone REIT",509312000,10.18,0.25,8330000,1.03,1.14,8.96%
WTS,"Watts Water Technologies",2878845000,26.4,3.19,73100000,1.1,0.84,1.00%
WWE,"World Wrestling Entertainment",6469095000,109.84,0.74,32640000,0.98,0.48,0.59%
WWW,"Wolverine World Wide",3481483000,20.71,1.77,300000,1,0.32,0.87%
XOXO,"Xoxo Group Inc",876197000,66.76,0.51,5530000,0.96,0,0.00%
XPER,"Xperi Corp",796738000,24.77,0.65,-56560000,0.54,0.8,4.97%
ZEUS,"Olympic Steel Inc",247940000,17.25,1.33,18960000,1.78,0.08,0.35%
ZUMZ,"Zumiez Inc",569255000,18.69,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 07-29-2018 12:24am CDT"
