Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ECHO,"Echo Global Logistic",926448000,25.87,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1571185000,33.57,2.07,49370000,0.65,0.72,1.04%
ECPG,"Encore Capital Grp",1221264000,8.7,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2581781000,27.91,2.27,98260000,0.4,1.44,2.27%
EFII,"Elec Imaging Inc",1510251000,415.63,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2095034000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1251435000,15.08,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1098240000,18.72,0.86,51610000,0.47,0.32,1.99%
EGP,"Eastgroup Properties",3441047000,21.22,2.29,83180000,0.84,2.56,2.68%
EGRX,"Eagle Pharmaceutical",1195162000,35.07,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",537807000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1443078000,12.42,3.53,101200000,1.03,0.8,1.82%
ELY,"Callaway Golf Company",2136233000,18.92,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3605273000,4.88,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1912745000,23.43,1.51,40480000,0.62,0.18,0.51%
ENTA,"Enanta Pharmaceutica",1743812000,20.6,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1174760000,18.24,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2431835000,77.41,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",258545000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1734674000,28.11,2.33,53700000,1.04,0.32,0.49%
ESIO,"Electro Sci Inds",807411000,7.77,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",582620000,86.11,0.18,-266980000,1.32,0.56,3.61%
ETH,"Ethan Allen Interiors Inc",600905000,16.56,1.35,36370000,0.99,0.76,3.40%
EVTC,"Evertec Inc",1767096000,16.54,1.46,55050000,1.19,0.2,0.83%
EXLS,"Exlservice Holdings",2035613000,24.46,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2682662000,43.83,1.16,41310000,0.59,0.52,1.03%
EXPR,"Express Inc",798109000,23.41,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1040544000,105.23,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",740537000,13.8,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",620844000,13.93,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1146150000,95.64,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1906840000,15.74,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1707124000,16.73,1,55170000,1.01,0.36,2.15%
FCFS,"First Cash Fin Svcs",3590730000,25.57,3.15,143890000,0.48,0.88,1.09%
FCN,"Fti Consulting",3069791000,21.11,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1666386000,18.85,1.26,71390000,-0.04,1.1,4.23%
FELE,"Franklin Electric Co",2263584000,23.37,2.05,78180000,1.58,0.48,1.00%
FF,"Futurefuel Corp",594427000,11.01,1.22,23510000,1.64,0.24,1.79%
FFBC,"First Finl Bncp [Oh]",3078955000,15.61,1.98,96790000,1.05,0.76,2.46%
FFIN,"First Finl Bkshs Inc",4019598000,31.1,1.87,120370000,1.27,0.84,1.44%
FIX,"Comfort Systems USA",2077992000,24.16,2.27,55270000,1.33,0.34,0.62%
FLOW,"SPX Flow Inc",1947514000,23.78,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2777198000,18.44,1.44,98390000,1.13,0.44,1.66%
FN,Fabrinet,1597401000,17.96,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2187377000,47.92,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1026654000,17.85,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",833931000,68.11,0.66,15140000,0.47,0.8,1.78%
FOSL,"Fossil Group",1268335000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2541504000,36.59,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",280985000,25.3,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",777195000,60.64,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",565110000,14.45,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",881431000,8.22,-0.01,-15940000,0.79,0.36,4.38%
FSS,"Federal Signal Corp",1574230000,21.8,1.16,61600000,1.11,0.32,1.27%
FTD,"Ftd Companies",114554000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",120755000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",577723000,0,-2.91,-1804000000,0.57,1.2,23.26%
FUL,"H. B. Fuller Company",2865032000,21.27,2.64,58240000,1.52,0.62,1.10%
FWRD,"Foward Air Corp",1842887000,23.4,2.67,87320000,1.39,0.6,0.96%
GBCI,"Glacier Bancorp Inc",3735784000,22.76,1.91,116380000,1.41,1.04,2.39%
GBX,"Greenbrier Companies",1884724000,14.08,4.08,116070000,1.75,1,1.74%
GCI,"Gannett Co. Inc",1172940000,8.91,1.15,6890000,0.95,0.64,6.24%
GCO,"Genesco Inc",876480000,14.22,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4347781000,38.82,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",181696000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1951464000,32.57,0.7,-7890000,0.18,0.9,3.95%
GFF,"Griffon Corp",786945000,22.67,0.75,14910000,1.36,0.28,1.65%
GHL,"Greenhill & Co. Inc",712084000,117.78,0.27,-26650000,1.14,0.2,0.63%
GIFI,"Gulf Island Fab",150400000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2300664000,22.81,2,62120000,0.28,0,0.00%
GLT,Glatfelter,679903000,16.78,0.93,7910000,1.11,0.52,3.33%
GME,"Gamestop Corp",1578985000,4.92,3.09,34700000,1.26,1.52,9.99%
GNBC,"Green Bancorp",914095000,17.48,1.37,34140000,2.14,0.4,1.67%
GNL,"Global Net Lease Inc",1486205000,10.43,0.23,23570000,0.52,2.13,9.78%
GOV,"Government Properties Income Trust",1606554000,7.97,0.3,12090000,1.19,1.72,10.85%
GPI,"Group 1 Automotive",1512762000,8.84,8.49,213440000,1.78,1.04,1.39%
GPRE,"Green Plains Inc",725025000,0,-0.96,61060000,1.04,0.48,2.75%
GTLS,"Chart Industries In",2406840000,49.91,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1174137000,16.96,1.16,47190000,0.51,1.28,4.44%
GWB,"Great Western Bancorp Inc",2508388000,14.75,2.83,144790000,1.53,1,2.40%
HA,"Hawaiian Hldgs Inc",2138691000,7.55,5.55,364040000,1.37,0.48,1.15%
HAFC,"Hanmi Financial Cp",835507000,13.38,1.88,54660000,0.78,0.96,3.82%
HAYN,"Haynes Intl Inc",488140000,0,-0.66,-10190000,1.51,0.88,2.25%
HCI,"Homeowners Choice",384470000,0,-1.03,-6890000,1.64,1.5,3.64%
HF,"HFF Inc",1740840000,18.12,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1318103000,22.97,1.53,41790000,0.5,0.6,1.71%
HI,"Hillenbrand Inc",3258813000,21.74,2.38,126200000,1.26,0.83,1.60%
HIBB,"Hibbett Sports Inc",488910000,13.74,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",430150000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1365574000,82.36,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1845450000,23.74,1.85,169460000,0.78,1.14,2.57%
HMST,"Homestreet Inc",802655000,17.51,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2571403000,55.56,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2264252000,12.34,1.39,139450000,1.39,0.56,3.27%
HPR,"Highpoint Resources Corp.",1045057000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5263702000,108.41,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2025292000,25.2,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",801060000,24.65,1.7,-48640000,1.67,0.52,1.24%
HSKA,"Heska Corp",740325000,63.69,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",965722000,87.56,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",849033000,10.62,-0.43,99870000,1.33,1.12,5.25%
HTLD,"Heartland Express",1609925000,36.39,0.54,75170000,0.64,0.08,0.41%
HUBG,"Hub Group Inc A",1792917000,22.03,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",460292000,17.26,1.26,21080000,0.83,0.72,3.31%
HWKN,"Hawkins Inc",420903000,22.46,1.71,-9180000,0.71,0.88,2.29%
HZO,"Marinemax Inc",530354000,12.75,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1523602000,30.88,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",807466000,30.33,1.38,22550000,2.22,0.12,0.29%
IIVI,"I I V I Inc",2854951000,29.25,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2446929000,22.37,3.9,87200000,0.95,1.52,1.74%
INGN,"Inogen Inc",4936974000,127.82,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1413990000,9.77,0.53,99210000,1.21,0.72,5.42%
INTL,"Intl Fcstone Inc",1050829000,28.85,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1427517000,8.99,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1826616000,16.53,4.49,61800000,1.06,1.76,2.37%
IPAR,"Inter Parfums Inc",1965330000,39.81,1.55,41590000,1.54,0.84,1.36%
IPHS,"Innophos Hldngs Inc",862056000,17.65,2.46,22450000,0.74,1.92,4.42%
IRBT,"Irobot Corp",2406050000,39.65,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2242688000,48.75,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",880106000,13.43,0.18,30210000,0.84,0.72,7.24%
ITG,"Investment Technology Group",729079000,39.55,0.56,-39440000,1.45,0.28,1.26%
ITGR,"Integer Holdings Corp",2227896000,20.32,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2422845000,25.25,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",540508000,0,-1.59,-76540000,2.38,0.05,0.30%
IVR,"Invesco Mortgage Capital Inc",1790706000,9.03,1.77,348610000,0.65,1.68,10.51%
JBSS,"John B Sanfilippo",874518000,26.13,2.93,36130000,1.08,0.55,0.72%
JBT,"John Bean Technologies Corp",3385940000,30.29,3.5,80500000,1.25,0.4,0.38%
JCP,"J.C. Penney Company Inc",829726000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2710656000,33.27,4.31,79170000,0.58,1.8,1.26%
JRVR,"James River Gp HD",1225334000,24.88,1.62,43570000,0.48,1.2,2.98%
KALU,"Kaiser Aluminum",1800696000,20.31,5.4,45400000,0.65,2.2,2.01%
KAMN,"Kaman Corp",1858076000,24.7,2.64,49830000,0.78,0.8,1.23%
KELYA,"Kelly Svcs Cl A",963295000,10.96,2.24,71600000,0.92,0.3,1.22%
KEM,"Kemet Corp",1393275000,13.32,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3716190000,23.89,2.72,133780000,1.27,0.4,0.62%
KIRK,"Kirkland's Inc",180278000,24.8,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1825066000,10.99,2.45,112010000,1.22,0.48,1.78%
KN,"Knowles Corp",1576750000,23.76,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",743418000,9,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",178548000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1503295000,12.78,3.64,97550000,1.35,0,0.00%
