Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
CVBF,"Cvb Financial Corp",2483055000,19.69,1.13,104410000,1.42,0.56,2.52%
CVCO,"Cavco Inds Inc",1981568000,36.16,6.07,61500000,1.47,0,0.00%
CVGW,"Calavo Growers Inc",1660365000,39.4,2.43,37270000,0.56,0.95,0.99%
CWT,"California Water Service Group Holding",1956449000,30.6,1.33,67180000,0.66,0.75,1.84%
CYH,"Community Health Systems",320988000,0,-1.14,-2459000000,1.63,0,0.00%
CYTK,Cytokinetics,479670000,0,-2.51,-127790000,1.49,0,0.00%
DAKT,"Daktronics Inc",380799000,38.36,0.22,5560000,1.11,0.28,3.32%
DAR,"Darling International Inc",3250191000,25.56,0.78,128470000,1.41,0,0.00%
DBD,"Diebold Nixdorf Inc",926712000,13.3,0.94,-233100000,2.01,0.4,3.20%
DCOM,"Dime Community Bncsh",747643000,14.74,1.35,51880000,0.76,0.56,2.81%
DDD,"3D Systems Corp",1709426000,0,-0.56,-66190000,1.36,0,0.00%
DEA,"Easterly Government Properties",908393000,15.45,0.1,4450000,0.46,1.04,5.34%
DEPO,"Depomed Inc",522074000,0,-0.58,-102500000,1.19,0,0.00%
DF,"Dean Foods Company",950040000,13.2,0.8,61590000,0.56,0.36,3.41%
DFIN,"Donnelly Financial Solutions Inc",685463000,17.86,1.11,9700000,1.99,0,0.00%
DGII,"Digi Intl Inc",370598000,84.69,0.16,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1254697000,17.38,4.06,-330540000,0.08,2.52,3.57%
DIOD,"Diodes Inc",1873510000,21.56,1.71,-1810000,0.99,0,0.00%
DNR,"Denbury Resources",1956397000,16.21,0.28,163150000,3.2,0,0.00%
DORM,"Dorman Products Inc",2436757000,20.52,3.46,106600000,0.89,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1939982000,29.42,0.88,15510000,1.33,0,0.00%
DRH,"Diamondrock Hospitality Company",2442821000,12.33,0.43,91880000,1.41,0.5,4.09%
DSPG,"D S P Group Inc",292081000,56.3,0.23,-3000000,0.84,0,0.00%
DSW,"DSW Inc",2223946000,16.92,1.6,67300000,0.61,1,3.69%
DXPE,"Dxp Enterprise",735272000,45.71,0.92,16890000,2.44,0,0.00%
EBIX,"Ebix Inc",2582368000,25.63,3.17,100620000,1.45,0.3,0.37%
EBS,"Emergent Biosolutions",2726649000,34.67,1.57,82590000,1.32,0,0.00%
ECHO,"Echo Global Logistic",832660000,29.85,0.97,12620000,1.54,0,0.00%
ECOL,"US Ecology Inc",1416032000,35.46,1.84,49370000,0.69,0.72,1.10%
ECPG,"Encore Capital Grp",942192000,8.81,4.05,83230000,1.52,0,0.00%
EE,"El Paso Electric Company",2452401000,25.13,2.4,98260000,0.42,1.44,2.39%
EFII,"Elec Imaging Inc",1548206000,580,0.06,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2007383000,0,-0.23,-104500000,0.52,0,0.00%
EGL,"Engility Holdings Inc",1289165000,15.76,2.21,-35190000,1.84,0,0.00%
EGOV,"Nic Inc",1067486000,19.94,0.8,51610000,0.53,0.32,2.01%
EGP,"Eastgroup Properties",3311963000,21.51,2.88,83180000,0.91,2.56,2.69%
EGRX,"Eagle Pharmaceutical",1224003000,34.02,2.41,51940000,1.47,0,0.00%
EHTH,"Ehealth Inc",462596000,0,-3.26,-25410000,1.59,0,0.00%
EIG,"Employers Holdings Inc",1367730000,13.1,3.19,101200000,0.98,0.8,1.91%
ELY,"Callaway Golf Company",1777929000,21.1,0.89,40810000,1.03,0.04,0.21%
ENDP,"Endo Int'l Plc",2508686000,3.3,3.28,-2035430000,0.34,0,0.00%
ENSG,"The Ensign Group In",1964913000,27.42,1.38,40480000,0.67,0.18,0.48%
ENTA,"Enanta Pharmaceutica",2420312000,44.02,2.81,17710000,1.01,0,0.00%
ENVA,"Enova International Inc",1273888000,22.6,1.67,29240000,2.84,0,0.00%
EPAY,"Bottomline Tech In",2277089000,99.25,0.56,-33140000,1,0,0.00%
ERA,"Era Group Inc",287826000,0,-0.89,-28160000,0.79,0,0.00%
ESE,"Esco Technologies Inc",1571442000,28.65,2.11,53700000,1.03,0.32,0.53%
ESIO,"Electro Sci Inds",628122000,8.38,2.13,116220000,0.96,0,0.00%
ESND,"Essendant Inc",537785000,47.3,0.3,-266980000,1.35,0.56,3.95%
ETH,"Ethan Allen Interiors Inc",659358000,18.21,1.34,36190000,1.06,0.76,3.11%
EVTC,"Evertec Inc",1655736000,15.37,1.48,55050000,1.2,0.1,0.44%
EXLS,"Exlservice Holdings",2115600000,24.32,2.53,48890000,1.17,0,0.00%
EXPO,"Exponent Inc",2618703000,47.04,1.08,41310000,0.67,0.52,1.04%
EXPR,"Express Inc",746690000,22.89,0.44,19370000,0.88,0,0.00%
EXTN,"Exterran Corp",989239000,344.87,0.08,33880000,0.83,0,0.00%
EXTR,"Extreme Networks",1002448000,19.18,0.45,-8520000,1.54,0,0.00%
EZPW,"Ezcorp Inc",634459000,14.69,0.8,31860000,1.51,0,0.00%
FARO,"Faro Tech Inc",972656000,138.9,0.41,-14520000,1.47,0,0.00%
FBP,"First Bancorp",1722624000,14.87,0.53,66960000,1.88,0,0.00%
FCF,"First Commonwealth Financial Corp",1610778000,18.05,0.88,55170000,0.95,0.36,2.27%
FCFS,"First Cash Fin Svcs",4210434000,30.91,2.97,143890000,0.6,0.88,0.96%
FCN,"Fti Consulting",2546076000,22.24,3.05,107960000,0.1,0,0.00%
FCPT,"Four Corners Property Trust In",1516947000,17.99,1.12,71390000,-0.02,1.1,4.46%
FELE,"Franklin Electric Co",2139920000,23.08,1.98,78180000,1.59,0.48,1.05%
FF,"Futurefuel Corp",593114000,12.5,1.1,23510000,1.71,0.24,1.75%
FFBC,"First Finl Bncp [Oh]",3105468000,17.75,1.78,96790000,1.1,0.76,2.41%
FFIN,"First Finl Bkshs Inc",3600765000,30.06,1.75,120370000,1.27,0.84,1.60%
FIX,"Comfort Systems USA",1773858000,24.26,1.96,55270000,1.21,0.32,0.67%
FLOW,"SPX Flow Inc",1862801000,25.66,1.68,46400000,1.93,0,0.00%
FMBI,"First Midwest Bncp",2697604000,18.6,1.39,98390000,1.18,0.44,1.70%
FN,Fabrinet,1474155000,17.03,2.33,97120000,0.6,0,0.00%
FNGN,"Financial Engines",2864214000,38.79,1.16,46660000,1.46,0.32,0.71%
FNSR,"Finisar Corp",2045576000,45.95,0.39,-48290000,1.34,0,0.00%
FORM,"Formfactor Inc",1047981000,15.16,0.93,40910000,1.45,0,0.00%
FORR,"Forrester Resrch",763251000,75.44,0.57,15140000,0.37,0.8,1.86%
FOSL,"Fossil Group",1323571000,0,-0.54,-478170000,-0.04,0,0.00%
FOXF,"Fox Factory Cp",1975791000,32.99,1.59,43130000,0.67,0,0.00%
FRAN,"Francesca's Holdings",275575000,24.93,0.3,15560000,0.02,0,0.00%
FRGI,"Fiesta Restaurant Gp",818863000,56.73,0.52,-36230000,0.46,0,0.00%
FSB,"Franklin Financial Network Inc",526661000,14.01,2.57,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",912527000,8.3,-0.18,-15940000,0.77,0.36,4.21%
FSS,"Federal Signal Corp",1432200000,25.48,0.94,61600000,1.16,0.32,1.34%
FTD,"Ftd Companies",123810000,0,0,-234040000,0.26,0,0.00%
FTK,"Flotek Industries",170580000,0,0,-27400000,1.5,0,0.00%
FTR,"Frontier Commun Cp",406310000,0,-3.21,-1804000000,0.65,1.2,24.05%
FUL,"H. B. Fuller Company",2830617000,20.98,2.64,58240000,1.51,0.62,1.12%
FWRD,"Foward Air Corp",1744018000,23.41,2.49,87320000,1.27,0.6,1.03%
GBCI,"Glacier Bancorp Inc",3402373000,21.89,1.82,116380000,1.4,1.04,2.61%
GBX,"Greenbrier Companies",1773669000,13.5,4.08,116070000,1.61,1,1.81%
GCI,"Gannett Co. Inc",1132688000,9.92,1.02,6890000,0.98,0.64,6.32%
GCO,"Genesco Inc",824688000,13.26,3.01,-111840000,1.04,0,0.00%
GDOT,"Green Dot Corp",4232518000,39,2.03,85890000,0.82,0,0.00%
GEOS,"Geospace Technologie",198947000,0,-3.63,-56790000,1.3,0,0.00%
GES,"Guess Inc",1867286000,33.11,0.7,-7890000,0.21,0.9,3.88%
GFF,"Griffon Corp",864689000,28.46,0.65,14910000,1.38,0.28,1.51%
GHL,"Greenhill & Co. Inc",749071000,3170,0.01,-26650000,1.12,0.2,0.63%
GIFI,"Gulf Island Fab",142128000,0,-2.42,-44770000,1.24,0.02,0.21%
GIII,"G-III Apparel Gp I",2310007000,23.36,2,62120000,0.31,0,0.00%
GLT,Glatfelter,884051000,20.81,0.97,7910000,1.23,0.52,2.58%
GME,"Gamestop Corp",1485265000,4.72,3.09,34700000,1.39,1.52,10.43%
GNBC,"Green Bancorp",831121000,16.88,1.28,34140000,2.1,0.4,1.85%
GNL,"Global Net Lease Inc",1389224000,10.34,0.23,23570000,0.5,2.13,10.35%
GOV,"Government Properties Income Trust",1525919000,7.49,0.17,12090000,1.19,1.72,11.10%
GPI,"Group 1 Automotive",1386403000,8.44,7.91,213440000,1.8,1.04,1.56%
GPRE,"Green Plains Inc",666218000,0,-1.35,61060000,1.27,0.48,3.04%
GTLS,"Chart Industries In",2105960000,55.9,1.2,28000000,1.07,0,0.00%
GTY,"Getty Realty Corp",1120486000,15.63,1.23,47190000,0.48,1.28,4.55%
GWB,"Great Western Bancorp Inc",2438460000,15.52,2.64,144790000,1.58,1,2.44%
HA,"Hawaiian Hldgs Inc",1920375000,6.41,5.69,364040000,1.48,0.48,1.32%
HAFC,"Hanmi Financial Cp",893750000,14.89,1.85,54660000,0.79,0.96,3.48%
HAYN,"Haynes Intl Inc",486903000,0,-1.03,-10190000,1.39,0.88,2.30%
HCI,"Homeowners Choice",394335000,0,-1.11,-6890000,1.75,1.5,3.59%
HF,"HFF Inc",1369632000,15.12,2.29,94960000,0.95,0,0.00%
HI,"Hillenbrand Inc",3081743000,21.09,2.34,126200000,1.24,0.83,1.68%
HIBB,"Hibbett Sports Inc",456695000,13.54,1.78,35030000,0.82,0,0.00%
HLIT,"Harmonic Inc",370707000,0,-0.39,-82960000,0.82,0,0.00%
HLX,"Helix Energy Solutions Group",1278017000,0,-0.05,30050000,2.46,0,0.00%
HMN,"Horace Mann Educators Corp",1868673000,24.22,1.87,169460000,0.91,1.14,2.52%
HMST,"Homestreet Inc",767581000,16.92,1.67,68950000,0.33,0,0.00%
HMSY,"Hms Hldgs Cp",2004770000,43.96,0.55,40050000,0.88,0,0.00%
HOPE,"Hope Bancorp Inc",2295709000,12.61,1.33,139450000,1.41,0.52,2.97%
HPR,"Highpoint Resources Corp.",1388666000,0,-0.29,-138230000,3.3,0,0.00%
HQY,Healthequity,5057696000,107.11,0.76,47360000,1.42,0,0.00%
HSC,"Harsco Corp",1885338000,27.44,0.84,7820000,2.72,0,0.00%
HSII,"Heidrick & Struggl",686796000,24.58,1.44,-48640000,1.48,0.52,1.47%
HSKA,"Heska Corp",802845000,61.52,1.75,9950000,0.75,0,0.00%
HSTM,"Healthstream Inc",929594000,93.71,0.31,10000000,0.74,0,0.00%
HT,"Hersha Hospitality Trust",864080000,11.49,0.96,99870000,1.33,1.12,5.07%
HTLD,"Heartland Express",1523558000,36.6,0.5,75170000,0.66,0.08,0.44%
HUBG,"Hub Group Inc A",1704256000,24.09,2.04,135150000,1.5,0,0.00%
HVT,"Haverty Furniture Companies",444788000,16.83,1.26,21080000,0.97,0.72,3.40%
HWKN,"Hawkins Inc",391789000,26.13,1.41,-9180000,0.65,0.88,2.39%
HZO,"Marinemax Inc",563370000,16.38,1.27,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1820160000,47.9,1.19,41140000,0.93,0,0.00%
IIIN,"Insteel Industries",646515000,31.3,1.07,22550000,2,0.12,0.36%
IIVI,"I I V I Inc",2808046000,28.15,1.57,95270000,0.14,0,0.00%
INDB,"Independent Bk Corp",2202976000,22.25,3.58,87200000,0.93,1.52,1.91%
INGN,"Inogen Inc",4523255000,140.21,1.5,21000000,1.11,0,0.00%
INN,"Summit Hotel Properties",1467894000,10.58,0.5,99210000,1.25,0.72,5.16%
INTL,"Intl Fcstone Inc",1047462000,41.26,1.32,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1436680000,10.92,1.34,134140000,2.19,0,0.00%
IOSP,"Innospec Inc",2013000000,17.78,4.65,61800000,1.06,1.76,2.13%
IPAR,"Inter Parfums Inc",1740732000,39.26,1.42,41590000,1.57,0.84,1.51%
IPHS,"Innophos Hldngs Inc",975632000,20,2.48,22450000,0.8,1.92,3.87%
IRBT,"Irobot Corp",2188091000,38.57,2.07,50960000,1.16,0,0.00%
IRDM,"Iridium Comm Inc",1975802000,31.38,0.58,233860000,1.91,0,0.00%
IRT,"Independence Realty Trust Inc",867091000,13.46,0.41,30210000,0.85,0.72,7.23%
ITG,"Investment Technology Group",746582000,51.88,0.43,-39440000,1.4,0.28,1.25%
ITGR,"Integer Holdings Corp",2319124000,24.2,3.01,66680000,0.91,0,0.00%
ITRI,"Itron Inc",2336320000,22.71,2.62,57300000,0.96,0,0.00%
IVC,"Invacare Corp",695376000,0,-1.81,-76540000,2.43,0.05,0.28%
IVR,"Invesco Mortgage Capital Inc",1781774000,9.02,1.77,348610000,0.6,1.68,10.52%
JBSS,"John B Sanfilippo",869637000,26.17,2.93,36130000,1.09,0.5,0.65%
JBT,"John Bean Technologies Corp",2986734000,32.25,2.84,80500000,1.19,0.4,0.44%
JCP,"J.C. Penney Company Inc",770011000,0,-0.07,-116000000,0.71,0,0.00%
JJSF,"J J Snack Foods",2881670000,36.8,4.26,79170000,0.61,1.8,1.15%
JRVR,"James River Gp HD",1186138000,25.82,1.53,43570000,0.47,1.2,3.04%
KALU,"Kaiser Aluminum",1830862000,20.76,5.19,45400000,0.64,2.2,2.04%
KAMN,"Kaman Corp",1892418000,25.97,2.58,49830000,0.87,0.8,1.19%
KELYA,"Kelly Svcs Cl A",906289000,10.54,2.17,71600000,0.95,0.3,1.31%
KEM,"Kemet Corp",1695745000,17.99,1.63,254530000,3.7,0,0.00%
KFY,"Korn/Ferry International",3724668000,24.11,2.72,133780000,1.24,0.4,0.61%
KIRK,"Kirkland's Inc",179651000,25.38,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1956504000,12.89,2.18,112010000,1.17,0.48,1.71%
KN,"Knowles Corp",1439360000,23.13,0.69,68300000,0.91,0,0.00%
KOP,"Koppers Holdings Inc",820512000,9.05,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",231886000,0,-0.33,-25240000,0.97,0,0.00%
