Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ATU,"Actuant Corp",1711290000,31.67,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3338366000,25.96,1.95,115920000,0.25,1.49,2.94%
AVAV,"Aerovironment Inc",1818595000,72.13,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",643699000,34.52,0.62,20270000,1.01,0.08,0.37%
AVP,"Avon Products",795024000,17.9,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2229639000,32.64,1.84,69370000,0.27,1.02,1.70%
AXE,"Anixter International Inc",2412466000,13.28,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",1903803000,4.58,2.73,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1403017000,50.57,1.06,45170000,1.42,0.68,1.27%
B,"Barnes Group",3426659000,22.01,2.99,59420000,1.37,0.64,0.97%
BABY,"Natus Medical Inc",1232753000,25.82,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1009271000,26.32,0.76,57710000,0.83,0.52,2.60%
BANR,"Banner Corp",2082699000,19,3.36,60780000,0.98,1.4,2.19%
BCC,"Boise Cascade L.L.C.",1733602000,16.92,2.6,82960000,1.98,0.28,0.64%
BCOR,"Blucora Inc",1638816000,20.15,1.72,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3269440000,35.87,2.07,90070000,0.84,0.42,0.43%
BEAT,"Biotelemetry Inc",1873949000,41.47,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1166213000,112,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",294735000,28.55,0.86,-11900000,0.55,0.28,1.14%
BFS,"Saul Centers",1212848000,17.89,1.45,48260000,0.66,2.08,3.88%
BGFV,"Big 5 Sporting",123223000,47.5,0.12,1100000,-0.69,0.6,10.53%
BGG,"Briggs & Stratton Corp",752699000,13.84,1.28,56650000,0.64,0.56,3.16%
BGS,"B&G Foods Holdings",2061500000,15.2,2.05,217460000,0.47,1.9,6.10%
BHE,"Benchmark Electronics",1184626000,15.57,1.59,-31970000,0.23,0.6,2.42%
BHLB,"Berkshire Hills Bancorp",1857678000,15.98,2.56,55250000,0.74,0.88,2.15%
BJRI,"Bj's Restaurants Inc",1298750000,30.83,1.98,44780000,0.76,0.44,0.72%
BKE,"Buckle Inc",1203906000,12.79,1.9,89710000,0.65,1,4.12%
BKS,"Barnes & Noble",429461000,12.04,0.49,-125480000,1.85,0.6,10.17%
BLD,"Topbuild Corp",2703028000,23.84,3.07,158130000,0.5,0,0.00%
BMI,"Badger Meter",1525364000,42.96,1.2,34570000,0.72,0.52,1.01%
BNED,"Barnes & Noble Education Inc C",270728000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2509506000,17.44,2.4,134740000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1226265000,16.29,0.89,40590000,0.96,0.48,3.31%
BRC,"Brady Corp",1927315000,18.99,1.94,95650000,1.09,0.83,2.25%
BRKL,"Brookline Bancorp",1449776000,19.46,0.93,50520000,0.85,0.4,2.21%
BRKS,"Brooks Automation",2225537000,22.55,1.41,62610000,1,0.4,1.26%
BRS,"Bristow Group Inc",416962000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4484285000,22.82,7.76,163670000,1.45,0,0.00%
CAL,"Caleres Inc",1488327000,15.57,2.19,87200000,0.84,0.28,0.82%
CALM,"Cal-Maine Foods In",2212665000,15.02,2.97,125930000,0.54,1.4,3.15%
CAMP,"Calamp Corp",808265000,23.95,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",872515000,13.45,6.63,44920000,1.02,0.52,0.58%
CATM,"Cardtronics Inc",1461514000,11.23,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",632270000,28.38,0.88,8540000,0.71,1.32,5.29%
CBB,"Cincinnati Bell Inc",583000000,0,-0.27,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",809775000,2.69,-0.12,120940000,1.14,0.8,15.33%
CBM,"Cambrex Corp",2077087000,17,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3228440000,20.1,3.16,150720000,1,1.36,2.14%
CCMP,"Cabot Microelectron",3152734000,25.41,4.82,86950000,1.37,1.6,1.31%
CCOI,"Cogent Comm Hldgs",2334113000,105.16,0.48,5880000,0.5,2.08,4.12%
CCRN,"Cross Ctry Hlthcr",314997000,16.63,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",429599000,7.7,-0.21,19140000,0.87,0.2,4.33%
CECO,"Career Education",1175479000,31.33,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1253502000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2272234000,22.53,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",2101088000,20.98,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1120148000,18.51,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",723261000,60.58,0.52,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1237670000,18,4.45,54310000,0.67,1.84,2.30%
CHCT,"Community Healthcare Trust Inc",561217000,21.19,0.23,3510000,0.79,1.6,5.21%
CHS,"Chico's Fas",1202480000,14.12,0.65,101000000,0.75,0.34,3.70%
CHSP,"Chesapeake Lodging Trust",1937028000,14.13,1.21,76240000,0.92,1.6,4.99%
CHUY,"Chuy's Holdings Inc",527145000,35.06,0.88,28960000,-0.23,0,0.00%
CIR,"Circor International",878667000,22.15,1.97,11790000,1.87,0.08,0.17%
CJ,"C&J Energy Services Inc",1638180000,16.6,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",936144000,37.3,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",194755000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",995137000,10.79,0.83,29480000,1.07,1.32,6.09%
CLW,"Clearwater Paper Corp",426878000,15.78,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",761275000,15,0.55,79590000,0.1,0.56,6.79%
CMTL,"Comtech Telecom Co",819599000,52.03,0.65,15830000,1.55,0.4,1.18%
CNMD,"C O N M E D Cp",2193705000,38.13,2.1,55490000,0.55,0.8,1.00%
CNSL,"Consolidated Communications Holdings Inc",802988000,0,-0.23,64950000,0.78,1.55,14.28%
COHU,"Cohu Inc",785376000,17.3,1.52,32840000,1.11,0.24,0.91%
COKE,"Coca Cola Bot Cons",1415734000,41.64,3.59,96540000,0.18,1,0.67%
COLB,"Columbia Banking Sys",3046784000,16.99,2.43,112830000,1.12,1.04,2.52%
CORE,"Core Mark Holding",1160211000,25.01,0.98,33500000,0.63,0.4,1.63%
CORT,"Corcept Therapeutics",1602988000,26.63,0.52,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",822288000,15.96,1.74,41200000,1.08,0.84,3.02%
CPS,"Cooper Std Hldg Inc",2556636000,12.18,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",376203000,18.08,1.46,-17100000,-0.04,0.4,1.52%
CRAY,"Cray Inc",914592000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1237234000,599.33,0.03,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",241338000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1072951000,27.86,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1084248000,90.45,0.33,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",2256925000,16.12,1.69,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1295862000,16.67,2.27,61360000,0.87,0.84,2.22%
CTB,"Cooper Tire & Rubber Company",1516500000,10.35,2.69,95400000,0.66,0.42,1.51%
CTRE,"Caretrust REIT Inc",1446303000,14.1,0.54,25870000,0.78,0.82,4.65%
CTRL,"Control4 Corp",861451000,34.42,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1174695000,24.58,1.43,14450000,1.23,0.16,0.46%
CUB,"Cubic Corp",1831218000,0,-0.45,-11210000,0.99,0.27,0.40%
CUBI,"Customers Bancorp",817425000,10.54,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",558149000,58.24,0.68,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2640727000,19.98,1.19,104410000,1.38,0.56,2.35%
CVCO,"Cavco Inds Inc",1902920000,35.19,6.07,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1681449000,38.99,2.43,37270000,0.56,0.95,1.00%
CWT,"California Water Service Group Holding",1946835000,33.02,1.21,67180000,0.61,0.75,1.88%
CYH,"Community Health Systems",385950000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,360430000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",377231000,38.59,0.22,5560000,1.08,0.28,3.30%
DAR,"Darling International Inc",3376972000,26.29,0.78,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",478548000,10.77,0.65,-233100000,2.04,0.3,4.29%
DCOM,"Dime Community Bncsh",661232000,12.79,1.36,51880000,0.58,0.56,3.22%
DDD,"3D Systems Corp",1519364000,0,-0.56,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",898590000,15.33,0.1,4450000,0.41,1.04,5.38%
DEPO,"Depomed Inc",560228000,0,-0.58,-102500000,1.27,0,0.00%
DF,"Dean Foods Company",865085000,12.13,0.8,61590000,0.46,0.36,3.71%
DFIN,"Donnelly Financial Solutions Inc",616420000,20.4,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",359568000,76.18,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1302543000,19.73,3.79,-330540000,0.05,2.52,3.37%
DIOD,"Diodes Inc",1823920000,21.26,1.71,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",1969616000,15.75,0.28,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2507173000,19.7,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1590830000,24.1,0.88,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2370619000,11.92,0.39,91880000,1.39,0.5,4.24%
DSPG,"D S P Group Inc",275033000,50.63,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2203896000,17.36,1.6,67300000,0.63,1,3.60%
DXPE,"Dxp Enterprise",726413000,45.15,0.92,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2544508000,25.49,3.17,100620000,1.3,0.3,0.37%
EBS,"Emergent Biosolutions",2722663000,22.55,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",942150000,26.63,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1512480000,31.14,2.07,49370000,0.65,0.72,1.12%
ECPG,"Encore Capital Grp",931824000,8.78,4.05,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2539842000,27.18,2.27,98260000,0.4,1.44,2.33%
EFII,"Elec Imaging Inc",1480232000,404.63,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",1974780000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1251065000,15.04,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1071616000,18.55,0.86,51610000,0.47,0.32,2.01%
EGP,"Eastgroup Properties",3451770000,21.63,2.29,83180000,0.84,2.56,2.62%
EGRX,"Eagle Pharmaceutical",1144758000,32.24,2.41,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",476079000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1452906000,12.52,3.53,101200000,1.03,0.8,1.81%
ELY,"Callaway Golf Company",2085738000,18.41,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",2714573000,3.72,3.28,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1872636000,23.21,1.51,40480000,0.62,0.18,0.51%
ENTA,"Enanta Pharmaceutica",1932010000,35.57,2.81,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1111583000,16.97,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2287297000,98.93,0.56,-33140000,0.94,0,0.00%
ERA,"Era Group Inc",302792000,0,-0.89,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1592170000,28.96,2.11,53700000,1.04,0.32,0.52%
ESIO,"Electro Sci Inds",773047000,7.57,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",598794000,88.39,0.18,-266980000,1.32,0.56,3.52%
ETH,"Ethan Allen Interiors Inc",587640000,16.67,1.35,36370000,0.99,0.76,3.38%
EVTC,"Evertec Inc",1741644000,16.16,1.46,55050000,1.19,0.2,0.85%
EXLS,"Exlservice Holdings",1999244000,24.14,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2623905000,42.96,1.16,41310000,0.59,0.52,1.05%
EXPR,"Express Inc",736258000,22.23,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",975871000,333.87,0.08,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",1018673000,18.6,0.45,-8520000,1.39,0,0.00%
EZPW,"Ezcorp Inc",620844000,13.15,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1151244000,95.29,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1804860000,15.48,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1688055000,16.86,1,55170000,1.01,0.36,2.14%
FCFS,"First Cash Fin Svcs",3515369000,25.19,3.15,143890000,0.48,0.88,1.11%
FCN,"Fti Consulting",3051068000,20.91,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1643732000,18.81,1.26,71390000,-0.04,1.1,4.24%
FELE,"Franklin Electric Co",2270592000,23.37,2.05,78180000,1.58,0.48,1.00%
FF,"Futurefuel Corp",615422000,12.72,1.1,23510000,1.64,0.24,1.72%
FFBC,"First Finl Bncp [Oh]",3012548000,15.45,1.98,96790000,1.05,0.76,2.48%
FFIN,"First Finl Bkshs Inc",3887642000,30.8,1.87,120370000,1.27,0.84,1.46%
FIX,"Comfort Systems USA",2074268000,24.34,2.27,55270000,1.33,0.32,0.58%
FLOW,"SPX Flow Inc",2000701000,23.83,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2779037000,18.65,1.44,98390000,1.13,0.44,1.64%
FN,Fabrinet,1473417000,17.03,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2053815000,45.08,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1040678000,17.97,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",818090000,68.48,0.66,15140000,0.47,0.8,1.77%
FOSL,"Fossil Group",1411219000,0,-0.54,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2365641000,34.91,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",275936000,25.9,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",791613000,55.87,0.52,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",549653000,14.53,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",917889000,8.6,-0.01,-15940000,0.79,0.36,4.19%
FSS,"Federal Signal Corp",1429800000,25.12,0.94,61600000,1.11,0.32,1.36%
FTD,"Ftd Companies",93274000,0,0,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",171717000,0,0,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",435962000,0,-2.91,-1804000000,0.57,1.2,22.26%
FUL,"H. B. Fuller Company",2890843000,21.52,2.64,58240000,1.52,0.62,1.09%
FWRD,"Foward Air Corp",1852279000,23.52,2.67,87320000,1.39,0.6,0.96%
GBCI,"Glacier Bancorp Inc",3693524000,22.82,1.91,116380000,1.41,1.04,2.39%
GBX,"Greenbrier Companies",1895991000,14.46,4.08,116070000,1.75,1,1.69%
GCI,"Gannett Co. Inc",1148498000,9.95,1.02,6890000,0.95,0.64,6.31%
GCO,"Genesco Inc",832656000,13.77,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4115698000,39.17,2.03,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",179799000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1813866000,31.67,0.7,-7890000,0.18,0.9,4.06%
GFF,"Griffon Corp",807474000,23.6,0.75,14910000,1.36,0.28,1.58%
GHL,"Greenhill & Co. Inc",766794000,122.04,0.27,-26650000,1.14,0.2,0.61%
GIFI,"Gulf Island Fab",138368000,0,-2.42,-44770000,1.01,0.02,0.22%
GIII,"G-III Apparel Gp I",2168889000,21.8,2,62120000,0.28,0,0.00%
GLT,Glatfelter,743384000,18.22,0.93,7910000,1.11,0.52,3.07%
GME,"Gamestop Corp",1513788000,4.81,3.09,34700000,1.26,1.52,10.24%
GNBC,"Green Bancorp",909388000,17.92,1.37,34140000,2.14,0.4,1.63%
GNL,"Global Net Lease Inc",1430302000,10.69,0.23,23570000,0.52,2.13,10.01%
GOV,"Government Properties Income Trust",1570853000,7.97,0.3,12090000,1.19,1.72,10.84%
GPI,"Group 1 Automotive",1604075000,8.33,8.49,213440000,1.78,1.04,1.47%
GPRE,"Green Plains Inc",716739000,0,-0.96,61060000,1.04,0.48,2.77%
GTLS,"Chart Industries In",2400950000,49.63,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1178580000,17.12,1.16,47190000,0.51,1.28,4.40%
GWB,"Great Western Bancorp Inc",2501483000,15.04,2.83,144790000,1.53,1,2.35%
HA,"Hawaiian Hldgs Inc",2090488000,7.41,5.55,364040000,1.37,0.48,1.17%
HAFC,"Hanmi Financial Cp",827125000,13.54,1.88,54660000,0.78,0.96,3.77%
HAYN,"Haynes Intl Inc",515787000,0,-0.66,-10190000,1.51,0.88,2.14%
HCI,"Homeowners Choice",367529000,0,-1.03,-6890000,1.64,1.5,3.82%
HF,"HFF Inc",1779178000,18.51,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1199205000,23.07,1.53,41790000,0.5,0.6,1.70%
HI,"Hillenbrand Inc",3240120000,21.93,2.38,126200000,1.26,0.83,1.59%
HIBB,"Hibbett Sports Inc",451010000,13.57,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",443144000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1386310000,84.45,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1817561000,23.5,1.85,169460000,0.78,1.14,2.59%
HMST,"Homestreet Inc",802655000,17.22,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2494936000,52.55,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2314682000,12.29,1.39,139450000,1.39,0.56,3.28%
HPR,"Highpoint Resources Corp.",1361104000,0,-0.29,-138230000,3.32,0,0.00%
HQY,Healthequity,4958416000,103.04,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2089973000,25.61,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",836136000,24.68,1.7,-48640000,1.67,0.52,1.24%
HSKA,"Heska Corp",782778000,58.66,1.75,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",947682000,85.29,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",863603000,10.85,-0.43,99870000,1.33,1.12,5.14%
HTLD,"Heartland Express",1585291000,35.54,0.54,75170000,0.64,0.08,0.42%
HUBG,"Hub Group Inc A",1833106000,22.59,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",450058000,16.75,1.26,21080000,0.83,0.72,3.41%
HWKN,"Hawkins Inc",436433000,24.21,1.71,-9180000,0.71,0.88,2.13%
HZO,"Marinemax Inc",515509000,12.75,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1647940000,31.86,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",808992000,30.64,1.38,22550000,2.22,0.12,0.28%
IIVI,"I I V I Inc",2520362000,24.78,1.57,95270000,0.02,0,0.00%
INDB,"Independent Bk Corp",2426274000,22.59,3.9,87200000,0.95,1.52,1.73%
INGN,"Inogen Inc",4534502000,141.02,1.5,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1438080000,10.1,0.53,99210000,1.21,0.72,5.24%
INTL,"Intl Fcstone Inc",1047840000,41.92,1.32,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1397989000,8.97,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1914180000,16.8,4.65,61800000,1.06,1.76,2.25%
IPAR,"Inter Parfums Inc",1948104000,43.24,1.42,41590000,1.54,0.84,1.37%
IPHS,"Innophos Hldngs Inc",879312000,18.03,2.46,22450000,0.74,1.92,4.33%
IRBT,"Irobot Corp",2341046000,37.67,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2187313000,47.38,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",901145000,13.77,0.18,30210000,0.84,0.72,7.07%
ITG,"Investment Technology Group",715874000,50.3,0.43,-39440000,1.45,0.28,1.29%
ITGR,"Integer Holdings Corp",2301519000,20.51,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2375520000,22.77,2.62,57300000,0.97,0,0.00%
IVC,"Invacare Corp",600196000,0,-1.81,-76540000,2.38,0.05,0.28%
IVR,"Invesco Mortgage Capital Inc",1820848000,9.27,1.77,348610000,0.65,1.68,10.24%
JBSS,"John B Sanfilippo",889840000,26.97,2.93,36130000,1.08,0.55,0.70%
JBT,"John Bean Technologies Corp",3438080000,30.66,3.5,80500000,1.25,0.4,0.37%
JCP,"J.C. Penney Company Inc",741724000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2663107000,32.81,4.31,79170000,0.58,1.8,1.27%
JRVR,"James River Gp HD",1197190000,25.24,1.62,43570000,0.48,1.2,2.93%
KALU,"Kaiser Aluminum",1853580000,20.53,5.4,45400000,0.65,2.2,1.98%
KAMN,"Kaman Corp",1822618000,25.33,2.58,49830000,0.78,0.8,1.22%
KELYA,"Kelly Svcs Cl A",950886000,11.16,2.17,71600000,0.92,0.3,1.24%
KEM,"Kemet Corp",1479315000,13.96,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3833752000,24.26,2.72,133780000,1.27,0.4,0.61%
KIRK,"Kirkland's Inc",176669000,24.93,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1805470000,10.82,2.45,112010000,1.22,0.48,1.81%
KN,"Knowles Corp",1604681000,23.82,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",790944000,8.97,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",184437000,0,-0.33,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1535822000,13.13,3.64,97550000,1.35,0,0.00%
