Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
CHCO,"City Holding Co",80.31,"56% Buy",56.57%,14.48%,57200,58.8,82.75
CHCT,"Community Healthcare Trust Inc",31.95,"96% Buy",68.83%,20.94%,96590,22.41,32.13
CHS,"Chico's Fas",9.86,"72% Buy",64.18%,35.48%,2140330,6.96,10.9
CHSP,"Chesapeake Lodging Trust",31.12,"48% Sell",43.39%,19.23%,239425,24.43,32.95
CHUY,"Chuy's Holdings Inc",27.3,"56% Sell",35.20%,65.90%,131860,18,34.1
CIR,"Circor International",43.82,"40% Buy",55.65%,31.86%,197290,35.16,56.37
CJ,"C&J Energy Services Inc",23.61,"8% Buy",48.97%,38.63%,854445,21.22,36.57
CKH,"Seacor Smit Inc",50.28,"80% Sell",35.19%,14.64%,114000,35.2,59
CLD,"Cloud Peak Energy Inc",2.5,"80% Sell",34.60%,62.68%,642215,2.5,5.7
CLDT,"Chatham Lodging Trust [Reit]",20.72,"24% Sell",42.52%,15.93%,262840,17.9,23.91
CLW,"Clearwater Paper Corp",25.1,"24% Buy",53.40%,55.57%,206770,21.55,50.6
CMO,"Capstead Mortgage Corp",8.33,"56% Sell",39.25%,14.45%,707880,8.01,9.98
CMTL,"Comtech Telecom Co",34.63,"72% Buy",58.68%,21.55%,92725,17.11,35.38
CNMD,"C O N M E D Cp",76.82,"64% Buy",56.46%,27.85%,162320,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",11.41,"48% Sell",43.52%,53.33%,721265,10.31,20.72
COHU,"Cohu Inc",26.88,"96% Buy",58.29%,30.57%,224110,17.11,27.77
COKE,"Coca Cola Bot Cons",166.22,"56% Buy",72.72%,33.21%,56175,125.08,230
COLB,"Columbia Banking Sys",41.85,"56% Sell",49.56%,16.46%,229060,35.67,48.06
CORE,"Core Mark Holding",31.66,"100% Buy",83.93%,48.14%,419310,17.1,34.79
CORT,"Corcept Therapeutics",12.27,"100% Sell",33.30%,43.56%,1535145,11.55,25.96
CPF,"Central Pacific Financial Co",27.79,"72% Sell",38.94%,11.50%,112760,27.19,33.15
CPS,"Cooper Std Hldg Inc",134.87,Hold,48.51%,26.97%,170865,97.7,146.77
CPSI,"Computer Programs",26.35,"80% Sell",24.43%,60.06%,174750,25.15,34.65
CRAY,"Cray Inc",21.2,"80% Sell",34.17%,44.05%,331750,17.6,28.6
CROX,"Crocs Inc",17.94,"8% Buy",50.93%,45.09%,1140305,8.36,19.54
CRR,"Carbo Ceramics",8.42,"48% Sell",40.08%,39.41%,327505,6.05,12.69
CRVL,"Corvel Cp",57.1,"64% Buy",56.14%,31.19%,24370,46.45,61.2
CRY,Cryolife,32.1,"96% Buy",60.89%,45.41%,132820,16.8,34.15
CRZO,"Carrizo Oil & Gas",23.68,"72% Sell",36.34%,43.15%,2188825,11.1,31.57
CSGS,"C S G Sys Intl",37.13,"96% Sell",29.67%,22.73%,178435,37.04,48.82
CTB,"Cooper Tire & Rubber Company",28.95,"80% Buy",56.63%,45.82%,805890,22.58,40.78
CTRE,"Caretrust REIT Inc",17.5,"88% Buy",58.28%,21.99%,544270,12.73,19.82
CTRL,"Control4 Corp",31.99,"96% Buy",70.95%,71.78%,406110,20.5,35.99
CTS,"Cts Corp",35.1,"8% Sell",47.29%,18.79%,148415,21.55,39.2
CUB,"Cubic Corp",73.45,"100% Buy",63.64%,31.22%,116230,41.25,77.35
CUBI,"Customers Bancorp",24.54,"96% Sell",31.15%,36.11%,246060,24.53,33.85
CUTR,"Cutera Inc",34.05,"96% Sell",32.72%,73.33%,254995,30.7,56.05
CVBF,"Cvb Financial Corp",24.13,"88% Buy",58.10%,16.06%,419370,19.58,25.49
CVCO,"Cavco Inds Inc",224.15,"96% Buy",58.20%,35.62%,53365,123.1,236.7
CVGW,"Calavo Growers Inc",98.25,"88% Buy",60.71%,16.27%,108070,65.85,99
CWT,"California Water Service Group Holding",40.05,"8% Sell",47.66%,21.67%,227870,35.25,46.15
CYH,"Community Health Systems",3.15,"40% Sell",45.94%,75.32%,2735060,2.66,7.93
CYTK,Cytokinetics,6.9,"72% Sell",37.38%,53.47%,267270,6.2,15.95
DAKT,"Daktronics Inc",8.43,"72% Sell",46.15%,15.47%,151790,7.85,10.86
DAR,"Darling International Inc",19.48,"16% Sell",45.52%,20.50%,871675,15.56,20.96
DBD,"Diebold Nixdorf Inc",4.6,"96% Sell",21.65%,190.58%,4331410,3.55,23.5
DCOM,"Dime Community Bncsh",17.85,"56% Sell",37.19%,35.95%,218515,17.1,22.65
DDD,"3D Systems Corp",17.92,"96% Buy",62.74%,125.93%,3900500,7.92,20
DEA,"Easterly Government Properties",19.68,"16% Buy",51.60%,17.52%,693850,18.73,22.32
DEPO,"Depomed Inc",7.18,"24% Sell",41.76%,73.95%,1261900,4.31,9.48
DF,"Dean Foods Company",8.54,"64% Sell",34.15%,62.70%,1717765,8.03,12.34
DFIN,"Donnelly Financial Solutions Inc",18.81,"8% Buy",48.86%,34.24%,269625,15.22,22.5
DGII,"Digi Intl Inc",13,"24% Sell",46.65%,24.49%,94575,8.5,14.7
DIN,"Dineequity Inc",74.98,"32% Buy",55.30%,32.07%,366300,37.11,82.62
DIOD,"Diodes Inc",37.73,"64% Buy",56.73%,21.88%,333080,26.09,38.7
DNR,"Denbury Resources",4.58,"48% Buy",52.46%,59.40%,10628430,0.92,5.56
DORM,"Dorman Products Inc",75.3,"88% Buy",58.60%,26.72%,121845,56.36,78.01
DPLO,"Diplomat Pharmacy Inc",19.4,"80% Sell",32.62%,58.68%,1642010,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.58,"64% Sell",41.00%,21.89%,1956340,9.87,12.99
DSPG,"D S P Group Inc",12.15,"24% Sell",44.97%,26.20%,83475,11.3,13.95
DSW,"DSW Inc",28.35,"100% Buy",62.64%,22.67%,1034595,15.14,28.5
DXPE,"Dxp Enterprise",45.9,"96% Buy",60.66%,47.45%,83215,24.86,49.5
EBIX,"Ebix Inc",75.5,"32% Sell",39.69%,27.85%,166955,56.4,89.1
EBS,"Emergent Biosolutions",56.52,"96% Buy",57.20%,30.86%,254840,34.56,60
ECHO,"Echo Global Logistic",32.6,"40% Buy",57.81%,33.43%,527125,13.25,34.83
ECOL,"US Ecology Inc",69.5,"56% Buy",59.22%,43.87%,62685,44.5,73.1
ECPG,"Encore Capital Grp",39.25,"32% Buy",56.75%,51.15%,546480,35.15,52
EE,"El Paso Electric Company",63.35,"96% Buy",67.95%,12.03%,286245,48.05,64.35
EFII,"Elec Imaging Inc",33.25,"8% Sell",46.76%,26.91%,421145,25.28,43.89
EGHT,"8X8 Inc",22,"96% Buy",57.14%,35.42%,905590,12,23.1
EGL,"Engility Holdings Inc",33.93,"40% Buy",54.72%,27.75%,143195,21.19,36.51
EGOV,"Nic Inc",16.1,"16% Buy",49.23%,29.20%,371715,12.65,18.9
EGP,"Eastgroup Properties",95.68,"24% Buy",52.32%,19.12%,192700,77.74,98.17
EGRX,"Eagle Pharmaceutical",78.9,"40% Buy",54.04%,26.90%,242685,48.84,85.66
EHTH,"Ehealth Inc",27.7,"100% Buy",69.61%,50.48%,155920,13.61,28.59
EIG,"Employers Holdings Inc",43.85,"40% Buy",55.99%,29.62%,121115,38.35,50.45
ELY,"Callaway Golf Company",22.32,"96% Buy",72.63%,37.50%,1378385,12.64,23.6
ENDP,"Endo Int'l Plc",15.19,"96% Buy",74.21%,90.33%,5641280,5.27,17.34
ENSG,"The Ensign Group In",35.38,"24% Sell",44.03%,31.40%,222200,19.4,40.09
ENTA,"Enanta Pharmaceutica",86.94,"64% Sell",34.78%,88.30%,336330,37.13,127.77
ENVA,"Enova International Inc",33.75,"16% Sell",46.83%,56.88%,328685,11.15,39
EPAY,"Bottomline Tech In",58.83,"96% Buy",67.60%,28.26%,417515,28.2,60.9
ERA,"Era Group Inc",11.92,"56% Sell",35.48%,39.89%,44525,8.1,14.23
ESE,"Esco Technologies Inc",65.5,"96% Buy",66.15%,21.94%,92535,51.45,67.35
ESIO,"Electro Sci Inds",23.07,"80% Buy",67.27%,72.82%,880830,10.58,27.72
ESND,"Essendant Inc",15.5,"56% Buy",58.97%,64.79%,253650,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.35,"72% Sell",39.29%,21.45%,253110,21.5,32.9
EVTC,"Evertec Inc",24.15,"88% Buy",60.58%,22.44%,521365,12.6,25.1
EXLS,"Exlservice Holdings",58.94,"8% Buy",47.19%,14.69%,88290,52.52,64.34
EXPO,"Exponent Inc",50.4,"40% Buy",54.04%,22.25%,195300,31.73,52.63
EXPR,"Express Inc",10.3,"80% Buy",57.38%,36.13%,1170010,5.28,11.34
EXTN,"Exterran Corp",27.36,"8% Buy",51.06%,27.52%,103550,23.29,33.69
EXTR,"Extreme Networks",6.35,"96% Sell",31.44%,139.06%,2555805,5.35,15.55
EZPW,"Ezcorp Inc",11.7,"48% Sell",46.71%,33.51%,544570,8.16,15.1
FARO,"Faro Tech Inc",66.95,"56% Buy",65.98%,58.22%,94755,32.25,70.2
FBP,"First Bancorp",8.5,"96% Buy",64.31%,19.32%,1613100,4.48,8.57
FCF,"First Commonwealth Financial Corp",16.73,"24% Buy",54.70%,25.70%,431145,12.06,17.91
FCFS,"First Cash Fin Svcs",80.55,"72% Sell",32.98%,33.50%,263295,57.75,95.4
FCN,"Fti Consulting",80,"88% Buy",73.88%,37.69%,436970,31.77,81.91
FCPT,"Four Corners Property Trust In",26.01,"88% Buy",67.05%,13.01%,496055,21.28,26.96
FELE,"Franklin Electric Co",47.9,"56% Buy",52.54%,36.51%,131995,37.6,49.5
FF,"Futurefuel Corp",13.43,"48% Sell",45.23%,23.66%,44215,11.32,16.22
FFBC,"First Finl Bncp [Oh]",30.9,"56% Sell",47.09%,22.04%,332240,22.8,33.7
FFIN,"First Finl Bkshs Inc",58.15,"88% Buy",61.98%,24.00%,215470,37.31,59.1
FIX,"Comfort Systems USA",54.85,"80% Buy",70.11%,36.35%,310485,32.45,59.05
FLOW,"SPX Flow Inc",45.66,"8% Buy",51.27%,48.12%,218695,31.1,54.92
FMBI,"First Midwest Bncp",26.56,"16% Buy",51.11%,14.74%,443005,20.5,27.4
FN,Fabrinet,41.84,"96% Buy",66.90%,20.80%,306795,24.02,42.55
FNSR,"Finisar Corp",18.69,"80% Buy",60.78%,28.55%,1986280,14.25,25.44
FORM,"Formfactor Inc",14.1,"40% Buy",53.52%,42.37%,500470,11.1,18.65
FORR,"Forrester Resrch",44.95,"40% Buy",54.46%,23.03%,40850,36.95,47.75
FOSL,"Fossil Group",24.51,"40% Sell",46.08%,82.20%,1972290,5.5,32.17
FOXF,"Fox Factory Cp",64.4,"96% Buy",81.90%,78.23%,237015,33.2,64.9
FRAN,"Francesca's Holdings",7.59,"16% Buy",52.26%,36.87%,639905,4.51,8.76
FRGI,"Fiesta Restaurant Gp",28.5,"24% Buy",50.86%,23.71%,206625,15.5,30.88
FSB,"Franklin Financial Network Inc",38.15,"16% Buy",52.74%,17.01%,111920,30.3,40.3
FSP,"Franklin Street Properties",8.22,"32% Sell",43.37%,24.21%,312140,7.08,11
FSS,"Federal Signal Corp",25.29,"96% Buy",56.14%,65.31%,277660,17.95,28.32
FTD,"Ftd Companies",4.26,"16% Sell",50.59%,102.57%,328485,3.25,14.13
FTK,"Flotek Industries",2.07,"100% Sell",23.83%,108.23%,695985,2.01,6.77
FTR,"Frontier Commun Cp",5.16,"24% Sell",43.61%,66.26%,3872865,4.52,15.44
FUL,"H. B. Fuller Company",56.15,"16% Buy",52.69%,16.22%,267295,46.62,58.74
FWRD,"Foward Air Corp",62.48,"72% Buy",55.23%,33.42%,138645,49.88,64.99
GBCI,"Glacier Bancorp Inc",43.48,"80% Buy",59.31%,27.48%,395765,31.38,44.55
GBX,"Greenbrier Companies",57.45,"32% Buy",57.88%,21.18%,459600,41.95,60.15
GCI,"Gannett Co. Inc",10.25,"16% Sell",48.25%,23.89%,941600,7.94,12.38
GCO,"Genesco Inc",42.8,"56% Buy",58.05%,25.47%,238505,20.9,45.9
GDOT,"Green Dot Corp",82.3,"96% Buy",58.27%,27.58%,343060,45.2,85.69
GEOS,"Geospace Technologie",13,"16% Sell",43.41%,31.47%,80290,9.18,18.71
GES,"Guess Inc",22.8,"24% Buy",52.48%,33.47%,473985,11.98,26.15
GFF,"Griffon Corp",17,"88% Sell",37.90%,32.25%,206490,16.8,24.5
GHL,"Greenhill & Co. Inc",31.8,"8% Buy",58.13%,19.15%,344020,13.8,33.45
GIFI,"Gulf Island Fab",10.45,"64% Buy",63.19%,46.40%,52615,6.9,13.95
GIII,"G-III Apparel Gp I",45.62,"8% Buy",53.05%,33.84%,347525,22.66,51.2
GLT,Glatfelter,15.61,"96% Sell",29.99%,80.90%,298215,15.46,23.85
GME,"Gamestop Corp",15.21,"80% Buy",55.09%,25.62%,2167875,12.2,22.12
GNBC,"Green Bancorp",23.95,"64% Buy",55.26%,35.54%,302885,19.5,25.15
GNL,"Global Net Lease Inc",21.79,"96% Buy",62.92%,20.91%,365330,15.55,22.53
GOV,"Government Properties Income Trust",15.86,"64% Buy",54.62%,33.10%,879965,11.87,19.6
GPI,"Group 1 Automotive",75.01,"88% Buy",58.29%,40.74%,307455,51.62,84.47
GPRE,"Green Plains Inc",17.45,"24% Sell",49.66%,30.98%,792835,15.25,21.9
GTLS,"Chart Industries In",76.86,"40% Buy",63.39%,49.63%,425525,32.54,80.31
GTY,"Getty Realty Corp",28.84,"40% Buy",59.14%,14.53%,89930,22.68,29.89
GWB,"Great Western Bancorp Inc",41.75,"48% Sell",46.18%,23.84%,220150,33.27,46.03
HA,"Hawaiian Hldgs Inc",41.9,"80% Buy",61.61%,43.36%,757355,32.4,44.3
HAFC,"Hanmi Financial Cp",25.15,"72% Sell",32.88%,36.55%,207635,24.25,33.1
HAYN,"Haynes Intl Inc",39.1,"40% Sell",44.80%,24.71%,59720,28.97,45.14
HCI,"Homeowners Choice",41.17,"40% Sell",48.52%,33.61%,37465,27.11,44.25
HF,"HFF Inc",43.67,"48% Buy",64.75%,48.44%,352120,32.99,51.74
HFWA,"Heritage Financial",35.15,"8% Buy",51.17%,22.17%,254680,25.25,37.38
HI,"Hillenbrand Inc",51.75,"88% Buy",64.03%,21.60%,235220,34.65,52.8
HIBB,"Hibbett Sports Inc",24.45,"32% Buy",53.54%,29.84%,396105,9.4,29.5
HLIT,"Harmonic Inc",5.1,"88% Buy",65.11%,43.15%,389740,2.8,5.32
HLX,"Helix Energy Solutions Group",9.06,"16% Buy",53.50%,39.30%,1713905,5.44,10.41
HMN,"Horace Mann Educators Corp",44.4,"16% Sell",48.15%,16.12%,100235,33.85,47.65
HMST,"Homestreet Inc",29.95,"72% Buy",58.25%,21.00%,116225,24,32.6
HMSY,"Hms Hldgs Cp",30.56,"96% Buy",82.68%,54.84%,694955,11.01,31.28
HOPE,"Hope Bancorp Inc",17.15,"56% Sell",44.13%,20.88%,763465,16.74,19.86
HPR,"Highpoint Resources Corp.",4.82,"56% Sell",27.04%,57.02%,1868440,2.66,7.6
HQY,Healthequity,82.39,"96% Buy",57.79%,37.30%,292880,40.21,83.34
HSC,"Harsco Corp",24.7,"32% Buy",53.49%,24.77%,420975,15.55,26.75
HSII,"Heidrick & Struggl",41.9,"80% Buy",61.87%,68.96%,170425,17.9,44.35
HSKA,"Heska Corp",98.72,"48% Sell",43.45%,31.42%,40215,56.59,111.34
HSTM,"Healthstream Inc",29.77,"96% Buy",58.02%,31.20%,147760,21.15,30.89
HT,"Hersha Hospitality Trust",21.35,Hold,47.05%,19.91%,358260,16.6,22.57
HTLD,"Heartland Express",19.65,"64% Buy",53.70%,43.89%,662725,17.38,25.22
HUBG,"Hub Group Inc A",51.55,"48% Buy",55.04%,44.21%,411645,35.05,56.6
HVT,"Haverty Furniture Companies",21.75,"64% Buy",57.60%,23.58%,88260,17.7,27.23
HWKN,"Hawkins Inc",38.4,"32% Buy",53.14%,52.81%,21070,30.55,42.6
HZO,"Marinemax Inc",19,"72% Sell",41.46%,34.11%,361515,14.6,25.05
IBP,"Installed Building Products I",49.1,"100% Sell",36.41%,41.80%,179030,48.95,79.4
IIIN,"Insteel Industries",41.85,"72% Buy",65.34%,61.80%,224990,23.2,43.78
IIVI,"I I V I Inc",44.75,"40% Buy",52.82%,60.64%,669550,34.05,53.08
INDB,"Independent Bk Corp",87.25,"32% Buy",59.31%,30.32%,95420,65.25,95
INGN,"Inogen Inc",226.25,"96% Buy",66.12%,42.04%,240865,90.84,242.1
INN,"Summit Hotel Properties",13.29,"100% Sell",35.07%,20.37%,465640,12.77,16.39
INTL,"Intl Fcstone Inc",55.1,"80% Buy",57.68%,25.08%,52960,33.11,57
INVA,"Innoviva Inc",13.75,"40% Sell",44.00%,26.91%,760915,11.47,17.99
IOSP,"Innospec Inc",74.2,"72% Sell",38.92%,29.38%,103925,54.1,83.2
IPAR,"Inter Parfums Inc",61.7,"72% Buy",64.64%,28.90%,102910,37.45,64.75
IPHS,"Innophos Hldngs Inc",43.43,"64% Sell",29.70%,25.30%,78895,38.66,51.34
IRBT,"Irobot Corp",86.04,"96% Buy",61.43%,66.37%,1079025,55.77,105.4
IRDM,"Iridium Comm Inc",19.5,"88% Buy",63.00%,33.60%,1135895,9.68,20.52
IRT,"Independence Realty Trust Inc",9.94,"24% Sell",46.70%,18.76%,407895,8.26,10.63
ITG,"Investment Technology Group",22.15,"56% Buy",51.25%,45.00%,216165,17.63,23.96
