Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
DAKT,"Daktronics Inc",375894000,38.77,0.22,5560000,1.08,0.28,3.28%
DAR,"Darling International Inc",3207382000,23.89,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",350014000,6.08,0.65,-233100000,2.04,0.3,7.59%
DCOM,"Dime Community Bncsh",668661000,13.24,1.36,51880000,0.58,0.56,3.11%
DDD,"3D Systems Corp",2043418000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",918662000,15.83,0.1,4450000,0.41,1.04,5.30%
DEPO,"Depomed Inc",458946000,0,-0.48,-102500000,1.27,0,0.00%
DF,"Dean Foods Company",780300000,11.48,0.75,61590000,0.46,0.36,4.18%
DFIN,"Donnelly Financial Solutions Inc",639540000,20.37,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",354120000,77.06,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1327146000,19.71,3.79,-330540000,0.05,2.52,3.37%
DIOD,"Diodes Inc",1889896000,19.56,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2109731000,10.93,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2499207000,20.5,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1443554000,23.75,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2406787000,11.7,0.39,91880000,1.39,0.5,4.32%
DSPG,"D S P Group Inc",272646000,50.83,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2273670000,17.3,1.6,67300000,0.63,1,3.61%
DXPE,"Dxp Enterprise",798201000,35.82,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2377495000,22.81,3.35,100620000,1.3,0.3,0.39%
EBS,"Emergent Biosolutions",2827131000,21.92,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",930730000,26.11,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1528305000,33.53,2.07,49370000,0.65,0.72,1.04%
ECPG,"Encore Capital Grp",1210470000,8.84,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2577711000,27.91,2.27,98260000,0.4,1.44,2.27%
EFII,"Elec Imaging Inc",1475635000,427.5,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2053040000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1254392000,14.8,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1071616000,19.07,0.86,51610000,0.47,0.32,1.95%
EGP,"Eastgroup Properties",3419603000,21.34,2.29,83180000,0.84,2.56,2.66%
EGRX,"Eagle Pharmaceutical",1188234000,35.26,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",531286000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1436526000,12.41,3.53,101200000,1.03,0.8,1.83%
ELY,"Callaway Golf Company",2107901000,18.94,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3401497000,5.03,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1842944000,23.8,1.51,40480000,0.62,0.18,0.50%
ENTA,"Enanta Pharmaceutica",1684897000,22.26,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1152563000,18.22,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2402029000,77.68,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",258545000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1697105000,28.13,2.33,53700000,1.04,0.32,0.49%
ESIO,"Electro Sci Inds",787610000,7.8,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",584505000,86.5,0.18,-266980000,1.32,0.56,3.60%
ETH,"Ethan Allen Interiors Inc",592946000,16.37,1.35,36370000,0.99,0.76,3.44%
EVTC,"Evertec Inc",1756188000,16.68,1.46,55050000,1.19,0.2,0.82%
EXLS,"Exlservice Holdings",2022231000,24.35,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2622816000,43.78,1.16,41310000,0.59,0.52,1.03%
EXPR,"Express Inc",767556000,23.93,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",988517000,109.19,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",735902000,14.04,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",637182000,13.75,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1136811000,96.07,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1839485000,15.69,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1679023000,16.76,1,55170000,1.01,0.36,2.15%
FCFS,"First Cash Fin Svcs",3570782000,25.62,3.15,143890000,0.48,0.88,1.09%
FCN,"Fti Consulting",3056800000,21.38,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1636809000,18.85,1.26,71390000,-0.04,1.1,4.23%
FELE,"Franklin Electric Co",2237888000,23.54,2.05,78180000,1.58,0.48,0.99%
FF,"Futurefuel Corp",587428000,10.99,1.22,23510000,1.64,0.24,1.79%
FFBC,"First Finl Bncp [Oh]",3025110000,15.68,1.98,96790000,1.05,0.76,2.45%
FFIN,"First Finl Bkshs Inc",3935011000,31.31,1.87,120370000,1.27,0.84,1.43%
FIX,"Comfort Systems USA",2042614000,24.36,2.27,55270000,1.33,0.34,0.61%
FLOW,"SPX Flow Inc",1942833000,24.05,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2737008000,18.6,1.44,98390000,1.13,0.44,1.64%
FN,Fabrinet,1543896000,18.06,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2189721000,47.74,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1041426000,17.78,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",812247000,68.03,0.66,15140000,0.47,0.8,1.78%
FOSL,"Fossil Group",1206873000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2435608000,36.25,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",273771000,25.23,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",777195000,60.43,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",548216000,14.49,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",881431000,8.28,-0.01,-15940000,0.79,0.36,4.35%
FSS,"Federal Signal Corp",1522458000,21.72,1.16,61600000,1.11,0.32,1.27%
FTD,"Ftd Companies",118258000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",117907000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",545980000,0,-2.91,-1804000000,0.57,1.2,23.35%
FUL,"H. B. Fuller Company",2841752000,21.48,2.64,58240000,1.52,0.62,1.09%
FWRD,"Foward Air Corp",1833788000,23.62,2.67,87320000,1.39,0.6,0.95%
GBCI,"Glacier Bancorp Inc",3674930000,22.8,1.91,116380000,1.41,1.04,2.39%
GBX,"Greenbrier Companies",1849316000,14.34,4.08,116070000,1.75,1,1.71%
GCI,"Gannett Co. Inc",1158250000,8.84,1.15,6890000,0.95,0.64,6.29%
GCO,"Genesco Inc",852576000,13.87,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4273016000,39.44,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",176800000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1845432000,32.76,0.7,-7890000,0.18,0.9,3.92%
GFF,"Griffon Corp",775540000,23,0.75,14910000,1.36,0.28,1.62%
GHL,"Greenhill & Co. Inc",717726000,118.89,0.27,-26650000,1.14,0.2,0.62%
GIFI,"Gulf Island Fab",157168000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2243135000,22.95,2,62120000,0.28,0,0.00%
GLT,Glatfelter,683406000,17.31,0.93,7910000,1.11,0.52,3.23%
GME,"Gamestop Corp",1549443000,4.96,3.09,34700000,1.26,1.52,9.92%
GNBC,"Green Bancorp",893575000,17.66,1.37,34140000,2.14,0.4,1.65%
GNL,"Global Net Lease Inc",1466685000,10.39,0.23,23570000,0.52,2.13,9.81%
GOV,"Government Properties Income Trust",1572836000,8.07,0.3,12090000,1.19,1.72,10.71%
GPI,"Group 1 Automotive",1493449000,8.97,8.49,213440000,1.78,1.04,1.37%
GPRE,"Green Plains Inc",722954000,0,-0.96,61060000,1.04,0.48,2.70%
GTLS,"Chart Industries In",2382660000,49.74,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1164848000,16.95,1.16,47190000,0.51,1.28,4.44%
GWB,"Great Western Bancorp Inc",2459493000,14.83,2.83,144790000,1.53,1,2.38%
HA,"Hawaiian Hldgs Inc",2126006000,7.57,5.55,364040000,1.37,0.48,1.14%
HAFC,"Hanmi Financial Cp",817626000,13.54,1.88,54660000,0.78,0.96,3.77%
HAYN,"Haynes Intl Inc",489141000,0,-0.66,-10190000,1.51,0.88,2.21%
HCI,"Homeowners Choice",382058000,0,-1.03,-6890000,1.64,1.5,3.71%
HF,"HFF Inc",1708370000,18.37,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1295981000,23.07,1.53,41790000,0.5,0.6,1.70%
HI,"Hillenbrand Inc",3224543000,21.79,2.38,126200000,1.26,0.83,1.60%
HIBB,"Hibbett Sports Inc",463328000,13.62,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",438753000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1341877000,85.73,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1820844000,23.96,1.85,169460000,0.78,1.14,2.54%
HMST,"Homestreet Inc",808051000,17.6,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2550538000,55.65,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2229157000,12.37,1.39,139450000,1.39,0.56,3.26%
HPR,"Highpoint Resources Corp.",1023816000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5112300000,108.53,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",1996995000,25.15,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",794424000,24.94,1.7,-48640000,1.67,0.52,1.23%
HSKA,"Heska Corp",740400000,63.16,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",962166000,88.35,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",840763000,10.7,-0.43,99870000,1.33,1.12,5.21%
HTLD,"Heartland Express",1609925000,36.33,0.54,75170000,0.64,0.08,0.41%
HUBG,"Hub Group Inc A",1772289000,22.18,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",456098000,17.06,1.26,21080000,0.83,0.72,3.35%
HWKN,"Hawkins Inc",411264000,22.92,1.71,-9180000,0.71,0.88,2.24%
HZO,"Marinemax Inc",512810000,12.85,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1552051000,31.92,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",798498000,30.57,1.38,22550000,2.22,0.12,0.28%
IIVI,"I I V I Inc",2798665000,29.58,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2402865000,22.47,3.9,87200000,0.95,1.52,1.73%
INGN,"Inogen Inc",4830438000,128.3,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1391995000,9.89,0.53,99210000,1.21,0.72,5.35%
INTL,"Intl Fcstone Inc",1041941000,28.72,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1400025000,9.08,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1811964000,16.68,4.49,61800000,1.06,1.76,2.35%
IPAR,"Inter Parfums Inc",1932444000,39.81,1.55,41590000,1.54,0.84,1.36%
IPHS,"Innophos Hldngs Inc",851662000,17.91,2.46,22450000,0.74,1.92,4.36%
IRBT,"Irobot Corp",2358357000,39.86,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2159625000,49.63,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",871340000,13.57,0.18,30210000,0.84,0.72,7.17%
ITG,"Investment Technology Group",730729000,41.2,0.56,-39440000,1.45,0.28,1.21%
ITGR,"Integer Holdings Corp",2243901000,20.49,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2401230000,25.48,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",550456000,0,-1.59,-76540000,2.38,0.05,0.30%
IVR,"Invesco Mortgage Capital Inc",1784007000,9.04,1.77,348610000,0.65,1.68,10.50%
JBSS,"John B Sanfilippo",868956000,26.3,2.93,36130000,1.08,0.55,0.71%
JBT,"John Bean Technologies Corp",3349600000,30.9,3.5,80500000,1.25,0.4,0.37%
JCP,"J.C. Penney Company Inc",773153000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2684448000,33.16,4.31,79170000,0.58,1.8,1.26%
JRVR,"James River Gp HD",1206478000,24.67,1.62,43570000,0.48,1.2,3.00%
KALU,"Kaiser Aluminum",1824145000,20.53,5.4,45400000,0.65,2.2,1.98%
KAMN,"Kaman Corp",1820943000,24.67,2.64,49830000,0.78,0.8,1.23%
KELYA,"Kelly Svcs Cl A",952437000,10.77,2.24,71600000,0.92,0.3,1.24%
KEM,"Kemet Corp",1382950000,13.16,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3673235000,24.5,2.72,133780000,1.27,0.4,0.60%
KIRK,"Kirkland's Inc",175100000,25.13,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1819660000,10.87,2.45,112010000,1.22,0.48,1.80%
KN,"Knowles Corp",1583958000,23.93,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",750831000,8.95,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",177782000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1483204000,13.23,3.64,97550000,1.35,0,0.00%
