Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
AMAG,"Amag Pharmaceuticals",741528000,0,-0.32,-199230000,0.32,0,0.00%
AMBC,"Ambac Financial Grp",927452000,3.62,5.58,-328720000,1.69,0,0.00%
AMED,"Amedisys Inc",3279638000,37.79,2.53,30300000,0.59,0,0.00%
AMN,"Amn Healthcare Services Inc",2918850000,22.34,2.74,132560000,0.41,0,0.00%
AMPH,"Amphastar Pharma",798429000,73.48,0.23,4510000,1.34,0,0.00%
AMSF,"Amerisafe Inc",1197972000,19.17,3.24,46230000,0.81,0.88,1.42%
AMWD,"Amer Woodmark Cp",1517197000,17.44,4.94,63140000,1.83,0,0.00%
ANDE,"Andersons Inc",991915000,29.79,1.19,42510000,1.21,0.66,1.86%
ANF,"Abercrombie & Fitch Company",1763896000,27.25,0.96,7090000,0.81,0.8,3.06%
ANGO,"Angiodynamics Inc",797673000,29.34,0.73,16340000,1.03,0,0.00%
ANIK,"Anika Therapeutics",515163000,20.02,1.71,31820000,1.84,0,0.00%
ANIP,"ANI Pharma Inc",829304000,17.03,4.14,-1080000,2.84,0,0.00%
APEI,"American Pub. Edu.",724060000,32.83,1.36,21120000,0.67,0,0.00%
APOG,"Apogee Entrpr Inc",1367137000,15.65,3.1,79490000,1.48,0.63,1.30%
ARCB,"Arcbest Corp",1219182000,24.97,1.87,59730000,1.82,0.32,0.69%
ARI,"Apollo Commercial Real Estate",2317697000,11.08,1.7,193030000,0.51,1.84,9.77%
AROC,"Archrock Inc",910717000,0,-0.1,18950000,2.9,0.48,3.78%
ARR,"Armour Residential R",960767000,8.49,2.72,181150000,0.57,2.28,9.88%
ASGN,"On Assignment",4448115000,25.67,3.29,157680000,1.9,0,0.00%
ASIX,"Advansix Inc",1180045000,15.22,2.57,146700000,1.41,0,0.00%
ASNA,"Ascena Retail Grp",712242000,0,-0.04,-1067300000,1.75,0,0.00%
ASTE,"Astec Inds Inc",1403872000,34.28,1.79,37800000,1.13,0.4,0.65%
ATNI,"Atn International",870431000,37.55,1.46,31490000,0.5,0.68,1.24%
ATU,"Actuant Corp",1680840000,31.11,0.9,-66210000,1.45,0.04,0.14%
AVA,"Avista Corp",3306484000,26.53,1.9,115920000,0.32,1.49,2.96%
AVAV,"Aerovironment Inc",1783208000,72.35,1.04,20070000,1.19,0,0.00%
AVD,"American Vanguard Corp",619803000,34.92,0.62,20270000,1.07,0.08,0.37%
AVP,"Avon Products",644853000,14.2,0.1,22000000,1.31,0,0.00%
AWR,"American States Water Company",2203935000,32.68,1.84,69370000,0.4,1.02,1.70%
AXE,"Anixter International Inc",2424400000,14.28,5.23,109000000,2.07,0,0.00%
AXL,"American Axle & Manufacturing",1774278000,4.34,3.72,337100000,1.34,0,0.00%
AZZ,"Azz Inc",1426444000,52.36,1.06,45170000,1.24,0.68,1.23%
B,"Barnes Group",3221138000,21.37,2.9,59420000,1.34,0.64,1.03%
BABY,"Natus Medical Inc",1120903000,23.39,1.4,-20290000,0.48,0,0.00%
BANC,"First Pactrust Bancorp",981446000,24.13,0.8,57710000,0.87,0.52,2.69%
BANR,"Banner Corp",2020625000,19.76,3.14,60780000,1.01,1.4,2.26%
BCC,"Boise Cascade L.L.C.",1686958000,16.9,2.6,82960000,1.99,0.28,0.64%
BCOR,"Blucora Inc",1745307000,25.27,1.49,27040000,-0.04,0,0.00%
BCPC,"Balchem Cp",3184991000,36.86,2.71,90070000,0.9,0.42,0.42%
BEAT,"Biotelemetry Inc",1665732000,45.77,1.1,-15960000,1.41,0,0.00%
BEL,"Belmond Ltd",1161075000,113.5,0.1,-45040000,1.32,0,0.00%
BELFB,"Bel Fuse Inc Cl B",274886000,30.6,0.75,-11900000,0.63,0.28,1.22%
BFS,"Saul Centers",1177930000,17.86,1.45,48260000,0.66,2.08,3.88%
BGFV,"Big 5 Sporting",141372000,25,0.26,1100000,-0.65,0.6,9.23%
BGG,"Briggs & Stratton Corp",696801000,13.15,1.28,56650000,0.65,0.56,3.33%
BGS,"B&G Foods Holdings",2044875000,14.71,2.08,217460000,0.45,1.9,6.21%
BHE,"Benchmark Electronics",1405408000,17.57,1.67,-31970000,0.4,0.6,2.04%
BHLB,"Berkshire Hills Bancorp",1903098000,16.19,2.56,55250000,0.67,0.88,2.12%
BJRI,"Bj's Restaurants Inc",1331998000,37.56,1.68,44780000,0.67,0.44,0.70%
BKE,"Buckle Inc",1189254000,12.74,1.9,89710000,0.76,1,4.13%
BKS,"Barnes & Noble",411264000,11.22,0.49,-125480000,1.92,0.6,10.91%
BLD,"Topbuild Corp",2908073000,27.09,3.07,158130000,0.59,0,0.00%
BMI,"Badger Meter",1529731000,43.79,1.2,34570000,0.67,0.52,0.99%
BNED,"Barnes & Noble Education Inc C",247738000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2620220000,17.34,2.4,134740000,0.29,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1238034000,16.85,0.89,40590000,1.03,0.48,3.20%
BRC,"Brady Corp",1922141000,19.25,1.94,95650000,1.14,0.83,2.22%
BRKL,"Brookline Bancorp",1514032000,21.55,0.87,50520000,0.95,0.4,2.13%
BRKS,"Brooks Automation",2226243000,22.77,1.41,62610000,1.02,0.4,1.25%
BRS,"Bristow Group Inc",524599000,0,-2.16,-195660000,2.93,0,0.00%
CACI,"Caci International",4407715000,23.14,7.76,163670000,1.43,0,0.00%
CAL,"Caleres Inc",1550953000,16.28,2.19,87200000,0.93,0.28,0.79%
CALM,"Cal-Maine Foods In",2185919000,46.89,0.98,-74280000,0.62,0,0.00%
CAMP,"Calamp Corp",816732000,24.48,0.95,16620000,1.77,0,0.00%
CASH,"Meta Financial Grp",955450000,14.28,6.85,44920000,1.15,0.52,0.53%
CATM,"Cardtronics Inc",1225605000,9.93,2.69,-145350000,0.85,0,0.00%
CATO,"Cato Corp",660895000,29.45,0.88,8540000,0.79,1.32,5.09%
CBB,"Cincinnati Bell Inc",563920000,0,-0.27,35100000,1.4,0,0.00%
CBL,"Cbl & Associates Properties",925458000,2.67,0.16,120940000,1.18,0.8,15.12%
CBM,"Cambrex Corp",1913328000,16.98,3.3,102450000,2.27,0,0.00%
CBU,"Community Bank System",3309482000,21,2.99,150720000,1.01,1.36,2.17%
CCMP,"Cabot Microelectron",3044878000,27.77,4.26,86950000,1.37,1.6,1.35%
CCOI,"Cogent Comm Hldgs",2448752000,119.32,0.44,5880000,0.52,2.08,3.96%
CCRN,"Cross Ctry Hlthcr",431704000,19.08,0.62,37510000,0.9,0,0.00%
CDR,"Cedar Shopping Centers Inc",419562000,8.96,-0.39,19140000,0.9,0.2,4.06%
CECO,"Career Education",1284305000,37.94,0.49,-31900000,2.71,0,0.00%
CEIX,"Consol Energy Inc",1160162000,0,3.26,67630000,N/A,0,0.00%
CENT,"Central Garden",2250906000,24.89,1.75,78830000,0.09,0,0.00%
CENTA,"Central Garden & Pet",2091724000,23.26,1.75,78830000,0.39,0,0.00%
CENX,"Century Aluminum C",1172696000,34.12,0.38,48580000,0.79,0,0.00%
CEVA,"Ceva Inc",718817000,62.5,0.52,17030000,0.99,0,0.00%
CHCO,"City Holding Co",1247706000,17.78,4.45,54310000,0.73,1.84,2.33%
CHCT,"Community Healthcare Trust Inc",556308000,20.84,0.23,3510000,0.82,1.6,5.29%
CHS,"Chico's Fas",1163732000,13.72,0.65,101000000,0.7,0.34,3.81%
CHSP,"Chesapeake Lodging Trust",1977445000,14.82,1.13,76240000,0.98,1.6,4.91%
CHUY,"Chuy's Holdings Inc",572063000,38.35,0.88,28960000,-0.31,0,0.00%
CIR,"Circor International",780707000,22.83,1.79,11790000,1.76,0.08,0.18%
CJ,"C&J Energy Services Inc",1461708000,25.25,0.88,22460000,1,0,0.00%
CKH,"Seacor Smit Inc",980272000,94.63,0.57,61640000,0.86,0,0.00%
CLD,"Cloud Peak Energy Inc",245495000,0,-0.27,-6640000,2.02,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",1012810000,10.6,0.67,29480000,1.05,1.32,6.02%
CLW,"Clearwater Paper Corp",380818000,13.33,1.77,97340000,1.06,0,0.00%
CMO,"Capstead Mortgage Corp",797844000,14.43,0.6,79590000,0.12,0.56,6.47%
CMTL,"Comtech Telecom Co",791231000,52.12,0.65,15830000,1.5,0.4,1.18%
CNMD,"C O N M E D Cp",2094027000,35.82,2.05,55490000,0.57,0.8,1.09%
CNSL,"Consolidated Communications Holdings Inc",888488000,405,0.03,64950000,0.75,1.55,12.75%
COHU,"Cohu Inc",735552000,19,1.37,32840000,1.02,0.24,0.92%
COKE,"Coca Cola Bot Cons",1300509000,38.5,3.59,96540000,0.17,1,0.72%
COLB,"Columbia Banking Sys",3127348000,18.36,2.3,112830000,1.14,1.04,2.46%
CORE,"Core Mark Holding",1116830000,24.83,0.98,33500000,0.56,0.4,1.64%
CORT,"Corcept Therapeutics",1544216000,25,0.52,129120000,1.93,0,0.00%
CPF,"Central Pacific Financial Co",867280000,17.65,1.65,41200000,1.1,0.84,2.88%
CPLA,"Capella Education Co",1228851000,28.47,3.69,23510000,0.28,1.72,1.64%
CPS,"Cooper Std Hldg Inc",2418670000,11.57,11.58,135300000,0.73,0,0.00%
CPSI,"Computer Programs",483287000,20.89,1.63,-17100000,0.1,0.4,1.17%
CRAY,"Cray Inc",1040640000,0,-0.84,-133830000,1.59,0,0.00%
CROX,"Crocs Inc",1184658000,588.33,0.03,10240000,0.27,0,0.00%
CRR,"Carbo Ceramics",258916000,0,-3.38,-253120000,1.77,0,0.00%
CRVL,"Corvel Cp",1072004000,30,1.87,35700000,0.74,0,0.00%
CRY,Cryolife,1124541000,90.76,0.33,3700000,0.78,0,0.00%
CRZO,"Carrizo Oil & Gas",2332430000,16.73,1.69,87110000,2.2,0,0.00%
CSGS,"C S G Sys Intl",1382006000,18.97,2.17,61360000,0.93,0.84,2.04%
CTB,"Cooper Tire & Rubber Company",1291553000,9.54,2.69,95400000,0.61,0.42,1.64%
CTRE,"Caretrust REIT Inc",1287527000,13.93,0.4,25870000,0.79,0.82,4.82%
CTRL,"Control4 Corp",653761000,30.01,0.84,15980000,-0.25,0,0.00%
CTS,"Cts Corp",1221740000,28.41,1.32,14450000,1.24,0.16,0.43%
CUB,"Cubic Corp",1872063000,0,-0.45,-11210000,0.98,0.27,0.39%
CUBI,"Customers Bancorp",909720000,11.12,2.58,78840000,0.79,0,0.00%
CUTR,"Cutera Inc",601765000,63.97,0.68,29990000,0.45,0,0.00%
CVBF,"Cvb Financial Corp",2607649000,19.47,1.19,104410000,1.42,0.56,2.42%
CVCO,"Cavco Inds Inc",1986992000,36.26,6.07,61500000,1.47,0,0.00%
CVGW,"Calavo Growers Inc",1668271000,38.7,2.43,37270000,0.56,0.95,1.01%
CWT,"California Water Service Group Holding",1978081000,30.56,1.33,67180000,0.66,0.75,1.85%
CYH,"Community Health Systems",359367000,0,-1.14,-2459000000,1.64,0,0.00%
CYTK,Cytokinetics,460700000,0,-2.51,-127790000,1.49,0,0.00%
DAKT,"Daktronics Inc",373218000,38.23,0.22,5560000,1.1,0.28,3.33%
DAR,"Darling International Inc",3299586000,25.45,0.78,128470000,1.41,0,0.00%
DBD,"Diebold Nixdorf Inc",888732000,12.39,0.94,-233100000,2,0.4,3.43%
DCOM,"Dime Community Bncsh",760793000,14.85,1.35,51880000,0.76,0.56,2.79%
DDD,"3D Systems Corp",1758365000,0,-0.56,-66190000,1.36,0,0.00%
DEA,"Easterly Government Properties",898590000,15.46,0.1,4450000,0.46,1.04,5.34%
DEPO,"Depomed Inc",525253000,0,-0.58,-102500000,1.19,0,0.00%
DF,"Dean Foods Company",930856000,12.99,0.8,61590000,0.56,0.36,3.46%
DFIN,"Donnelly Financial Solutions Inc",709158000,18.53,1.11,9700000,1.96,0,0.00%
DGII,"Digi Intl Inc",370598000,85.63,0.16,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1265395000,17.54,4.06,-330540000,0.08,2.52,3.54%
DIOD,"Diodes Inc",1884916000,22.26,1.71,-1810000,0.99,0,0.00%
DNR,"Denbury Resources",1978429000,15.57,0.28,163150000,3.19,0,0.00%
DORM,"Dorman Products Inc",2421758000,21.15,3.46,106600000,0.88,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1658288000,25.38,0.88,15510000,1.32,0,0.00%
DRH,"Diamondrock Hospitality Company",2478922000,12.35,0.43,91880000,1.41,0.5,4.09%
DSPG,"D S P Group Inc",297763000,57.17,0.23,-3000000,0.84,0,0.00%
DSW,"DSW Inc",2212718000,17.19,1.6,67300000,0.61,1,3.63%
DXPE,"Dxp Enterprise",765149000,46.35,0.92,16890000,2.44,0,0.00%
EBIX,"Ebix Inc",2686483000,26.51,3.17,100620000,1.45,0.3,0.36%
EBS,"Emergent Biosolutions",2699746000,34.56,1.57,82590000,1.32,0,0.00%
ECHO,"Echo Global Logistic",889400000,32.42,0.97,12620000,1.53,0,0.00%
ECOL,"US Ecology Inc",1432472000,35.68,1.84,49370000,0.69,0.72,1.10%
ECPG,"Encore Capital Grp",946080000,9,4.05,83230000,1.53,0,0.00%
EE,"El Paso Electric Company",2470703000,25.4,2.4,98260000,0.42,1.44,2.36%
EFII,"Elec Imaging Inc",1559834000,581.5,0.06,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2072588000,0,-0.23,-104500000,0.51,0,0.00%
EGL,"Engility Holdings Inc",1275120000,15.8,2.21,-35190000,1.84,0,0.00%
EGOV,"Nic Inc",1084113000,20.19,0.8,51610000,0.52,0.32,1.98%
EGP,"Eastgroup Properties",3233348000,20.55,2.29,83180000,0.9,2.56,2.76%
EGRX,"Eagle Pharmaceutical",1215841000,34.6,2.41,51940000,1.46,0,0.00%
EHTH,"Ehealth Inc",457089000,0,-3.26,-25410000,1.59,0,0.00%
EIG,"Employers Holdings Inc",1377558000,13.26,3.19,101200000,0.98,0.8,1.89%
ELY,"Callaway Golf Company",1827027000,21.57,0.89,40810000,1.04,0.04,0.21%
ENDP,"Endo Int'l Plc",2587013000,3.4,3.28,-2035430000,0.33,0,0.00%
ENSG,"The Ensign Group In",1969056000,27.48,1.38,40480000,0.67,0.18,0.47%
ENTA,"Enanta Pharmaceutica",2227612000,43.54,2.81,17710000,1,0,0.00%
ENVA,"Enova International Inc",1297604000,22.9,1.67,29240000,2.84,0,0.00%
EPAY,"Bottomline Tech In",2311795000,99.36,0.56,-33140000,0.99,0,0.00%
ERA,"Era Group Inc",292815000,0,-0.89,-28160000,0.79,0,0.00%
ESE,"Esco Technologies Inc",1612898000,28.96,2.11,53700000,1.03,0.32,0.52%
ESIO,"Electro Sci Inds",605275000,8.41,2.13,116220000,0.97,0,0.00%
ESND,"Essendant Inc",534772000,48.07,0.3,-266980000,1.35,0.56,3.88%
ETH,"Ethan Allen Interiors Inc",657998000,18.13,1.34,36190000,1.06,0.76,3.13%
EVTC,"Evertec Inc",1688415000,15.71,1.48,55050000,1.2,0.1,0.43%
EXLS,"Exlservice Holdings",2145184000,24.65,2.53,48890000,1.17,0,0.00%
EXPO,"Exponent Inc",2574495000,42.48,1.16,41310000,0.67,0.52,1.06%
EXPR,"Express Inc",721354000,22.34,0.44,19370000,0.88,0,0.00%
EXTN,"Exterran Corp",968284000,338.12,0.08,33880000,0.84,0,0.00%
EXTR,"Extreme Networks",1025627000,19.64,0.45,-8520000,1.54,0,0.00%
EZPW,"Ezcorp Inc",667135000,15.31,0.8,31860000,1.51,0,0.00%
FARO,"Faro Tech Inc",985376000,141.34,0.41,-14520000,1.47,0,0.00%
FBP,"First Bancorp",1796203000,15.26,0.53,66960000,1.88,0,0.00%
FCF,"First Commonwealth Financial Corp",1665976000,18.41,0.88,55170000,0.95,0.36,2.22%
FCFS,"First Cash Fin Svcs",4260396000,31.55,2.97,143890000,0.6,0.88,0.94%
FCN,"Fti Consulting",2546453000,21.88,3.05,107960000,0.1,0,0.00%
FCPT,"Four Corners Property Trust In",1515719000,18.15,1.12,71390000,-0.02,1.1,4.42%
FELE,"Franklin Electric Co",2181788000,23.59,1.98,78180000,1.59,0.48,1.03%
FF,"Futurefuel Corp",589615000,12.25,1.1,23510000,1.71,0.24,1.78%
FFBC,"First Finl Bncp [Oh]",3071234000,15.81,1.98,96790000,1.1,0.76,2.43%
FFIN,"First Finl Bkshs Inc",3908436000,30.21,1.87,120370000,1.27,0.84,1.49%
FIX,"Comfort Systems USA",1788702000,24.77,1.96,55270000,1.21,0.32,0.66%
FLOW,"SPX Flow Inc",1862801000,26.82,1.68,46400000,1.93,0,0.00%
FMBI,"First Midwest Bncp",2735743000,18.87,1.39,98390000,1.18,0.44,1.68%
FN,Fabrinet,1475262000,17.14,2.33,97120000,0.6,0,0.00%
FNSR,"Finisar Corp",1927208000,43.59,0.39,-48290000,1.34,0,0.00%
FORM,"Formfactor Inc",1026072000,15.05,0.93,40910000,1.45,0,0.00%
FORR,"Forrester Resrch",779433000,75.44,0.57,15140000,0.37,0.8,1.86%
FOSL,"Fossil Group",1330465000,0,-0.54,-478170000,-0.04,0,0.00%
FOXF,"Fox Factory Cp",1926821000,32.04,1.59,43130000,0.66,0,0.00%
FRAN,"Francesca's Holdings",287117000,25.83,0.3,15560000,0.01,0,0.00%
FRGI,"Fiesta Restaurant Gp",831125000,57.98,0.52,-36230000,0.45,0,0.00%
FSB,"Franklin Financial Network Inc",534564000,14.28,2.57,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",922178000,8.24,-0.18,-15940000,0.77,0.36,4.24%
FSS,"Federal Signal Corp",1438800000,25.71,0.94,61600000,1.16,0.32,1.32%
FTD,"Ftd Companies",101046000,0,0,-234040000,0.26,0,0.00%
FTK,"Flotek Industries",173423000,0,0,-27400000,1.49,0,0.00%
FTR,"Frontier Commun Cp",370247000,0,-3.21,-1804000000,0.65,1.2,25.48%
FUL,"H. B. Fuller Company",2796709000,21.31,2.64,58240000,1.51,0.62,1.10%
FWRD,"Foward Air Corp",1777556000,24.05,2.49,87320000,1.27,0.6,1.00%
GBCI,"Glacier Bancorp Inc",3746329000,22.46,1.91,116380000,1.4,1.04,2.42%
GBX,"Greenbrier Companies",1846096000,14.13,4.08,116070000,1.61,1,1.73%
GCI,"Gannett Co. Inc",1151886000,9.84,1.02,6890000,0.98,0.64,6.37%
GCO,"Genesco Inc",812736000,13.54,3.01,-111840000,1.05,0,0.00%
GDOT,"Green Dot Corp",4283400000,40.25,2.03,85890000,0.82,0,0.00%
GEOS,"Geospace Technologie",196638000,0,-3.63,-56790000,1.29,0,0.00%
GES,"Guess Inc",1851907000,32.81,0.7,-7890000,0.21,0.9,3.92%
GFF,"Griffon Corp",835029000,28.46,0.65,14910000,1.38,0.28,1.51%
GHL,"Greenhill & Co. Inc",757341000,3150,0.01,-26650000,1.12,0.2,0.63%
GIFI,"Gulf Island Fab",139872000,0,-2.42,-44770000,1.24,0.02,0.21%
GIII,"G-III Apparel Gp I",2300664000,23.63,2,62120000,0.31,0,0.00%
GLT,Glatfelter,886673000,20.88,0.97,7910000,1.22,0.52,2.57%
GME,"Gamestop Corp",1516844000,4.88,3.09,34700000,1.38,1.52,10.08%
GNBC,"Green Bancorp",838575000,17.34,1.28,34140000,2.1,0.4,1.80%
GNL,"Global Net Lease Inc",1403366000,10.48,0.23,23570000,0.5,2.13,10.21%
GOV,"Government Properties Income Trust",1552689000,7.68,0.17,12090000,1.19,1.72,10.82%
GPI,"Group 1 Automotive",1421566000,8.54,7.91,213440000,1.8,1.04,1.54%
GPRE,"Green Plains Inc",637252000,0,-1.35,61060000,1.28,0.48,3.02%
GTLS,"Chart Industries In",2332130000,49.92,1.54,28000000,1.07,0,0.00%
GTY,"Getty Realty Corp",1126853000,15.73,1.23,47190000,0.48,1.28,4.52%
GWB,"Great Western Bancorp Inc",2464376000,15.77,2.64,144790000,1.58,1,2.40%
HA,"Hawaiian Hldgs Inc",1924183000,6.59,5.69,364040000,1.48,0.48,1.28%
HAFC,"Hanmi Financial Cp",897000000,14.89,1.85,54660000,0.79,0.96,3.48%
HAYN,"Haynes Intl Inc",489657000,0,-1.03,-10190000,1.4,0.88,2.27%
HCI,"Homeowners Choice",392934000,0,-1.11,-6890000,1.75,1.5,3.55%
HF,"HFF Inc",1443550000,15.8,2.29,94960000,0.95,0,0.00%
HI,"Hillenbrand Inc",3081743000,21.18,2.34,126200000,1.24,0.83,1.68%
HIBB,"Hibbett Sports Inc",456695000,13.51,1.78,35030000,0.82,0,0.00%
HLIT,"Harmonic Inc",379229000,0,-0.39,-82960000,0.81,0,0.00%
HLX,"Helix Energy Solutions Group",1295788000,0,-0.05,30050000,2.46,0,0.00%
HMN,"Horace Mann Educators Corp",1827783000,24.25,1.87,169460000,0.91,1.14,2.51%
HMST,"Homestreet Inc",790514000,17.28,1.67,68950000,0.33,0,0.00%
HMSY,"Hms Hldgs Cp",2024743000,44.09,0.55,40050000,0.88,0,0.00%
HOPE,"Hope Bancorp Inc",2400059000,12.51,1.39,139450000,1.41,0.52,2.99%
HPR,"Highpoint Resources Corp.",1450148000,0,-0.29,-138230000,3.31,0,0.00%
HQY,Healthequity,5117264000,108.34,0.76,47360000,1.42,0,0.00%
HSC,"Harsco Corp",1901452000,27.92,0.84,7820000,2.72,0,0.00%
HSII,"Heidrick & Struggl",665984000,24.17,1.44,-48640000,1.48,0.52,1.49%
HSKA,"Heska Corp",805605000,61.58,1.75,9950000,0.75,0,0.00%
HSTM,"Healthstream Inc",941868000,94.03,0.31,10000000,0.74,0,0.00%
HT,"Hersha Hospitality Trust",881385000,11.63,0.96,99870000,1.33,1.12,5.02%
HTLD,"Heartland Express",1757319000,38.65,0.54,75170000,0.66,0.08,0.38%
HUBG,"Hub Group Inc A",1731744000,24.51,2.04,135150000,1.5,0,0.00%
HVT,"Haverty Furniture Companies",441626000,16.67,1.26,21080000,0.97,0.72,3.43%
HWKN,"Hawkins Inc",404616000,26.7,1.41,-9180000,0.65,0.88,2.34%
HZO,"Marinemax Inc",566040000,16.54,1.27,23550000,1.13,0,0.00%
IBP,"Installed Building Products I",1807520000,49.03,1.19,41140000,0.93,0,0.00%
IIIN,"Insteel Industries",818532000,30.27,1.38,22550000,2,0.12,0.29%
IIVI,"I I V I Inc",2804919000,27.93,1.57,95270000,0.14,0,0.00%
INDB,"Independent Bk Corp",2494688000,22.6,3.9,87200000,0.93,1.52,1.72%
INGN,"Inogen Inc",4464051000,139.81,1.5,21000000,1.11,0,0.00%
INN,"Summit Hotel Properties",1494069000,10.73,0.5,99210000,1.25,0.72,5.08%
INTL,"Intl Fcstone Inc",1031603000,40.3,1.32,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1407152000,10.59,1.34,134140000,2.2,0,0.00%
IOSP,"Innospec Inc",1945900000,17.54,4.65,61800000,1.06,1.76,2.16%
IPAR,"Inter Parfums Inc",1779832000,40.11,1.42,41590000,1.57,0.84,1.48%
IPHS,"Innophos Hldngs Inc",966839000,20.06,2.48,22450000,0.8,1.92,3.86%
IRBT,"Irobot Corp",2037083000,35.78,2.07,50960000,1.16,0,0.00%
IRDM,"Iridium Comm Inc",1992359000,31.47,0.58,233860000,1.91,0,0.00%
IRT,"Independence Realty Trust Inc",867961000,13.49,0.41,30210000,0.85,0.72,7.21%
ITG,"Investment Technology Group",743941000,52.02,0.43,-39440000,1.4,0.28,1.25%
ITGR,"Integer Holdings Corp",2328728000,23.97,3.01,66680000,0.91,0,0.00%
ITRI,"Itron Inc",2395120000,23.42,2.62,57300000,0.95,0,0.00%
IVC,"Invacare Corp",697351000,0,-1.81,-76540000,2.42,0.05,0.28%
IVR,"Invesco Mortgage Capital Inc",1786240000,9.08,1.77,348610000,0.6,1.68,10.45%
JBSS,"John B Sanfilippo",874858000,26.62,2.93,36130000,1.08,0.5,0.64%
JBT,"John Bean Technologies Corp",2985147000,34.03,2.84,80500000,1.19,0.4,0.41%
JCP,"J.C. Penney Company Inc",770011000,0,-0.07,-116000000,0.71,0,0.00%
JJSF,"J J Snack Foods",2888402000,36.48,4.26,79170000,0.61,1.8,1.16%
JRVR,"James River Gp HD",1201372000,26.29,1.53,43570000,0.46,1.2,2.98%
KALU,"Kaiser Aluminum",1830276000,20.83,5.19,45400000,0.64,2.2,2.03%
KAMN,"Kaman Corp",1871757000,26.32,2.58,49830000,0.87,0.8,1.18%
KELYA,"Kelly Svcs Cl A",902411000,10.56,2.17,71600000,0.95,0.3,1.31%
KEM,"Kemet Corp",1642503000,17.74,1.63,254530000,3.7,0,0.00%
KFY,"Korn/Ferry International",3760276000,24.09,2.72,133780000,1.24,0.4,0.61%
KIRK,"Kirkland's Inc",179494000,25.22,0.45,5300000,1.19,0,0.00%
KLIC,"Kulicke and Soffa",1861132000,12.57,2.18,112010000,1.18,0.48,1.75%
KN,"Knowles Corp",1406075000,22.84,0.69,68300000,0.9,0,0.00%
KOP,"Koppers Holdings Inc",802560000,9.32,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",234182000,0,-0.33,-25240000,0.97,0,0.00%
KRA,"Kraton Performance Polymers Inc",1491006000,13.47,3.58,97550000,1.26,0,0.00%
