Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ANDE,"Andersons Inc",1157470000,28.83,1.41,42510000,1.16,0.66,1.62%
ANF,"Abercrombie & Fitch Company",1917101000,28.78,0.96,7090000,0.72,0.8,2.90%
ANGO,"Angiodynamics Inc",813056000,29.81,0.73,16340000,0.97,0,0.00%
ANIK,"Anika Therapeutics",600988000,25.83,1.63,31820000,1.86,0,0.00%
ANIP,"ANI Pharma Inc",664018000,13.21,4.27,-1080000,2.78,0,0.00%
APEI,"American Pub. Edu.",593583000,23.03,1.52,21120000,0.65,0,0.00%
APOG,"Apogee Entrpr Inc",1403040000,16.01,3.1,79490000,1.45,0.63,1.27%
ARCB,"Arcbest Corp",1209528000,18.97,2.42,59730000,1.92,0.32,0.70%
ARI,"Apollo Commercial Real Estate",2370596000,11.66,1.65,193030000,0.54,1.84,9.56%
AROC,"Archrock Inc",1624096000,1200,0.01,18950000,2.92,0.53,4.40%
ARR,"Armour Residential R",994580000,8.89,2.68,181150000,0.64,2.28,9.57%
ASGN,"On Assignment",4722494000,25.1,3.62,157680000,1.91,0,0.00%
ASIX,"Advansix Inc",1004226000,12.58,1.74,146700000,1.47,0,0.00%
ASNA,"Ascena Retail Grp",924149000,0,-0.04,-1067300000,1.66,0,0.00%
ASTE,"Astec Inds Inc",1074609000,21.25,2.2,37800000,1.04,0.44,0.94%
ATNI,"Atn International",1185030000,47.13,1.56,31490000,0.61,0.68,0.92%
ATU,"Actuant Corp",1772190000,32.39,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3361357000,26.46,1.95,115920000,0.25,1.49,2.89%
AVAV,"Aerovironment Inc",2035219000,81.22,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",577596000,29.47,0.66,20270000,1.01,0.08,0.41%
AVP,"Avon Products",906818000,20.4,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2235021000,36.41,1.66,69370000,0.27,1.1,1.82%
AXE,"Anixter International Inc",2432542000,13.32,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",1976913000,4.66,2.73,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1397811000,50.85,1.06,45170000,1.42,0.68,1.26%
B,"Barnes Group",3480408000,22.6,2.99,59420000,1.37,0.64,0.95%
BABY,"Natus Medical Inc",1197152000,25.85,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1013200000,26.12,0.76,57710000,0.83,0.52,2.62%
BANR,"Banner Corp",2135073000,19.68,3.36,60780000,0.98,1.4,2.12%
BCC,"Boise Cascade L.L.C.",1800607000,13.8,3.32,82960000,1.98,0.28,0.61%
BCOR,"Blucora Inc",1676928000,20.09,1.72,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3327937000,38.73,2.07,90070000,0.84,0.42,0.40%
BEAT,"Biotelemetry Inc",1842798000,42.82,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1642212000,160.5,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",311660000,30.41,0.86,-11900000,0.55,0.28,1.07%
BFS,"Saul Centers",1332225000,19.88,1.07,48260000,0.66,2.08,3.49%
BGFV,"Big 5 Sporting",125366000,48.75,0.12,1100000,-0.69,0.6,10.26%
BGG,"Briggs & Stratton Corp",894363000,15.6,1.29,-11320000,0.64,0.56,2.78%
BGS,"B&G Foods Holdings",2162504000,15.61,2.05,217460000,0.47,1.9,5.94%
BHE,"Benchmark Electronics",1209011000,16.16,1.59,-31970000,0.23,0.6,2.33%
BHLB,"Berkshire Hills Bancorp",1903098000,16.27,2.56,55250000,0.74,0.88,2.11%
BJRI,"Bj's Restaurants Inc",1404136000,33.71,1.98,44780000,0.76,0.44,0.66%
BKE,"Buckle Inc",1306470000,13.84,1.9,89710000,0.65,1,3.80%
BKS,"Barnes & Noble",433101000,12.24,0.49,-125480000,1.85,0.6,10.00%
BLD,"Topbuild Corp",2455953000,21.56,3.43,158130000,0.5,0,0.00%
BMI,"Badger Meter",1573396000,43.83,1.2,34570000,0.72,0.52,0.99%
BNED,"Barnes & Noble Education Inc C",304042000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2364390000,15.13,2.49,152410000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1175523000,15.67,0.89,40590000,0.96,0.48,3.44%
BRC,"Brady Corp",1984229000,19.69,1.94,95650000,1.09,0.83,2.17%
BRKL,"Brookline Bancorp",1447560000,19.35,0.93,50520000,0.85,0.4,2.22%
BRKS,"Brooks Automation",2028074000,19.23,1.51,62610000,1,0.4,1.38%
BRS,"Bristow Group Inc",385135000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4667065000,23.88,7.84,301170000,1.45,0,0.00%
CAL,"Caleres Inc",1600189000,16.62,2.19,87200000,0.84,0.28,0.77%
CALM,"Cal-Maine Foods In",2409617000,16.7,2.97,125930000,0.54,1.4,2.83%
CAMP,"Calamp Corp",829080000,24.65,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",1134261000,13.1,6.63,44920000,1.02,0.52,0.60%
CATM,"Cardtronics Inc",1677215000,13.82,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",599376000,26.48,0.88,8540000,0.71,1.32,5.67%
CBB,"Cincinnati Bell Inc",649572000,0,-0.53,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",804642000,2.37,-0.12,120940000,1.14,0.8,17.43%
CBM,"Cambrex Corp",2088728000,16.92,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3354349000,20.82,3.16,150720000,1,1.36,2.07%
CCMP,"Cabot Microelectron",2786483000,22.61,4.82,86950000,1.37,1.6,1.47%
CCOI,"Cogent Comm Hldgs",2445593000,109.79,0.48,5880000,0.5,2.16,4.10%
CCRN,"Cross Ctry Hlthcr",353828000,18.76,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",423214000,7.63,-0.21,19140000,0.87,0.2,4.37%
CECO,"Career Education",1165718000,30.8,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1204449000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2083824000,20.58,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",1907388000,18.81,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1045068000,17.42,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",617942000,110.38,0.26,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1262928000,18.34,4.45,54310000,0.67,1.84,2.25%
CHCT,"Community Healthcare Trust Inc",574210000,21.45,0.31,3510000,0.79,1.61,5.11%
CHS,"Chico's Fas",1312266000,15.49,0.65,101000000,0.75,0.34,3.38%
CHSP,"Chesapeake Lodging Trust",1955752000,14.32,1.21,76240000,0.92,1.6,4.92%
CHUY,"Chuy's Holdings Inc",465278000,29,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",882483000,22.79,1.97,11790000,1.87,0.04,0.08%
CJ,"C&J Energy Services Inc",1605776000,15.79,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",927580000,36.56,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",185661000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",998349000,10.82,0.83,29480000,1.07,1.32,6.07%
CLW,"Clearwater Paper Corp",471293000,16.87,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",775150000,15.24,0.55,79590000,0.1,0.56,6.68%
CMTL,"Comtech Telecom Co",840166000,54.89,0.65,15830000,1.55,0.4,1.12%
CNMD,"C O N M E D Cp",2199889000,37,2.1,55490000,0.55,0.8,1.03%
CNSL,"Consolidated Communications Holdings Inc",851438000,0,-0.23,64950000,0.78,1.55,12.84%
COHU,"Cohu Inc",738428000,16.93,1.52,32840000,1.11,0.24,0.93%
COKE,"Coca Cola Bot Cons",1607466000,74.39,2.35,96540000,0.18,1,0.57%
COLB,"Columbia Banking Sys",3119104000,17.47,2.43,112830000,1.12,1.04,2.45%
CORE,"Core Mark Holding",1563457000,30.01,1.12,33500000,0.63,0.4,1.19%
CORT,"Corcept Therapeutics",1513292000,23.07,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",844648000,16.42,1.74,41200000,1.08,0.84,2.94%
CPS,"Cooper Std Hldg Inc",2506561000,11.78,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",383953000,18.56,1.46,-17100000,-0.04,0.4,1.48%
CRAY,"Cray Inc",869679000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1329798000,169.73,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",218591000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1123360000,29.21,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1178799000,104.03,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1871287000,10.44,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1262992000,16.71,2.27,61360000,0.87,0.84,2.21%
CTB,"Cooper Tire & Rubber Company",1524327000,13.9,2.14,95400000,0.66,0.42,1.41%
CTRE,"Caretrust REIT Inc",1469787000,14.5,0.54,25870000,0.78,0.82,4.53%
CTRL,"Control4 Corp",851121000,35.09,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1153187000,24.16,1.43,14450000,1.23,0.16,0.46%
CUB,"Cubic Corp",1994700000,191.03,0.39,-11210000,0.99,0.27,0.36%
CUBI,"Customers Bancorp",781299000,10.11,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",473328000,77.5,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2704556000,20.59,1.19,104410000,1.38,0.56,2.29%
CVCO,"Cavco Inds Inc",2123740000,34.14,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1778084000,41.49,2.43,37270000,0.56,0.95,0.94%
CWT,"California Water Service Group Holding",1992502000,33.93,1.21,67180000,0.61,0.75,1.83%
CYH,"Community Health Systems",409200000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,385142000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",402648000,40.18,0.22,5560000,1.08,0.28,3.17%
DAR,"Darling International Inc",3293000000,23.74,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",334796000,6.48,0.65,-233100000,2.04,0.3,7.13%
DCOM,"Dime Community Bncsh",694883000,13.53,1.36,51880000,0.58,0.56,3.04%
DDD,"3D Systems Corp",2322791000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",1206392000,16.49,0.1,4450000,0.41,1.04,5.09%
DF,"Dean Foods Company",740097000,10.93,0.75,61590000,0.46,0.36,4.39%
DFIN,"Donnelly Financial Solutions Inc",660620000,21.22,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",351396000,74.71,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1430868000,21.18,3.79,-330540000,0.05,2.52,3.14%
DIOD,"Diodes Inc",1852328000,19.18,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2183434000,10.98,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2667480000,21.08,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1440578000,23.81,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2437963000,11.98,0.39,91880000,1.39,0.5,4.22%
DSPG,"D S P Group Inc",272646000,50.63,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2158984000,16.56,1.6,67300000,0.63,1,3.78%
DXPE,"Dxp Enterprise",814548000,35.69,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2423156000,22.76,3.35,100620000,1.3,0.3,0.39%
EBS,"Emergent Biosolutions",2972689000,23.61,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",939295000,25.6,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1561290000,34.25,2.07,49370000,0.65,0.72,1.02%
ECPG,"Encore Capital Grp",1249020000,8.9,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2598056000,28.15,2.27,98260000,0.4,1.44,2.25%
EFII,"Elec Imaging Inc",1505370000,423.75,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2081036000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1277683000,15.38,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1138176000,19.83,0.86,51610000,0.47,0.32,1.88%
EGP,"Eastgroup Properties",3509668000,21.94,2.29,83180000,0.84,2.56,2.59%
EGRX,"Eagle Pharmaceutical",1191698000,34.73,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",568112000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1429974000,12.48,3.53,101200000,1.03,0.8,1.82%
ELY,"Callaway Golf Company",2140955000,19.08,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3562726000,5.03,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1945041000,24.62,1.51,40480000,0.62,0.18,0.48%
ENTA,"Enanta Pharmaceutica",1750789000,21.94,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1219155000,19.19,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2511453000,80.03,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",257027000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1781313000,29.12,2.33,53700000,1.04,0.32,0.47%
ESIO,"Electro Sci Inds",778051000,7.71,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",572438000,83.78,0.18,-266980000,1.32,0.56,3.71%
ETH,"Ethan Allen Interiors Inc",618149000,17.07,1.35,36370000,0.99,0.76,3.30%
EVTC,"Evertec Inc",1785276000,16.78,1.46,55050000,1.19,0.2,0.82%
EXLS,"Exlservice Holdings",2082960000,25.14,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2656642000,44.17,1.16,41310000,0.59,0.52,1.02%
EXPR,"Express Inc",786931000,23.55,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1001162000,105.27,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",735902000,13.61,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",607229000,13.39,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1124076000,94.79,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1904669000,16.28,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1712142000,17.09,1,55170000,1.01,0.36,2.11%
FCFS,"First Cash Fin Svcs",3555266000,25.54,3.15,143890000,0.48,0.88,1.09%
FCN,"Fti Consulting",2920390000,20.49,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1714213000,19.71,1.26,71390000,-0.04,1.1,4.04%
FELE,"Franklin Electric Co",2286944000,23.9,2.05,78180000,1.58,0.48,0.98%
FF,"Futurefuel Corp",637292000,11.88,1.22,23510000,1.64,0.24,1.66%
FFBC,"First Finl Bncp [Oh]",3083850000,16.04,1.98,96790000,1.05,0.76,2.39%
FFIN,"First Finl Bkshs Inc",4077118000,32.19,1.87,120370000,1.27,0.84,1.40%
FIX,"Comfort Systems USA",2102198000,24.6,2.27,55270000,1.33,0.34,0.61%
FLOW,"SPX Flow Inc",2046655000,24.83,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2799869000,18.83,1.44,98390000,1.13,0.44,1.62%
FN,Fabrinet,1623600000,18.74,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2248301000,49.05,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",989724000,16.77,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",867360000,73.18,0.66,15140000,0.47,0.8,1.66%
FOSL,"Fossil Group",1218945000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2411025000,36.31,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",262229000,24.1,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",801738000,61.91,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",556416000,14.87,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",911455000,8.48,-0.01,-15940000,0.79,0.36,4.25%
FSS,"Federal Signal Corp",1571822000,22.72,1.16,61600000,1.11,0.32,1.21%
FTD,"Ftd Companies",105893000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",120755000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",606291000,0,-2.91,-1804000000,0.57,1.2,22.56%
FUL,"H. B. Fuller Company",2927283000,21.81,2.64,58240000,1.52,0.62,1.08%
FWRD,"Foward Air Corp",1870182000,23.74,2.67,87320000,1.39,0.6,0.95%
GBCI,"Glacier Bancorp Inc",3783115000,23.4,1.91,116380000,1.41,1.04,2.33%
GBX,"Greenbrier Companies",1860582000,14.13,4.08,116070000,1.75,1,1.73%
GCI,"Gannett Co. Inc",1185370000,8.92,1.15,6890000,0.95,0.64,6.24%
GCO,"Genesco Inc",904368000,14.52,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4452679000,40.11,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",189176000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1885902000,32.3,0.7,-7890000,0.18,0.9,3.98%
GFF,"Griffon Corp",818879000,24.33,0.75,14910000,1.36,0.28,1.53%
GHL,"Greenhill & Co. Inc",673715000,112.04,0.27,-26650000,1.14,0.2,0.66%
GIFI,"Gulf Island Fab",142128000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2185115000,21.4,2,62120000,0.28,0,0.00%
GLT,Glatfelter,718868000,17.74,0.93,7910000,1.11,0.52,3.15%
GME,"Gamestop Corp",1614640000,4.96,3.09,34700000,1.26,1.52,9.92%
GNBC,"Green Bancorp",904768000,17.61,1.37,34140000,2.14,0.4,1.66%
GNL,"Global Net Lease Inc",1455915000,10.21,0.23,23570000,0.52,2.13,9.98%
GOV,"Government Properties Income Trust",1664073000,8.53,0.3,12090000,1.19,1.72,10.14%
GPI,"Group 1 Automotive",1579859000,9.22,8.49,213440000,1.78,1.04,1.33%
GPRE,"Green Plains Inc",743669000,0,-0.96,61060000,1.04,0.48,2.76%
GTLS,"Chart Industries In",2389480000,50,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1181408000,17.2,1.16,47190000,0.51,1.28,4.38%
GWB,"Great Western Bancorp Inc",2564352000,15.4,2.83,144790000,1.53,1,2.29%
HA,"Hawaiian Hldgs Inc",2230023000,7.7,5.55,364040000,1.37,0.48,1.12%
HAFC,"Hanmi Financial Cp",838758000,13.7,1.88,54660000,0.78,0.96,3.73%
HAYN,"Haynes Intl Inc",479383000,0,-0.66,-10190000,1.51,0.88,2.31%
HCI,"Homeowners Choice",382522000,0,-1.03,-6890000,1.64,1.5,3.66%
HF,"HFF Inc",1746708000,18.39,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1318103000,23.24,1.53,41790000,0.5,0.6,1.69%
HI,"Hillenbrand Inc",3240120000,21.85,2.38,126200000,1.26,0.83,1.60%
HIBB,"Hibbett Sports Inc",510703000,14.83,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",451658000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1328547000,81.27,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1892612000,24.52,1.85,169460000,0.78,1.14,2.49%
HMST,"Homestreet Inc",798608000,17.25,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2638171000,58.04,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2286348000,12.66,1.39,139450000,1.39,0.56,3.18%
HPR,"Highpoint Resources Corp.",1042933000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5356777000,114.54,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2102100000,25.82,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",793476000,24.47,1.7,-48640000,1.67,0.52,1.25%
HSKA,"Heska Corp",759975000,64.78,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",983821000,88.85,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",868329000,11.02,-0.43,99870000,1.33,1.12,5.05%
HTLD,"Heartland Express",1650070000,36.74,0.54,75170000,0.64,0.08,0.40%
HUBG,"Hub Group Inc A",1763694000,21.79,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",469728000,17.5,1.26,21080000,0.83,0.72,3.27%
HWKN,"Hawkins Inc",429471000,23.39,1.71,-9180000,0.71,0.45,1.13%
HZO,"Marinemax Inc",557344000,13.56,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1428772000,31.04,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",759956000,29.41,1.38,22550000,2.22,0.12,0.30%
IIVI,"I I V I Inc",2864332000,29.84,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2478600000,23.12,3.9,87200000,0.95,1.52,1.69%
INGN,"Inogen Inc",4944020000,131.44,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1424464000,10.03,0.53,99210000,1.21,0.72,5.28%
INTL,"Intl Fcstone Inc",1036268000,28.94,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1433626000,9.14,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1884003000,16.92,4.49,61800000,1.06,1.76,2.32%
IPAR,"Inter Parfums Inc",2037366000,41.45,1.55,41590000,1.54,0.84,1.31%
IPHS,"Innophos Hldngs Inc",856761000,17.81,2.46,22450000,0.74,1.92,4.38%
IRBT,"Irobot Corp",2666993000,43.67,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2292525000,50.88,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",902021000,13.93,0.18,30210000,0.84,0.72,6.98%
ITG,"Investment Technology Group",729739000,39.54,0.56,-39440000,1.45,0.28,1.26%
ITGR,"Integer Holdings Corp",2309522000,20.71,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2481795000,25.81,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",523530000,0,-1.59,-76540000,2.38,0.05,0.32%
IVR,"Invesco Mortgage Capital Inc",1814150000,9.15,1.77,348610000,0.65,1.68,10.37%
JBSS,"John B Sanfilippo",890748000,26.25,2.93,36130000,1.08,0.55,0.72%
JBT,"John Bean Technologies Corp",3498120000,31.71,3.5,80500000,1.25,0.4,0.36%
JCP,"J.C. Penney Company Inc",524864000,0,-0.36,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2725819000,33.6,4.31,79170000,0.58,1.8,1.24%
JRVR,"James River Gp HD",1213362000,25.2,1.62,43570000,0.48,1.2,2.94%
KALU,"Kaiser Aluminum",1783900000,19.78,5.4,45400000,0.65,2.2,2.06%
KAMN,"Kaman Corp",1857240000,24.86,2.64,49830000,0.78,0.8,1.22%
KELYA,"Kelly Svcs Cl A",967284000,11.25,2.24,71600000,0.92,0.3,1.19%
KEM,"Kemet Corp",1362874000,12.71,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3679452000,24.33,2.72,133780000,1.27,0.4,0.60%
KIRK,"Kirkland's Inc",178238000,25.67,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1711548000,10.55,2.45,112010000,1.22,0.48,1.86%
KN,"Knowles Corp",1562334000,23.65,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",725415000,8.79,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",164755000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1475869000,12.68,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1460878000,8.6,-0.21,11870000,0.55,1.27,7.28%
